Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,JPYExposure,AUDExposure,FilterFeature,FilterPercentile,FilterThreshold,RejectReason
27_EA_China_Demand,EA,Short,2025-05-13 10:00:00,2025-05-13 12:08:00,60.0,TP,10,0,60,60,0.0001,1.5,0.00015,81608.30000000019,81608.30000000019,0.0,203.7,197.5,77.3,28.229,2025-05-13,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2025-05-13 10:01:00,2025-05-13 14:10:00,125.0,TP,10,1,50,125,0.0001,1.5,0.00015,81843.30000000019,81843.30000000019,0.0,203.7,197.5,77.3,28.229,2025-05-13,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2025-05-14 10:00:00,2025-05-14 15:50:00,-1.2,TimeExit,10,0,60,60,0.0001,1.5,0.00015,81950.6000000002,81952.30000000019,1.6999999999970896,188.7,200.1,46.0,27.464,2025-05-14,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2025-05-15 09:55:00,2025-05-15 23:55:00,42.2,TimeExit,9,55,90,999,0.01,2.0,0.02,82048.9000000002,82048.9000000002,0.0,218.1,213.3,116.4,34.386,2025-05-15,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
22_GA_C_2,GA,Long,2025-05-15 16:56:00,2025-05-15 22:40:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,82006.7000000002,82006.7000000002,0.0,118.7,158.8,147.9,35.143,2025-05-15,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2025-05-15 20:56:00,2025-05-16 10:00:00,56.4,TimeExit,20,56,90,999,0.0001,1.5,0.00015,82105.30000000019,82105.30000000019,0.0,142.2,165.6,154.1,31.364,2025-05-15,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
23_GA_F_2,GA,Short,2025-05-16 19:42:00,2025-05-16 22:45:00,-25.8,TimeExit,19,42,90,200,0.0001,2.0,0.0002,82079.50000000019,82105.30000000019,25.80000000000291,223.0,125.2,125.2,35.971,2025-05-16,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2025-05-19 18:02:00,2025-05-19 23:02:00,18.3,TimeExit,18,2,130,250,0.01,2.0,0.02,82084.30000000019,82105.30000000019,21.0,46.0,111.5,111.5,33.229,2025-05-19,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2025-05-19 20:56:00,2025-05-20 01:58:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,82039.30000000019,82105.30000000019,66.0,40.9,123.9,123.9,24.636,2025-05-19,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2025-05-19 21:56:00,2025-05-20 05:27:00,-47.7,TimeExit,21,56,75,70,0.01,1.0,0.01,82065.9000000002,82113.6000000002,47.69999999999709,40.9,123.9,123.9,23.814,2025-05-19,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2025-05-21 20:56:00,2025-05-22 04:45:00,-12.4,TimeExit,20,56,45,70,0.01,1.0,0.01,82077.2000000002,82159.6000000002,82.39999999999418,86.2,84.4,64.3,23.371,2025-05-21,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2025-05-21 21:56:00,2025-05-22 05:27:00,-11.1,TimeExit,21,56,75,70,0.01,1.0,0.01,81984.00000000019,82159.6000000002,175.60000000000582,86.2,64.3,64.3,23.743,2025-05-21,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2025-05-22 09:55:00,2025-05-22 23:55:00,-48.1,TimeExit,9,55,90,999,0.01,2.0,0.02,82029.80000000018,82159.6000000002,129.80000000001746,113.2,120.8,120.8,33.021,2025-05-22,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
22_GA_C_2,GA,Long,2025-05-22 16:56:00,2025-05-22 22:19:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,82077.90000000018,82159.6000000002,81.70000000001164,121.8,101.5,99.3,33.4,2025-05-22,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2025-05-22 20:56:00,2025-05-23 10:00:00,-11.0,TimeExit,20,56,90,999,0.0001,1.5,0.00015,82018.80000000018,82159.6000000002,140.80000000001746,91.0,104.0,104.0,31.207,2025-05-22,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
12_UJ_Short_Core,UJ,Short,2025-05-23 08:04:00,2025-05-23 14:56:00,40.8,TimeExit,8,4,50,999,0.01,0.5,0.005,82059.60000000018,82159.6000000002,100.00000000001457,159.8,152.6,57.6,28.793,2025-05-23,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2025-05-23 09:55:00,2025-05-23 23:55:00,69.2,TimeExit,9,55,90,999,0.01,2.0,0.02,82111.80000000018,82159.6000000002,47.80000000001746,169.6,170.5,65.7,31.243,2025-05-23,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
12_UJ_Short_Core,UJ,Short,2025-05-26 08:04:00,2025-05-26 14:56:00,26.8,TimeExit,8,4,50,999,0.01,0.5,0.005,82048.60000000018,82159.6000000002,111.00000000001457,41.7,68.3,68.3,30.121,2025-05-26,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2025-05-26 09:59:00,2025-05-27 05:26:00,-40.3,TimeExit,9,59,90,180,0.0001,1.5,0.00015,82027.10000000018,82159.6000000002,132.50000000001455,69.4,39.5,39.5,32.579,2025-05-26,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2025-05-26 10:01:00,2025-05-26 16:00:00,30.2,TimeExit,10,1,50,125,0.0001,1.5,0.00015,82096.90000000018,82159.6000000002,62.70000000001164,69.4,46.5,46.5,32.686,2025-05-26,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2025-05-28 00:00:00,2025-05-28 08:55:00,-41.4,TimeExit,0,0,130,90,0.01,2.0,0.02,81961.10000000018,82159.6000000002,198.50000000001447,257.1,257.1,,31.736,2025-05-28,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
13_UJ_Fix_MidWeek,UJ,Long,2025-05-28 18:04:00,2025-05-28 22:03:00,53.2,TimeExit,18,4,95,95,0.01,0.5,0.005,82000.90000000018,82159.6000000002,158.70000000001164,234.1,95.8,91.4,30.093,2025-05-28,JPY_Sell,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2025-05-28 20:56:00,2025-05-29 04:45:00,14.5,TimeExit,20,56,45,70,0.01,1.0,0.01,82015.40000000018,82159.6000000002,144.20000000001164,185.1,86.7,76.5,25.521,2025-05-28,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2025-05-28 21:56:00,2025-05-29 05:27:00,7.8,TimeExit,21,56,75,70,0.01,1.0,0.01,82054.70000000019,82159.6000000002,104.90000000000872,185.1,86.7,76.5,25.579,2025-05-28,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
12_UJ_Short_Core,UJ,Short,2025-05-29 08:04:00,2025-05-29 08:25:00,-50.0,SL,8,4,50,999,0.01,0.5,0.005,82004.70000000019,82159.6000000002,154.90000000000873,112.2,122.5,33.9,21.871,2025-05-29,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
22_GA_C_2,GA,Long,2025-05-29 16:56:00,2025-05-29 22:56:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,82019.00000000019,82159.6000000002,140.60000000000582,105.8,125.8,106.9,34.864,2025-05-29,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
13_UJ_Fix_MidWeek,UJ,Long,2025-05-29 18:04:00,2025-05-29 22:03:00,-77.4,TimeExit,18,4,95,95,0.01,0.5,0.005,81939.00000000019,82159.6000000002,220.60000000000585,112.2,226.4,154.7,35.171,2025-05-29,JPY_Sell,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
12_UJ_Short_Core,UJ,Short,2025-05-30 09:55:00,2025-05-30 11:17:00,-20.0,SL,9,55,20,50,0.01,0.5,0.005,82145.1000000002,82165.1000000002,20.0,213.2,269.9,83.0,26.393,2025-05-30,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
23_GA_F_2,GA,Short,2025-05-30 19:42:00,2025-05-30 22:45:00,-6.5,TimeExit,19,42,90,200,0.0001,2.0,0.0002,82118.50000000019,82165.1000000002,46.60000000000582,110.2,198.7,198.7,34.157,2025-05-30,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2025-06-02 09:59:00,2025-06-03 05:26:00,-2.1,TimeExit,9,59,90,180,0.0001,1.5,0.00015,81920.20000000019,82165.1000000002,244.9000000000088,59.4,39.3,39.3,27.579,2025-06-02,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2025-06-02 13:55:00,2025-06-03 04:55:00,11.1,TimeExit,13,55,70,250,0.01,1.0,0.01,81922.30000000019,82165.1000000002,242.8000000000029,54.2,40.7,40.7,24.529,2025-06-02,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
14_UJ_Sat_3rd,UJ,Short,2025-06-03 20:01:00,2025-06-03 22:30:00,-45.0,SL,20,1,45,70,0.01,0.5,0.005,81790.70000000019,82165.1000000002,374.40000000000873,144.6,89.0,89.0,25.793,2025-06-03,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2025-06-04 00:00:00,2025-06-04 08:55:00,9.1,TimeExit,0,0,130,90,0.01,2.0,0.02,81741.6000000002,82165.1000000002,423.5,183.7,183.7,,36.457,2025-06-04,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2025-06-04 20:56:00,2025-06-04 23:00:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,81765.50000000019,82165.1000000002,399.6000000000058,100.0,128.3,83.1,24.114,2025-06-04,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
16_UJ_T10A,UJ,Long,2025-06-10 02:58:00,2025-06-10 09:50:00,13.2,TimeExit,2,58,45,110,0.01,0.5,0.005,81712.70000000019,82165.1000000002,452.40000000000873,97.5,97.5,27.0,19.964,2025-06-10,JPY_Sell,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2025-06-11 00:00:00,2025-06-11 08:55:00,-8.7,TimeExit,0,0,130,90,0.01,2.0,0.02,81847.40000000018,82165.1000000002,317.70000000001164,166.5,166.5,,32.807,2025-06-11,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
28_GA_China_Demand,GA,Short,2025-06-12 10:00:00,2025-06-12 16:10:00,20.2,TimeExit,10,0,75,70,0.0001,2.0,0.0002,81883.20000000019,82165.1000000002,281.9000000000088,123.3,223.4,133.2,37.129,2025-06-12,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2025-06-12 10:00:00,2025-06-12 15:50:00,-6.8,TimeExit,10,0,60,60,0.0001,1.5,0.00015,81863.00000000019,82165.1000000002,302.1000000000058,128.6,208.1,119.4,31.843,2025-06-12,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
22_GA_C_2,GA,Long,2025-06-12 16:56:00,2025-06-13 00:08:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,81838.40000000018,82165.1000000002,326.70000000001164,123.3,253.4,183.7,38.486,2025-06-12,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2025-06-12 20:56:00,2025-06-13 10:00:00,54.2,TimeExit,20,56,90,999,0.0001,1.5,0.00015,81892.60000000018,82165.1000000002,272.5000000000145,128.6,285.3,219.7,37.293,2025-06-12,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2025-06-13 10:00:00,2025-06-13 15:50:00,18.0,TimeExit,10,0,60,60,0.0001,1.5,0.00015,81902.40000000018,82165.1000000002,262.70000000001164,231.4,152.6,149.9,29.693,2025-06-13,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
23_GA_F_2,GA,Short,2025-06-13 19:42:00,2025-06-13 22:45:00,52.9,TimeExit,19,42,90,200,0.0001,2.0,0.0002,81904.30000000018,82165.1000000002,260.80000000001746,183.7,203.9,203.9,42.914,2025-06-13,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
24_GA_D_1,GA,Long,2025-06-13 22:44:00,2025-06-14 03:08:00,26.2,TimeExit,22,44,90,200,0.0001,2.0,0.0002,81930.50000000017,82165.1000000002,234.6000000000204,183.7,203.9,203.9,44.107,2025-06-13,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2025-06-16 09:59:00,2025-06-17 05:26:00,50.8,TimeExit,9,59,90,180,0.0001,1.5,0.00015,82079.90000000017,82165.1000000002,85.2000000000262,59.8,53.2,53.2,30.1,2025-06-16,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2025-06-16 10:01:00,2025-06-16 16:00:00,-17.6,TimeExit,10,1,50,125,0.0001,1.5,0.00015,81912.90000000017,82165.1000000002,252.2000000000262,59.8,53.2,53.2,29.2,2025-06-16,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2025-06-16 13:55:00,2025-06-17 04:55:00,92.5,TimeExit,13,55,70,250,0.01,1.0,0.01,82029.10000000017,82165.1000000002,136.0000000000291,60.7,99.4,99.4,28.614,2025-06-16,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2025-06-16 18:02:00,2025-06-16 23:02:00,-36.5,TimeExit,18,2,130,250,0.01,2.0,0.02,81884.90000000017,82165.1000000002,280.2000000000262,91.7,121.7,121.7,33.214,2025-06-16,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2025-06-16 20:56:00,2025-06-17 04:45:00,51.7,TimeExit,20,56,45,70,0.01,1.0,0.01,81936.60000000017,82165.1000000002,228.5000000000291,60.7,133.7,133.7,28.329,2025-06-16,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2025-06-16 21:56:00,2025-06-17 05:27:00,47.6,TimeExit,21,56,75,70,0.01,1.0,0.01,82127.50000000017,82165.1000000002,37.60000000002037,60.7,133.7,133.7,25.221,2025-06-16,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2025-06-18 00:00:00,2025-06-18 06:06:00,-130.0,SL,0,0,130,90,0.01,2.0,0.02,82098.40000000017,82232.70000000017,134.3000000000029,107.5,107.5,,35.721,2025-06-18,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2025-06-19 20:56:00,2025-06-20 10:00:00,15.0,TimeExit,20,56,90,999,0.0001,1.5,0.00015,82078.50000000017,82232.70000000017,154.1999999999971,102.9,146.7,146.7,28.064,2025-06-19,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
12_UJ_Short_Core,UJ,Short,2025-06-20 09:55:00,2025-06-20 14:27:00,-20.0,SL,9,55,20,50,0.01,0.5,0.005,82058.50000000017,82232.70000000017,174.1999999999971,143.4,103.0,63.8,19.921,2025-06-20,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
12_UJ_Short_Core,UJ,Short,2025-06-23 08:04:00,2025-06-23 13:08:00,-50.0,SL,8,4,50,999,0.01,0.5,0.005,81837.40000000017,82232.70000000017,395.3000000000029,43.5,40.3,40.3,22.043,2025-06-23,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2025-06-23 09:59:00,2025-06-23 12:08:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,81887.40000000017,82232.70000000017,345.3000000000029,75.6,81.0,81.0,29.157,2025-06-23,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2025-06-23 10:01:00,2025-06-23 10:55:00,-50.0,SL,10,1,50,125,0.0001,1.5,0.00015,81977.40000000017,82232.70000000017,255.3000000000029,75.6,81.0,81.0,29.657,2025-06-23,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2025-06-23 18:02:00,2025-06-23 23:02:00,-38.2,TimeExit,18,2,130,250,0.01,2.0,0.02,81749.20000000017,82232.70000000017,483.5,26.8,217.8,217.8,35.15,2025-06-23,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2025-06-23 20:56:00,2025-06-24 01:37:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,81704.20000000017,82232.70000000017,528.5,44.7,179.5,179.5,30.914,2025-06-23,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
21_GA_B_3,GA,Long,2025-06-23 21:02:00,2025-06-24 10:00:00,-53.7,TimeExit,21,2,220,100,0.0001,2.0,0.0002,81672.70000000017,82232.70000000017,560.0,53.1,178.5,178.5,34.75,2025-06-23,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2025-06-23 21:56:00,2025-06-24 05:27:00,10.8,TimeExit,21,56,75,70,0.01,1.0,0.01,81741.90000000017,82232.70000000017,490.8000000000029,44.7,179.5,179.5,32.043,2025-06-23,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2025-06-24 00:00:00,2025-06-24 08:55:00,-15.5,TimeExit,0,0,130,90,0.01,2.0,0.02,81726.40000000017,82232.70000000017,506.3000000000029,217.8,217.8,,39.093,2025-06-24,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
12_UJ_Short_Core,UJ,Short,2025-06-24 08:04:00,2025-06-24 14:56:00,66.1,TimeExit,8,4,50,999,0.01,0.5,0.005,81738.80000000018,82232.70000000017,493.8999999999942,188.2,226.7,86.3,32.671,2025-06-24,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
18_EA_2_MonWed_Short,EA,Short,2025-06-24 09:59:00,2025-06-25 05:26:00,5.6,TimeExit,9,59,90,180,0.0001,1.5,0.00015,81853.90000000018,82232.70000000017,378.7999999999884,190.8,154.8,97.8,28.807,2025-06-24,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2025-06-24 10:01:00,2025-06-24 16:00:00,74.2,TimeExit,10,1,50,125,0.0001,1.5,0.00015,81813.00000000017,82232.70000000017,419.6999999999971,190.8,152.2,97.8,28.529,2025-06-24,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
13_UJ_Fix_MidWeek,UJ,Long,2025-06-25 18:04:00,2025-06-25 22:03:00,43.3,TimeExit,18,4,95,95,0.01,0.5,0.005,81938.30000000018,82232.70000000017,294.3999999999942,210.9,98.5,93.5,20.5,2025-06-25,JPY_Sell,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
13_UJ_Fix_MidWeek,UJ,Long,2025-06-26 18:04:00,2025-06-26 22:03:00,38.6,TimeExit,18,4,95,95,0.01,0.5,0.005,82210.60000000018,82232.70000000017,22.09999999999127,138.7,219.8,198.4,25.543,2025-06-26,JPY_Sell,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
12_UJ_Short_Core,UJ,Short,2025-06-27 08:04:00,2025-06-27 14:56:00,12.2,TimeExit,8,4,50,999,0.01,0.5,0.005,82152.40000000018,82232.70000000017,80.29999999998836,198.4,135.7,60.6,23.929,2025-06-27,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2025-07-07 20:56:00,2025-07-08 04:45:00,51.5,TimeExit,20,56,45,70,0.01,1.0,0.01,82687.10000000018,82687.10000000018,0.0,35.2,84.9,84.9,23.543,2025-07-07,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2025-07-07 21:56:00,2025-07-08 05:27:00,42.1,TimeExit,21,56,75,70,0.01,1.0,0.01,82764.20000000019,82764.20000000019,0.0,35.2,87.9,87.9,23.243,2025-07-07,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2025-07-08 00:00:00,2025-07-08 08:55:00,-2.2,TimeExit,0,0,130,90,0.01,2.0,0.02,82762.00000000019,82764.20000000019,2.1999999999970896,216.5,216.5,,31.536,2025-07-08,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2025-07-09 20:56:00,2025-07-10 10:00:00,6.1,TimeExit,20,56,90,999,0.0001,1.5,0.00015,82804.10000000018,82874.50000000017,70.39999999999418,150.7,79.4,79.4,28.157,2025-07-09,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2025-07-11 10:00:00,2025-07-11 15:50:00,39.2,TimeExit,10,0,60,60,0.0001,1.5,0.00015,82817.20000000017,82889.30000000018,72.10000000000582,158.6,217.0,79.4,28.014,2025-07-11,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
23_GA_F_2,GA,Short,2025-07-11 19:42:00,2025-07-11 22:45:00,33.3,TimeExit,19,42,90,200,0.0001,2.0,0.0002,82868.10000000018,82889.30000000018,21.19999999999709,149.8,188.3,123.4,36.0,2025-07-11,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
24_GA_D_1,GA,Long,2025-07-11 22:44:00,2025-07-12 03:08:00,9.6,TimeExit,22,44,90,200,0.0001,2.0,0.0002,82840.10000000018,82889.30000000018,49.19999999999709,149.8,208.5,169.1,38.471,2025-07-11,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2025-07-14 18:02:00,2025-07-14 23:02:00,8.6,TimeExit,18,2,130,250,0.01,2.0,0.02,82818.70000000019,82889.30000000018,70.59999999999127,45.7,88.0,88.0,34.364,2025-07-14,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2025-07-14 20:56:00,2025-07-15 04:45:00,2.3,TimeExit,20,56,45,70,0.01,1.0,0.01,82821.00000000019,82889.30000000018,68.29999999998836,26.1,75.5,75.5,27.636,2025-07-14,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2025-07-14 21:56:00,2025-07-15 05:27:00,18.7,TimeExit,21,56,75,70,0.01,1.0,0.01,82807.80000000018,82889.30000000018,81.5,26.1,75.5,75.5,24.279,2025-07-14,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2025-07-17 09:55:00,2025-07-17 23:55:00,-27.0,TimeExit,9,55,90,999,0.01,2.0,0.02,82674.40000000017,82889.30000000018,214.9000000000088,105.7,184.0,112.4,34.279,2025-07-17,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2025-07-17 20:56:00,2025-07-18 10:00:00,-58.6,TimeExit,20,56,90,999,0.0001,1.5,0.00015,82590.00000000016,82889.30000000018,299.30000000001746,62.1,176.4,153.4,28.536,2025-07-17,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2025-07-21 13:55:00,2025-07-21 21:30:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,82538.10000000015,82889.30000000018,351.2000000000262,24.4,93.4,93.4,23.886,2025-07-21,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2025-07-21 18:02:00,2025-07-21 23:02:00,-34.1,TimeExit,18,2,130,250,0.01,2.0,0.02,82524.90000000014,82889.30000000018,364.4000000000378,17.1,106.8,106.8,35.514,2025-07-21,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2025-07-21 20:56:00,2025-07-22 04:45:00,11.3,TimeExit,20,56,45,70,0.01,1.0,0.01,82536.20000000014,82889.30000000018,353.1000000000349,24.4,93.4,93.4,31.536,2025-07-21,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2025-07-21 21:56:00,2025-07-22 05:27:00,25.9,TimeExit,21,56,75,70,0.01,1.0,0.01,82509.90000000014,82889.30000000018,379.4000000000378,24.4,93.4,93.4,25.507,2025-07-21,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
