Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,JPYExposure,AUDExposure,FilterFeature,FilterPercentile,FilterThreshold,RejectReason
20_EA_1A_MonTue_Short,EA,Short,2015-01-05 10:01:00,2015-01-05 12:00:00,-50.0,SL,10,1,50,125,0.0001,1.5,0.00015,-50.0,-50.0,0.0,72.3,102.5,102.5,33.129,2015-01-05,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2015-01-05 13:55:00,2015-01-05 20:43:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,-120.0,-50.0,70.0,90.1,97.3,97.3,34.836,2015-01-05,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2015-01-05 18:02:00,2015-01-05 21:52:00,-130.0,SL,18,2,130,250,0.01,2.0,0.02,-250.0,-50.0,200.0,147.8,161.7,161.7,45.336,2015-01-05,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2015-01-05 20:56:00,2015-01-05 23:03:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,-341.7,-50.0,291.7,90.1,101.7,101.7,34.214,2015-01-05,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
21_GA_B_3,GA,Long,2015-01-05 21:02:00,2015-01-06 10:00:00,-121.2,TimeExit,21,2,220,100,0.0001,2.0,0.0002,-461.0,-50.0,411.0,89.9,233.6,233.6,52.343,2015-01-05,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2015-01-05 21:56:00,2015-01-06 05:27:00,-20.6,TimeExit,21,56,75,70,0.01,1.0,0.01,-362.3,-50.0,312.3,90.1,125.7,125.7,36.557,2015-01-05,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2015-01-06 00:00:00,2015-01-06 08:55:00,22.5,TimeExit,0,0,130,90,0.01,2.0,0.02,-339.8,-50.0,289.8,249.4,249.4,,39.893,2015-01-06,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2015-01-06 09:55:00,2015-01-06 23:55:00,170.6,TimeExit,9,55,90,999,0.01,2.0,0.02,-261.6,-50.0,211.6,249.4,269.9,97.0,45.807,2015-01-06,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2015-01-07 00:00:00,2015-01-07 08:55:00,-83.0,TimeExit,0,0,130,90,0.01,2.0,0.02,-344.6,-50.0,294.6,245.1,245.1,,49.136,2015-01-07,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
17_EA_1B_Wed_Short,EA,Short,2015-01-07 09:59:00,2015-01-07 20:58:00,76.9,TimeExit,9,59,70,175,0.0001,1.5,0.00015,-267.70000000000005,-50.0,217.70000000000005,158.2,124.5,81.6,31.193,2015-01-07,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2015-01-07 13:55:00,2015-01-08 04:55:00,-38.3,TimeExit,13,55,70,250,0.01,1.0,0.01,-278.30000000000007,-50.0,228.30000000000007,158.6,191.5,124.6,32.857,2015-01-07,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2015-01-07 20:56:00,2015-01-08 04:45:00,27.7,TimeExit,20,56,45,70,0.01,1.0,0.01,-240.00000000000009,-50.0,190.00000000000009,158.6,144.6,124.6,30.15,2015-01-07,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2015-01-07 20:56:00,2015-01-08 10:00:00,-18.9,TimeExit,20,56,90,999,0.0001,1.5,0.00015,-296.30000000000007,-50.0,246.30000000000007,158.2,114.6,94.4,28.114,2015-01-07,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2015-01-07 21:56:00,2015-01-08 05:27:00,0.9,TimeExit,21,56,75,70,0.01,1.0,0.01,-277.4000000000001,-50.0,227.4000000000001,158.6,127.8,124.6,30.964,2015-01-07,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
8_AJ_Core1,AJ,Long,2015-01-12 08:01:00,2015-01-12 22:46:00,-43.9,TimeExit,8,1,70,110,0.01,1.5,0.015,-143.90000000000003,-50.0,93.90000000000003,47.4,27.7,27.7,21.143,2015-01-12,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
26_AJ_China_Demand,AJ,Long,2015-01-12 10:00:00,2015-01-12 15:50:00,23.0,TimeExit,10,0,45,80,0.01,1.5,0.015,-168.00000000000006,-50.0,118.00000000000006,47.4,27.7,27.7,21.486,2015-01-12,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2015-01-12 10:00:00,2015-01-12 15:50:00,21.8,TimeExit,10,0,40,40,0.0001,1.5,0.00015,-146.20000000000005,-50.0,96.20000000000005,37.1,22.3,22.3,17.607,2015-01-12,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2015-01-12 10:00:00,2015-01-12 13:04:00,60.0,TP,10,0,60,60,0.0001,1.5,0.00015,-261.00000000000006,-50.0,211.00000000000009,43.4,29.7,29.7,29.779,2015-01-12,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2015-01-12 10:01:00,2015-01-12 16:00:00,46.2,TimeExit,10,1,50,125,0.0001,1.5,0.00015,-100.00000000000004,-50.0,50.00000000000004,43.4,29.7,29.7,29.779,2015-01-12,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2015-01-12 13:55:00,2015-01-13 04:55:00,-11.2,TimeExit,13,55,70,250,0.01,1.0,0.01,-230.50000000000003,-50.0,180.50000000000003,50.5,36.5,36.5,24.95,2015-01-12,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
21_GA_B_3,GA,Long,2015-01-12 21:02:00,2015-01-13 09:19:00,100.0,TP,21,2,220,100,0.0001,2.0,0.0002,-135.90000000000003,-50.0,85.90000000000003,47.2,168.4,168.4,34.221,2015-01-12,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2015-01-13 00:00:00,2015-01-13 08:55:00,-5.4,TimeExit,0,0,130,90,0.01,2.0,0.02,-235.90000000000003,-50.0,185.90000000000003,152.0,152.0,,35.95,2015-01-13,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2015-01-13 09:55:00,2015-01-13 14:44:00,-90.0,SL,9,55,90,999,0.01,2.0,0.02,-115.90000000000003,-25.90000000000004,90.0,152.0,164.1,78.9,32.936,2015-01-13,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
26_AJ_China_Demand,AJ,Long,2015-01-13 10:00:00,2015-01-13 15:13:00,80.0,TP,10,0,45,80,0.01,1.5,0.015,-35.900000000000034,-25.90000000000004,10.0,115.6,155.7,78.9,25.036,2015-01-13,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2015-01-14 00:00:00,2015-01-14 03:40:00,-130.0,SL,0,0,130,90,0.01,2.0,0.02,-119.90000000000003,10.099999999999966,130.0,162.2,162.2,,48.586,2015-01-14,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2015-01-14 10:00:00,2015-01-14 11:16:00,-40.0,SL,10,0,40,40,0.0001,1.5,0.00015,-409.9,10.099999999999966,420.0,69.4,68.1,55.4,15.271,2015-01-14,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
26_AJ_China_Demand,AJ,Long,2015-01-14 10:00:00,2015-01-14 11:00:00,-45.0,SL,10,0,45,80,0.01,1.5,0.015,-164.90000000000003,10.099999999999966,175.0,95.1,118.6,92.1,24.307,2015-01-14,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2015-01-14 20:56:00,2015-01-15 04:17:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,-339.90000000000003,10.099999999999966,350.0,115.4,291.5,278.9,37.579,2015-01-14,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2015-01-14 20:56:00,2015-01-15 09:32:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,-359.90000000000003,10.099999999999966,370.0,110.2,229.8,229.8,43.421,2015-01-14,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2015-01-14 21:56:00,2015-01-15 04:17:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,-269.90000000000003,10.099999999999966,280.0,115.4,278.9,278.9,39.25,2015-01-14,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2015-01-15 09:55:00,2015-01-15 23:55:00,176.2,TimeExit,9,55,90,999,0.01,2.0,0.02,38.19999999999993,38.19999999999993,0.0,313.5,247.6,203.5,40.943,2015-01-15,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
26_AJ_China_Demand,AJ,Long,2015-01-15 10:00:00,2015-01-15 15:50:00,35.3,TimeExit,10,0,45,80,0.01,1.5,0.015,-278.00000000000006,10.099999999999966,288.1,246.9,224.8,155.2,29.993,2015-01-15,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
28_GA_China_Demand,GA,Short,2015-01-15 10:00:00,2015-01-15 16:06:00,70.0,TP,10,0,75,70,0.0001,2.0,0.0002,-208.00000000000009,10.099999999999966,218.1,256.7,247.2,159.2,43.786,2015-01-15,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
27_EA_China_Demand,EA,Short,2015-01-15 10:00:00,2015-01-15 15:50:00,33.9,TimeExit,10,0,60,60,0.0001,1.5,0.00015,-326.00000000000006,10.099999999999966,336.1,229.8,260.4,133.9,33.064,2015-01-15,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2015-01-15 10:00:00,2015-01-15 15:50:00,12.7,TimeExit,10,0,40,40,0.0001,1.5,0.00015,-313.30000000000007,10.099999999999966,323.40000000000003,120.4,135.7,71.2,23.907,2015-01-15,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
22_GA_C_2,GA,Long,2015-01-15 16:56:00,2015-01-15 18:37:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,-48.00000000000006,10.099999999999966,58.10000000000002,256.7,282.7,243.5,42.014,2015-01-15,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
9_AJ_Core2,AJ,Short,2015-01-15 17:14:00,2015-01-15 18:34:00,80.0,TP,17,14,30,80,0.01,1.5,0.015,-128.00000000000006,10.099999999999966,138.10000000000002,246.9,217.8,199.9,27.907,2015-01-15,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2015-01-15 20:56:00,2015-01-15 22:00:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,-138.00000000000006,10.099999999999966,148.10000000000002,229.8,342.2,331.2,57.393,2015-01-15,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
8_AJ_Core1,AJ,Long,2015-01-19 08:01:00,2015-01-19 22:46:00,-6.6,TimeExit,8,1,70,110,0.01,1.5,0.015,-18.40000000000007,38.19999999999993,56.6,119.1,11.8,11.8,30.607,2015-01-19,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2015-01-19 10:01:00,2015-01-19 10:50:00,-50.0,SL,10,1,50,125,0.0001,1.5,0.00015,-11.800000000000068,38.19999999999993,50.0,116.5,32.3,32.3,40.057,2015-01-19,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2015-01-19 13:55:00,2015-01-20 04:55:00,142.2,TimeExit,13,55,70,250,0.01,1.0,0.01,215.79999999999995,215.79999999999995,0.0,128.2,91.7,91.7,36.693,2015-01-19,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2015-01-19 18:02:00,2015-01-19 23:02:00,22.0,TimeExit,18,2,130,250,0.01,2.0,0.02,3.5999999999999304,38.19999999999993,34.6,110.6,114.4,114.4,42.621,2015-01-19,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2015-01-19 20:56:00,2015-01-20 00:39:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,73.59999999999994,73.59999999999994,0.0,128.2,122.8,122.8,33.6,2015-01-19,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
21_GA_B_3,GA,Long,2015-01-19 21:02:00,2015-01-20 10:00:00,-60.3,TimeExit,21,2,220,100,0.0001,2.0,0.0002,124.69999999999992,246.99999999999991,122.3,137.8,129.7,129.7,42.729,2015-01-19,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2015-01-19 21:56:00,2015-01-20 05:27:00,31.2,TimeExit,21,56,75,70,0.01,1.0,0.01,246.99999999999991,246.99999999999991,0.0,128.2,122.8,122.8,33.114,2015-01-19,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2015-01-20 00:00:00,2015-01-20 08:55:00,-62.0,TimeExit,0,0,130,90,0.01,2.0,0.02,184.99999999999991,246.99999999999991,62.0,117.5,117.5,,38.707,2015-01-20,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2015-01-20 09:55:00,2015-01-20 16:07:00,-90.0,SL,9,55,90,999,0.01,2.0,0.02,21.39999999999992,246.99999999999991,225.6,117.5,137.0,84.4,32.186,2015-01-20,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2015-01-21 00:00:00,2015-01-21 08:55:00,-8.3,TimeExit,0,0,130,90,0.01,2.0,0.02,13.09999999999992,246.99999999999991,233.9,275.9,275.9,,41.671,2015-01-21,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2015-01-21 13:55:00,2015-01-22 04:55:00,38.1,TimeExit,13,55,70,250,0.01,1.0,0.01,106.69999999999992,246.99999999999991,140.29999999999998,127.8,147.9,117.5,29.0,2015-01-21,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
19_EA_3_WedThu_Long,EA,Long,2015-01-21 20:56:00,2015-01-22 10:00:00,243.6,TimeExit,20,56,90,999,0.0001,1.5,0.00015,350.29999999999995,350.29999999999995,0.0,100.7,112.5,112.5,31.271,2015-01-21,,AUD_Sell,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2015-01-22 09:55:00,2015-01-22 23:55:00,113.6,TimeExit,9,55,90,999,0.01,2.0,0.02,363.9,363.9,0.0,310.4,256.2,152.9,42.807,2015-01-22,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
22_GA_C_2,GA,Long,2015-01-22 16:56:00,2015-01-22 22:41:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,250.29999999999995,350.29999999999995,100.0,222.0,426.8,418.5,40.071,2015-01-22,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
9_AJ_Core2,AJ,Short,2015-01-22 17:14:00,2015-01-22 22:28:00,-30.0,SL,17,14,30,80,0.01,1.5,0.015,320.29999999999995,350.29999999999995,30.0,95.3,153.7,140.7,21.936,2015-01-22,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
12_UJ_Short_Core,UJ,Short,2015-01-23 08:04:00,2015-01-23 14:56:00,13.3,TimeExit,8,4,50,999,0.01,0.5,0.005,402.2,402.2,0.0,108.3,145.2,136.1,32.914,2015-01-23,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2015-01-23 09:55:00,2015-01-23 23:55:00,133.6,TimeExit,9,55,90,999,0.01,2.0,0.02,540.8,540.8,0.0,183.2,199.7,129.4,48.95,2015-01-23,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
10_AJ_SatA,AJ,Short,2015-01-23 10:58:00,2015-01-23 13:39:00,25.0,TP,10,58,50,25,0.01,1.5,0.015,388.9,388.9,0.0,148.4,99.4,81.1,30.714,2015-01-23,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
11_AJ_SatB,AJ,Short,2015-01-23 18:57:00,2015-01-23 21:55:00,95.0,TP,18,57,55,95,0.01,1.5,0.015,407.2,407.2,0.0,148.4,185.8,167.5,27.571,2015-01-23,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
23_GA_F_2,GA,Short,2015-01-23 19:42:00,2015-01-23 21:43:00,-90.0,SL,19,42,90,200,0.0001,2.0,0.0002,312.2,402.2,90.0,418.5,283.1,283.1,57.929,2015-01-23,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
24_GA_D_1,GA,Long,2015-01-23 22:44:00,2015-01-24 03:08:00,45.2,TimeExit,22,44,90,200,0.0001,2.0,0.0002,586.0,586.0,0.0,418.5,442.7,442.7,64.736,2015-01-23,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
8_AJ_Core1,AJ,Long,2015-01-26 08:01:00,2015-01-26 22:46:00,100.4,TimeExit,8,1,70,110,0.01,1.5,0.015,706.9,706.9,0.0,65.3,35.8,35.8,36.821,2015-01-26,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
12_UJ_Short_Core,UJ,Short,2015-01-26 08:04:00,2015-01-26 14:56:00,-6.1,TimeExit,8,4,50,999,0.01,0.5,0.005,579.9,586.0,6.100000000000023,40.5,28.2,28.2,27.057,2015-01-26,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2015-01-26 10:00:00,2015-01-26 15:50:00,6.6,TimeExit,10,0,40,40,0.0001,1.5,0.00015,536.5,586.0,49.5,50.6,46.6,46.6,29.893,2015-01-26,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2015-01-26 10:01:00,2015-01-26 15:20:00,-50.0,SL,10,1,50,125,0.0001,1.5,0.00015,529.9,586.0,56.10000000000002,96.8,64.0,64.0,65.85,2015-01-26,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2015-01-26 13:55:00,2015-01-27 04:55:00,212.4,TimeExit,13,55,70,250,0.01,1.0,0.01,1014.8,1014.8,0.0,106.0,174.0,174.0,57.043,2015-01-26,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
7_GJ_Mon_Blitz,GJ,Long,2015-01-26 18:02:00,2015-01-26 23:02:00,25.5,TimeExit,18,2,130,250,0.01,2.0,0.02,732.4,732.4,0.0,71.8,207.1,207.1,46.364,2015-01-26,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
2_EJ_NightBlitz_20,EJ,Long,2015-01-26 20:56:00,2015-01-26 22:34:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,606.5,606.5,0.0,106.0,313.0,313.0,56.707,2015-01-26,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
21_GA_B_3,GA,Long,2015-01-26 21:02:00,2015-01-27 09:31:00,100.0,TP,21,2,220,100,0.0001,2.0,0.0002,1204.8,1204.8,0.0,100.8,141.5,141.5,57.221,2015-01-26,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
3_EJ_NightBlitz_21,EJ,Long,2015-01-26 21:56:00,2015-01-27 01:17:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,802.4,802.4,0.0,106.0,313.0,313.0,55.85,2015-01-26,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2015-01-27 00:00:00,2015-01-27 06:02:00,90.0,TP,0,0,130,90,0.01,2.0,0.02,1104.8,1104.8,0.0,226.5,226.5,,40.614,2015-01-27,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
20_EA_1A_MonTue_Short,EA,Short,2015-01-27 10:01:00,2015-01-27 16:00:00,30.3,TimeExit,10,1,50,125,0.0001,1.5,0.00015,1255.4,1255.4,0.0,149.1,127.5,79.5,30.143,2015-01-27,,AUD_Buy,H1_ATR14_Pips,70,27.414,H1_ATR14_Pips_Over_P70
4_GJ_Port_Log1,GJ,Long,2015-01-28 00:00:00,2015-01-28 02:57:00,90.0,TP,0,0,130,90,0.01,2.0,0.02,1345.4,1345.4,0.0,117.2,117.2,,39.386,2015-01-28,JPY_Sell,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
1_EJ_Log1,EJ,Long,2015-01-28 13:55:00,2015-01-29 04:29:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,1275.4,1345.4,70.0,147.4,171.8,73.8,31.236,2015-01-28,JPY_Sell,,H1_ATR14_Pips,70,23.232,H1_ATR14_Pips_Over_P70
12_UJ_Short_Core,UJ,Short,2015-01-29 08:04:00,2015-01-29 11:13:00,-50.0,SL,8,4,50,999,0.01,0.5,0.005,1225.4,1345.4,120.0,92.0,100.9,72.4,25.114,2015-01-29,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2015-01-29 09:55:00,2015-01-29 23:55:00,-11.1,TimeExit,9,55,90,999,0.01,2.0,0.02,1277.8,1345.4,67.59999999999991,123.9,172.4,132.2,38.379,2015-01-29,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2015-01-29 10:00:00,2015-01-29 15:23:00,-40.0,SL,10,0,40,40,0.0001,1.5,0.00015,1185.4,1345.4,160.0,124.6,142.0,114.0,23.6,2015-01-29,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
22_GA_C_2,GA,Long,2015-01-29 16:56:00,2015-01-29 17:11:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,1265.4,1345.4,80.0,280.2,332.9,297.2,49.843,2015-01-29,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
13_UJ_Fix_MidWeek,UJ,Long,2015-01-29 18:04:00,2015-01-29 22:03:00,23.5,TimeExit,18,4,95,95,0.01,0.5,0.005,1288.9,1345.4,56.5,92.0,83.7,83.7,26.457,2015-01-29,JPY_Sell,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
12_UJ_Short_Core,UJ,Short,2015-01-30 09:55:00,2015-01-30 14:56:00,37.4,TimeExit,9,55,20,50,0.01,0.5,0.005,1340.2,1345.4,5.199999999999818,93.4,90.8,66.3,21.457,2015-01-30,JPY_Buy,,H1_ATR14_Pips,70,19.629,H1_ATR14_Pips_Over_P70
5_GJ_Port_Log2,GJ,Short,2015-01-30 09:55:00,2015-01-30 23:55:00,137.5,TimeExit,9,55,90,999,0.01,2.0,0.02,1545.9,1545.9,0.0,132.2,123.3,84.5,33.386,2015-01-30,JPY_Buy,,H1_ATR14_Pips,70,31.189,H1_ATR14_Pips_Over_P70
25_AU_China_Demand,AU,Long,2015-01-30 10:00:00,2015-01-30 15:50:00,-10.0,TimeExit,10,0,40,40,0.0001,1.5,0.00015,1330.2,1345.4,15.199999999999818,227.6,182.6,79.1,24.457,2015-01-30,,AUD_Buy,H1_ATR14_Pips,70,15.267,H1_ATR14_Pips_Over_P70
10_AJ_SatA,AJ,Short,2015-01-30 10:58:00,2015-01-30 11:47:00,25.0,TP,10,58,50,25,0.01,1.5,0.015,1302.8,1345.4,42.59999999999991,243.0,190.0,83.1,28.657,2015-01-30,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
11_AJ_SatB,AJ,Short,2015-01-30 18:57:00,2015-01-31 01:43:00,16.6,TimeExit,18,57,55,95,0.01,1.5,0.015,1472.5,1545.9,73.40000000000009,243.0,95.2,95.2,22.914,2015-01-30,JPY_Buy,AUD_Sell,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
23_GA_F_2,GA,Short,2015-01-30 19:42:00,2015-01-30 22:45:00,78.2,TimeExit,19,42,90,200,0.0001,2.0,0.0002,1408.4,1408.4,0.0,482.3,161.5,161.5,45.743,2015-01-30,,AUD_Buy,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
24_GA_D_1,GA,Long,2015-01-30 22:44:00,2015-01-31 00:32:00,-90.0,SL,22,44,90,200,0.0001,2.0,0.0002,1455.9,1545.9,90.0,482.3,163.1,163.1,58.407,2015-01-30,,AUD_Sell,H1_ATR14_Pips,70,33.129,H1_ATR14_Pips_Over_P70
8_AJ_Core1,AJ,Long,2015-02-02 08:01:00,2015-02-02 22:46:00,66.0,TimeExit,8,1,70,110,0.01,1.5,0.015,1562.6,1562.6,0.0,55.4,41.2,41.2,38.15,2015-02-02,JPY_Sell,AUD_Buy,H1_ATR14_Pips,70,19.679,H1_ATR14_Pips_Over_P70
