PlanSHA,ImplementationSHA,Phase1ResultSHA,Branch,ExecutedUTC,Python,Numpy,Pandas,Seed,Bootstraps,Phase1DailySHA256,Phase1SourceBlob,InputManifestSHA256,RawSourceHashesMatched,Phase1VerdictChanged,LiveChanged,TradingStrategyCreated,ExploratorySelection,Status,IndependentChecksPassed,PlanRemoteVerified,ImplementationRemoteVerified,Phase2UnitTestsPassed,ReusedPhase1UnitTestsPassed,SupplementalChecksPassed,ManualExamplesReviewed,ExistingBaseFilesUnchanged,LocalSourceBlobsMatchRemote,Phase1BranchUnchanged,MainBranchUnchanged,VolatilityPhase5BranchUnchanged,EAChanged,SETChanged,VPSChanged,Phase2ExploratoryGate,SourceTimestampAdjustments
38fc59ba0b5f5b330ab0c1e8a057e20870e0efb3,f051a0ec93b5620757d1b9d1637a118739b93032,40183638fe476a1776f6b55bbe69683e7ff558ab,research/tokyo-london-market-effect-phase2-exploratory,2026-09-20T15:03:35.720285+00:00,3.12.14,2.3.5,2.2.3,20260913,5000,d6a243fa93e4ca19af68caeee84e034acb8dc2382a1c15b510c61ce5ff1f1236,f22231172df6e8c3ad90c46a34bc5fdf6675c9d0,810831312a94117a85e5891062df7feb0a475098faeb3e674d69e079ac8f2d29,24,False,False,False,True,VERIFIED,51763,True,True,8,8,72,36,394,True,True,True,True,False,False,False,PREREGISTERED,0
