Pair,Method,Period,Q,N,ObservedWeeks,Mean,Median,Std,PositiveRate,NegativeRate,NeutralRate,CILow,CIHigh,ValidBootstraps
EURAUD,Robustness,RecentB,2,110,74,-0.3972727272726452,-1.3999999999991797,25.437992459776627,0.4909090909090909,0.509090909090909,0.0,-5.504756113769219,4.800022522522668,5000
EURAUD,Robustness,RecentB,3,106,70,2.9849056603773265,3.1999999999998696,25.487000579951427,0.5566037735849056,0.44339622641509435,0.0,-1.6629357142856311,7.894127678571334,5000
EURAUD,Robustness,RecentB,4,100,67,0.13899999999997828,0.7499999999993623,27.17442683364967,0.52,0.48,0.0,-5.1461627906978045,5.360225778721743,5000
EURAUD,Robustness,RecentB,5,90,60,1.4299999999999935,-2.5999999999992696,43.24942150681494,0.43333333333333335,0.5666666666666667,0.0,-5.906271208907979,8.79129416282621,5000
GBPJPY,Primary,RecentB,1,101,65,6.913861386138421,5.799999999999272,36.852514241779865,0.5742574257425742,0.4158415841584158,0.009900990099009901,-0.11784338714263828,14.657670454545334,5000
GBPJPY,Primary,RecentB,2,100,66,0.4860000000002458,-0.750000000000739,38.180427637016614,0.49,0.51,0.0,-6.281821969696694,7.684972826087247,5000
GBPJPY,Primary,RecentB,3,107,75,1.7046728971962997,1.300000000000523,47.611631255274325,0.5327102803738317,0.4672897196261682,0.0,-7.223880785527936,11.420603590024651,5000
GBPJPY,Primary,RecentB,4,103,69,-2.4631067961165938,-0.9999999999990905,53.8860071150406,0.4854368932038835,0.5145631067961165,0.0,-12.656633540372706,6.705169778138473,5000
GBPJPY,Primary,RecentB,5,103,65,1.9757281553395818,1.4999999999986358,55.229173993495394,0.5242718446601942,0.47572815533980584,0.0,-10.768543382081933,14.150550286607286,5000
GBPJPY,Robustness,RecentB,1,97,66,-4.626804123711457,-2.899999999999636,36.48280849553161,0.422680412371134,0.5773195876288659,0.0,-11.873711001642167,2.3662308673468186,5000
GBPJPY,Robustness,RecentB,2,110,65,1.9709090909092,1.5500000000002956,37.59096696456608,0.5181818181818182,0.4727272727272727,0.00909090909090909,-5.584243197278707,9.383955566097406,5000
GBPJPY,Robustness,RecentB,3,108,73,6.474074074074065,3.6999999999977717,46.322621934352846,0.5648148148148148,0.4351851851851852,0.0,-2.262401991614385,15.08780092592595,5000
GBPJPY,Robustness,RecentB,4,90,62,-1.3866666666668455,-6.900000000001683,52.190586778791776,0.43333333333333335,0.5666666666666667,0.0,-11.965416666666579,9.985465873774489,5000
GBPJPY,Robustness,RecentB,5,109,70,2.2577981651373915,5.000000000001137,58.715127228657096,0.5504587155963303,0.44954128440366975,0.0,-9.400144230769419,13.97896245774952,5000
USDJPY,Primary,Monitor2026,1,55,28,6.934545454545545,6.800000000001205,17.268288407128793,0.6727272727272727,0.32727272727272727,0.0,2.060464770798012,11.856947352216759,5000
