Pair,Method,Period,TokyoSign,Q,N,ObservedWeeks,Mean,Median,LowSample,SideDelta,SideDeltaLowSample
USDJPY,Primary,RecentCombined,UP,2,126,103,-0.2698412698412049,-0.49999999999954525,False,-0.5010987094522508,False
USDJPY,Primary,RecentCombined,UP,3,114,95,1.628947368421289,2.8499999999993975,False,-0.5010987094522508,False
USDJPY,Primary,RecentCombined,UP,4,124,98,2.8975806451612933,1.0500000000014609,False,-0.5010987094522508,False
USDJPY,Primary,RecentCombined,UP,5,141,113,1.470212765957563,4.200000000000159,False,-0.5010987094522508,False
USDJPY,Primary,RecentCombined,DOWN,1,113,92,-1.2292035398229297,-2.5000000000005684,False,4.522226795636975,False
USDJPY,Primary,RecentCombined,DOWN,2,125,99,0.5584000000000173,-1.4000000000010004,False,4.522226795636975,False
USDJPY,Primary,RecentCombined,DOWN,3,99,88,-5.815151515151434,-4.599999999999227,False,4.522226795636975,False
USDJPY,Primary,RecentCombined,DOWN,4,110,90,2.4136363636363645,1.3499999999993406,False,4.522226795636975,False
USDJPY,Primary,RecentCombined,DOWN,5,129,92,3.2930232558140453,3.0000000000001137,False,4.522226795636975,False
USDJPY,Robustness,RecentCombined,UP,1,128,102,2.807031249999936,3.999999999999204,False,-0.9450909514924171,False
USDJPY,Robustness,RecentCombined,UP,2,134,106,-0.23358208955221937,2.549999999999386,False,-0.9450909514924171,False
USDJPY,Robustness,RecentCombined,UP,3,115,92,2.782608695652325,3.100000000000591,False,-0.9450909514924171,False
USDJPY,Robustness,RecentCombined,UP,4,126,97,4.930952380952522,3.7499999999994316,False,-0.9450909514924171,False
USDJPY,Robustness,RecentCombined,UP,5,134,108,1.861940298507519,1.999999999999602,False,-0.9450909514924171,False
USDJPY,Robustness,RecentCombined,DOWN,1,118,94,0.04745762711849733,-0.20000000000095497,False,0.9707241910633378,False
USDJPY,Robustness,RecentCombined,DOWN,2,104,85,-2.645192307692217,-1.9000000000005457,False,0.9707241910633378,False
USDJPY,Robustness,RecentCombined,DOWN,3,117,95,0.7846153846154265,-4.599999999999227,False,0.9707241910633378,False
USDJPY,Robustness,RecentCombined,DOWN,4,99,82,6.326262626262804,4.400000000001114,False,0.9707241910633378,False
USDJPY,Robustness,RecentCombined,DOWN,5,132,94,1.0181818181818352,1.7499999999998295,False,0.9707241910633378,False
EURAUD,Primary,RecentCombined,UP,1,112,88,-6.058928571428714,-6.800000000000139,False,5.436347926267338,False
EURAUD,Primary,RecentCombined,UP,2,120,96,-4.528333333333338,-5.3000000000003045,False,5.436347926267338,False
EURAUD,Primary,RecentCombined,UP,3,114,98,-1.9736842105262729,0.15000000000098268,False,5.436347926267338,False
EURAUD,Primary,RecentCombined,UP,4,107,94,-3.692523364485892,-3.1999999999987594,False,5.436347926267338,False
EURAUD,Primary,RecentCombined,UP,5,124,100,-0.6225806451613758,2.0999999999993246,False,5.436347926267338,False
EURAUD,Primary,RecentCombined,DOWN,1,126,104,0.8642857142856493,0.4999999999988347,False,5.050000000000149,False
EURAUD,Primary,RecentCombined,DOWN,2,132,109,3.371969696969684,1.7999999999995797,False,5.050000000000149,False
EURAUD,Primary,RecentCombined,DOWN,3,130,106,-0.12076923076930501,-1.7999999999995797,False,5.050000000000149,False
EURAUD,Primary,RecentCombined,DOWN,4,122,94,-1.1000000000001082,1.000000000001,False,5.050000000000149,False
EURAUD,Primary,RecentCombined,DOWN,5,119,96,5.914285714285798,1.80000000000069,False,5.050000000000149,False
EURAUD,Robustness,RecentCombined,UP,1,104,90,-3.740384615384587,-3.6999999999998145,False,2.1684219985620485,False
EURAUD,Robustness,RecentCombined,UP,2,110,96,-5.2099999999999165,-4.1999999999997595,False,2.1684219985620485,False
EURAUD,Robustness,RecentCombined,UP,3,111,93,2.46756756756759,4.100000000000215,False,2.1684219985620485,False
EURAUD,Robustness,RecentCombined,UP,4,122,99,-2.109836065573742,-1.5999999999993797,False,2.1684219985620485,False
EURAUD,Robustness,RecentCombined,UP,5,107,94,-1.5719626168225385,-0.10000000000065512,False,2.1684219985620485,False
EURAUD,Robustness,RecentCombined,DOWN,1,133,105,3.455639097744411,2.4999999999986144,False,0.02343066969748664,False
EURAUD,Robustness,RecentCombined,DOWN,2,144,115,2.1756944444444963,0.3500000000011827,False,0.02343066969748664,False
EURAUD,Robustness,RecentCombined,DOWN,3,122,100,3.130327868852345,1.6499999999997073,False,0.02343066969748664,False
EURAUD,Robustness,RecentCombined,DOWN,4,122,104,2.184426229508093,2.649999999999597,False,0.02343066969748664,False
EURAUD,Robustness,RecentCombined,DOWN,5,129,102,3.4790697674418976,0.5999999999994898,False,0.02343066969748664,False
GBPJPY,Primary,RecentCombined,UP,1,119,97,6.356302521008183,9.899999999998954,False,4.0114394144755705,False
GBPJPY,Primary,RecentCombined,UP,2,116,89,2.6758620689655532,7.7999999999988745,False,4.0114394144755705,False
GBPJPY,Primary,RecentCombined,UP,3,137,105,-2.2116788321168928,1.300000000000523,False,4.0114394144755705,False
GBPJPY,Primary,RecentCombined,UP,4,127,103,0.5519685039370922,8.699999999998909,False,4.0114394144755705,False
GBPJPY,Primary,RecentCombined,UP,5,124,101,10.367741935483753,10.200000000000387,False,4.0114394144755705,False
GBPJPY,Primary,RecentCombined,DOWN,1,124,104,0.09596774193539201,-0.10000000000047748,False,1.7815516379095009,False
GBPJPY,Primary,RecentCombined,DOWN,2,113,93,-1.8371681415929144,-3.4000000000020236,False,1.7815516379095009,False
GBPJPY,Primary,RecentCombined,DOWN,3,113,97,-0.3070796460177317,-3.6000000000001364,False,1.7815516379095009,False
GBPJPY,Primary,RecentCombined,DOWN,4,104,89,-5.64615384615386,-8.049999999998647,False,1.7815516379095009,False
GBPJPY,Primary,RecentCombined,DOWN,5,129,93,1.8775193798448928,-2.7999999999991587,False,1.7815516379095009,False
GBPJPY,Robustness,RecentCombined,UP,1,126,95,1.3134920634919967,6.60000000000025,False,3.6177079365079026,False
GBPJPY,Robustness,RecentCombined,UP,2,128,95,1.4960937499999494,1.8000000000014893,False,3.6177079365079026,False
GBPJPY,Robustness,RecentCombined,UP,3,138,106,6.285507246376898,5.5499999999995,False,3.6177079365079026,False
GBPJPY,Robustness,RecentCombined,UP,4,114,96,-2.323684210526491,0.4499999999993065,False,3.6177079365079026,False
GBPJPY,Robustness,RecentCombined,UP,5,125,102,4.931199999999899,6.200000000001182,False,3.6177079365079026,False
GBPJPY,Robustness,RecentCombined,DOWN,1,110,98,-6.567272727272615,-6.9500000000005,False,5.724936960849094,False
GBPJPY,Robustness,RecentCombined,DOWN,2,116,97,-0.1939655172413744,-6.0000000000016485,False,5.724936960849094,False
GBPJPY,Robustness,RecentCombined,DOWN,3,106,91,-3.1990566037736303,-6.550000000000011,False,5.724936960849094,False
GBPJPY,Robustness,RecentCombined,DOWN,4,107,91,0.7074766355139702,-7.599999999999341,False,5.724936960849094,False
GBPJPY,Robustness,RecentCombined,DOWN,5,137,106,-0.8423357664235209,-6.000000000000227,False,5.724936960849094,False
USDJPY,Primary,ALL,UP,1,273,214,1.3336996336996148,2.000000000001023,False,-1.087574172444923,False
USDJPY,Primary,ALL,UP,2,285,229,-1.2192982456140082,-0.9000000000000341,False,-1.087574172444923,False
USDJPY,Primary,ALL,UP,3,276,224,0.3840579710146429,1.3999999999995794,False,-1.087574172444923,False
USDJPY,Primary,ALL,UP,4,280,225,1.5846428571428308,0.3500000000002501,False,-1.087574172444923,False
USDJPY,Primary,ALL,UP,5,271,221,0.24612546125469179,0.7000000000005002,False,-1.087574172444923,False
USDJPY,Primary,ALL,DOWN,1,288,229,-0.04479166666666343,-0.7999999999995566,False,1.4314810864619685,False
USDJPY,Primary,ALL,DOWN,2,279,227,0.21863799283157156,-0.5000000000023874,False,1.4314810864619685,False
USDJPY,Primary,ALL,DOWN,3,237,207,-3.0185654008438445,-1.8000000000000682,False,1.4314810864619685,False
USDJPY,Primary,ALL,DOWN,4,264,217,2.5462121212121085,1.4999999999993463,False,1.4314810864619685,False
USDJPY,Primary,ALL,DOWN,5,293,211,1.386689419795305,-0.30000000000001137,False,1.4314810864619685,False
USDJPY,Robustness,ALL,UP,1,281,225,0.1893238434163537,2.1000000000000796,False,-0.30888906080761647,False
USDJPY,Robustness,ALL,UP,2,305,245,-0.10163934426225855,1.100000000000989,False,-0.30888906080761647,False
USDJPY,Robustness,ALL,UP,3,285,230,0.8814035087720098,1.6000000000005343,False,-0.30888906080761647,False
USDJPY,Robustness,ALL,UP,4,284,222,2.1200704225352514,-0.15000000000000568,False,-0.30888906080761647,False
USDJPY,Robustness,ALL,UP,5,276,222,-0.11956521739126275,-0.10000000000047748,False,-0.30888906080761647,False
USDJPY,Robustness,ALL,DOWN,1,283,227,0.08939929328615887,0.40000000000048885,False,0.8951330808145996,False
USDJPY,Robustness,ALL,DOWN,2,251,206,-0.29123505976092,1.3999999999981583,False,0.8951330808145996,False
USDJPY,Robustness,ALL,DOWN,3,255,216,-0.42078431372544856,-2.7000000000001023,False,0.8951330808145996,False
USDJPY,Robustness,ALL,DOWN,4,255,218,1.7725490196079088,-0.6000000000000227,False,0.8951330808145996,False
USDJPY,Robustness,ALL,DOWN,5,278,205,0.9845323741007584,0.0499999999995282,False,0.8951330808145996,False
EURAUD,Primary,ALL,UP,1,285,222,-0.8670175438597976,-0.5999999999994898,False,-0.579547341636379,False
EURAUD,Primary,ALL,UP,2,272,220,-2.0231617647059608,-0.7999999999996898,False,-0.579547341636379,False
EURAUD,Primary,ALL,UP,3,263,216,-0.1304182509505132,0.40000000000040004,False,-0.579547341636379,False
EURAUD,Primary,ALL,UP,4,255,210,0.14117647058830662,-0.3999999999981796,False,-0.579547341636379,False
EURAUD,Primary,ALL,UP,5,262,206,-1.4465648854961766,-0.10000000000065512,False,-0.579547341636379,False
EURAUD,Primary,ALL,DOWN,1,288,234,1.1704861111110927,1.6499999999997073,False,4.386167881284317,False
EURAUD,Primary,ALL,DOWN,2,277,228,0.562454873646191,0.9000000000014552,False,4.386167881284317,False
EURAUD,Primary,ALL,DOWN,3,303,246,1.2320132013200689,-0.9999999999998899,False,4.386167881284317,False
EURAUD,Primary,ALL,DOWN,4,285,231,-2.787719298245739,-0.10000000000065512,False,4.386167881284317,False
EURAUD,Primary,ALL,DOWN,5,263,205,5.55665399239541,4.699999999999704,False,4.386167881284317,False
EURAUD,Robustness,ALL,UP,1,281,227,-2.1085409252668885,-3.2999999999994145,False,4.814031121345325,False
EURAUD,Robustness,ALL,UP,2,263,222,-2.450190114068502,-2.5999999999992696,False,4.814031121345325,False
EURAUD,Robustness,ALL,UP,3,250,205,2.669200000000051,3.7999999999993594,False,4.814031121345325,False
EURAUD,Robustness,ALL,UP,4,248,204,-1.8431451612902916,-0.3999999999992898,False,4.814031121345325,False
EURAUD,Robustness,ALL,UP,5,255,211,2.7054901960784363,2.6999999999999247,False,4.814031121345325,False
EURAUD,Robustness,ALL,DOWN,1,289,230,2.397577854671383,2.4999999999986144,False,2.123983483618543,False
EURAUD,Robustness,ALL,DOWN,2,311,248,0.6916398713826338,-0.20000000000131024,False,2.123983483618543,False
EURAUD,Robustness,ALL,DOWN,3,297,243,0.5164983164982467,-2.100000000000435,False,2.123983483618543,False
EURAUD,Robustness,ALL,DOWN,4,286,232,0.2688811188809935,1.9999999999997797,False,2.123983483618543,False
EURAUD,Robustness,ALL,DOWN,5,269,209,4.521561338289926,2.4000000000001798,False,2.123983483618543,False
GBPJPY,Primary,ALL,UP,1,291,232,1.4323024054982008,-0.1999999999981128,False,4.785389902194023,False
GBPJPY,Primary,ALL,UP,2,274,219,1.35000000000002,1.2000000000000455,False,4.785389902194023,False
GBPJPY,Primary,ALL,UP,3,307,241,-0.059609120521133235,3.499999999999659,False,4.785389902194023,False
GBPJPY,Primary,ALL,UP,4,272,227,-0.3621323529411188,2.050000000001262,False,4.785389902194023,False
GBPJPY,Primary,ALL,UP,5,260,211,6.217692307692224,3.149999999999409,False,4.785389902194023,False
GBPJPY,Primary,ALL,DOWN,1,288,237,3.293750000000016,4.14999999999992,False,-2.6910921926910816,False
GBPJPY,Primary,ALL,DOWN,2,260,211,-2.367692307692409,-2.549999999999386,False,-2.6910921926910816,False
GBPJPY,Primary,ALL,DOWN,3,260,222,2.0969230769230816,-0.4500000000007276,False,-2.6910921926910816,False
GBPJPY,Primary,ALL,DOWN,4,240,212,-7.110416666666737,-8.500000000000796,False,-2.6910921926910816,False
GBPJPY,Primary,ALL,DOWN,5,301,216,0.6026578073089347,-2.7999999999991587,False,-2.6910921926910816,False
GBPJPY,Robustness,ALL,UP,1,295,226,-0.6281355932203033,-1.4000000000010004,False,5.126990555052237,False
GBPJPY,Robustness,ALL,UP,2,290,223,-0.6824137931034235,0.19999999999953388,False,5.126990555052237,False
GBPJPY,Robustness,ALL,UP,3,299,238,1.4023411371238068,1.2000000000000455,False,5.126990555052237,False
GBPJPY,Robustness,ALL,UP,4,265,210,-1.053584905660394,0.2999999999985903,False,5.126990555052237,False
GBPJPY,Robustness,ALL,UP,5,262,212,4.498854961831934,5.700000000000216,False,5.126990555052237,False
GBPJPY,Robustness,ALL,DOWN,1,255,219,-0.602352941176443,-3.4000000000020236,False,-0.6406470588237556,False
GBPJPY,Robustness,ALL,DOWN,2,278,230,0.02482014388490325,-0.20000000000095497,False,-0.6406470588237556,False
GBPJPY,Robustness,ALL,DOWN,3,258,220,-2.430620155038749,-3.350000000000364,False,-0.6406470588237556,False
GBPJPY,Robustness,ALL,DOWN,4,251,213,-3.38764940239041,-4.999999999998295,False,-0.6406470588237556,False
GBPJPY,Robustness,ALL,DOWN,5,300,234,-1.2430000000001986,-4.4999999999987494,False,-0.6406470588237556,False
