Strategy,Group,Option,Percentile,BaseTrades,AcceptedTrades,RejectedTrades,AcceptedRatePct,RejectedRatePct,Full_Trades,Full_MoneyRoMD,Full_MaxDDPct,Full_NetProfitYen,Full_PF_Yen,Full_WorstWeekReturnPct,OOS_Trades,OOS_MoneyRoMD,OOS_MaxDDPct,OOS_NetProfitYen,OOS_PF_Yen,OOS_WorstWeekReturnPct,Q1_Trades,Q1_MoneyRoMD,Q1_MaxDDPct,Q1_NetProfitYen,Q1_PF_Yen,Q1_WorstWeekReturnPct,Pips_Total,Pips_PF,Pips_RoMD,Pips_Avg,Delta_Full_MoneyRoMD,Delta_Full_MaxDDPct,Delta_Full_NetProfitYen,Delta_OOS_MoneyRoMD,Delta_OOS_MaxDDPct,Delta_OOS_NetProfitYen,Delta_Q1_MoneyRoMD,Delta_Q1_MaxDDPct,Delta_Q1_NetProfitYen
21_GA_B_3,GA,P75,75,566,435,131,76.86,23.14,435,1.0,8.93,50124.0,1.134,-1.24,51,0.24,3.92,5373.0,1.118,-0.99,8,0.18,2.83,2912.0,1.903,-0.5,1096.9,1.143,1.08,2.52,-0.010000000000000009,-3.6500000000000004,-29106.0,0.44999999999999996,-3.5,14955.0,0.21,-4.33,4181.0
21_GA_B_3,GA,P80,80,566,461,105,81.45,18.55,461,1.45,8.49,71655.0,1.176,-1.24,55,0.19,3.93,4283.0,1.083,-0.99,9,0.1,2.84,1642.0,1.346,-0.5,1522.8,1.189,1.59,3.3,0.43999999999999995,-4.09,-7575.0,0.4,-3.4899999999999998,13865.0,0.13,-4.32,2911.0
21_GA_B_3,GA,P85,85,566,488,78,86.22,13.78,488,1.41,8.51,68788.0,1.156,-1.37,56,0.2,3.93,4693.0,1.091,-0.99,9,0.1,2.84,1634.0,1.346,-0.5,1472.6,1.168,1.53,3.02,0.3999999999999999,-4.07,-10442.0,0.41000000000000003,-3.4899999999999998,14275.0,0.13,-4.32,2903.0
21_GA_B_3,GA,P90,90,566,513,53,90.64,9.36,513,2.02,8.34,99863.0,1.207,-1.37,58,0.53,3.93,12684.0,1.236,-0.99,10,0.24,2.84,4133.0,1.833,-0.5,2064.1,1.221,2.17,4.02,1.01,-4.24,20633.0,0.74,-3.4899999999999998,22266.0,0.27,-4.32,5402.0
21_GA_B_3,GA,P95,95,566,538,28,95.05,4.95,538,1.61,9.5,90788.0,1.172,-2.0,61,0.22,3.93,5304.0,1.087,-0.99,12,-0.06,3.66,-1294.0,0.874,-0.5,1904.0,1.186,1.76,3.54,0.6000000000000001,-3.08,11558.0,0.43,-3.4899999999999998,14886.0,-0.03,-3.5,-25.0
22_GA_C_2,GA,NONE,999,442,442,0,100.0,0.0,442,1.93,22.2,478498.0,1.203,-2.0,49,0.2,22.2,49396.0,1.194,-2.0,10,0.34,21.36,81292.0,3.708,-2.0,2569.6,1.251,3.06,5.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22_GA_C_2,GA,P70,70,442,345,97,78.05,21.95,345,1.66,17.47,233458.0,1.167,-2.0,39,0.26,17.47,36650.0,1.28,-2.0,9,0.34,16.58,45563.0,2.996,-2.0,1498.4,1.193,2.34,4.34,-0.27,-4.73,-245040.0,0.06,-4.73,-12746.0,0.0,-4.780000000000001,-35729.0
22_GA_C_2,GA,P75,75,442,363,79,82.13,17.87,363,1.58,17.8,226010.0,1.151,-2.0,41,0.34,17.8,48653.0,1.367,-2.0,9,0.33,16.91,45100.0,2.996,-2.0,1471.4,1.179,2.26,4.05,-0.34999999999999987,-4.399999999999999,-252488.0,0.14,-4.399999999999999,-743.0,-0.010000000000000009,-4.449999999999999,-36192.0
22_GA_C_2,GA,P80,80,442,380,62,85.97,14.03,380,2.09,18.48,353013.0,1.207,-2.0,43,0.59,17.16,92335.0,1.598,-2.0,9,0.41,14.27,52989.0,2.996,-2.0,2047.3,1.241,2.97,5.39,0.15999999999999992,-3.719999999999999,-125485.0,0.38999999999999996,-5.039999999999999,42939.0,0.06999999999999995,-7.09,-28303.0
22_GA_C_2,GA,P85,85,442,392,50,88.69,11.31,392,1.75,18.54,273692.0,1.162,-2.0,46,0.46,18.54,71354.0,1.426,-2.0,10,0.43,17.66,64277.0,3.708,-2.0,1714.1,1.189,2.48,4.37,-0.17999999999999994,-3.66,-204806.0,0.26,-3.66,21958.0,0.08999999999999997,-3.6999999999999993,-17015.0
22_GA_C_2,GA,P90,90,442,408,34,92.31,7.69,408,1.89,19.13,330341.0,1.18,-2.0,47,0.42,19.13,73138.0,1.399,-2.0,10,0.41,18.26,68984.0,3.708,-2.0,1970.2,1.21,2.79,4.83,-0.040000000000000036,-3.0700000000000003,-148157.0,0.21999999999999997,-3.0700000000000003,23742.0,0.06999999999999995,-3.099999999999998,-12308.0
22_GA_C_2,GA,P95,95,442,429,13,97.06,2.94,429,2.31,18.99,462161.0,1.21,-2.0,47,0.42,18.99,84749.0,1.399,-2.0,10,0.42,18.11,79935.0,3.708,-2.0,2501.0,1.255,3.58,5.83,0.3800000000000001,-3.210000000000001,-16337.0,0.21999999999999997,-3.210000000000001,35353.0,0.07999999999999996,-3.25,-1357.0
23_GA_F_2,GA,NONE,999,416,416,0,100.0,0.0,416,1.55,17.92,220784.0,1.263,-2.0,48,0.37,16.82,49776.0,1.823,-0.85,9,-0.0,10.09,-145.0,0.991,-0.85,1732.6,1.307,1.99,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23_GA_F_2,GA,P70,70,416,317,99,76.2,23.8,317,1.04,13.82,92333.0,1.195,-2.0,37,0.28,12.52,22722.0,1.625,-0.85,6,-0.05,8.07,-2698.0,0.766,-0.85,802.4,1.22,1.21,2.53,-0.51,-4.100000000000001,-128451.0,-0.08999999999999997,-4.300000000000001,-27054.0,-0.05,-2.0199999999999996,-2553.0
23_GA_F_2,GA,P75,75,416,336,80,80.77,19.23,336,0.75,14.73,68877.0,1.135,-2.0,40,0.23,13.45,19077.0,1.503,-0.85,8,-0.08,9.39,-4629.0,0.647,-0.85,625.5,1.153,0.88,1.86,-0.8,-3.1900000000000013,-151907.0,-0.13999999999999999,-3.370000000000001,-30699.0,-0.08,-0.6999999999999993,-4484.0
23_GA_F_2,GA,P80,80,416,359,57,86.3,13.7,359,1.2,14.55,119076.0,1.198,-2.0,42,0.24,13.41,21731.0,1.487,-0.85,8,-0.08,9.2,-5037.0,0.647,-0.85,1017.8,1.227,1.46,2.84,-0.3500000000000001,-3.370000000000001,-101708.0,-0.13,-3.41,-28045.0,-0.08,-0.8900000000000006,-4892.0
23_GA_F_2,GA,P85,85,416,371,45,89.18,10.82,371,1.33,14.83,140276.0,1.217,-2.0,43,0.19,13.96,19051.0,1.384,-0.85,8,-0.07,10.0,-5210.0,0.647,-0.85,1173.9,1.252,1.66,3.16,-0.21999999999999997,-3.0900000000000016,-80508.0,-0.18,-2.8599999999999994,-30725.0,-0.07,-0.08999999999999986,-5065.0
23_GA_F_2,GA,P90,90,416,390,26,93.75,6.25,390,1.33,15.53,147367.0,1.209,-2.0,47,0.26,14.4,26854.0,1.491,-0.85,9,-0.0,10.14,-130.0,0.991,-0.85,1229.0,1.244,1.67,3.15,-0.21999999999999997,-2.3900000000000023,-73417.0,-0.10999999999999999,-2.42,-22922.0,0.0,0.05000000000000071,15.0
23_GA_F_2,GA,P95,95,416,401,15,96.39,3.61,401,1.36,15.91,158070.0,1.212,-2.0,47,0.25,14.79,27298.0,1.491,-0.85,9,-0.0,10.55,-133.0,0.991,-0.85,1306.9,1.248,1.73,3.26,-0.18999999999999995,-2.0100000000000016,-62714.0,-0.12,-2.030000000000001,-22478.0,0.0,0.46000000000000085,12.0
24_GA_D_1,GA,NONE,999,416,416,0,100.0,0.0,416,3.91,9.06,297567.0,1.299,-2.0,48,-0.12,9.06,-8974.0,0.946,-2.0,9,0.23,7.52,14415.0,1.503,-2.0,2222.3,1.331,5.33,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24_GA_D_1,GA,P70,70,416,278,138,66.83,33.17,278,0.68,9.68,36075.0,1.074,-2.0,40,0.3,7.09,11665.0,1.143,-2.0,8,0.14,4.4,3407.0,1.177,-2.0,366.4,1.088,0.83,1.32,-3.23,0.6199999999999992,-261492.0,0.42,-1.9700000000000006,20639.0,-0.09,-3.119999999999999,-11008.0
24_GA_D_1,GA,P75,75,416,300,116,72.12,27.88,300,2.61,7.19,118368.0,1.214,-2.0,41,0.28,7.19,12823.0,1.135,-2.0,8,0.14,4.5,3930.0,1.177,-2.0,1016.9,1.238,3.12,3.39,-1.3000000000000003,-1.87,-179199.0,0.4,-1.87,21797.0,-0.09,-3.0199999999999996,-10485.0
24_GA_D_1,GA,P80,80,416,329,87,79.09,20.91,329,3.42,8.24,168150.0,1.26,-2.0,41,0.28,7.19,13856.0,1.135,-2.0,8,0.14,4.5,4247.0,1.177,-2.0,1376.0,1.287,3.63,4.18,-0.4900000000000002,-0.8200000000000003,-129417.0,0.4,-1.87,22830.0,-0.09,-3.0199999999999996,-10168.0
24_GA_D_1,GA,P85,85,416,354,62,85.1,14.9,354,3.47,8.67,184609.0,1.258,-2.0,42,0.31,7.19,15624.0,1.149,-2.0,8,0.15,4.29,4351.0,1.177,-2.0,1494.7,1.285,3.74,4.22,-0.43999999999999995,-0.39000000000000057,-112958.0,0.43,-1.87,24598.0,-0.08000000000000002,-3.2299999999999995,-10064.0
24_GA_D_1,GA,P90,90,416,377,39,90.62,9.38,377,3.21,8.23,173335.0,1.217,-2.0,47,0.04,7.74,2138.0,1.016,-2.0,9,0.28,6.18,12170.0,1.503,-2.0,1427.2,1.247,3.78,3.79,-0.7000000000000002,-0.8300000000000001,-124232.0,0.16,-1.3200000000000003,11112.0,0.05000000000000002,-1.3399999999999999,-2245.0
24_GA_D_1,GA,P95,95,416,394,22,94.71,5.29,394,4.1,8.23,245225.0,1.275,-2.0,47,0.04,7.74,2366.0,1.016,-2.0,9,0.28,6.18,13469.0,1.503,-2.0,1895.2,1.313,5.01,4.81,0.1899999999999995,-0.8300000000000001,-52342.0,0.16,-1.3200000000000003,11340.0,0.05000000000000002,-1.3399999999999999,-946.0
25_AU_China_Demand,China_Demand,NONE,999,918,918,0,100.0,0.0,918,9.69,14.78,771397.0,1.303,-4.83,106,2.96,5.18,171132.0,1.452,-1.84,24,0.95,3.97,48613.0,1.368,-0.84,1948.0,1.313,6.18,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_AU_China_Demand,China_Demand,P70,70,918,657,261,71.57,28.43,657,9.18,6.79,510282.0,1.356,-3.35,89,0.9,5.7,49838.0,1.227,-1.84,13,1.42,3.28,46038.0,3.52,-0.25,1450.4,1.391,10.4,2.21,-0.5099999999999998,-7.989999999999999,-261115.0,-2.06,0.5200000000000005,-121294.0,0.47,-0.6900000000000004,-2575.0
25_AU_China_Demand,China_Demand,P75,75,918,699,219,76.14,23.86,699,7.99,10.91,444513.0,1.296,-4.0,90,0.53,5.7,28268.0,1.124,-2.0,14,0.8,3.28,24643.0,1.676,-2.0,1322.2,1.314,5.85,1.89,-1.6999999999999993,-3.869999999999999,-326884.0,-2.4299999999999997,0.5200000000000005,-142864.0,-0.1499999999999999,-0.6900000000000004,-23970.0
25_AU_China_Demand,China_Demand,P80,80,918,741,177,80.72,19.28,741,4.13,16.24,342328.0,1.22,-4.0,92,0.65,5.7,30758.0,1.142,-2.0,15,0.4,3.28,11252.0,1.258,-2.0,1097.4,1.231,3.15,1.48,-5.56,1.459999999999999,-429069.0,-2.31,0.5200000000000005,-140374.0,-0.5499999999999999,-0.6900000000000004,-37361.0
25_AU_China_Demand,China_Demand,P85,85,918,786,132,85.62,14.38,786,4.79,15.09,372518.0,1.217,-4.0,95,1.02,5.18,44656.0,1.194,-1.84,17,0.7,3.28,20092.0,1.374,-1.03,1174.0,1.23,3.66,1.49,-4.8999999999999995,0.3100000000000005,-398879.0,-1.94,0.0,-126476.0,-0.25,-0.6900000000000004,-28521.0
25_AU_China_Demand,China_Demand,P90,90,918,829,89,90.31,9.69,829,5.88,14.84,449536.0,1.239,-4.0,99,1.57,5.18,72405.0,1.281,-1.84,21,1.53,3.28,46379.0,1.659,-0.84,1345.3,1.245,4.24,1.62,-3.8099999999999996,0.0600000000000005,-321861.0,-1.39,0.0,-98727.0,0.5800000000000001,-0.6900000000000004,-2234.0
25_AU_China_Demand,China_Demand,P95,95,918,871,47,94.88,5.12,871,5.91,15.15,536363.0,1.248,-4.0,100,1.34,5.18,68352.0,1.231,-1.84,22,0.93,4.03,39630.0,1.445,-0.84,1524.8,1.262,4.69,1.75,-3.7799999999999994,0.370000000000001,-235034.0,-1.6199999999999999,0.0,-102780.0,-0.019999999999999907,0.06000000000000005,-8983.0
26_AJ_China_Demand,China_Demand,NONE,999,450,450,0,100.0,0.0,450,13.78,8.23,937621.0,1.667,-6.0,10,2.02,3.73,112268.0,3.017,0.84,10,2.02,3.73,112268.0,3.017,0.84,2461.9,1.635,13.12,5.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26_AJ_China_Demand,China_Demand,P70,70,450,311,139,69.11,30.89,311,8.95,7.98,362351.0,1.571,-5.09,5,2.12,2.83,50561.0,,0.84,5,2.12,2.83,50561.0,,0.84,1273.0,1.563,7.01,4.09,-4.83,-0.25,-575270.0,0.10000000000000009,-0.8999999999999999,-61707.0,0.10000000000000009,-0.8999999999999999,-61707.0
26_AJ_China_Demand,China_Demand,P75,75,450,329,121,73.11,26.89,329,10.77,8.47,451169.0,1.67,-5.04,7,3.49,2.83,88277.0,,0.84,7,3.49,2.83,88277.0,,0.84,1498.5,1.636,7.73,4.55,-3.01,0.2400000000000002,-486452.0,1.4700000000000002,-0.8999999999999999,-23991.0,1.4700000000000002,-0.8999999999999999,-23991.0
26_AJ_China_Demand,China_Demand,P80,80,450,351,99,78.0,22.0,351,8.38,7.55,481626.0,1.643,-4.19,7,1.82,5.28,91104.0,,0.84,7,1.82,5.28,91104.0,,0.84,1568.1,1.603,9.09,4.47,-5.399999999999999,-0.6800000000000006,-455995.0,-0.19999999999999996,1.5500000000000003,-21164.0,-0.19999999999999996,1.5500000000000003,-21164.0
26_AJ_China_Demand,China_Demand,P85,85,450,381,69,84.67,15.33,381,12.27,9.2,568033.0,1.651,-4.19,9,1.44,3.81,60737.0,2.435,0.84,9,1.44,3.81,60737.0,2.435,0.84,1760.3,1.604,8.27,4.62,-1.5099999999999998,0.9699999999999989,-369588.0,-0.5800000000000001,0.08000000000000007,-51531.0,-0.5800000000000001,0.08000000000000007,-51531.0
26_AJ_China_Demand,China_Demand,P90,90,450,403,47,89.56,10.44,403,11.39,8.24,690079.0,1.641,-4.19,9,1.44,3.81,67677.0,2.435,0.84,9,1.44,3.81,67677.0,2.435,0.84,2018.1,1.636,10.58,5.01,-2.389999999999999,0.009999999999999787,-247542.0,-0.5800000000000001,0.08000000000000007,-44591.0,-0.5800000000000001,0.08000000000000007,-44591.0
26_AJ_China_Demand,China_Demand,P95,95,450,426,24,94.67,5.33,426,13.64,7.55,900985.0,1.714,-4.19,10,2.02,3.73,109407.0,3.017,0.84,10,2.02,3.73,109407.0,3.017,0.84,2394.4,1.705,13.88,5.62,-0.1399999999999988,-0.6800000000000006,-36636.0,0.0,0.0,-2861.0,0.0,0.0,-2861.0
27_EA_China_Demand,China_Demand,NONE,999,501,501,0,100.0,0.0,501,10.38,10.65,766973.0,1.563,-5.33,62,3.94,4.68,241921.0,1.946,-2.33,15,-0.15,4.68,-9265.0,0.921,-2.26,2890.8,1.529,8.71,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27_EA_China_Demand,China_Demand,P70,70,501,331,170,66.07,33.93,331,5.62,10.65,418318.0,1.619,-5.33,39,1.45,3.87,53674.0,1.421,-2.33,11,0.1,3.87,3548.0,1.062,-0.68,1868.8,1.674,5.63,5.65,-4.760000000000001,0.0,-348655.0,-2.49,-0.8099999999999996,-188247.0,0.25,-0.8099999999999996,12813.0
27_EA_China_Demand,China_Demand,P75,75,501,355,146,70.86,29.14,355,6.43,10.65,467847.0,1.636,-5.33,44,2.54,3.87,99150.0,1.732,-2.33,12,0.06,3.87,2271.0,1.037,-0.68,2033.6,1.659,6.13,5.73,-3.950000000000001,0.0,-299126.0,-1.4,-0.8099999999999996,-142771.0,0.21,-0.8099999999999996,11536.0
27_EA_China_Demand,China_Demand,P80,80,501,379,122,75.65,24.35,379,7.68,10.65,588850.0,1.692,-5.33,46,2.44,4.15,113579.0,1.725,-2.33,12,0.05,4.15,2555.0,1.037,-0.68,2400.1,1.727,7.23,6.33,-2.700000000000001,0.0,-178123.0,-1.5,-0.5299999999999994,-128342.0,0.2,-0.5299999999999994,11820.0
27_EA_China_Demand,China_Demand,P85,85,501,403,98,80.44,19.56,403,7.18,10.65,541208.0,1.571,-5.33,50,1.6,4.28,74260.0,1.393,-2.33,13,-0.28,4.28,-12879.0,0.843,-0.79,2270.1,1.609,6.84,5.63,-3.200000000000001,0.0,-225765.0,-2.34,-0.39999999999999947,-167661.0,-0.13000000000000003,-0.39999999999999947,-3614.0
27_EA_China_Demand,China_Demand,P90,90,501,435,66,86.83,13.17,435,6.71,10.65,497968.0,1.476,-5.33,56,1.98,4.68,95790.0,1.464,-2.33,15,-0.15,4.68,-7297.0,0.921,-2.26,2150.7,1.497,6.48,4.94,-3.670000000000001,0.0,-269005.0,-1.96,0.0,-146131.0,0.0,0.0,1968.0
27_EA_China_Demand,China_Demand,P95,95,501,467,34,93.21,6.79,467,7.91,10.65,577387.0,1.5,-5.33,58,2.71,4.68,141554.0,1.641,-2.33,15,-0.15,4.68,-7878.0,0.921,-2.26,2386.8,1.497,7.19,5.11,-2.4700000000000006,0.0,-189586.0,-1.23,0.0,-100367.0,0.0,0.0,1387.0
28_GA_China_Demand,China_Demand,NONE,999,503,503,0,100.0,0.0,503,5.95,12.29,486677.0,1.412,-8.0,63,7.56,3.44,248427.0,2.68,-2.0,15,0.55,3.3,17914.0,1.274,-0.34,2678.1,1.38,5.63,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28_GA_China_Demand,China_Demand,P70,70,503,317,186,63.02,36.98,317,4.15,9.72,272281.0,1.455,-4.18,44,4.21,3.08,103272.0,2.239,-2.0,10,-0.06,3.08,-1391.0,0.96,-1.27,1684.5,1.47,4.54,5.31,-1.7999999999999998,-2.5699999999999985,-214396.0,-3.3499999999999996,-0.3599999999999999,-145155.0,-0.6100000000000001,-0.21999999999999975,-19305.0
28_GA_China_Demand,China_Demand,P75,75,503,340,163,67.59,32.41,340,7.73,6.43,358732.0,1.523,-4.18,47,3.48,4.37,117734.0,2.105,-2.0,12,0.7,3.04,18816.0,1.49,-0.34,2090.6,1.544,8.73,6.15,1.7800000000000002,-5.859999999999999,-127945.0,-4.08,0.9300000000000002,-130693.0,0.1499999999999999,-0.2599999999999998,902.0
28_GA_China_Demand,China_Demand,P80,80,503,362,141,71.97,28.03,362,6.57,7.87,379880.0,1.496,-4.18,52,5.06,3.44,139676.0,2.143,-2.0,13,0.38,3.04,10475.0,1.216,-0.34,2187.6,1.519,7.37,6.04,0.6200000000000001,-4.419999999999999,-106797.0,-2.5,0.0,-108751.0,-0.17000000000000004,-0.2599999999999998,-7439.0
28_GA_China_Demand,China_Demand,P85,85,503,400,103,79.52,20.48,400,9.33,6.74,452581.0,1.522,-5.17,57,5.61,3.44,177768.0,2.213,-2.0,15,0.55,3.3,17295.0,1.274,-0.34,2500.3,1.519,9.75,6.25,3.38,-5.549999999999999,-34096.0,-1.9499999999999993,0.0,-70659.0,0.0,0.0,-619.0
28_GA_China_Demand,China_Demand,P90,90,503,434,69,86.28,13.72,434,11.26,8.33,531980.0,1.535,-4.26,59,6.23,3.44,214139.0,2.36,-2.0,15,0.55,3.3,18737.0,1.274,-0.34,2815.6,1.524,8.72,6.49,5.31,-3.959999999999999,45303.0,-1.3299999999999992,0.0,-34288.0,0.0,0.0,823.0
28_GA_China_Demand,China_Demand,P95,95,503,467,36,92.84,7.16,467,10.03,8.68,466153.0,1.45,-4.26,59,6.23,3.44,200479.0,2.36,-2.0,15,0.55,3.3,17542.0,1.274,-0.34,2576.7,1.417,7.65,5.52,4.079999999999999,-3.6099999999999994,-20524.0,-1.3299999999999992,0.0,-47948.0,0.0,0.0,-372.0
2_EJ_NightBlitz_20,CrossJPY_16,NONE,999,991,991,0,100.0,0.0,991,6.41,14.39,3598028.0,1.371,-4.0,105,0.57,13.7,321328.0,1.118,-4.0,20,0.73,4.62,141754.0,1.373,-2.69,5037.0,1.39,14.68,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_EJ_NightBlitz_20,CrossJPY_16,P70,70,991,665,326,67.1,32.9,665,9.3,14.62,979838.0,1.414,-4.0,50,0.76,6.43,72041.0,1.175,-2.41,10,-0.06,2.46,-2170.0,0.977,-2.0,2604.3,1.339,7.8,3.92,2.8900000000000006,0.22999999999999865,-2618190.0,0.19000000000000006,-7.27,-249287.0,-0.79,-2.16,-143924.0
2_EJ_NightBlitz_20,CrossJPY_16,P75,75,991,717,274,72.35,27.65,717,9.42,15.46,1382155.0,1.456,-4.0,60,0.71,7.8,104228.0,1.159,-4.0,11,0.1,2.89,5768.0,1.049,-2.0,3162.1,1.381,8.94,4.41,3.01,1.0700000000000003,-2215873.0,0.14,-5.8999999999999995,-217100.0,-0.63,-1.73,-135986.0
2_EJ_NightBlitz_20,CrossJPY_16,P80,80,991,775,216,78.2,21.8,775,7.55,12.78,1573950.0,1.421,-4.0,68,0.28,9.96,57488.0,1.068,-4.0,12,0.44,2.89,26868.0,1.208,-2.0,3398.7,1.371,11.39,4.39,1.1399999999999997,-1.6100000000000012,-2024078.0,-0.2899999999999999,-3.7399999999999984,-263840.0,-0.29,-1.73,-114886.0
2_EJ_NightBlitz_20,CrossJPY_16,P85,85,991,821,170,82.85,17.15,821,10.28,13.93,2236035.0,1.497,-4.0,77,1.2,8.36,261406.0,1.23,-4.0,13,1.03,2.43,68793.0,1.404,-2.0,4040.8,1.414,12.32,4.92,3.869999999999999,-0.46000000000000085,-1361993.0,0.63,-5.34,-59922.0,0.30000000000000004,-2.19,-72961.0
2_EJ_NightBlitz_20,CrossJPY_16,P90,90,991,877,114,88.5,11.5,877,6.33,15.65,2007057.0,1.366,-4.0,85,0.16,12.44,50376.0,1.04,-4.0,14,0.69,4.02,70770.0,1.455,-2.0,3866.9,1.356,10.37,4.41,-0.08000000000000007,1.2599999999999998,-1590971.0,-0.4099999999999999,-1.2599999999999998,-270952.0,-0.040000000000000036,-0.6000000000000005,-70984.0
2_EJ_NightBlitz_20,CrossJPY_16,P95,95,991,932,59,94.05,5.95,932,6.15,16.16,2445866.0,1.345,-4.0,95,0.25,13.24,99611.0,1.058,-4.0,19,0.1,4.62,13421.0,1.049,-2.69,4259.3,1.361,10.97,4.57,-0.2599999999999998,1.7699999999999996,-1152162.0,-0.31999999999999995,-0.4599999999999991,-221717.0,-0.63,0.0,-128333.0
3_EJ_NightBlitz_21,CrossJPY_16,NONE,999,991,991,0,100.0,0.0,991,8.23,9.86,1356944.0,1.465,-4.0,105,1.71,9.37,282189.0,1.494,-2.23,20,4.43,1.09,89193.0,2.979,-0.71,5109.7,1.43,13.37,5.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_EJ_NightBlitz_21,CrossJPY_16,P70,70,991,659,332,66.5,33.5,659,4.49,9.98,258523.0,1.245,-3.49,51,-0.16,6.69,-8201.0,0.93,-2.23,10,0.88,3.95,26638.0,6.741,-0.26,1652.9,1.231,4.3,2.51,-3.74,0.120000000000001,-1098421.0,-1.8699999999999999,-2.679999999999999,-290390.0,-3.55,2.8600000000000003,-62555.0
3_EJ_NightBlitz_21,CrossJPY_16,P75,75,991,723,268,72.96,27.04,723,7.31,11.02,527605.0,1.407,-3.49,63,0.88,6.58,58391.0,1.324,-2.23,11,2.58,1.65,42950.0,7.833,-0.26,2807.3,1.362,6.56,3.88,-0.9200000000000008,1.1600000000000001,-829339.0,-0.83,-2.789999999999999,-223798.0,-1.8499999999999996,0.5599999999999998,-46243.0
3_EJ_NightBlitz_21,CrossJPY_16,P80,80,991,774,217,78.1,21.9,774,8.59,8.19,628254.0,1.418,-3.49,71,1.11,6.72,81326.0,1.375,-2.23,11,5.68,0.76,47157.0,7.833,-0.26,3166.5,1.377,9.97,4.09,0.35999999999999943,-1.67,-728690.0,-0.5999999999999999,-2.6499999999999995,-200863.0,1.25,-0.33000000000000007,-42036.0
3_EJ_NightBlitz_21,CrossJPY_16,P85,85,991,825,166,83.25,16.75,825,9.55,7.58,813252.0,1.448,-4.0,78,1.29,6.8,109483.0,1.403,-2.23,12,7.19,0.76,68678.0,9.567,-0.26,3748.7,1.413,13.17,4.54,1.3200000000000003,-2.2799999999999994,-543692.0,-0.41999999999999993,-2.5699999999999994,-172706.0,2.7600000000000007,-0.33000000000000007,-20515.0
3_EJ_NightBlitz_21,CrossJPY_16,P90,90,991,876,115,88.4,11.6,876,8.65,8.3,790266.0,1.407,-4.0,86,1.45,7.38,132274.0,1.461,-2.23,15,7.21,0.76,67729.0,7.507,-0.38,3696.3,1.372,11.43,4.22,0.41999999999999993,-1.5599999999999987,-566678.0,-0.26,-1.9899999999999993,-149915.0,2.7800000000000002,-0.33000000000000007,-21464.0
3_EJ_NightBlitz_21,CrossJPY_16,P95,95,991,935,56,94.35,5.65,935,10.85,8.37,938428.0,1.409,-4.0,94,2.1,6.4,181828.0,1.506,-2.23,18,3.89,1.09,60597.0,3.234,-0.71,4126.5,1.378,12.76,4.41,2.619999999999999,-1.4900000000000002,-418516.0,0.3900000000000001,-2.969999999999999,-100361.0,-0.5399999999999996,0.0,-28596.0
4_GJ_Port_Log1,CrossJPY_16,NONE,999,918,918,0,100.0,0.0,918,12.66,5.1,546342.0,1.426,-4.0,105,3.16,4.25,136244.0,1.647,-2.06,24,3.13,1.26,41153.0,2.01,-0.72,4922.3,1.411,14.68,5.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_GJ_Port_Log1,CrossJPY_16,P70,70,918,547,371,59.59,40.41,547,3.78,9.17,220666.0,1.434,-1.5,53,2.3,2.27,36876.0,1.723,-0.65,12,2.66,0.78,14924.0,2.629,-0.44,2417.6,1.443,3.88,4.42,-8.88,4.07,-325676.0,-0.8600000000000003,-1.98,-99368.0,-0.46999999999999975,-0.48,-26229.0
4_GJ_Port_Log1,CrossJPY_16,P75,75,918,608,310,66.23,33.77,608,3.33,9.99,199529.0,1.336,-2.0,62,2.6,2.27,40424.0,1.667,-0.92,13,3.05,0.7,15004.0,2.689,-0.44,2233.2,1.335,3.29,3.67,-9.33,4.890000000000001,-346813.0,-0.56,-1.98,-95820.0,-0.08000000000000007,-0.56,-26149.0
4_GJ_Port_Log1,CrossJPY_16,P80,80,918,658,260,71.68,28.32,658,3.55,9.2,202920.0,1.289,-2.0,68,1.06,4.07,30058.0,1.357,-1.25,13,2.48,0.87,15076.0,2.689,-0.44,2273.9,1.297,3.66,3.46,-9.11,4.1,-343422.0,-2.1,-0.17999999999999972,-106186.0,-0.6499999999999999,-0.39,-26077.0
4_GJ_Port_Log1,CrossJPY_16,P85,85,918,717,201,78.1,21.9,717,5.28,8.48,290989.0,1.366,-2.0,75,1.88,4.09,58293.0,1.6,-1.25,15,2.16,1.02,17502.0,2.392,-0.72,3049.1,1.371,5.36,4.25,-7.38,3.380000000000001,-255353.0,-1.2800000000000002,-0.16000000000000014,-77951.0,-0.9699999999999998,-0.24,-23651.0
