Dataset,Period,Trades,StartEquity,EndEquity,NetProfitYen,ReturnPct,MaxDDYen,MaxDDPct,MoneyRoMD,PF_Yen,WorstWeekReturnPct,BestWeekReturnPct,AvgWeekReturnPct
11_AJ_SatB_P75,Full_2015_2026Q1,279,500000.0,649227.0,149227.0,29.85,74874.0,11.46,1.99,1.231,-2.0,3.45,0.1
11_AJ_SatB_P75,StrictIS_2015_2024,278,500000.0,640011.0,140011.0,28.0,74874.0,11.46,1.87,1.217,-2.0,3.45,0.09
11_AJ_SatB_P75,StrictOOS_2025_2026Q1,1,640011.0,649227.0,9216.0,1.44,10214.0,1.55,0.9,,1.44,1.44,1.44
11_AJ_SatB_P75,Q1_2026,1,640011.0,649227.0,9216.0,1.44,10214.0,1.55,0.9,,1.44,1.44,1.44
11_AJ_SatB_P80,Full_2015_2026Q1,293,500000.0,718468.0,218468.0,43.69,76257.0,11.46,2.86,1.323,-2.0,3.45,0.13
11_AJ_SatB_P80,StrictIS_2015_2024,290,500000.0,695403.0,195403.0,39.08,76257.0,11.46,2.56,1.288,-2.0,3.45,0.12
11_AJ_SatB_P80,StrictOOS_2025_2026Q1,3,695403.0,718468.0,23065.0,3.32,1031.0,0.15,22.36,,0.47,1.44,1.09
11_AJ_SatB_P80,Q1_2026,3,695403.0,718468.0,23065.0,3.32,1031.0,0.15,22.36,,0.47,1.44,1.09
11_AJ_SatB_P85,Full_2015_2026Q1,309,500000.0,743751.0,243751.0,48.75,76492.0,11.46,3.19,1.333,-2.0,3.45,0.13
11_AJ_SatB_P85,StrictIS_2015_2024,303,500000.0,724163.0,224163.0,44.83,76492.0,11.46,2.93,1.309,-2.0,3.45,0.13
11_AJ_SatB_P85,StrictOOS_2025_2026Q1,6,724163.0,743751.0,19587.0,2.7,12287.0,1.66,1.59,4.826,-0.36,1.44,0.45
11_AJ_SatB_P85,Q1_2026,6,724163.0,743751.0,19587.0,2.7,12287.0,1.66,1.59,4.826,-0.36,1.44,0.45
11_AJ_SatB_P90,Full_2015_2026Q1,325,500000.0,714372.0,214372.0,42.87,71639.0,11.46,2.99,1.271,-2.0,3.45,0.12
11_AJ_SatB_P90,StrictIS_2015_2024,319,500000.0,695558.0,195558.0,39.11,71639.0,11.46,2.73,1.249,-2.0,3.45,0.11
11_AJ_SatB_P90,StrictOOS_2025_2026Q1,6,695558.0,714372.0,18814.0,2.7,11801.0,1.66,1.59,4.826,-0.36,1.44,0.45
11_AJ_SatB_P90,Q1_2026,6,695558.0,714372.0,18814.0,2.7,11801.0,1.66,1.59,4.826,-0.36,1.44,0.45
11_AJ_SatB_P95,Full_2015_2026Q1,340,500000.0,827707.0,327707.0,65.54,75491.0,11.46,4.34,1.369,-2.0,3.45,0.16
11_AJ_SatB_P95,StrictIS_2015_2024,332,500000.0,804882.0,304882.0,60.98,75491.0,11.46,4.04,1.352,-2.0,3.45,0.15
11_AJ_SatB_P95,StrictOOS_2025_2026Q1,8,804882.0,827707.0,22825.0,2.84,24295.0,2.95,0.94,2.036,-2.0,2.17,0.36
11_AJ_SatB_P95,Q1_2026,8,804882.0,827707.0,22825.0,2.84,24295.0,2.95,0.94,2.036,-2.0,2.17,0.36
12_UJ_Short_Core_NONE,Full_2015_2026Q1,528,500000.0,5483593.0,4983593.0,996.72,511944.0,9.66,9.73,1.999,-5.5,14.57,1.12
12_UJ_Short_Core_NONE,StrictIS_2015_2024,465,500000.0,4442515.0,3942515.0,788.5,266941.0,6.89,14.77,2.435,-5.0,14.57,1.16
12_UJ_Short_Core_NONE,StrictOOS_2025_2026Q1,63,4442515.0,5483593.0,1041078.0,23.43,511944.0,9.66,2.03,1.465,-5.5,8.15,0.81
12_UJ_Short_Core_NONE,Q1_2026,15,5805912.0,5483593.0,-322320.0,-5.55,497558.0,8.52,-0.65,0.58,-3.64,2.5,-0.79
12_UJ_Short_Core_P70,Full_2015_2026Q1,344,500000.0,1334031.0,834031.0,166.81,69631.0,9.52,11.98,1.919,-3.83,5.83,0.59
12_UJ_Short_Core_P70,StrictIS_2015_2024,323,500000.0,1157594.0,657594.0,131.52,69631.0,9.52,9.44,1.814,-3.83,5.83,0.55
12_UJ_Short_Core_P70,StrictOOS_2025_2026Q1,21,1157594.0,1334031.0,176437.0,15.24,45374.0,3.67,3.89,2.776,-3.5,5.0,1.12
12_UJ_Short_Core_P70,Q1_2026,4,1305276.0,1334031.0,28755.0,2.2,2135.0,0.16,13.47,14.468,-0.03,1.63,0.73
12_UJ_Short_Core_P75,Full_2015_2026Q1,373,500000.0,1559710.0,1059710.0,211.94,55787.0,6.82,19.0,1.96,-3.5,5.83,0.65
12_UJ_Short_Core_P75,StrictIS_2015_2024,346,500000.0,1286932.0,786932.0,157.39,50432.0,6.82,15.6,1.862,-3.32,5.83,0.59
12_UJ_Short_Core_P75,StrictOOS_2025_2026Q1,27,1286932.0,1559710.0,272778.0,21.2,55787.0,3.96,4.89,2.424,-3.5,5.48,1.17
12_UJ_Short_Core_P75,Q1_2026,5,1556725.0,1559710.0,2985.0,0.19,31318.0,2.0,0.1,1.088,-0.37,0.59,0.06
12_UJ_Short_Core_P80,Full_2015_2026Q1,407,500000.0,1615285.0,1115285.0,223.06,121711.0,7.8,9.16,1.829,-4.0,5.88,0.62
12_UJ_Short_Core_P80,StrictIS_2015_2024,371,500000.0,1349246.0,849246.0,169.85,60204.0,6.82,14.11,1.85,-3.32,5.83,0.59
12_UJ_Short_Core_P80,StrictOOS_2025_2026Q1,36,1349246.0,1615285.0,266039.0,19.72,121711.0,7.8,2.19,1.771,-4.0,5.88,0.9
12_UJ_Short_Core_P80,Q1_2026,8,1622433.0,1615285.0,-7148.0,-0.44,64627.0,3.96,-0.11,0.915,-2.0,2.5,-0.08
12_UJ_Short_Core_P85,Full_2015_2026Q1,436,500000.0,2121021.0,1621021.0,324.2,160130.0,7.8,10.12,1.921,-5.5,6.77,0.73
12_UJ_Short_Core_P85,StrictIS_2015_2024,393,500000.0,1704935.0,1204935.0,240.99,54797.0,6.82,21.99,1.986,-3.32,6.77,0.7
12_UJ_Short_Core_P85,StrictOOS_2025_2026Q1,43,1704935.0,2121021.0,416086.0,24.4,160130.0,7.8,2.6,1.774,-5.5,6.49,0.96
12_UJ_Short_Core_P85,Q1_2026,8,2130407.0,2121021.0,-9386.0,-0.44,84862.0,3.96,-0.11,0.915,-2.0,2.5,-0.08
12_UJ_Short_Core_P90,Full_2015_2026Q1,467,500000.0,2280971.0,1780971.0,356.19,213501.0,9.72,8.34,1.852,-6.0,8.15,0.74
12_UJ_Short_Core_P90,StrictIS_2015_2024,416,500000.0,1856903.0,1356903.0,271.38,58991.0,6.89,23.0,2.009,-3.45,7.94,0.72
12_UJ_Short_Core_P90,StrictOOS_2025_2026Q1,51,1856903.0,2280971.0,424069.0,22.84,213501.0,9.72,1.99,1.568,-6.0,8.15,0.85
12_UJ_Short_Core_P90,Q1_2026,11,2342645.0,2280971.0,-61674.0,-2.63,134099.0,5.69,-0.46,0.71,-2.0,2.5,-0.36
12_UJ_Short_Core_P95,Full_2015_2026Q1,501,500000.0,3767831.0,3267831.0,653.57,344791.0,9.66,9.48,2.037,-5.5,14.06,0.95
12_UJ_Short_Core_P95,StrictIS_2015_2024,443,500000.0,2968556.0,2468556.0,493.71,154035.0,6.89,16.03,2.351,-4.16,14.06,0.95
12_UJ_Short_Core_P95,StrictOOS_2025_2026Q1,58,2968556.0,3767831.0,799275.0,26.92,344791.0,9.66,2.32,1.604,-5.5,8.15,0.94
12_UJ_Short_Core_P95,Q1_2026,12,3910245.0,3767831.0,-142415.0,-3.64,262290.0,6.67,-0.54,0.636,-3.02,2.5,-0.51
13_UJ_Fix_MidWeek_NONE,Full_2015_2026Q1,187,500000.0,714648.0,214648.0,42.93,11647.0,1.71,18.43,2.496,-1.21,2.99,0.3
13_UJ_Fix_MidWeek_NONE,StrictIS_2015_2024,166,500000.0,676849.0,176849.0,35.37,10974.0,1.67,16.11,2.45,-1.21,2.99,0.28
13_UJ_Fix_MidWeek_NONE,StrictOOS_2025_2026Q1,21,676849.0,714648.0,37799.0,5.58,11647.0,1.71,3.25,2.755,-0.87,1.72,0.42
13_UJ_Fix_MidWeek_NONE,Q1_2026,5,701447.0,714648.0,13202.0,1.88,458.0,0.07,28.84,53.587,-0.04,1.02,0.62
13_UJ_Fix_MidWeek_P70,Full_2015_2026Q1,127,500000.0,572789.0,72789.0,14.56,15298.0,2.67,4.76,1.905,-1.21,1.82,0.16
13_UJ_Fix_MidWeek_P70,StrictIS_2015_2024,122,500000.0,560419.0,60419.0,12.08,15298.0,2.67,3.95,1.754,-1.21,1.82,0.14
13_UJ_Fix_MidWeek_P70,StrictOOS_2025_2026Q1,5,560419.0,572789.0,12370.0,2.21,9445.0,1.65,1.31,46.303,0.14,1.06,0.55
13_UJ_Fix_MidWeek_P70,Q1_2026,1,570710.0,572789.0,2079.0,0.36,567.0,0.1,3.67,,0.36,0.36,0.36
13_UJ_Fix_MidWeek_P75,Full_2015_2026Q1,143,500000.0,596712.0,96712.0,19.34,13566.0,2.36,7.13,2.056,-1.21,1.82,0.18
13_UJ_Fix_MidWeek_P75,StrictIS_2015_2024,132,500000.0,574421.0,74421.0,14.88,13566.0,2.36,5.49,1.832,-1.21,1.82,0.16
13_UJ_Fix_MidWeek_P75,StrictOOS_2025_2026Q1,11,574421.0,596712.0,22290.0,3.88,1707.0,0.29,13.06,11.304,-0.29,1.06,0.48
13_UJ_Fix_MidWeek_P75,Q1_2026,3,589645.0,596712.0,7067.0,1.2,0.0,0.0,,,0.31,0.89,0.6
13_UJ_Fix_MidWeek_P80,Full_2015_2026Q1,150,500000.0,622630.0,122630.0,24.53,9965.0,1.67,12.31,2.32,-1.21,1.82,0.22
13_UJ_Fix_MidWeek_P80,StrictIS_2015_2024,139,500000.0,599371.0,99371.0,19.87,9965.0,1.67,9.97,2.096,-1.21,1.82,0.2
13_UJ_Fix_MidWeek_P80,StrictOOS_2025_2026Q1,11,599371.0,622630.0,23259.0,3.88,1781.0,0.29,13.06,11.304,-0.29,1.06,0.48
13_UJ_Fix_MidWeek_P80,Q1_2026,3,615256.0,622630.0,7374.0,1.2,0.0,0.0,,,0.31,0.89,0.6
13_UJ_Fix_MidWeek_P85,Full_2015_2026Q1,162,500000.0,667075.0,167075.0,33.41,10487.0,1.67,15.93,2.67,-1.21,2.62,0.28
13_UJ_Fix_MidWeek_P85,StrictIS_2015_2024,148,500000.0,638384.0,138384.0,27.68,10487.0,1.67,13.2,2.443,-1.21,2.62,0.26
13_UJ_Fix_MidWeek_P85,StrictOOS_2025_2026Q1,14,638384.0,667075.0,28690.0,4.49,3688.0,0.58,7.78,7.938,-0.29,1.72,0.49
13_UJ_Fix_MidWeek_P85,Q1_2026,3,659174.0,667075.0,7900.0,1.2,0.0,0.0,,,0.31,0.89,0.6
13_UJ_Fix_MidWeek_P90,Full_2015_2026Q1,172,500000.0,696904.0,196904.0,39.38,10828.0,1.67,18.18,2.817,-1.21,2.62,0.3
13_UJ_Fix_MidWeek_P90,StrictIS_2015_2024,156,500000.0,658272.0,158272.0,31.65,10828.0,1.67,14.62,2.521,-1.21,2.62,0.27
13_UJ_Fix_MidWeek_P90,StrictOOS_2025_2026Q1,16,658272.0,696904.0,38632.0,5.87,1963.0,0.29,19.68,10.028,-0.29,1.72,0.64
13_UJ_Fix_MidWeek_P90,Q1_2026,4,683785.0,696904.0,13119.0,1.92,0.0,0.0,,,0.89,1.02,0.96
13_UJ_Fix_MidWeek_P95,Full_2015_2026Q1,182,500000.0,697321.0,197321.0,39.46,11312.0,1.71,17.44,2.506,-1.21,2.99,0.28
13_UJ_Fix_MidWeek_P95,StrictIS_2015_2024,163,500000.0,657333.0,157333.0,31.47,10871.0,1.67,14.47,2.302,-1.21,2.99,0.26
13_UJ_Fix_MidWeek_P95,StrictOOS_2025_2026Q1,19,657333.0,697321.0,39988.0,6.08,11312.0,1.71,3.54,4.914,-0.87,1.72,0.5
13_UJ_Fix_MidWeek_P95,Q1_2026,5,684439.0,697321.0,12882.0,1.88,447.0,0.07,28.84,53.587,-0.04,1.02,0.62
14_UJ_Sat_3rd_NONE,Full_2015_2026Q1,69,500000.0,869654.0,369654.0,73.93,19487.0,3.25,18.97,3.821,-2.0,3.11,0.82
14_UJ_Sat_3rd_NONE,StrictIS_2015_2024,60,500000.0,801916.0,301916.0,60.38,19487.0,3.25,15.49,4.087,-2.0,3.11,0.8
14_UJ_Sat_3rd_NONE,StrictOOS_2025_2026Q1,9,801916.0,869654.0,67738.0,8.45,16711.0,2.0,4.05,3.037,-2.0,3.11,0.92
14_UJ_Sat_3rd_NONE,Q1_2026,2,858984.0,869654.0,10670.0,1.24,0.0,0.0,,,0.21,1.03,0.62
14_UJ_Sat_3rd_P70,Full_2015_2026Q1,49,500000.0,654189.0,154189.0,30.84,15690.0,2.94,9.83,2.914,-2.0,3.11,0.56
14_UJ_Sat_3rd_P70,StrictIS_2015_2024,46,500000.0,636472.0,136472.0,27.29,15690.0,2.94,8.7,2.694,-2.0,3.11,0.53
14_UJ_Sat_3rd_P70,StrictOOS_2025_2026Q1,3,636472.0,654189.0,17717.0,2.78,0.0,0.0,,,0.08,1.66,0.92
14_UJ_Sat_3rd_P70,Q1_2026,1,647541.0,654189.0,6648.0,1.03,0.0,0.0,,,1.03,1.03,1.03
14_UJ_Sat_3rd_P75,Full_2015_2026Q1,50,500000.0,656166.0,156166.0,31.23,15690.0,2.94,9.95,2.934,-2.0,3.11,0.55
14_UJ_Sat_3rd_P75,StrictIS_2015_2024,47,500000.0,638396.0,138396.0,27.68,15690.0,2.94,8.82,2.714,-2.0,3.11,0.53
14_UJ_Sat_3rd_P75,StrictOOS_2025_2026Q1,3,638396.0,656166.0,17770.0,2.78,0.0,0.0,,,0.08,1.66,0.92
14_UJ_Sat_3rd_P75,Q1_2026,1,649498.0,656166.0,6668.0,1.03,0.0,0.0,,,1.03,1.03,1.03
14_UJ_Sat_3rd_P80,Full_2015_2026Q1,54,500000.0,695752.0,195752.0,39.15,16143.0,2.94,12.13,3.351,-2.0,3.11,0.62
14_UJ_Sat_3rd_P80,StrictIS_2015_2024,51,500000.0,676910.0,176910.0,35.38,16143.0,2.94,10.96,3.124,-2.0,3.11,0.6
14_UJ_Sat_3rd_P80,StrictOOS_2025_2026Q1,3,676910.0,695752.0,18842.0,2.78,0.0,0.0,,,0.08,1.66,0.92
14_UJ_Sat_3rd_P80,Q1_2026,1,688682.0,695752.0,7070.0,1.03,0.0,0.0,,,1.03,1.03,1.03
14_UJ_Sat_3rd_P85,Full_2015_2026Q1,59,500000.0,763984.0,263984.0,52.8,16914.0,2.98,15.61,4.071,-2.0,3.11,0.73
14_UJ_Sat_3rd_P85,StrictIS_2015_2024,54,500000.0,719332.0,219332.0,43.87,16914.0,2.98,12.97,3.552,-2.0,3.11,0.69
14_UJ_Sat_3rd_P85,StrictOOS_2025_2026Q1,5,719332.0,763984.0,44652.0,6.21,0.0,0.0,,,0.08,3.11,1.22
14_UJ_Sat_3rd_P85,Q1_2026,2,754610.0,763984.0,9374.0,1.24,0.0,0.0,,,0.21,1.03,0.62
14_UJ_Sat_3rd_P90,Full_2015_2026Q1,62,500000.0,796015.0,296015.0,59.2,16914.0,2.98,17.5,3.924,-2.0,3.11,0.76
14_UJ_Sat_3rd_P90,StrictIS_2015_2024,56,500000.0,764787.0,264787.0,52.96,16914.0,2.98,15.65,4.081,-2.0,3.11,0.77
14_UJ_Sat_3rd_P90,StrictOOS_2025_2026Q1,6,764787.0,796015.0,31228.0,4.08,15296.0,2.0,2.04,3.042,-2.0,3.11,0.68
14_UJ_Sat_3rd_P90,Q1_2026,2,786248.0,796015.0,9767.0,1.24,0.0,0.0,,,0.21,1.03,0.62
14_UJ_Sat_3rd_P95,Full_2015_2026Q1,65,500000.0,829389.0,329389.0,65.88,32199.0,3.96,10.23,3.788,-2.0,3.11,0.79
14_UJ_Sat_3rd_P95,StrictIS_2015_2024,58,500000.0,813114.0,313114.0,62.62,16914.0,2.98,18.51,4.643,-2.0,3.11,0.85
14_UJ_Sat_3rd_P95,StrictOOS_2025_2026Q1,7,813114.0,829389.0,16275.0,2.0,32199.0,3.96,0.51,1.505,-2.0,3.11,0.3
14_UJ_Sat_3rd_P95,Q1_2026,2,819213.0,829389.0,10176.0,1.24,0.0,0.0,,,0.21,1.03,0.62
15_UJ_Sat_Aug_NONE,Full_2015_2026Q1,64,500000.0,697778.0,197778.0,39.56,46151.0,7.1,4.29,1.601,-2.5,12.0,1.66
15_UJ_Sat_Aug_NONE,StrictIS_2015_2024,59,500000.0,690870.0,190870.0,38.17,46151.0,7.1,4.14,1.663,-2.5,12.0,1.69
15_UJ_Sat_Aug_NONE,StrictOOS_2025_2026Q1,5,690870.0,697778.0,6909.0,1.0,27635.0,3.81,0.25,1.167,1.0,1.0,1.0
15_UJ_Sat_Aug_NONE,Q1_2026,0,697778.0,697778.0,0.0,0.0,0.0,0.0,,,,,
15_UJ_Sat_Aug_P70,Full_2015_2026Q1,38,500000.0,625691.0,125691.0,25.14,45375.0,6.98,2.77,1.828,-2.0,7.73,1.29
15_UJ_Sat_Aug_P70,StrictIS_2015_2024,37,500000.0,604532.0,104532.0,20.91,45375.0,6.98,2.3,1.689,-2.0,7.73,1.16
15_UJ_Sat_Aug_P70,StrictOOS_2025_2026Q1,1,604532.0,625691.0,21159.0,3.5,24217.0,3.73,0.87,,3.5,3.5,3.5
15_UJ_Sat_Aug_P70,Q1_2026,0,625691.0,625691.0,0.0,0.0,0.0,0.0,,,,,
15_UJ_Sat_Aug_P75,Full_2015_2026Q1,40,500000.0,634589.0,134589.0,26.92,46020.0,6.98,2.92,1.803,-2.0,7.73,1.38
15_UJ_Sat_Aug_P75,StrictIS_2015_2024,39,500000.0,613129.0,113129.0,22.63,46020.0,6.98,2.46,1.675,-2.0,7.73,1.25
15_UJ_Sat_Aug_P75,StrictOOS_2025_2026Q1,1,613129.0,634589.0,21460.0,3.5,24561.0,3.73,0.87,,3.5,3.5,3.5
15_UJ_Sat_Aug_P75,Q1_2026,0,634589.0,634589.0,0.0,0.0,0.0,0.0,,,,,
15_UJ_Sat_Aug_P80,Full_2015_2026Q1,43,500000.0,631852.0,131852.0,26.37,35928.0,5.56,3.67,1.704,-2.0,7.73,1.35
15_UJ_Sat_Aug_P80,StrictIS_2015_2024,42,500000.0,610485.0,110485.0,22.1,35928.0,5.56,3.08,1.59,-2.0,7.73,1.22
15_UJ_Sat_Aug_P80,StrictOOS_2025_2026Q1,1,610485.0,631852.0,21367.0,3.5,14561.0,2.25,1.47,,3.5,3.5,3.5
15_UJ_Sat_Aug_P80,Q1_2026,0,631852.0,631852.0,0.0,0.0,0.0,0.0,,,,,
15_UJ_Sat_Aug_P85,Full_2015_2026Q1,47,500000.0,601400.0,101400.0,20.28,47660.0,7.45,2.13,1.462,-2.0,7.73,1.07
15_UJ_Sat_Aug_P85,StrictIS_2015_2024,44,500000.0,604422.0,104422.0,20.88,35571.0,5.56,2.94,1.535,-2.0,7.73,1.16
15_UJ_Sat_Aug_P85,StrictOOS_2025_2026Q1,3,604422.0,601400.0,-3022.0,-0.5,47660.0,7.45,-0.06,0.875,-0.5,-0.5,-0.5
15_UJ_Sat_Aug_P85,Q1_2026,0,601400.0,601400.0,0.0,0.0,0.0,0.0,,,,,
15_UJ_Sat_Aug_P90,Full_2015_2026Q1,54,500000.0,688418.0,188418.0,37.68,27401.0,4.65,6.88,1.736,-2.0,7.73,1.73
15_UJ_Sat_Aug_P90,StrictIS_2015_2024,49,500000.0,681602.0,181602.0,36.32,27401.0,4.65,6.63,1.844,-2.0,7.73,1.77
15_UJ_Sat_Aug_P90,StrictOOS_2025_2026Q1,5,681602.0,688418.0,6816.0,1.0,27264.0,3.81,0.25,1.167,1.0,1.0,1.0
15_UJ_Sat_Aug_P90,Q1_2026,0,688418.0,688418.0,0.0,0.0,0.0,0.0,,,,,
15_UJ_Sat_Aug_P95,Full_2015_2026Q1,55,500000.0,674853.0,174853.0,34.97,40295.0,5.86,4.34,1.652,-2.0,7.73,1.62
15_UJ_Sat_Aug_P95,StrictIS_2015_2024,50,500000.0,668171.0,168171.0,33.63,40295.0,5.86,4.17,1.737,-2.0,7.73,1.66
15_UJ_Sat_Aug_P95,StrictOOS_2025_2026Q1,5,668171.0,674853.0,6682.0,1.0,26727.0,3.81,0.25,1.167,1.0,1.0,1.0
15_UJ_Sat_Aug_P95,Q1_2026,0,674853.0,674853.0,0.0,0.0,0.0,0.0,,,,,
16_UJ_T10A_NONE,Full_2015_2026Q1,58,500000.0,621351.0,121351.0,24.27,15552.0,2.44,7.8,2.196,-2.0,4.89,0.38
16_UJ_T10A_NONE,StrictIS_2015_2024,51,500000.0,603005.0,103005.0,20.6,12473.0,2.19,8.26,2.354,-2.0,4.89,0.37
16_UJ_T10A_NONE,StrictOOS_2025_2026Q1,7,603005.0,621351.0,18346.0,3.04,15552.0,2.44,1.18,1.722,-2.0,4.89,0.45
16_UJ_T10A_NONE,Q1_2026,2,625579.0,621351.0,-4228.0,-0.68,15552.0,2.44,-0.27,0.667,-2.0,1.35,-0.32
16_UJ_T10A_P70,Full_2015_2026Q1,35,500000.0,532274.0,32274.0,6.45,10912.0,2.06,2.96,1.674,-2.0,1.86,0.18
16_UJ_T10A_P70,StrictIS_2015_2024,33,500000.0,542534.0,42534.0,8.51,10912.0,2.06,3.9,2.149,-2.0,1.86,0.25
16_UJ_T10A_P70,StrictOOS_2025_2026Q1,2,542534.0,532274.0,-10260.0,-1.89,10863.0,2.0,-0.94,0.055,-2.0,0.11,-0.94
16_UJ_T10A_P70,Q1_2026,0,532274.0,532274.0,0.0,0.0,0.0,0.0,,,,,
16_UJ_T10A_P75,Full_2015_2026Q1,40,500000.0,545560.0,45560.0,9.11,11153.0,2.06,4.09,1.898,-2.0,1.86,0.22
16_UJ_T10A_P75,StrictIS_2015_2024,37,500000.0,552832.0,52832.0,10.57,11153.0,2.06,4.74,2.335,-2.0,1.86,0.27
16_UJ_T10A_P75,StrictOOS_2025_2026Q1,3,552832.0,545560.0,-7273.0,-1.32,11134.0,2.0,-0.65,0.347,-2.0,0.59,-0.43
16_UJ_T10A_P75,Q1_2026,0,545560.0,545560.0,0.0,0.0,0.0,0.0,,,,,
16_UJ_T10A_P80,Full_2015_2026Q1,41,500000.0,549100.0,49100.0,9.82,11225.0,2.06,4.37,1.963,-2.0,1.86,0.23
16_UJ_T10A_P80,StrictIS_2015_2024,38,500000.0,556420.0,56420.0,11.28,11225.0,2.06,5.03,2.418,-2.0,1.86,0.28
16_UJ_T10A_P80,StrictOOS_2025_2026Q1,3,556420.0,549100.0,-7320.0,-1.32,11206.0,2.0,-0.65,0.347,-2.0,0.59,-0.43
16_UJ_T10A_P80,Q1_2026,0,549100.0,549100.0,0.0,0.0,0.0,0.0,,,,,
16_UJ_T10A_P85,Full_2015_2026Q1,45,500000.0,547244.0,47244.0,9.45,11326.0,2.06,4.17,1.694,-2.0,2.19,0.2
16_UJ_T10A_P85,StrictIS_2015_2024,42,500000.0,554539.0,54539.0,10.91,11326.0,2.06,4.82,1.959,-2.0,2.19,0.25
16_UJ_T10A_P85,StrictOOS_2025_2026Q1,3,554539.0,547244.0,-7295.0,-1.32,11168.0,2.0,-0.65,0.347,-2.0,0.59,-0.43
16_UJ_T10A_P85,Q1_2026,0,547244.0,547244.0,0.0,0.0,0.0,0.0,,,,,
16_UJ_T10A_P90,Full_2015_2026Q1,47,500000.0,529649.0,29649.0,5.93,17517.0,3.25,1.69,1.355,-2.0,2.19,0.13
16_UJ_T10A_P90,StrictIS_2015_2024,44,500000.0,536709.0,36709.0,7.34,17517.0,3.25,2.1,1.505,-2.0,2.19,0.17
16_UJ_T10A_P90,StrictOOS_2025_2026Q1,3,536709.0,529649.0,-7061.0,-1.32,10809.0,2.0,-0.65,0.347,-2.0,0.59,-0.43
16_UJ_T10A_P90,Q1_2026,0,529649.0,529649.0,0.0,0.0,0.0,0.0,,,,,
16_UJ_T10A_P95,Full_2015_2026Q1,53,500000.0,551095.0,51095.0,10.22,17517.0,3.25,2.92,1.536,-2.0,2.6,0.19
16_UJ_T10A_P95,StrictIS_2015_2024,47,500000.0,560970.0,60970.0,12.19,17517.0,3.25,3.48,1.838,-2.0,2.6,0.25
16_UJ_T10A_P95,StrictOOS_2025_2026Q1,6,560970.0,551095.0,-9875.0,-1.76,13793.0,2.44,-0.72,0.562,-2.0,1.35,-0.29
16_UJ_T10A_P95,Q1_2026,2,554845.0,551095.0,-3750.0,-0.68,13793.0,2.44,-0.27,0.667,-2.0,1.35,-0.32
17_EA_1B_Wed_Short_NONE,Full_2015_2026Q1,290,500000.0,1154869.0,654869.0,130.97,86972.0,8.61,7.53,1.566,-2.0,5.0,0.3
17_EA_1B_Wed_Short_NONE,StrictIS_2015_2024,261,500000.0,998092.0,498092.0,99.62,86972.0,8.61,5.73,1.473,-2.0,5.0,0.28
17_EA_1B_Wed_Short_NONE,StrictOOS_2025_2026Q1,29,998092.0,1154869.0,156777.0,15.71,35098.0,3.41,4.47,2.492,-2.0,4.06,0.51
17_EA_1B_Wed_Short_NONE,Q1_2026,6,1138013.0,1154869.0,16856.0,1.48,14839.0,1.27,1.14,2.076,-1.27,1.56,0.25
17_EA_1B_Wed_Short_P70,Full_2015_2026Q1,216,500000.0,929792.0,429792.0,85.96,110355.0,13.41,3.89,1.689,-2.0,5.0,0.3
17_EA_1B_Wed_Short_P70,StrictIS_2015_2024,196,500000.0,770260.0,270260.0,54.05,110355.0,13.41,2.45,1.448,-2.0,5.0,0.23
17_EA_1B_Wed_Short_P70,StrictOOS_2025_2026Q1,20,770260.0,929792.0,159532.0,20.71,52752.0,6.41,3.02,8.852,-2.0,4.06,0.95
17_EA_1B_Wed_Short_P70,Q1_2026,2,912382.0,929792.0,17410.0,1.91,0.0,0.0,,,0.34,1.56,0.95
17_EA_1B_Wed_Short_P75,Full_2015_2026Q1,225,500000.0,974299.0,474299.0,94.86,81742.0,9.83,5.8,1.714,-2.0,5.0,0.31
17_EA_1B_Wed_Short_P75,StrictIS_2015_2024,202,500000.0,810483.0,310483.0,62.1,81742.0,9.83,3.8,1.498,-2.0,5.0,0.25
17_EA_1B_Wed_Short_P75,StrictOOS_2025_2026Q1,23,810483.0,974299.0,163817.0,20.21,21131.0,2.54,7.75,4.959,-2.0,4.06,0.81
17_EA_1B_Wed_Short_P75,Q1_2026,3,956739.0,974299.0,17560.0,1.84,696.0,0.07,25.21,26.214,-0.07,1.56,0.61
17_EA_1B_Wed_Short_P80,Full_2015_2026Q1,238,500000.0,960482.0,460482.0,92.1,111992.0,12.94,4.11,1.617,-2.0,5.0,0.29
17_EA_1B_Wed_Short_P80,StrictIS_2015_2024,213,500000.0,814085.0,314085.0,62.82,111992.0,12.94,2.8,1.456,-2.0,5.0,0.24
17_EA_1B_Wed_Short_P80,StrictOOS_2025_2026Q1,25,814085.0,960482.0,146397.0,17.98,56144.0,6.49,2.61,3.553,-2.0,4.06,0.67
17_EA_1B_Wed_Short_P80,Q1_2026,4,941772.0,960482.0,18710.0,1.99,687.0,0.07,27.25,28.252,-0.07,1.56,0.5
17_EA_1B_Wed_Short_P85,Full_2015_2026Q1,254,500000.0,1020055.0,520055.0,104.01,86854.0,9.68,5.99,1.602,-2.0,5.0,0.29
17_EA_1B_Wed_Short_P85,StrictIS_2015_2024,228,500000.0,875687.0,375687.0,75.14,86854.0,9.68,4.33,1.476,-2.0,5.0,0.26
17_EA_1B_Wed_Short_P85,StrictOOS_2025_2026Q1,26,875687.0,1020055.0,144368.0,16.49,26925.0,3.0,5.36,2.931,-2.0,4.06,0.6
