Dataset,Period,Trades,StartEquity,EndEquity,NetProfitYen,ReturnPct,MaxDDYen,MaxDDPct,MoneyRoMD,PF_Yen,WorstWeekReturnPct,BestWeekReturnPct,AvgWeekReturnPct
17_EA_1B_Wed_Short_P85,Q1_2026,5,1013036.0,1020055.0,7019.0,0.69,13845.0,1.34,0.51,1.507,-1.27,1.56,0.14
17_EA_1B_Wed_Short_P90,Full_2015_2026Q1,267,500000.0,910695.0,410695.0,82.14,60911.0,7.77,6.74,1.465,-2.0,5.0,0.24
17_EA_1B_Wed_Short_P90,StrictIS_2015_2024,241,500000.0,781804.0,281804.0,56.36,60911.0,7.77,4.63,1.345,-2.0,5.0,0.2
17_EA_1B_Wed_Short_P90,StrictOOS_2025_2026Q1,26,781804.0,910695.0,128891.0,16.49,24038.0,3.0,5.36,2.931,-2.0,4.06,0.6
17_EA_1B_Wed_Short_P90,Q1_2026,5,904428.0,910695.0,6267.0,0.69,12361.0,1.34,0.51,1.507,-1.27,1.56,0.14
17_EA_1B_Wed_Short_P95,Full_2015_2026Q1,276,500000.0,925492.0,425492.0,85.1,62673.0,9.5,6.79,1.458,-2.0,5.0,0.24
17_EA_1B_Wed_Short_P95,StrictIS_2015_2024,248,500000.0,804424.0,304424.0,60.88,62673.0,9.5,4.86,1.36,-2.0,5.0,0.2
17_EA_1B_Wed_Short_P95,StrictOOS_2025_2026Q1,28,804424.0,925492.0,121068.0,15.05,32838.0,3.96,3.69,2.434,-2.0,4.06,0.51
17_EA_1B_Wed_Short_P95,Q1_2026,6,911984.0,925492.0,13508.0,1.48,11891.0,1.27,1.14,2.076,-1.27,1.56,0.25
18_EA_2_MonWed_Short_NONE,Full_2015_2026Q1,910,500000.0,915015.0,415015.0,83.0,451167.0,39.69,0.92,1.106,-6.0,8.0,0.18
18_EA_2_MonWed_Short_NONE,StrictIS_2015_2024,806,500000.0,741983.0,241983.0,48.4,451167.0,39.69,0.54,1.069,-6.0,8.0,0.14
18_EA_2_MonWed_Short_NONE,StrictOOS_2025_2026Q1,104,741983.0,915015.0,173032.0,23.32,441285.0,38.82,0.39,1.438,-6.0,8.0,0.5
18_EA_2_MonWed_Short_NONE,Q1_2026,18,887803.0,915015.0,27212.0,3.07,284378.0,25.02,0.1,1.315,-4.0,5.34,0.42
18_EA_2_MonWed_Short_P70,Full_2015_2026Q1,643,500000.0,769377.0,269377.0,53.88,194742.0,23.79,1.38,1.131,-4.82,6.18,0.15
18_EA_2_MonWed_Short_P70,StrictIS_2015_2024,576,500000.0,671781.0,171781.0,34.36,194742.0,23.79,0.88,1.091,-4.82,6.18,0.12
18_EA_2_MonWed_Short_P70,StrictOOS_2025_2026Q1,67,671781.0,769377.0,97596.0,14.53,184650.0,22.56,0.53,1.561,-4.0,4.0,0.37
18_EA_2_MonWed_Short_P70,Q1_2026,6,726643.0,769377.0,42734.0,5.88,86208.0,10.53,0.5,74.514,0.13,2.88,1.15
18_EA_2_MonWed_Short_P75,Full_2015_2026Q1,687,500000.0,851821.0,351821.0,70.36,163796.0,19.02,2.15,1.147,-4.82,7.28,0.17
18_EA_2_MonWed_Short_P75,StrictIS_2015_2024,613,500000.0,751006.0,251006.0,50.2,163796.0,19.02,1.53,1.116,-4.82,7.28,0.15
18_EA_2_MonWed_Short_P75,StrictOOS_2025_2026Q1,74,751006.0,851821.0,100815.0,13.42,139308.0,16.18,0.72,1.454,-4.0,4.0,0.33
18_EA_2_MonWed_Short_P75,Q1_2026,8,822960.0,851821.0,28862.0,3.51,31758.0,3.69,0.91,2.435,-2.0,2.88,0.59
18_EA_2_MonWed_Short_P80,Full_2015_2026Q1,731,500000.0,813072.0,313072.0,62.61,280891.0,28.36,1.11,1.109,-6.0,7.28,0.15
18_EA_2_MonWed_Short_P80,StrictIS_2015_2024,650,500000.0,768107.0,268107.0,53.62,280891.0,28.36,0.95,1.104,-4.82,7.28,0.15
18_EA_2_MonWed_Short_P80,StrictOOS_2025_2026Q1,81,768107.0,813072.0,44965.0,5.85,252929.0,25.53,0.18,1.148,-6.0,4.0,0.15
18_EA_2_MonWed_Short_P80,Q1_2026,10,817912.0,813072.0,-4840.0,-0.59,194054.0,19.59,-0.02,0.907,-2.0,2.88,-0.06
18_EA_2_MonWed_Short_P85,Full_2015_2026Q1,779,500000.0,743423.0,243423.0,48.68,403717.0,38.85,0.6,1.081,-6.0,8.0,0.13
18_EA_2_MonWed_Short_P85,StrictIS_2015_2024,692,500000.0,687757.0,187757.0,37.55,403717.0,38.85,0.47,1.069,-4.99,7.28,0.12
18_EA_2_MonWed_Short_P85,StrictOOS_2025_2026Q1,87,687757.0,743423.0,55666.0,8.09,375898.0,36.17,0.15,1.189,-6.0,8.0,0.21
18_EA_2_MonWed_Short_P85,Q1_2026,12,756995.0,743423.0,-13572.0,-1.79,307021.0,29.55,-0.04,0.761,-2.52,2.88,-0.21
18_EA_2_MonWed_Short_P90,Full_2015_2026Q1,831,500000.0,675847.0,175847.0,35.17,336724.0,37.83,0.52,1.06,-6.0,8.0,0.1
18_EA_2_MonWed_Short_P90,StrictIS_2015_2024,738,500000.0,598900.0,98900.0,19.78,336724.0,37.83,0.29,1.037,-4.99,7.88,0.08
18_EA_2_MonWed_Short_P90,StrictOOS_2025_2026Q1,93,598900.0,675847.0,76947.0,12.85,324050.0,36.41,0.24,1.287,-6.0,8.0,0.31
18_EA_2_MonWed_Short_P90,Q1_2026,15,653731.0,675847.0,22115.0,3.38,249378.0,28.02,0.09,1.442,-2.52,5.34,0.44
18_EA_2_MonWed_Short_P95,Full_2015_2026Q1,871,500000.0,730089.0,230089.0,46.02,339622.0,37.19,0.68,1.074,-6.0,8.0,0.12
18_EA_2_MonWed_Short_P95,StrictIS_2015_2024,772,500000.0,620781.0,120781.0,24.16,339622.0,37.19,0.36,1.043,-6.0,8.0,0.09
18_EA_2_MonWed_Short_P95,StrictOOS_2025_2026Q1,99,620781.0,730089.0,109308.0,17.61,331354.0,36.29,0.33,1.356,-6.0,8.0,0.4
18_EA_2_MonWed_Short_P95,Q1_2026,17,707327.0,730089.0,22762.0,3.22,234114.0,25.64,0.1,1.336,-4.0,5.34,0.43
19_EA_3_WedThu_Long_NONE,Full_2015_2026Q1,666,500000.0,1694908.0,1194908.0,238.98,136273.0,13.45,8.77,1.43,-4.0,9.8,0.3
19_EA_3_WedThu_Long_NONE,StrictIS_2015_2024,600,500000.0,1501788.0,1001788.0,200.36,136273.0,13.45,7.35,1.442,-4.0,9.8,0.3
19_EA_3_WedThu_Long_NONE,StrictOOS_2025_2026Q1,66,1501788.0,1694908.0,193120.0,12.86,132691.0,7.8,1.46,1.376,-4.0,6.71,0.28
19_EA_3_WedThu_Long_NONE,Q1_2026,14,1674581.0,1694908.0,20327.0,1.21,94031.0,5.53,0.22,1.169,-2.79,2.08,0.15
19_EA_3_WedThu_Long_P70,Full_2015_2026Q1,455,500000.0,1056339.0,556339.0,111.27,51703.0,7.59,10.76,1.493,-3.08,5.42,0.25
19_EA_3_WedThu_Long_P70,StrictIS_2015_2024,408,500000.0,938062.0,438062.0,87.61,51703.0,7.59,8.47,1.462,-3.08,4.32,0.23
19_EA_3_WedThu_Long_P70,StrictOOS_2025_2026Q1,47,938062.0,1056339.0,118276.0,12.61,51590.0,4.89,2.29,1.657,-2.79,5.42,0.37
19_EA_3_WedThu_Long_P70,Q1_2026,12,1045270.0,1056339.0,11069.0,1.06,51590.0,4.89,0.21,1.183,-2.79,2.08,0.15
19_EA_3_WedThu_Long_P75,Full_2015_2026Q1,508,500000.0,1136275.0,636275.0,127.25,53367.0,7.3,11.92,1.457,-4.0,5.42,0.24
19_EA_3_WedThu_Long_P75,StrictIS_2015_2024,455,500000.0,1007153.0,507153.0,101.43,51941.0,7.3,9.76,1.429,-4.0,4.32,0.23
19_EA_3_WedThu_Long_P75,StrictOOS_2025_2026Q1,53,1007153.0,1136275.0,129121.0,12.82,53367.0,4.78,2.42,1.611,-2.79,5.42,0.33
19_EA_3_WedThu_Long_P75,Q1_2026,13,1106904.0,1136275.0,29371.0,2.65,53367.0,4.78,0.55,1.458,-2.79,2.08,0.3
19_EA_3_WedThu_Long_P80,Full_2015_2026Q1,542,500000.0,1208368.0,708368.0,141.67,56753.0,7.3,12.48,1.438,-4.0,5.42,0.25
19_EA_3_WedThu_Long_P80,StrictIS_2015_2024,487,500000.0,1114692.0,614692.0,122.94,53883.0,7.3,11.41,1.458,-4.0,4.32,0.25
19_EA_3_WedThu_Long_P80,StrictOOS_2025_2026Q1,55,1114692.0,1208368.0,93675.0,8.4,56753.0,4.78,1.65,1.341,-2.79,5.42,0.22
19_EA_3_WedThu_Long_P80,Q1_2026,13,1177134.0,1208368.0,31234.0,2.65,56753.0,4.78,0.55,1.458,-2.79,2.08,0.3
19_EA_3_WedThu_Long_P85,Full_2015_2026Q1,576,500000.0,1306279.0,806279.0,161.26,61351.0,7.3,13.14,1.44,-4.0,5.42,0.26
19_EA_3_WedThu_Long_P85,StrictIS_2015_2024,517,500000.0,1206759.0,706759.0,141.35,57137.0,7.3,12.37,1.469,-4.0,5.41,0.27
19_EA_3_WedThu_Long_P85,StrictOOS_2025_2026Q1,59,1206759.0,1306279.0,99520.0,8.25,61351.0,4.78,1.62,1.306,-2.79,5.42,0.2
19_EA_3_WedThu_Long_P85,Q1_2026,13,1272514.0,1306279.0,33765.0,2.65,61351.0,4.78,0.55,1.458,-2.79,2.08,0.3
19_EA_3_WedThu_Long_P90,Full_2015_2026Q1,594,500000.0,1352958.0,852958.0,170.59,77116.0,7.3,11.06,1.422,-4.0,5.42,0.26
19_EA_3_WedThu_Long_P90,StrictIS_2015_2024,533,500000.0,1260211.0,760211.0,152.04,61206.0,7.3,12.42,1.458,-4.0,5.41,0.27
