Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,Group,LogicATR_SelectedOption,LogicATR_Threshold,LogicATR_Decision,RejectReason
22_GA_C_2,GA,Long,2020-03-12 16:56:00,2020-03-12 20:13:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,39564.80000000006,40488.30000000006,923.5,260.1,193.9,193.9,55.479,2020-03-12,GA,P80,37.336,Rejected,H1_ATR_Over_P80
5_GJ_Port_Log2,GJ,Short,2020-03-13 09:55:00,2020-03-13 13:43:00,-90.0,SL,9,55,90,999,0.01,2.0,0.02,39699.50000000006,40488.30000000006,788.8000000000029,406.4,295.3,245.5,85.814,2020-03-13,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
26_AJ_China_Demand,AJ,Long,2020-03-13 10:00:00,2020-03-13 14:16:00,80.0,TP,10,0,45,80,0.01,1.5,0.015,39779.50000000006,40488.30000000006,708.8000000000029,254.6,273.7,265.4,64.493,2020-03-13,China_Demand,P95,32.341,Rejected,H1_ATR_Over_P95
24_GA_D_1,GA,Long,2020-03-13 22:44:00,2020-03-14 00:38:00,200.0,TP,22,44,90,200,0.0001,2.0,0.0002,40122.200000000055,40488.30000000006,366.1000000000058,275.7,472.9,472.9,97.15,2020-03-13,GA,P85,40.244,Rejected,H1_ATR_Over_P85
18_EA_2_MonWed_Short,EA,Short,2020-03-16 09:59:00,2020-03-16 10:00:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,40032.200000000055,40488.30000000006,456.1000000000058,443.9,450.2,450.2,155.479,2020-03-16,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2020-03-16 13:55:00,2020-03-16 19:20:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,39912.200000000055,40488.30000000006,576.1000000000058,187.0,178.6,178.6,81.664,2020-03-16,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
21_GA_B_3,GA,Long,2020-03-16 21:02:00,2020-03-16 21:36:00,100.0,TP,21,2,220,100,0.0001,2.0,0.0002,40012.200000000055,40488.30000000006,476.1000000000058,396.0,376.8,376.8,134.793,2020-03-16,GA,P90,44.611,Rejected,H1_ATR_Over_P90
4_GJ_Port_Log1,GJ,Long,2020-03-17 00:00:00,2020-03-17 02:05:00,-130.0,SL,0,0,130,90,0.01,2.0,0.02,39882.200000000055,40488.30000000006,606.1000000000058,402.2,402.2,,87.614,2020-03-17,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
5_GJ_Port_Log2,GJ,Short,2020-03-17 09:55:00,2020-03-17 23:55:00,125.1,TimeExit,9,55,90,999,0.01,2.0,0.02,39867.30000000005,40488.30000000006,621.0000000000073,402.2,364.7,214.2,79.843,2020-03-17,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
18_EA_2_MonWed_Short,EA,Short,2020-03-17 09:59:00,2020-03-17 15:05:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,39742.200000000055,40488.30000000006,746.1000000000058,512.9,355.1,289.9,99.9,2020-03-17,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
4_GJ_Port_Log1,GJ,Long,2020-03-18 00:00:00,2020-03-18 03:20:00,90.0,TP,0,0,130,90,0.01,2.0,0.02,39957.30000000005,40488.30000000006,531.0000000000073,263.3,263.3,,63.336,2020-03-18,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
18_EA_2_MonWed_Short,EA,Short,2020-03-18 09:59:00,2020-03-18 17:13:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,39797.30000000005,40488.30000000006,691.0000000000073,360.4,276.9,187.6,94.593,2020-03-18,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2020-03-18 13:55:00,2020-03-18 23:17:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,39727.30000000005,40488.30000000006,761.0000000000073,238.6,192.1,109.5,38.421,2020-03-18,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
2_EJ_NightBlitz_20,EJ,Long,2020-03-18 20:56:00,2020-03-18 23:32:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,39682.30000000005,40488.30000000006,806.0000000000073,238.6,136.2,109.5,31.821,2020-03-18,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
19_EA_3_WedThu_Long,EA,Long,2020-03-18 20:56:00,2020-03-19 10:00:00,530.9,TimeExit,20,56,90,999,0.0001,1.5,0.00015,40138.200000000055,40488.30000000006,350.1000000000058,360.4,347.2,339.2,74.086,2020-03-18,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2020-03-19 20:56:00,2020-03-19 22:00:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,40018.200000000055,40488.30000000006,470.1000000000058,377.5,1311.1,1283.6,276.686,2020-03-19,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
12_UJ_Short_Core,UJ,Short,2020-03-20 09:55:00,2020-03-20 10:31:00,50.0,TP,9,55,20,50,0.01,0.5,0.005,40068.200000000055,40488.30000000006,420.1000000000058,243.4,291.0,172.6,41.721,2020-03-20,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
5_GJ_Port_Log2,GJ,Short,2020-03-20 09:55:00,2020-03-20 15:40:00,-90.0,SL,9,55,90,999,0.01,2.0,0.02,39928.200000000055,40488.30000000006,560.1000000000058,457.4,483.5,319.6,95.293,2020-03-20,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
24_GA_D_1,GA,Long,2020-03-20 22:44:00,2020-03-21 00:23:00,200.0,TP,22,44,90,200,0.0001,2.0,0.0002,40038.200000000055,40488.30000000006,450.1000000000058,1048.6,552.3,552.3,191.021,2020-03-20,GA,P85,40.244,Rejected,H1_ATR_Over_P85
12_UJ_Short_Core,UJ,Short,2020-03-23 08:04:00,2020-03-23 14:56:00,108.7,TimeExit,8,4,50,999,0.01,0.5,0.005,40074.10000000005,40488.30000000006,414.2000000000117,71.4,76.8,76.8,48.893,2020-03-23,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2020-03-23 09:59:00,2020-03-23 10:06:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,39965.40000000005,40488.30000000006,522.9000000000087,380.9,281.3,281.3,158.979,2020-03-23,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2020-03-23 13:55:00,2020-03-24 04:55:00,130.4,TimeExit,13,55,70,250,0.01,1.0,0.01,40227.400000000045,40488.30000000006,260.900000000016,100.9,71.7,71.7,45.014,2020-03-23,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
7_GJ_Mon_Blitz,GJ,Long,2020-03-23 18:02:00,2020-03-23 23:02:00,77.2,TimeExit,18,2,130,250,0.01,2.0,0.02,40027.00000000005,40488.30000000006,461.3000000000175,345.1,165.3,165.3,70.914,2020-03-23,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
2_EJ_NightBlitz_20,EJ,Long,2020-03-23 20:56:00,2020-03-23 22:13:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,39874.10000000005,40488.30000000006,614.2000000000116,100.9,85.4,85.4,36.771,2020-03-23,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
21_GA_B_3,GA,Long,2020-03-23 21:02:00,2020-03-23 21:41:00,-220.0,SL,21,2,220,100,0.0001,2.0,0.0002,39804.10000000005,40488.30000000006,684.2000000000116,441.0,306.6,306.6,146.229,2020-03-23,GA,P90,44.611,Rejected,H1_ATR_Over_P90
4_GJ_Port_Log1,GJ,Long,2020-03-24 00:00:00,2020-03-24 08:55:00,-23.6,TimeExit,0,0,130,90,0.01,2.0,0.02,40203.80000000005,40488.30000000006,284.5000000000145,208.1,208.1,,62.671,2020-03-24,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
12_UJ_Short_Core,UJ,Short,2020-03-24 08:04:00,2020-03-24 14:56:00,67.2,TimeExit,8,4,50,999,0.01,0.5,0.005,40271.00000000005,40488.30000000006,217.30000000001743,158.3,193.3,88.2,44.314,2020-03-24,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
5_GJ_Port_Log2,GJ,Short,2020-03-24 09:55:00,2020-03-24 17:42:00,-90.0,SL,9,55,90,999,0.01,2.0,0.02,40486.00000000005,40576.00000000005,90.0,208.1,177.6,133.4,82.436,2020-03-24,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
18_EA_2_MonWed_Short,EA,Short,2020-03-24 09:59:00,2020-03-24 15:40:00,180.0,TP,9,59,90,180,0.0001,1.5,0.00015,40576.00000000005,40576.00000000005,0.0,339.5,484.5,482.1,122.107,2020-03-24,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
4_GJ_Port_Log1,GJ,Long,2020-03-25 00:00:00,2020-03-25 00:54:00,90.0,TP,0,0,130,90,0.01,2.0,0.02,40576.00000000005,40576.00000000005,0.0,334.9,334.9,,57.957,2020-03-25,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
18_EA_2_MonWed_Short,EA,Short,2020-03-25 09:59:00,2020-03-25 14:09:00,180.0,TP,9,59,90,180,0.0001,1.5,0.00015,40971.00000000005,40971.00000000005,0.0,627.3,457.4,257.6,97.493,2020-03-25,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2020-03-25 13:55:00,2020-03-26 04:55:00,73.2,TimeExit,13,55,70,250,0.01,1.0,0.01,41114.90000000004,41114.90000000004,0.0,170.8,173.5,101.8,38.707,2020-03-25,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
13_UJ_Fix_MidWeek,UJ,Long,2020-03-25 18:04:00,2020-03-25 22:03:00,0.7,TimeExit,18,4,95,95,0.01,0.5,0.005,40971.70000000004,40971.70000000004,0.0,151.5,142.1,95.9,29.907,2020-03-25,CrossJPY_16,P90,28.243,Rejected,H1_ATR_Over_P90
2_EJ_NightBlitz_20,EJ,Long,2020-03-25 20:56:00,2020-03-26 01:43:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,41041.70000000004,41041.70000000004,0.0,170.8,137.4,137.4,38.671,2020-03-25,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
19_EA_3_WedThu_Long,EA,Long,2020-03-25 20:56:00,2020-03-26 10:00:00,523.0,TimeExit,20,56,90,999,0.0001,1.5,0.00015,41699.30000000004,41699.30000000004,0.0,627.3,630.3,430.5,80.779,2020-03-25,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
12_UJ_Short_Core,UJ,Short,2020-03-26 08:04:00,2020-03-26 14:56:00,41.8,TimeExit,8,4,50,999,0.01,0.5,0.005,41741.10000000004,41741.10000000004,0.0,95.9,92.4,72.7,25.143,2020-03-26,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2020-03-26 20:56:00,2020-03-26 22:07:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,41644.00000000005,41766.50000000005,122.5,430.5,648.7,450.5,82.75,2020-03-26,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
12_UJ_Short_Core,UJ,Short,2020-03-27 08:04:00,2020-03-27 14:56:00,77.3,TimeExit,8,4,50,999,0.01,0.5,0.005,41756.80000000005,41766.50000000005,9.69999999999709,224.2,180.1,68.5,34.886,2020-03-27,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
24_GA_D_1,GA,Long,2020-03-27 22:44:00,2020-03-27 23:09:00,-90.0,SL,22,44,90,200,0.0001,2.0,0.0002,41576.80000000005,41766.50000000005,189.6999999999971,568.6,493.0,423.9,109.271,2020-03-27,GA,P85,40.244,Rejected,H1_ATR_Over_P85
12_UJ_Short_Core,UJ,Short,2020-03-30 09:55:00,2020-03-30 11:15:00,50.0,TP,9,55,20,50,0.01,0.5,0.005,41571.80000000005,41766.50000000005,194.6999999999971,50.1,61.0,61.0,31.386,2020-03-30,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2020-03-30 13:55:00,2020-03-31 04:55:00,-2.2,TimeExit,13,55,70,250,0.01,1.0,0.01,41548.50000000005,41766.50000000005,217.99999999999272,139.6,113.5,113.5,40.286,2020-03-30,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
7_GJ_Mon_Blitz,GJ,Long,2020-03-30 18:02:00,2020-03-30 23:02:00,35.5,TimeExit,18,2,130,250,0.01,2.0,0.02,41550.70000000005,41766.50000000005,215.79999999999563,192.1,144.7,144.7,55.493,2020-03-30,CrossJPY_16,P95,52.757,Rejected,H1_ATR_Over_P95
2_EJ_NightBlitz_20,EJ,Long,2020-03-30 20:56:00,2020-03-30 22:53:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,41515.20000000005,41766.50000000005,251.29999999999563,139.6,113.5,113.5,37.829,2020-03-30,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
18_EA_2_MonWed_Short,EA,Short,2020-04-01 09:59:00,2020-04-01 15:12:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,41331.00000000005,41766.50000000005,435.4999999999927,357.4,315.8,175.9,84.664,2020-04-01,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2020-04-01 20:56:00,2020-04-01 23:49:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,41196.00000000005,41766.50000000005,570.4999999999927,357.4,254.8,254.8,68.536,2020-04-01,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
22_GA_C_2,GA,Long,2020-04-02 16:56:00,2020-04-02 18:56:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,41279.20000000005,41766.50000000005,487.2999999999956,366.9,366.9,172.8,67.736,2020-04-02,GA,P80,37.336,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2020-04-02 20:56:00,2020-04-03 10:00:00,-35.7,TimeExit,20,56,90,999,0.0001,1.5,0.00015,41298.20000000005,41766.50000000005,468.2999999999956,455.3,423.3,246.0,52.214,2020-04-02,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2020-04-06 09:59:00,2020-04-06 21:54:00,180.0,TP,9,59,90,180,0.0001,1.5,0.00015,41538.20000000005,41766.50000000005,228.29999999999563,96.8,159.2,159.2,51.85,2020-04-06,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
21_GA_B_3,GA,Long,2020-04-06 21:02:00,2020-04-07 07:20:00,-220.0,SL,21,2,220,100,0.0001,2.0,0.0002,41319.80000000005,41766.50000000005,446.6999999999971,149.5,193.2,193.2,62.85,2020-04-06,GA,P90,44.611,Rejected,H1_ATR_Over_P90
18_EA_2_MonWed_Short,EA,Short,2020-04-08 09:59:00,2020-04-08 22:41:00,180.0,TP,9,59,90,180,0.0001,1.5,0.00015,41499.70000000004,41766.50000000005,266.8000000000029,208.6,207.8,193.1,45.557,2020-04-08,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2020-04-08 20:56:00,2020-04-08 23:54:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,41409.70000000004,41766.50000000005,356.8000000000029,208.6,193.1,193.1,43.5,2020-04-08,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
22_GA_C_2,GA,Long,2020-04-09 16:56:00,2020-04-09 19:27:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,41218.50000000004,41766.50000000005,548.0000000000073,242.2,231.3,132.2,43.857,2020-04-09,GA,P80,37.336,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2020-04-09 20:56:00,2020-04-09 22:11:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,41098.50000000004,41766.50000000005,668.0000000000073,272.1,210.8,119.6,45.964,2020-04-09,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2020-04-13 09:59:00,2020-04-14 02:46:00,180.0,TP,9,59,90,180,0.0001,1.5,0.00015,41366.900000000045,41766.50000000005,399.59999999999854,69.8,84.7,84.7,31.986,2020-04-13,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2020-04-14 09:59:00,2020-04-14 18:55:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,41208.60000000005,41766.50000000005,557.8999999999942,182.6,240.8,86.5,39.986,2020-04-14,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2020-04-15 09:59:00,2020-04-15 14:46:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,40863.40000000005,41766.50000000005,903.0999999999912,158.4,158.4,96.2,36.436,2020-04-15,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2020-04-15 20:56:00,2020-04-16 10:00:00,34.7,TimeExit,20,56,90,999,0.0001,1.5,0.00015,40851.30000000005,41766.50000000005,915.1999999999972,158.4,254.6,254.6,38.107,2020-04-15,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
22_GA_C_2,GA,Long,2020-04-16 16:56:00,2020-04-16 21:24:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,40781.30000000005,41766.50000000005,985.1999999999972,266.4,177.3,169.9,44.357,2020-04-16,GA,P80,37.336,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2020-04-16 20:56:00,2020-04-16 23:49:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,40691.30000000005,41766.50000000005,1075.199999999997,283.1,140.4,138.9,43.557,2020-04-16,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
24_GA_D_1,GA,Long,2020-04-17 22:44:00,2020-04-18 03:08:00,26.2,TimeExit,22,44,90,200,0.0001,2.0,0.0002,40825.10000000005,41766.50000000005,941.3999999999942,178.4,254.3,229.1,49.757,2020-04-17,GA,P85,40.244,Rejected,H1_ATR_Over_P85
18_EA_2_MonWed_Short,EA,Short,2020-04-20 09:59:00,2020-04-21 05:26:00,-13.2,TimeExit,9,59,90,180,0.0001,1.5,0.00015,40740.10000000004,41766.50000000005,1026.4000000000017,77.7,103.2,103.2,41.4,2020-04-20,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2020-04-21 09:59:00,2020-04-21 18:26:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,40658.20000000005,41766.50000000005,1108.2999999999956,128.7,171.2,170.3,35.736,2020-04-21,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2020-04-22 09:59:00,2020-04-23 05:26:00,136.1,TimeExit,9,59,90,180,0.0001,1.5,0.00015,41026.30000000004,41766.50000000005,740.2000000000044,303.6,183.2,95.3,46.914,2020-04-22,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2020-04-22 20:56:00,2020-04-23 10:00:00,-28.8,TimeExit,20,56,90,999,0.0001,1.5,0.00015,40940.40000000004,41766.50000000005,826.1000000000058,303.6,234.8,229.7,47.871,2020-04-22,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
22_GA_C_2,GA,Long,2020-04-23 16:56:00,2020-04-23 21:20:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,40838.00000000004,41766.50000000005,928.5000000000072,246.4,174.6,174.6,39.15,2020-04-23,GA,P80,37.336,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2020-04-23 20:56:00,2020-04-24 10:00:00,-31.6,TimeExit,20,56,90,999,0.0001,1.5,0.00015,40716.40000000004,41766.50000000005,1050.1000000000058,229.7,267.1,255.1,41.821,2020-04-23,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
24_GA_D_1,GA,Long,2020-04-24 22:44:00,2020-04-25 03:08:00,-29.5,TimeExit,22,44,90,200,0.0001,2.0,0.0002,40693.30000000004,41766.50000000005,1073.2000000000044,257.9,126.7,126.7,41.193,2020-04-24,GA,P85,40.244,Rejected,H1_ATR_Over_P85
18_EA_2_MonWed_Short,EA,Short,2020-04-27 09:59:00,2020-04-28 05:26:00,110.0,TimeExit,9,59,90,180,0.0001,1.5,0.00015,40926.10000000004,41766.50000000005,840.4000000000015,60.1,97.1,97.1,30.95,2020-04-27,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2020-05-04 09:59:00,2020-05-05 02:52:00,180.0,TP,9,59,90,180,0.0001,1.5,0.00015,41343.30000000004,41766.50000000005,423.2000000000044,71.0,92.6,92.6,40.593,2020-05-04,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2020-05-06 09:59:00,2020-05-07 05:26:00,14.7,TimeExit,9,59,90,180,0.0001,1.5,0.00015,41180.70000000004,41766.50000000005,585.8000000000029,238.7,157.7,97.0,34.571,2020-05-06,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2020-05-06 20:56:00,2020-05-07 10:00:00,88.4,TimeExit,20,56,90,999,0.0001,1.5,0.00015,41239.10000000004,41766.50000000005,527.4000000000015,238.7,104.7,104.7,30.264,2020-05-06,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2020-05-07 20:56:00,2020-05-08 00:48:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,41119.10000000004,41766.50000000005,647.4000000000015,122.0,244.6,244.6,40.3,2020-05-07,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2020-05-11 09:59:00,2020-05-11 19:29:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,41105.00000000005,41766.50000000005,661.5,42.6,60.4,60.4,29.379,2020-05-11,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2020-05-13 09:59:00,2020-05-14 05:26:00,3.3,TimeExit,9,59,90,180,0.0001,1.5,0.00015,41427.80000000004,41766.50000000005,338.7000000000044,165.4,205.8,137.0,41.007,2020-05-13,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2020-05-13 20:56:00,2020-05-14 10:00:00,85.8,TimeExit,20,56,90,999,0.0001,1.5,0.00015,41469.70000000004,41766.50000000005,296.8000000000029,165.4,205.6,146.0,38.429,2020-05-13,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2020-05-14 20:56:00,2020-05-15 04:25:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,41326.90000000004,41766.50000000005,439.6000000000058,146.0,165.4,109.6,39.1,2020-05-14,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2020-05-18 09:59:00,2020-05-19 05:26:00,103.8,TimeExit,9,59,90,180,0.0001,1.5,0.00015,42143.30000000004,42143.30000000004,0.0,52.0,61.5,61.5,33.343,2020-05-18,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2020-05-19 09:59:00,2020-05-20 05:26:00,-27.2,TimeExit,9,59,90,180,0.0001,1.5,0.00015,41972.60000000004,42143.30000000004,170.6999999999971,170.2,168.4,118.6,33.75,2020-05-19,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2020-05-20 09:59:00,2020-05-21 05:26:00,49.1,TimeExit,9,59,90,180,0.0001,1.5,0.00015,41972.80000000005,42143.30000000004,170.49999999999272,130.1,144.6,106.5,32.257,2020-05-20,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2020-05-20 20:56:00,2020-05-21 10:00:00,10.5,TimeExit,20,56,90,999,0.0001,1.5,0.00015,41992.400000000045,42143.30000000004,150.89999999999418,130.1,144.6,134.3,29.364,2020-05-20,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2020-06-01 09:59:00,2020-06-01 23:32:00,180.0,TP,9,59,90,180,0.0001,1.5,0.00015,41959.00000000005,42143.30000000004,184.29999999999563,137.3,105.0,105.0,40.2,2020-06-01,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
21_GA_B_3,GA,Long,2020-06-01 21:02:00,2020-06-02 10:00:00,21.1,TimeExit,21,2,220,100,0.0001,2.0,0.0002,42004.400000000045,42143.30000000004,138.89999999999418,160.4,211.4,211.4,46.021,2020-06-01,GA,P90,44.611,Rejected,H1_ATR_Over_P90
18_EA_2_MonWed_Short,EA,Short,2020-06-03 09:59:00,2020-06-03 16:21:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,41802.900000000045,42143.30000000004,340.3999999999942,207.7,327.6,178.8,34.264,2020-06-03,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2020-06-03 20:56:00,2020-06-03 23:38:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,41712.900000000045,42143.30000000004,430.3999999999942,207.7,283.4,283.4,45.664,2020-06-03,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2020-06-08 09:59:00,2020-06-09 05:26:00,87.9,TimeExit,9,59,90,180,0.0001,1.5,0.00015,41472.00000000005,42143.30000000004,671.2999999999956,60.2,65.3,65.3,34.314,2020-06-08,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
22_GA_C_2,GA,Long,2020-06-11 16:56:00,2020-06-12 01:15:00,51.5,TimeExit,16,56,70,80,0.0001,2.0,0.0002,41357.900000000045,42143.30000000004,785.3999999999942,144.5,204.2,204.2,40.557,2020-06-11,GA,P80,37.336,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2020-06-11 20:56:00,2020-06-12 10:00:00,151.9,TimeExit,20,56,90,999,0.0001,1.5,0.00015,41509.80000000005,42143.30000000004,633.4999999999927,148.6,283.5,283.5,38.5,2020-06-11,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
24_GA_D_1,GA,Long,2020-06-12 22:44:00,2020-06-13 03:08:00,35.1,TimeExit,22,44,90,200,0.0001,2.0,0.0002,41804.20000000005,42143.30000000004,339.09999999999127,239.2,206.0,206.0,40.357,2020-06-12,GA,P85,40.244,Rejected,H1_ATR_Over_P85
18_EA_2_MonWed_Short,EA,Short,2020-06-15 09:59:00,2020-06-16 05:26:00,146.3,TimeExit,9,59,90,180,0.0001,1.5,0.00015,42192.700000000055,42192.700000000055,0.0,89.7,119.3,119.3,47.343,2020-06-15,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
