Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,Group,LogicATR_SelectedOption,LogicATR_Threshold,LogicATR_Decision,RejectReason
1_EJ_Log1,EJ,Long,2015-01-05 13:55:00,2015-01-05 20:43:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,-120.0,-50.0,70.0,90.1,97.3,97.3,34.836,2015-01-05,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
2_EJ_NightBlitz_20,EJ,Long,2015-01-05 20:56:00,2015-01-05 23:03:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,-341.7,-50.0,291.7,90.1,101.7,101.7,34.214,2015-01-05,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
21_GA_B_3,GA,Long,2015-01-05 21:02:00,2015-01-06 10:00:00,-121.2,TimeExit,21,2,220,100,0.0001,2.0,0.0002,-461.0,-50.0,411.0,89.9,233.6,233.6,52.343,2015-01-05,GA,P90,44.611,Rejected,H1_ATR_Over_P90
1_EJ_Log1,EJ,Long,2015-01-07 13:55:00,2015-01-08 04:55:00,-38.3,TimeExit,13,55,70,250,0.01,1.0,0.01,-278.30000000000007,-50.0,228.30000000000007,158.6,191.5,124.6,32.857,2015-01-07,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
2_EJ_NightBlitz_20,EJ,Long,2015-01-07 20:56:00,2015-01-08 04:45:00,27.7,TimeExit,20,56,45,70,0.01,1.0,0.01,-240.00000000000009,-50.0,190.00000000000009,158.6,144.6,124.6,30.15,2015-01-07,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
2_EJ_NightBlitz_20,EJ,Long,2015-01-14 20:56:00,2015-01-15 04:17:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,-339.90000000000003,10.099999999999966,350.0,115.4,291.5,278.9,37.579,2015-01-14,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
19_EA_3_WedThu_Long,EA,Long,2015-01-14 20:56:00,2015-01-15 09:32:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,-359.90000000000003,10.099999999999966,370.0,110.2,229.8,229.8,43.421,2015-01-14,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
3_EJ_NightBlitz_21,EJ,Long,2015-01-14 21:56:00,2015-01-15 04:17:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,-269.90000000000003,10.099999999999966,280.0,115.4,278.9,278.9,39.25,2015-01-14,CrossJPY_16,P95,38.275,Rejected,H1_ATR_Over_P95
22_GA_C_2,GA,Long,2015-01-15 16:56:00,2015-01-15 18:37:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,-48.00000000000006,10.099999999999966,58.10000000000002,256.7,282.7,243.5,42.014,2015-01-15,GA,P80,37.336,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2015-01-15 20:56:00,2015-01-15 22:00:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,-138.00000000000006,10.099999999999966,148.10000000000002,229.8,342.2,331.2,57.393,2015-01-15,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2015-01-19 13:55:00,2015-01-20 04:55:00,142.2,TimeExit,13,55,70,250,0.01,1.0,0.01,215.79999999999995,215.79999999999995,0.0,128.2,91.7,91.7,36.693,2015-01-19,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
2_EJ_NightBlitz_20,EJ,Long,2015-01-19 20:56:00,2015-01-20 00:39:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,73.59999999999994,73.59999999999994,0.0,128.2,122.8,122.8,33.6,2015-01-19,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
1_EJ_Log1,EJ,Long,2015-01-21 13:55:00,2015-01-22 04:55:00,38.1,TimeExit,13,55,70,250,0.01,1.0,0.01,106.69999999999992,246.99999999999991,140.29999999999998,127.8,147.9,117.5,29.0,2015-01-21,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2015-01-21 20:56:00,2015-01-22 10:00:00,243.6,TimeExit,20,56,90,999,0.0001,1.5,0.00015,350.29999999999995,350.29999999999995,0.0,100.7,112.5,112.5,31.271,2015-01-21,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
22_GA_C_2,GA,Long,2015-01-22 16:56:00,2015-01-22 22:41:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,250.29999999999995,350.29999999999995,100.0,222.0,426.8,418.5,40.071,2015-01-22,GA,P80,37.336,Rejected,H1_ATR_Over_P80
12_UJ_Short_Core,UJ,Short,2015-01-23 08:04:00,2015-01-23 14:56:00,13.3,TimeExit,8,4,50,999,0.01,0.5,0.005,402.2,402.2,0.0,108.3,145.2,136.1,32.914,2015-01-23,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
24_GA_D_1,GA,Long,2015-01-23 22:44:00,2015-01-24 03:08:00,45.2,TimeExit,22,44,90,200,0.0001,2.0,0.0002,586.0,586.0,0.0,418.5,442.7,442.7,64.736,2015-01-23,GA,P85,40.244,Rejected,H1_ATR_Over_P85
12_UJ_Short_Core,UJ,Short,2015-01-26 08:04:00,2015-01-26 14:56:00,-6.1,TimeExit,8,4,50,999,0.01,0.5,0.005,579.9,586.0,6.100000000000023,40.5,28.2,28.2,27.057,2015-01-26,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2015-01-26 13:55:00,2015-01-27 04:55:00,212.4,TimeExit,13,55,70,250,0.01,1.0,0.01,1014.8,1014.8,0.0,106.0,174.0,174.0,57.043,2015-01-26,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
2_EJ_NightBlitz_20,EJ,Long,2015-01-26 20:56:00,2015-01-26 22:34:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,606.5,606.5,0.0,106.0,313.0,313.0,56.707,2015-01-26,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
21_GA_B_3,GA,Long,2015-01-26 21:02:00,2015-01-27 09:31:00,100.0,TP,21,2,220,100,0.0001,2.0,0.0002,1204.8,1204.8,0.0,100.8,141.5,141.5,57.221,2015-01-26,GA,P90,44.611,Rejected,H1_ATR_Over_P90
3_EJ_NightBlitz_21,EJ,Long,2015-01-26 21:56:00,2015-01-27 01:17:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,802.4,802.4,0.0,106.0,313.0,313.0,55.85,2015-01-26,CrossJPY_16,P95,38.275,Rejected,H1_ATR_Over_P95
1_EJ_Log1,EJ,Long,2015-01-28 13:55:00,2015-01-29 04:29:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,1275.4,1345.4,70.0,147.4,171.8,73.8,31.236,2015-01-28,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
12_UJ_Short_Core,UJ,Short,2015-01-29 08:04:00,2015-01-29 11:13:00,-50.0,SL,8,4,50,999,0.01,0.5,0.005,1225.4,1345.4,120.0,92.0,100.9,72.4,25.114,2015-01-29,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
22_GA_C_2,GA,Long,2015-01-29 16:56:00,2015-01-29 17:11:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,1265.4,1345.4,80.0,280.2,332.9,297.2,49.843,2015-01-29,GA,P80,37.336,Rejected,H1_ATR_Over_P80
12_UJ_Short_Core,UJ,Short,2015-01-30 09:55:00,2015-01-30 14:56:00,37.4,TimeExit,9,55,20,50,0.01,0.5,0.005,1340.2,1345.4,5.199999999999818,93.4,90.8,66.3,21.457,2015-01-30,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
24_GA_D_1,GA,Long,2015-01-30 22:44:00,2015-01-31 00:32:00,-90.0,SL,22,44,90,200,0.0001,2.0,0.0002,1455.9,1545.9,90.0,482.3,163.1,163.1,58.407,2015-01-30,GA,P85,40.244,Rejected,H1_ATR_Over_P85
18_EA_2_MonWed_Short,EA,Short,2015-02-02 09:59:00,2015-02-03 05:26:00,1.6,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1492.7999999999995,1562.6,69.80000000000018,124.6,73.6,73.6,64.321,2015-02-02,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
2_EJ_NightBlitz_20,EJ,Long,2015-02-02 20:56:00,2015-02-03 03:56:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,1491.1999999999998,1562.6,71.40000000000009,77.1,132.4,132.4,31.164,2015-02-02,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
21_GA_B_3,GA,Long,2015-02-02 21:02:00,2015-02-03 10:00:00,-5.3,TimeExit,21,2,220,100,0.0001,2.0,0.0002,1461.5999999999997,1562.6,101.00000000000024,144.7,232.0,232.0,53.121,2015-02-02,GA,P90,44.611,Rejected,H1_ATR_Over_P90
18_EA_2_MonWed_Short,EA,Short,2015-02-04 09:59:00,2015-02-05 05:26:00,44.8,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1515.9999999999998,1562.6,46.600000000000136,393.5,407.3,247.8,56.707,2015-02-04,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
2_EJ_NightBlitz_20,EJ,Long,2015-02-04 20:56:00,2015-02-04 23:50:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,1471.1999999999998,1562.6,91.40000000000008,234.8,231.2,115.4,30.6,2015-02-04,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
19_EA_3_WedThu_Long,EA,Long,2015-02-04 20:56:00,2015-02-05 08:32:00,-90.0,SL,20,56,90,999,0.0001,1.5,0.00015,1384.6999999999998,1562.6,177.9000000000001,393.5,300.9,300.9,48.129,2015-02-04,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2015-02-05 20:56:00,2015-02-06 10:00:00,7.0,TimeExit,20,56,90,999,0.0001,1.5,0.00015,1361.6999999999998,1562.6,200.9000000000001,300.9,197.2,197.2,44.071,2015-02-05,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-02-09 09:59:00,2015-02-10 05:26:00,86.7,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1547.0,1562.6,15.599999999999907,78.2,50.1,50.1,45.093,2015-02-09,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-02-10 09:59:00,2015-02-11 05:26:00,-45.1,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1514.4000000000003,1649.5000000000002,135.0999999999999,187.0,187.0,70.7,32.386,2015-02-10,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-02-11 09:59:00,2015-02-11 20:41:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,1374.1000000000004,1649.5000000000002,275.39999999999986,126.3,135.0,58.7,31.393,2015-02-11,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
22_GA_C_2,GA,Long,2015-02-12 16:56:00,2015-02-12 19:05:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,1605.4000000000003,1675.4000000000003,70.0,232.6,312.4,214.2,45.686,2015-02-12,GA,P80,37.336,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2015-02-12 20:56:00,2015-02-13 10:00:00,-34.4,TimeExit,20,56,90,999,0.0001,1.5,0.00015,1481.0000000000002,1675.4000000000003,194.4000000000001,130.8,202.7,175.6,45.657,2015-02-12,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
24_GA_D_1,GA,Long,2015-02-13 22:44:00,2015-02-14 03:08:00,-39.5,TimeExit,22,44,90,200,0.0001,2.0,0.0002,1585.0000000000002,1676.7000000000005,91.70000000000005,314.7,244.6,173.7,41.157,2015-02-13,GA,P85,40.244,Rejected,H1_ATR_Over_P85
18_EA_2_MonWed_Short,EA,Short,2015-02-16 09:59:00,2015-02-17 05:26:00,65.1,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1461.5000000000002,1676.7000000000005,215.20000000000005,83.2,32.0,32.0,32.943,2015-02-16,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
22_GA_C_2,GA,Long,2015-02-19 16:56:00,2015-02-20 01:15:00,-13.2,TimeExit,16,56,70,80,0.0001,2.0,0.0002,1373.1,1676.7000000000005,303.6000000000004,219.3,213.6,136.7,39.1,2015-02-19,GA,P80,37.336,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2015-02-19 20:56:00,2015-02-20 10:00:00,-45.0,TimeExit,20,56,90,999,0.0001,1.5,0.00015,1328.1,1676.7000000000005,348.6000000000004,60.3,178.6,178.6,31.936,2015-02-19,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-02-23 09:59:00,2015-02-24 05:26:00,-14.8,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1582.2999999999995,1676.7000000000005,94.40000000000056,139.7,28.3,28.3,39.007,2015-02-23,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-03-09 09:59:00,2015-03-10 05:26:00,-12.5,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1545.4000000000003,1676.7000000000005,131.29999999999995,44.4,38.2,38.2,34.721,2015-03-09,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-03-11 09:59:00,2015-03-12 05:26:00,145.3,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1772.4000000000003,1827.3000000000004,54.89999999999986,125.5,147.3,81.2,31.836,2015-03-11,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2015-03-11 13:55:00,2015-03-11 18:26:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,1617.3000000000006,1827.3000000000004,209.99999999999977,190.6,252.2,121.4,27.986,2015-03-11,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2015-03-11 20:56:00,2015-03-12 10:00:00,-33.5,TimeExit,20,56,90,999,0.0001,1.5,0.00015,1738.9000000000003,1827.3000000000004,88.39999999999986,125.5,200.2,197.9,32.393,2015-03-11,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
22_GA_C_2,GA,Long,2015-03-12 16:56:00,2015-03-12 21:00:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,1830.9000000000003,1930.9000000000003,100.0,182.7,319.9,252.8,50.993,2015-03-12,GA,P80,37.336,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2015-03-12 20:56:00,2015-03-13 10:00:00,-44.0,TimeExit,20,56,90,999,0.0001,1.5,0.00015,1834.8000000000009,1930.9000000000003,96.09999999999992,197.9,188.8,188.8,32.814,2015-03-12,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-03-16 09:59:00,2015-03-17 01:57:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,2330.700000000001,2420.700000000001,90.0,71.6,29.2,29.2,33.143,2015-03-16,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2015-03-16 13:55:00,2015-03-17 04:55:00,90.5,TimeExit,13,55,70,250,0.01,1.0,0.01,2511.200000000001,2511.200000000001,0.0,81.5,60.9,60.9,34.264,2015-03-16,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
22_GA_C_2,GA,Long,2015-03-19 16:56:00,2015-03-19 19:33:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,2761.0000000000014,2761.0000000000014,0.0,228.1,289.5,200.7,63.486,2015-03-19,GA,P80,37.336,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2015-03-19 20:56:00,2015-03-20 10:00:00,-27.3,TimeExit,20,56,90,999,0.0001,1.5,0.00015,2733.700000000001,2761.0000000000014,27.300000000000185,89.8,212.4,212.4,40.95,2015-03-19,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
12_UJ_Short_Core,UJ,Short,2015-03-23 08:04:00,2015-03-23 14:56:00,9.4,TimeExit,8,4,50,999,0.01,0.5,0.005,2573.700000000001,2761.0000000000014,187.30000000000013,75.0,24.8,24.8,24.75,2015-03-23,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-03-23 09:59:00,2015-03-24 05:26:00,-1.0,TimeExit,9,59,90,180,0.0001,1.5,0.00015,2924.800000000001,2925.800000000001,1.0,77.9,61.3,61.3,38.443,2015-03-23,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
1_EJ_Log1,EJ,Long,2015-03-23 13:55:00,2015-03-24 04:55:00,164.8,TimeExit,13,55,70,250,0.01,1.0,0.01,2925.800000000001,2925.800000000001,0.0,104.1,77.9,77.9,37.871,2015-03-23,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
2_EJ_NightBlitz_20,EJ,Long,2015-03-23 20:56:00,2015-03-24 02:45:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,2691.000000000001,2761.0000000000014,70.00000000000045,104.1,124.0,124.0,32.65,2015-03-23,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
1_EJ_Log1,EJ,Long,2015-03-30 13:55:00,2015-03-31 04:55:00,46.8,TimeExit,13,55,70,250,0.01,1.0,0.01,2737.300000000001,2950.1000000000013,212.79999999999973,98.4,43.7,43.7,26.786,2015-03-30,CrossJPY_16,P80,26.057,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2015-04-02 20:56:00,2015-04-03 10:00:00,2.3,TimeExit,20,56,90,999,0.0001,1.5,0.00015,2606.9000000000024,2950.1000000000013,343.1999999999989,134.0,250.3,236.0,32.1,2015-04-02,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-04-06 09:59:00,2015-04-07 05:26:00,-8.4,TimeExit,9,59,90,180,0.0001,1.5,0.00015,2649.4000000000024,2950.1000000000013,300.6999999999989,44.9,54.4,54.4,38.15,2015-04-06,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
21_GA_B_3,GA,Long,2015-04-13 21:02:00,2015-04-14 10:00:00,16.6,TimeExit,21,2,220,100,0.0001,2.0,0.0002,2107.5000000000023,2950.1000000000013,842.599999999999,74.1,284.7,284.7,55.45,2015-04-13,GA,P90,44.611,Rejected,H1_ATR_Over_P90
22_GA_C_2,GA,Long,2015-04-16 16:56:00,2015-04-17 01:15:00,8.6,TimeExit,16,56,70,80,0.0001,2.0,0.0002,1926.100000000002,2950.1000000000013,1023.9999999999992,145.9,357.4,320.2,55.221,2015-04-16,GA,P80,37.336,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2015-04-16 20:56:00,2015-04-17 10:00:00,32.2,TimeExit,20,56,90,999,0.0001,1.5,0.00015,1958.300000000002,2950.1000000000013,991.7999999999992,108.5,285.6,242.7,38.057,2015-04-16,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-04-20 09:59:00,2015-04-20 23:11:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,1991.300000000002,2950.1000000000013,958.7999999999992,45.1,59.4,59.4,32.814,2015-04-20,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2015-04-23 20:56:00,2015-04-24 10:00:00,-24.6,TimeExit,20,56,90,999,0.0001,1.5,0.00015,2020.5000000000016,2950.1000000000013,929.5999999999996,157.1,153.6,137.6,30.171,2015-04-23,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-04-27 09:59:00,2015-04-28 05:26:00,19.3,TimeExit,9,59,90,180,0.0001,1.5,0.00015,2116.8000000000025,2950.1000000000013,833.2999999999988,38.4,26.7,26.7,29.443,2015-04-27,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
22_GA_C_2,GA,Long,2015-04-30 16:56:00,2015-04-30 19:36:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,2413.0000000000027,2950.1000000000013,537.0999999999985,174.2,320.6,286.9,45.636,2015-04-30,GA,P80,37.336,Rejected,H1_ATR_Over_P80
24_GA_D_1,GA,Long,2015-05-01 22:44:00,2015-05-02 03:08:00,11.2,TimeExit,22,44,90,200,0.0001,2.0,0.0002,2642.600000000002,2950.1000000000013,307.49999999999864,343.6,200.4,200.4,47.014,2015-05-01,GA,P85,40.244,Rejected,H1_ATR_Over_P85
18_EA_2_MonWed_Short,EA,Short,2015-05-04 09:59:00,2015-05-05 05:26:00,95.7,TimeExit,9,59,90,180,0.0001,1.5,0.00015,2652.7000000000025,2950.1000000000013,297.3999999999987,71.0,65.0,65.0,33.221,2015-05-04,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
22_GA_C_2,GA,Long,2015-05-07 16:56:00,2015-05-07 23:53:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,2984.800000000003,2984.800000000003,0.0,172.6,229.9,198.0,40.621,2015-05-07,GA,P80,37.336,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2015-05-07 20:56:00,2015-05-08 10:00:00,27.7,TimeExit,20,56,90,999,0.0001,1.5,0.00015,3035.900000000003,3035.900000000003,0.0,151.1,332.2,207.1,40.421,2015-05-07,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-05-11 09:59:00,2015-05-12 05:26:00,-9.0,TimeExit,9,59,90,180,0.0001,1.5,0.00015,3027.5000000000027,3036.5000000000027,9.0,96.3,42.3,42.3,34.007,2015-05-11,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-05-13 09:59:00,2015-05-14 05:26:00,41.0,TimeExit,9,59,90,180,0.0001,1.5,0.00015,3195.600000000002,3313.0000000000023,117.40000000000008,110.1,160.3,91.0,36.321,2015-05-13,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2015-05-13 20:56:00,2015-05-14 10:00:00,8.7,TimeExit,20,56,90,999,0.0001,1.5,0.00015,3229.300000000002,3313.0000000000023,83.70000000000027,110.1,191.3,174.8,39.607,2015-05-13,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
22_GA_C_2,GA,Long,2015-05-14 16:56:00,2015-05-14 21:54:00,-70.0,SL,16,56,70,80,0.0001,2.0,0.0002,3045.6000000000017,3313.0000000000023,267.40000000000055,354.7,394.5,235.6,39.614,2015-05-14,GA,P80,37.336,Rejected,H1_ATR_Over_P80
19_EA_3_WedThu_Long,EA,Long,2015-05-14 20:56:00,2015-05-15 10:00:00,58.0,TimeExit,20,56,90,999,0.0001,1.5,0.00015,3103.6000000000017,3313.0000000000023,209.4000000000005,183.0,230.6,230.6,41.85,2015-05-14,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2015-05-21 20:56:00,2015-05-22 10:00:00,-77.6,TimeExit,20,56,90,999,0.0001,1.5,0.00015,2941.500000000002,3313.0000000000023,371.50000000000045,101.5,124.9,124.9,30.929,2015-05-21,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-05-25 09:59:00,2015-05-26 05:26:00,33.2,TimeExit,9,59,90,180,0.0001,1.5,0.00015,2867.700000000001,3313.0000000000023,445.3000000000011,52.5,42.4,42.4,29.471,2015-05-25,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
12_UJ_Short_Core,UJ,Short,2015-05-28 08:04:00,2015-05-28 11:53:00,-50.0,SL,8,4,50,999,0.01,0.5,0.005,2812.200000000002,3313.0000000000023,500.8000000000002,107.2,129.2,44.9,21.414,2015-05-28,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
22_GA_C_2,GA,Long,2015-05-28 16:56:00,2015-05-29 01:15:00,28.5,TimeExit,16,56,70,80,0.0001,2.0,0.0002,2870.200000000002,3313.0000000000023,442.8000000000002,116.2,239.4,239.4,44.064,2015-05-28,GA,P80,37.336,Rejected,H1_ATR_Over_P80
12_UJ_Short_Core,UJ,Short,2015-05-29 08:04:00,2015-05-29 14:56:00,-7.2,TimeExit,8,4,50,999,0.01,0.5,0.005,2858.4000000000024,3313.0000000000023,454.5999999999999,96.1,96.1,69.5,26.093,2015-05-29,CrossJPY_16,P75,21.114,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-06-01 09:59:00,2015-06-02 05:26:00,-54.9,TimeExit,9,59,90,180,0.0001,1.5,0.00015,2955.8000000000025,3313.0000000000023,357.1999999999998,67.3,75.1,75.1,32.05,2015-06-01,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2015-06-04 20:56:00,2015-06-05 10:00:00,-49.2,TimeExit,20,56,90,999,0.0001,1.5,0.00015,3050.300000000003,3313.0000000000023,262.69999999999936,176.0,385.5,246.4,37.886,2015-06-04,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-06-08 09:59:00,2015-06-08 21:37:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,2860.300000000003,3313.0000000000023,452.69999999999936,53.4,35.4,35.4,37.0,2015-06-08,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
2_EJ_NightBlitz_20,EJ,Long,2015-06-08 20:56:00,2015-06-09 00:50:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,2941.0000000000027,3313.0000000000023,371.9999999999996,57.1,93.1,93.1,29.529,2015-06-08,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
18_EA_2_MonWed_Short,EA,Short,2015-06-09 09:59:00,2015-06-10 05:26:00,-0.4,TimeExit,9,59,90,180,0.0001,1.5,0.00015,2891.3000000000025,3313.0000000000023,421.6999999999998,164.1,178.5,65.1,32.057,2015-06-09,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
18_EA_2_MonWed_Short,EA,Short,2015-06-10 09:59:00,2015-06-11 05:26:00,113.7,TimeExit,9,59,90,180,0.0001,1.5,0.00015,3025.5000000000023,3313.0000000000023,287.5,164.1,164.1,74.8,31.629,2015-06-10,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
19_EA_3_WedThu_Long,EA,Long,2015-06-10 20:56:00,2015-06-11 10:00:00,62.9,TimeExit,20,56,90,999,0.0001,1.5,0.00015,3110.2000000000025,3313.0000000000023,202.79999999999973,164.1,227.3,227.3,52.129,2015-06-10,EA_Rev4,P75,29.1,Rejected,H1_ATR_Over_P75
2_EJ_NightBlitz_20,EJ,Long,2015-06-10 20:56:00,2015-06-11 04:45:00,8.5,TimeExit,20,56,45,70,0.01,1.0,0.01,2904.9000000000024,3313.0000000000023,408.0999999999999,163.7,214.2,214.2,46.15,2015-06-10,CrossJPY_16,P85,28.459,Rejected,H1_ATR_Over_P85
