Period,Method,StrategyNo,Strategy,Symbol,Direction,Regime,Trades,TotalR,AvgR,PF,WinRate,AvgWinR,AvgLossR,LOW_SAMPLE,HighMinusLowAvgR,MaxMinusMinAvgR,Eligible,ClearDependence,Group,EligibleStrategies,EligibleIDs,SameSignStrategies,Support,Aggregation,CILow,CIHigh,ValidBootstraps
RecentB,primary,26.0,26_AJ_China_Demand,AUDJPY,Long,LOW,31.0,6.928888885,0.22351254467741935,3.5145161263028744,67.74193548387096,0.46116402104761905,-0.2755555557,False,-0.05781206159046284,0.21704789825317694,True,False,,,,,,,,,
RecentB,primary,26.0,26_AJ_China_Demand,AUDJPY,Long,NORMAL,33.0,0.21333333199999985,0.00646464642424242,1.026030368599456,54.54545454545454,0.4671604937777778,-0.5463703704,False,-0.05781206159046284,0.21704789825317694,True,False,,,,,,,,,
RecentB,primary,26.0,26_AJ_China_Demand,AUDJPY,Long,HIGH,23.0,3.8111111109999998,0.1657004830869565,1.8587881822053687,65.21739130434783,0.5499259259333333,-0.55472222225,False,-0.05781206159046284,0.21704789825317694,True,False,,,,,,,,,
RecentB,primary,27.0,27_EA_China_Demand,EURAUD,Short,LOW,44.0,5.143333333,0.11689393938636364,2.5882655677878197,68.18181818181817,0.2793888889333333,-0.23130952392857143,False,0.14685606065530302,0.14685606065530302,True,False,,,,,,,,,
RecentB,primary,27.0,27_EA_China_Demand,EURAUD,Short,NORMAL,30.0,4.263333334,0.14211111113333336,2.1925407930608505,56.666666666666664,0.46107843135294113,-0.2979166665833333,False,0.14685606065530302,0.14685606065530302,True,False,,,,,,,,,
RecentB,primary,27.0,27_EA_China_Demand,EURAUD,Short,HIGH,24.0,6.330000001,0.26375000004166665,3.098342542231678,62.5,0.6231111111333333,-0.3351851851111111,False,0.14685606065530302,0.14685606065530302,True,False,,,,,,,,,
RecentB,primary,28.0,28_GA_China_Demand,GBPAUD,Short,LOW,41.0,2.737333332,0.0667642276097561,1.666991552631579,58.536585365853654,0.2850555555,-0.24141176470588235,False,0.20727743892149392,0.20727743892149392,True,False,,,,,,,,,
RecentB,primary,28.0,28_GA_China_Demand,GBPAUD,Short,NORMAL,25.0,5.288000001,0.21152000004000002,4.966000004716,76.0,0.34849122805263155,-0.222222222,False,0.20727743892149392,0.20727743892149392,True,False,,,,,,,,,
RecentB,primary,28.0,28_GA_China_Demand,GBPAUD,Short,HIGH,32.0,8.769333329,0.27404166653125,2.798960611679502,68.75,0.6201818179999999,-0.48746666670000005,False,0.20727743892149392,0.20727743892149392,True,False,,,,,,,,,
RecentB,primary,,,,,LOW,1200.0,72.47135852,0.060392798766666665,1.3397993044179592,54.666666666666664,0.43559193040701216,-0.3927752262007366,False,0.11051225172800788,,,,Portfolio,22.0,1|2|3|4|5|6|7|8|10|11|12|18|19|20|21|22|23|24|25|26|27|28,16.0,DESCRIPTIVE_ONLY,trade_weighted,,,
RecentB,primary,,,,,LOW,,,0.06389651107940526,,,,,,0.11463582990884987,,,,Portfolio,22.0,1|2|3|4|5|6|7|8|10|11|12|18|19|20|21|22|23|24|25|26|27|28,16.0,DESCRIPTIVE_ONLY,strategy_equal_weighted,,,0.0
RecentB,primary,,,,,NORMAL,735.0,60.097506584,0.08176531508027211,1.3659831133382216,54.14965986394557,0.5635827149798995,-0.4901743700835821,False,0.11051225172800788,,,,Portfolio,22.0,1|2|3|4|5|6|7|8|10|11|12|18|19|20|21|22|23|24|25|26|27|28,16.0,DESCRIPTIVE_ONLY,trade_weighted,,,
RecentB,primary,,,,,NORMAL,,,0.07199984680672174,,,,,,0.11463582990884987,,,,Portfolio,22.0,1|2|3|4|5|6|7|8|10|11|12|18|19|20|21|22|23|24|25|26|27|28,16.0,DESCRIPTIVE_ONLY,strategy_equal_weighted,,,0.0
RecentB,primary,,,,,HIGH,845.0,144.414767668,0.17090505049467455,1.7405648957854136,55.62130177514793,0.7221723333680851,-0.5214070294518717,False,0.11051225172800788,,,,Portfolio,22.0,1|2|3|4|5|6|7|8|10|11|12|18|19|20|21|22|23|24|25|26|27|28,16.0,DESCRIPTIVE_ONLY,trade_weighted,,,
RecentB,primary,,,,,HIGH,,,0.17853234098825513,,,,,,0.11463582990884987,,,,Portfolio,22.0,1|2|3|4|5|6|7|8|10|11|12|18|19|20|21|22|23|24|25|26|27|28,16.0,DESCRIPTIVE_ONLY,strategy_equal_weighted,,,0.0
RecentB,primary,,,,,LOW,679.0,64.597853474,0.09513675032989691,1.4900142268537795,55.81737849779087,0.5182754088153034,-0.4408980818294314,False,0.10810499122910933,,,,JPY,12.0,1|2|3|4|5|6|7|8|10|11|12|26,8.0,DESCRIPTIVE_ONLY,trade_weighted,,,
RecentB,primary,,,,,LOW,,,0.1059733219468189,,,,,,0.11160049762792178,,,,JPY,12.0,1|2|3|4|5|6|7|8|10|11|12|26,8.0,DESCRIPTIVE_ONLY,strategy_equal_weighted,,,0.0
RecentB,primary,,,,,NORMAL,443.0,53.981464011,0.12185432056659143,1.4882419342407904,54.627539503386004,0.6799355565578512,-0.5500643814726368,False,0.10810499122910933,,,,JPY,12.0,1|2|3|4|5|6|7|8|10|11|12|26,8.0,DESCRIPTIVE_ONLY,trade_weighted,,,
RecentB,primary,,,,,NORMAL,,,0.10793440414354173,,,,,,0.11160049762792178,,,,JPY,12.0,1|2|3|4|5|6|7|8|10|11|12|26,8.0,DESCRIPTIVE_ONLY,strategy_equal_weighted,,,0.0
RecentB,primary,,,,,HIGH,483.0,98.165761173,0.20324174155900623,1.7955674909150592,56.31469979296067,0.8145464211544118,-0.5875755494333333,False,0.10810499122910933,,,,JPY,12.0,1|2|3|4|5|6|7|8|10|11|12|26,8.0,DESCRIPTIVE_ONLY,trade_weighted,,,
RecentB,primary,,,,,HIGH,,,0.21757381957474067,,,,,,0.11160049762792178,,,,JPY,12.0,1|2|3|4|5|6|7|8|10|11|12|26,8.0,DESCRIPTIVE_ONLY,strategy_equal_weighted,,,0.0
RecentB,primary,,,,,LOW,521.0,7.873505046,0.015112293754318619,1.0966686022212673,53.16698656429942,0.32246182818050545,-0.33380500557377046,False,0.11264739269595762,,,,AUD_nonJPY,10.0,18|19|20|21|22|23|24|25|27|28,8.0,DESCRIPTIVE_ONLY,trade_weighted,,,
RecentB,primary,,,,,LOW,,,0.013404338038508889,,,,,,0.11827822864596353,,,,AUD_nonJPY,10.0,18|19|20|21|22|23|24|25|27|28,8.0,DESCRIPTIVE_ONLY,strategy_equal_weighted,,,0.0
RecentB,primary,,,,,NORMAL,292.0,6.1160425730000005,0.020945351277397262,1.114008549026484,53.42465753424658,0.38308664022435895,-0.400339353,False,0.11264739269595762,,,,AUD_nonJPY,10.0,18|19|20|21|22|23|24|25|27|28,8.0,DESCRIPTIVE_ONLY,trade_weighted,,,
RecentB,primary,,,,,NORMAL,,,0.02887837800253771,,,,,,0.11827822864596353,,,,AUD_nonJPY,10.0,18|19|20|21|22|23|24|25|27|28,8.0,DESCRIPTIVE_ONLY,strategy_equal_weighted,,,0.0
RecentB,primary,,,,,HIGH,362.0,46.249006495,0.12775968645027624,1.6457972723752656,54.69613259668509,0.595274596611111,-0.43667904654878054,False,0.11264739269595762,,,,AUD_nonJPY,10.0,18|19|20|21|22|23|24|25|27|28,8.0,DESCRIPTIVE_ONLY,trade_weighted,,,
RecentB,primary,,,,,HIGH,,,0.13168256668447242,,,,,,0.11827822864596353,,,,AUD_nonJPY,10.0,18|19|20|21|22|23|24|25|27|28,8.0,DESCRIPTIVE_ONLY,strategy_equal_weighted,,,0.0
RecentB,primary,,,,,LOW,708.0,51.283720711,0.07243463377259887,1.4492910849246967,57.34463276836158,0.4074565581798029,-0.3792147571760797,False,0.09642411913358875,,,,Long,13.0,1|2|3|4|6|7|8|19|21|22|24|25|26,9.0,DESCRIPTIVE_ONLY,trade_weighted,,,
RecentB,primary,,,,,LOW,,,0.07449363427426016,,,,,,0.10634397473182546,,,,Long,13.0,1|2|3|4|6|7|8|19|21|22|24|25|26,9.0,DESCRIPTIVE_ONLY,strategy_equal_weighted,,,0.0
RecentB,primary,,,,,NORMAL,402.0,29.330632118,0.07296177143781095,1.3541898252017697,54.22885572139303,0.5144088059174312,-0.45251632553005466,False,0.09642411913358875,,,,Long,13.0,1|2|3|4|6|7|8|19|21|22|24|25|26,9.0,DESCRIPTIVE_ONLY,trade_weighted,,,
RecentB,primary,,,,,NORMAL,,,0.06396068356834414,,,,,,0.10634397473182546,,,,Long,13.0,1|2|3|4|6|7|8|19|21|22|24|25|26,9.0,DESCRIPTIVE_ONLY,strategy_equal_weighted,,,0.0
RecentB,primary,,,,,HIGH,501.0,84.598235206,0.16885875290618763,1.789388273728212,57.684630738522955,0.6635556888927335,-0.507911653478673,False,0.09642411913358875,,,,Long,13.0,1|2|3|4|6|7|8|19|21|22|24|25|26,9.0,DESCRIPTIVE_ONLY,trade_weighted,,,
RecentB,primary,,,,,HIGH,,,0.18083760900608561,,,,,,0.10634397473182546,,,,Long,13.0,1|2|3|4|6|7|8|19|21|22|24|25|26,9.0,DESCRIPTIVE_ONLY,strategy_equal_weighted,,,0.0
RecentB,primary,,,,,LOW,492.0,21.187637808999998,0.0430643044898374,1.2137287525419507,50.81300813008131,0.481283774904,-0.4096417599876033,False,0.13082096429504633,,,,Short,9.0,5|10|11|12|18|20|23|27|28,7.0,DESCRIPTIVE_ONLY,trade_weighted,,,
RecentB,primary,,,,,LOW,,,0.04858955535350373,,,,,,0.12661295405344064,,,,Short,9.0,5|10|11|12|18|20|23|27|28,7.0,DESCRIPTIVE_ONLY,strategy_equal_weighted,,,0.0
RecentB,primary,,,,,NORMAL,333.0,30.766874466,0.09239301641441441,1.3779810595240436,54.054054054054056,0.6231377826222222,-0.5355126737236842,False,0.13082096429504633,,,,Short,9.0,5|10|11|12|18|20|23|27|28,7.0,DESCRIPTIVE_ONLY,trade_weighted,,,
RecentB,primary,,,,,NORMAL,,,0.08361197148437824,,,,,,0.12661295405344064,,,,Short,9.0,5|10|11|12|18|20|23|27|28,7.0,DESCRIPTIVE_ONLY,strategy_equal_weighted,,,0.0
RecentB,primary,,,,,HIGH,344.0,59.816532462,0.17388526878488372,1.6809957182307336,52.616279069767444,0.8157646552099448,-0.5388765038711656,False,0.13082096429504633,,,,Short,9.0,5|10|11|12|18|20|23|27|28,7.0,DESCRIPTIVE_ONLY,trade_weighted,,,
