Status,Branch,PlanCommit,ImplementationCommit,RunJST,BaselineSHA256,BaselineTrades,StrategyCount,BaselineRecalculated,EntryTradesRemoved,LiveChanged,FreshHoldout,ATRSpec,RVSpec,PercentileSpec,DailySpec,Bootstrap,InputFiles,IndependentVerification,PrimaryAssigned,PrimaryInsufficient,RobustnessAssigned,RobustnessInsufficient,Python,Pandas,Numpy,OutputHashes,UnitTests,RepresentativeDailyAudits,NotebookExecution
COMPLETED,research/volatility-environment-phase1,cb36e1c7d5403c9be40480cdcfbaf221b32fda00,af8ba8f333b6ab654ded8f9ae97ae41bbee11c3c,2026-09-13T14:07:49.217542+09:00,cc32f32e3df57cb03416d111e3cf848fb6b2edc7f193b6da90201a2462420359,16298,28,False,0,False,False,D1 TR SMA20 (existing implementation priority),20 log returns sample std ddof1 sqrt252,midrank previous252 excluding evaluated day,JST actual bars; next midnight availability; Saturday included,"5000 calendar-week clusters seed20260913,95%linear CI; unadjusted",56,PASS,15082,1216,15073,1225,3.12.14,2.2.3,2.3.5,"{""volatility_phase1_assignment_audit_light.csv"": ""066583ff7132e193bd0166e01ed733f04aa8c79e823cca6a718c96eded40f596"", ""volatility_phase1_combined_decision.csv"": ""284b543cf2583e9293673afcf28aa0fe1c28a38c960003d36ac23f77c8a8660d"", ""volatility_phase1_daily_audit.csv"": ""09df6136ab4a745beb3fe7ac917c1810f85b8ff2289ad5550c1fc3568f5d00cf"", ""volatility_phase1_decision.csv"": ""e4db50b35ec10e20c9a8631c4c162620dfe806b36806d2d5bc152328ed7cbf23"", ""volatility_phase1_group_summary.csv"": ""d9410396d5eb4e706366b6aeb93f88a11c8c780bbae3a544c87bc84328fe2adc"", ""volatility_phase1_input_manifest.csv"": ""8a149ea43feecc1e007bb210c96164b868a4cc417d621bac9575b69787f4f78f"", ""volatility_phase1_manual_audit.csv"": ""2fd31dc89cb2759cd8d04a11db1e694a1a9659a4f7840be51dbcf316ddf83f75"", ""volatility_phase1_period_summary.csv"": ""4741c3cc9e4a350a1850eb4bbc406f6bcac0a91db0b8409edbd8d89deb6bf4a1"", ""volatility_phase1_regime_coverage.csv"": ""89f93a08423bc4b7aa6362a96993c4d94abbee8ec8e0f5b1254f7afcde2fcdc0"", ""volatility_phase1_strategy_primary.csv"": ""34d58fea74ea10d28783600e9a3aa87a4f20c26588cf712d7fa3415b62e09855"", ""volatility_phase1_strategy_robustness.csv"": ""7c2065f85e5e1d91e8dc17b74c54a409901b7967e3d5c113b7b32cb12a8c6fa5"", ""volatility_phase1_trade_assignments.csv"": ""3a41214c557c65549d5565ec54c4f6cc18c0a2d9b9e51f7e6ce41397165114f4"", ""volatility_phase1_verification.csv"": ""2bf74cf2ddadcc4fd27481860655918f94994daf7c47ab3609f27b3b209a7035""}",10 PASS before implementation commit,23,Local module executed; results embedded as markdown; Colab rerun cells supplied
