TradeID,StrategyNo,Strategy,Symbol,Direction,EntryTime,R,DailyDate,DailyIndex,LastM1,AvailableAt,ATR20,RV20,ReferenceStart,ReferenceEnd,primaryPercentile,robustnessPercentile,primary,robustness
5049,15,15_UJ_Sat_Aug,USDJPY,Short,2018-08-06 19:00:00,-1.0,2018-08-04,1119,2018-08-04 05:59:00,2018-08-05,0.5633000000000024,0.054710637243611956,2017-10-12,2018-08-03,0.21428571428571427,0.42857142857142855,LOW,NORMAL
16079,16,16_UJ_T10A,USDJPY,Long,2026-07-10 02:58:00,-0.328888889,2026-07-09,3594,2026-07-09 23:59:00,2026-07-10,0.636999999999999,0.04773200694167014,2025-09-17,2026-07-08,0.1388888888888889,0.1865079365079365,LOW,LOW
16112,26,26_AJ_China_Demand,AUDJPY,Long,2026-07-15 10:00:00,0.086666667,2026-07-14,3597,2026-07-14 23:59:00,2026-07-15,0.6389000000000002,0.06799744198596196,2025-09-22,2026-07-13,0.12301587301587301,0.28174603174603174,LOW,LOW
16113,27,27_EA_China_Demand,EURAUD,Short,2026-07-15 10:00:00,-0.041666667,2026-07-14,3598,2026-07-14 23:59:00,2026-07-15,0.006894500000000003,0.04276711437096268,2025-09-22,2026-07-13,0.047619047619047616,0.28174603174603174,LOW,LOW
16114,28,28_GA_China_Demand,GBPAUD,Short,2026-07-15 10:00:00,-0.204,2026-07-14,3588,2026-07-14 23:59:00,2026-07-15,0.008884999999999966,0.04670353624359049,2025-09-22,2026-07-13,0.17857142857142858,0.2857142857142857,LOW,LOW
16173,12,12_UJ_Short_Core,USDJPY,Short,2026-07-30 09:55:00,-0.515,2026-07-29,3611,2026-07-29 23:59:00,2026-07-30,0.5808000000000006,0.036261171663127936,2025-10-07,2026-07-28,0.11904761904761904,0.11507936507936507,LOW,LOW
16176,25,25_AU_China_Demand,AUDUSD,Long,2026-07-31 10:00:00,0.0725,2026-07-30,3612,2026-07-30 23:59:00,2026-07-31,0.004154999999999981,0.06326172723581865,2025-10-08,2026-07-29,0.36507936507936506,0.4166666666666667,NORMAL,NORMAL
16206,15,15_UJ_Sat_Aug,USDJPY,Short,2026-08-10 19:00:00,1.75,2026-08-08,3620,2026-08-08 05:59:00,2026-08-09,1.179049999999998,0.11757339394278311,2025-10-17,2026-08-07,0.876984126984127,0.9880952380952381,HIGH,HIGH
16215,9,9_AJ_Core2,AUDJPY,Short,2026-08-13 17:14:00,-0.56,2026-08-12,3622,2026-08-12 23:59:00,2026-08-13,0.9297500000000006,0.09989926643086984,2025-10-21,2026-08-11,0.6865079365079365,0.8492063492063492,HIGH,HIGH
16259,13,13_UJ_Fix_MidWeek,USDJPY,Long,2026-08-27 18:04:00,0.046315789,2026-08-26,3635,2026-08-26 23:59:00,2026-08-27,0.8316999999999979,0.04862113324220656,2025-11-04,2026-08-25,0.3333333333333333,0.21031746031746032,NORMAL,LOW
16261,10,10_AJ_SatA,AUDJPY,Short,2026-08-28 10:58:00,-0.192,2026-08-27,3635,2026-08-27 23:59:00,2026-08-28,0.57115,0.039170528615465564,2025-11-05,2026-08-26,0.011904761904761904,0.0,LOW,LOW
16262,11,11_AJ_SatB,AUDJPY,Short,2026-08-28 18:57:00,0.436363636,2026-08-27,3635,2026-08-27 23:59:00,2026-08-28,0.57115,0.039170528615465564,2025-11-05,2026-08-26,0.011904761904761904,0.0,LOW,LOW
16263,23,23_GA_F_2,GBPAUD,Short,2026-08-28 19:42:00,0.108888889,2026-08-27,3626,2026-08-27 23:59:00,2026-08-28,0.00735349999999998,0.03753609273758046,2025-11-05,2026-08-26,0.0,0.14682539682539683,LOW,LOW
16264,24,24_GA_D_1,GBPAUD,Long,2026-08-28 22:44:00,0.375555556,2026-08-27,3626,2026-08-27 23:59:00,2026-08-28,0.00735349999999998,0.03753609273758046,2025-11-05,2026-08-26,0.0,0.14682539682539683,LOW,LOW
16275,17,17_EA_1B_Wed_Short,EURAUD,Short,2026-09-02 09:59:00,0.234285714,2026-09-01,3640,2026-09-01 23:59:00,2026-09-02,0.0055725000000000245,0.0385271341648436,2025-11-10,2026-08-31,0.015873015873015872,0.21031746031746032,LOW,LOW
16282,22,22_GA_C_2,GBPAUD,Long,2026-09-03 16:56:00,-1.0,2026-09-02,3631,2026-09-02 23:59:00,2026-09-03,0.007404500000000003,0.03823200456806311,2025-11-11,2026-09-01,0.01984126984126984,0.1865079365079365,LOW,LOW
16283,14,14_UJ_Sat_3rd,USDJPY,Short,2026-09-03 20:01:00,1.555555556,2026-09-02,3641,2026-09-02 23:59:00,2026-09-03,0.736699999999999,0.04770591974121072,2025-11-11,2026-09-01,0.25595238095238093,0.2222222222222222,LOW,LOW
16284,19,19_EA_3_WedThu_Long,EURAUD,Long,2026-09-03 20:56:00,-0.115555556,2026-09-02,3641,2026-09-02 23:59:00,2026-09-03,0.005849000000000016,0.03906547332088132,2025-11-11,2026-09-01,0.023809523809523808,0.23015873015873015,LOW,LOW
16285,8,8_AJ_Core1,AUDJPY,Long,2026-09-07 08:01:00,-1.0,2026-09-05,3643,2026-09-05 05:59:00,2026-09-06,0.6666499999999985,0.08410948578545571,2025-11-14,2026-09-04,0.21428571428571427,0.6388888888888888,LOW,NORMAL
16288,1,1_EJ_Log1,EURJPY,Long,2026-09-07 13:55:00,-1.0,2026-09-05,3644,2026-09-05 05:59:00,2026-09-06,0.8351500000000002,0.0797650925951915,2025-11-14,2026-09-04,0.3492063492063492,0.9365079365079365,NORMAL,HIGH
16289,6,6_GJ_Old_Mon,GBPJPY,Long,2026-09-07 15:45:00,-1.0,2026-09-05,3643,2026-09-05 05:59:00,2026-09-06,1.106500000000004,0.08771356207271497,2025-11-14,2026-09-04,0.47619047619047616,0.9444444444444444,NORMAL,HIGH
16290,7,7_GJ_Mon_Blitz,GBPJPY,Long,2026-09-07 18:02:00,0.171538462,2026-09-05,3643,2026-09-05 05:59:00,2026-09-06,1.106500000000004,0.08771356207271497,2025-11-14,2026-09-04,0.47619047619047616,0.9444444444444444,NORMAL,HIGH
16291,2,2_EJ_NightBlitz_20,EURJPY,Long,2026-09-07 20:56:00,-1.0,2026-09-05,3644,2026-09-05 05:59:00,2026-09-06,0.8351500000000002,0.0797650925951915,2025-11-14,2026-09-04,0.3492063492063492,0.9365079365079365,NORMAL,HIGH
16292,21,21_GA_B_3,GBPAUD,Long,2026-09-07 21:02:00,0.025,2026-09-05,3634,2026-09-05 05:59:00,2026-09-06,0.007260500000000014,0.03821220508098997,2025-11-14,2026-09-04,0.011904761904761904,0.1865079365079365,LOW,LOW
16293,3,3_EJ_NightBlitz_21,EURJPY,Long,2026-09-07 21:56:00,-0.194666667,2026-09-05,3644,2026-09-05 05:59:00,2026-09-06,0.8351500000000002,0.0797650925951915,2025-11-14,2026-09-04,0.3492063492063492,0.9365079365079365,NORMAL,HIGH
16294,4,4_GJ_Port_Log1,GBPJPY,Long,2026-09-08 00:00:00,-0.339230769,2026-09-07,3644,2026-09-07 23:59:00,2026-09-08,1.2007500000000035,0.09332974122892504,2025-11-15,2026-09-05,0.5634920634920635,0.9563492063492064,NORMAL,HIGH
16295,5,5_GJ_Port_Log2,GBPJPY,Short,2026-09-08 09:55:00,-0.522222222,2026-09-07,3644,2026-09-07 23:59:00,2026-09-08,1.2007500000000035,0.09332974122892504,2025-11-15,2026-09-05,0.5634920634920635,0.9563492063492064,NORMAL,HIGH
16296,18,18_EA_2_MonWed_Short,EURAUD,Short,2026-09-08 09:59:00,0.022222222,2026-09-07,3645,2026-09-07 23:59:00,2026-09-08,0.00568700000000002,0.03867918344560997,2025-11-15,2026-09-05,0.027777777777777776,0.2222222222222222,LOW,LOW
16297,20,20_EA_1A_MonTue_Short,EURAUD,Short,2026-09-08 10:01:00,-0.158,2026-09-07,3645,2026-09-07 23:59:00,2026-09-08,0.00568700000000002,0.03867918344560997,2025-11-15,2026-09-05,0.027777777777777776,0.2222222222222222,LOW,LOW
