Period,Method,StrategyNo,Group,Aggregation,Regime,Trades,TotalR,AvgR,PF,WinRate,AvgWinR,AvgLossR,LOW_SAMPLE,Eligible,EligibleStrategies,SameSignStrategies,HighMinusLowAvgR,RegimeOrder
Historical,robustness,7.0,,,NORMAL,105.0,2.647692302,0.0252161171619047,1.216668764466721,54.285714285714285,0.2608367070701754,-0.2545833333541666,False,True,,,7.560132420226379e-05,NORMAL < LOW < HIGH
Historical,robustness,7.0,,,HIGH,105.0,3.871538456,0.0368717948190476,1.3151336792510722,50.476190476190474,0.3048476051886792,-0.2362573965192307,False,True,,,7.560132420226379e-05,NORMAL < LOW < HIGH
Historical,robustness,8.0,,,LOW,112.0,7.285714286,0.0650510204107142,1.3691639522723849,55.35714285714286,0.4358294930645161,-0.39471428568,False,True,,,-0.0058843537810846,NORMAL < HIGH < LOW
Historical,robustness,8.0,,,NORMAL,88.0,4.96142857,0.0563798701136363,1.3133062695984403,51.13636363636363,0.4621587301777778,-0.3682724253023255,False,True,,,-0.0058843537810846,NORMAL < HIGH < LOW
Historical,robustness,8.0,,,HIGH,108.0,6.389999996,0.0591666666296296,1.2834061963524015,54.629629629629626,0.4904600483728814,-0.4601457726122449,False,True,,,-0.0058843537810846,NORMAL < HIGH < LOW
Historical,robustness,9.0,,,LOW,64.0,13.606666667,0.2126041666718749,1.7284082797789933,59.375,0.8496491228421054,-0.7184615384999999,False,True,,,0.0253528226345766,LOW < HIGH < NORMAL
Historical,robustness,9.0,,,NORMAL,56.0,14.560000001,0.2600000000178571,1.7787484400883846,55.35714285714286,1.072795698935484,-0.7478666666399999,False,True,,,0.0253528226345766,LOW < HIGH < NORMAL
Historical,robustness,9.0,,,HIGH,62.0,14.753333337,0.2379569893064516,1.6465089105299306,50.0,1.2120430108064515,-0.7361290321935484,False,True,,,0.0253528226345766,LOW < HIGH < NORMAL
Historical,robustness,10.0,,,LOW,66.0,0.0559999999999999,0.0008484848484848,1.0086633663366336,37.878787878787875,0.2608,-0.1576585365853658,False,True,,,-0.0048787878787878,NORMAL < HIGH < LOW
Historical,robustness,10.0,,,NORMAL,78.0,-2.452,-0.0314358974358974,0.7180312787488501,47.43589743589743,0.1687567567567567,-0.2120975609756097,False,True,,,-0.0048787878787878,NORMAL < HIGH < LOW
Historical,robustness,10.0,,,HIGH,66.0,-0.2659999999999999,-0.004030303030303,0.9701793721973094,48.48484848484848,0.2704375,-0.2703030303030303,False,True,,,-0.0048787878787878,NORMAL < HIGH < LOW
Historical,robustness,11.0,,,LOW,66.0,1.5218181779999995,0.0230578511818181,1.1013317188415823,50.0,0.5012121212424242,-0.4550964188787879,False,True,,,0.0325068870909091,LOW < HIGH < NORMAL
Historical,robustness,11.0,,,NORMAL,78.0,8.609090904,0.1103729603076923,1.6183076516579,52.56410256410257,0.549578713902439,-0.3763144963783784,False,True,,,0.0325068870909091,LOW < HIGH < NORMAL
Historical,robustness,11.0,,,HIGH,66.0,3.667272726,0.0555647382727272,1.2910953960411324,48.48484848484848,0.50829545453125,-0.370534759382353,False,True,,,0.0325068870909091,LOW < HIGH < NORMAL
Historical,robustness,12.0,,,LOW,82.0,15.169,0.1849878048780487,1.9775099884005671,59.7560975609756,0.626265306122449,-0.4849375,False,True,,,0.018614136869524,NORMAL < LOW < HIGH
Historical,robustness,12.0,,,NORMAL,99.0,17.672,0.1785050505050505,2.2172475547596084,58.58585858585859,0.5549999999999999,-0.3540975609756098,False,True,,,0.018614136869524,NORMAL < LOW < HIGH
Historical,robustness,12.0,,,HIGH,103.0,20.971,0.2036019417475728,2.264455833584564,60.19417475728155,0.6057419354838709,-0.4045121951219512,False,True,,,0.018614136869524,NORMAL < LOW < HIGH
Historical,robustness,13.0,,,LOW,29.0,2.178947369,0.0751361161724138,2.9166666659336418,62.06896551724138,0.1842105263888888,-0.1033492823636363,False,True,,,-0.0159475196307471,HIGH < NORMAL < LOW
Historical,robustness,13.0,,,NORMAL,39.0,2.491578946,0.0638866396410256,2.6113002027871683,64.1025641025641,0.16151578944,-0.1104511278571428,False,True,,,-0.0159475196307471,HIGH < NORMAL < LOW
Historical,robustness,13.0,,,HIGH,48.0,2.841052634,0.0591885965416666,2.1638637361128916,56.25,0.1956335282962963,-0.1162406014285714,False,True,,,-0.0159475196307471,HIGH < NORMAL < LOW
Historical,robustness,14.0,,,LOW,14.0,2.58,0.1842857142857143,2.3253424655264823,50.0,0.6466666667142856,-0.2780952381428571,True,False,,,0.0723809525142857,NORMAL < LOW < HIGH
Historical,robustness,14.0,,,NORMAL,12.0,1.077777778,0.0898148148333333,1.3560939794762013,66.66666666666666,0.513055555625,-0.75666666675,True,False,,,0.0723809525142857,NORMAL < LOW < HIGH
Historical,robustness,14.0,,,HIGH,10.0,2.5666666680000003,0.2566666668,2.3445867300789693,70.0,0.6393650794285713,-0.6362962959999999,True,False,,,0.0723809525142857,NORMAL < LOW < HIGH
Historical,robustness,15.0,,,LOW,8.0,4.475,0.559375,2.988888888888889,62.5,1.345,-0.75,True,False,,,-0.1657386363636363,NORMAL < HIGH < LOW
Historical,robustness,15.0,,,NORMAL,18.0,2.2700000000000005,0.1261111111111111,1.2819875776397516,44.44444444444444,1.29,-0.805,True,False,,,-0.1657386363636363,NORMAL < HIGH < LOW
Historical,robustness,15.0,,,HIGH,11.0,4.33,0.3936363636363636,2.306184012066365,63.63636363636363,1.092142857142857,-0.82875,True,False,,,-0.1657386363636363,NORMAL < HIGH < LOW
Historical,robustness,16.0,,,LOW,17.0,0.6377777779999999,0.0375163398823529,1.1741504855081402,52.94117647058824,0.4777777777777777,-0.45777777775,True,False,,,0.4554995331176471,LOW < NORMAL < HIGH
Historical,robustness,16.0,,,NORMAL,7.0,2.08,0.2971428571428571,7.545454540877304,85.71428571428571,0.3996296296666666,-0.317777778,True,False,,,0.4554995331176471,LOW < NORMAL < HIGH
Historical,robustness,16.0,,,HIGH,7.0,3.4511111110000003,0.493015873,7.364754100764245,71.42857142857143,0.7986666666000001,-0.2711111109999999,True,False,,,0.4554995331176471,LOW < NORMAL < HIGH
Historical,robustness,17.0,,,LOW,65.0,11.199999999,0.1723076922923077,1.6171770447083127,55.38461538461539,0.8151984126944445,-0.6257635468275862,False,True,,,0.0544149967518099,NORMAL < LOW < HIGH
Historical,robustness,17.0,,,NORMAL,56.0,7.472857144,0.1334438775714285,1.715595075339048,58.92857142857143,0.5429004329393939,-0.4540372670869565,False,True,,,0.0544149967518099,NORMAL < LOW < HIGH
Historical,robustness,17.0,,,HIGH,68.0,15.417142855,0.2267226890441176,1.9788662130158732,61.76470588235294,0.7420748298809524,-0.6057692307692307,False,True,,,0.0544149967518099,NORMAL < LOW < HIGH
Historical,robustness,18.0,,,LOW,175.0,13.483333332,0.07704761904,1.285946557304439,51.42857142857142,0.6737407407222222,-0.5613492063452381,False,True,,,0.0228608058775824,NORMAL < LOW < HIGH
Historical,robustness,18.0,,,NORMAL,145.0,10.314444448,0.0711340996413793,1.292866832931643,54.48275862068965,0.5763713080506329,-0.5336195286060607,False,True,,,0.0228608058775824,NORMAL < LOW < HIGH
Historical,robustness,18.0,,,HIGH,182.0,18.183333335,0.0999084249175824,1.3671340437859112,55.494505494505496,0.6704070407128713,-0.6114540466296295,False,True,,,0.0228608058775824,NORMAL < LOW < HIGH
Historical,robustness,19.0,,,LOW,123.0,1.571111115,0.0127732610975609,1.0590027124409558,52.03252032520326,0.44060763890625,-0.4513182673728813,False,True,,,0.1111802273287956,LOW < NORMAL < HIGH
Historical,robustness,19.0,,,NORMAL,124.0,11.939999999,0.0962903225725806,1.5010490977549749,58.06451612903226,0.4968055555277778,-0.45826923075,False,True,,,0.1111802273287956,LOW < NORMAL < HIGH
Historical,robustness,19.0,,,HIGH,129.0,15.990000007,0.1239534884263565,1.604994324918842,55.03875968992248,0.5974647888169015,-0.4556896551551724,False,True,,,0.1111802273287956,LOW < NORMAL < HIGH
Historical,robustness,20.0,,,LOW,137.0,12.066,0.0880729927007299,1.4340912361490863,56.20437956204379,0.5176883116883118,-0.4632666666666666,False,True,,,-0.0224591995972816,NORMAL < HIGH < LOW
Historical,robustness,20.0,,,NORMAL,115.0,1.192,0.0103652173913043,1.0400833949828503,53.91304347826087,0.4988709677419354,-0.5718846153846153,False,True,,,-0.0224591995972816,NORMAL < HIGH < LOW
Historical,robustness,20.0,,,HIGH,145.0,9.514,0.0656137931034482,1.2517730496453905,51.72413793103448,0.6306933333333333,-0.5398285714285714,False,True,,,-0.0224591995972816,NORMAL < HIGH < LOW
Historical,robustness,21.0,,,LOW,98.0,-1.539090905,-0.0157050092346938,0.8514456196430757,48.97959183673469,0.1837784091458333,-0.20720909088,False,True,,,0.0394846980545137,LOW < NORMAL < HIGH
Historical,robustness,21.0,,,NORMAL,97.0,-1.36363636,-0.0140581068041237,0.8672272630556993,46.391752577319586,0.1979292930666666,-0.1975087413076923,False,True,,,0.0394846980545137,LOW < NORMAL < HIGH
Historical,robustness,21.0,,,HIGH,111.0,2.639545459,0.0237796888198198,1.263260495486057,50.45045045045045,0.2261769481428571,-0.1822975206727272,False,True,,,0.0394846980545137,LOW < NORMAL < HIGH
Historical,robustness,22.0,,,LOW,80.0,22.15428572,0.2769285715,2.0768696621516645,62.5,0.85454285724,-0.6857619047333333,False,True,,,-0.0884499072402597,NORMAL < HIGH < LOW
Historical,robustness,22.0,,,NORMAL,87.0,-1.0028571399999986,-0.0115270935632183,0.9690803383542028,48.27586206896552,0.7483673470000001,-0.7207619047555555,False,True,,,-0.0884499072402597,NORMAL < HIGH < LOW
Historical,robustness,22.0,,,HIGH,77.0,14.512857148000002,0.1884786642597402,1.6319751168725596,59.74025974025974,0.814720497,-0.7407834101290323,False,True,,,-0.0884499072402597,NORMAL < HIGH < LOW
Historical,robustness,23.0,,,LOW,77.0,4.60888889,0.0598556998701298,1.383151672021663,46.75324675324675,0.4621604938333333,-0.2933875338536585,False,True,,,0.036132756103896,LOW < NORMAL < HIGH
Historical,robustness,23.0,,,NORMAL,67.0,4.563333336,0.0681094527761194,1.3474913277324223,55.223880597014926,0.4782582583243243,-0.4377407407333333,False,True,,,0.036132756103896,LOW < NORMAL < HIGH
Historical,robustness,23.0,,,HIGH,77.0,7.39111111,0.0959884559740259,1.7084886567117286,59.74025974025974,0.3874637681304348,-0.3477407408,False,True,,,0.036132756103896,LOW < NORMAL < HIGH
Historical,robustness,24.0,,,LOW,77.0,1.1544444439999997,0.0149927849870129,1.0725254781317912,54.54545454545454,0.4064814814285714,-0.4547936507428571,False,True,,,0.0926118326233766,LOW < HIGH < NORMAL
Historical,robustness,24.0,,,NORMAL,67.0,7.887777777,0.117728026522388,1.6728272200067065,56.71641791044776,0.5160818713684211,-0.4042528736206896,False,True,,,0.0926118326233766,LOW < HIGH < NORMAL
Historical,robustness,24.0,,,HIGH,77.0,8.285555556,0.1076046176103896,1.6627855302695569,59.74025974025974,0.4518840579565217,-0.4032616487096774,False,True,,,0.0926118326233766,LOW < HIGH < NORMAL
Historical,robustness,25.0,,,LOW,178.0,9.105,0.0511516853932584,1.3314223314223317,56.74157303370787,0.3621534653465346,-0.3614802631578947,False,True,,,0.0269974858774598,LOW < NORMAL < HIGH
Historical,robustness,25.0,,,NORMAL,176.0,11.98,0.0680681818181818,1.4493623405851463,52.84090909090909,0.4154838709677419,-0.3251219512195122,False,True,,,0.0269974858774598,LOW < NORMAL < HIGH
Historical,robustness,25.0,,,HIGH,181.0,14.145,0.0781491712707182,1.487128712871287,55.24861878453039,0.4318249999999999,-0.3675632911392405,False,True,,,0.0269974858774598,LOW < NORMAL < HIGH
Historical,robustness,26.0,,,LOW,88.0,12.308888893,0.1398737374204545,2.0968316837518484,57.95454545454546,0.4613943355490196,-0.3033033032432432,False,True,,,-0.1659319384561688,HIGH < NORMAL < LOW
Historical,robustness,26.0,,,NORMAL,98.0,13.573333335,0.138503401377551,1.69670354748713,58.16326530612245,0.5799220273157895,-0.48705555555,False,True,,,-0.1659319384561688,HIGH < NORMAL < LOW
Historical,robustness,26.0,,,HIGH,84.0,-2.1888888870000005,-0.0260582010357142,0.8966855465511858,50.0,0.4523280423571428,-0.5044444444285714,False,True,,,-0.1659319384561688,HIGH < NORMAL < LOW
Historical,robustness,27.0,,,LOW,112.0,6.24,0.0557142857142857,1.2953613127402464,60.71428571428571,0.402450980367647,-0.4801515151136363,False,True,,,0.0265683229487577,LOW < HIGH < NORMAL
Historical,robustness,27.0,,,NORMAL,101.0,15.801666663,0.1564521451782178,2.155092591986815,60.3960396039604,0.4833060109344262,-0.3420000001,False,True,,,0.0265683229487577,LOW < HIGH < NORMAL
Historical,robustness,27.0,,,HIGH,92.0,7.569999997,0.0822826086630434,1.364234161832743,59.78260869565217,0.5155151514727272,-0.5617117117297298,False,True,,,0.0265683229487577,LOW < HIGH < NORMAL
Historical,robustness,28.0,,,LOW,110.0,11.546666667,0.1049696969727272,1.5893963112357412,58.18181818181818,0.4865208333125,-0.4258840579347826,False,True,,,-0.0434617605203463,NORMAL < HIGH < LOW
Historical,robustness,28.0,,,NORMAL,108.0,0.2906666650000002,0.0026913580092592,1.0142539557172296,47.22222222222222,0.4055424836470588,-0.3577543859824561,False,True,,,-0.0434617605203463,NORMAL < HIGH < LOW
Historical,robustness,28.0,,,HIGH,84.0,5.166666662,0.0615079364523809,1.2894383027396832,55.95238095238096,0.4897304962978723,-0.4824504503783783,False,True,,,-0.0434617605203463,NORMAL < HIGH < LOW
Historical,robustness,,Portfolio,trade_weighted,LOW,2865.0,214.527187477,0.0748785994684118,1.37821984489052,54.310645724258286,0.502396879468509,-0.4349711326503068,False,,25.0,15.0,0.0056478252603206,LOW < HIGH < NORMAL
Historical,robustness,,Portfolio,strategy_equal_weighted,LOW,,,0.0801779222027323,,,,,,,25.0,15.0,0.0015441887247427,LOW < HIGH < NORMAL
Historical,robustness,,Portfolio,trade_weighted,NORMAL,2739.0,238.925418098,0.087230893792625,1.4472555046902038,54.983570646221246,0.5133657591998672,-0.4350190677988599,False,,25.0,15.0,0.0056478252603206,LOW < HIGH < NORMAL
Historical,robustness,,Portfolio,strategy_equal_weighted,NORMAL,,,0.0882610979320363,,,,,,,25.0,15.0,0.0015441887247427,LOW < HIGH < NORMAL
Historical,robustness,,Portfolio,trade_weighted,HIGH,2927.0,235.700845181,0.0805264247287324,1.375840211794636,55.14178339596857,0.5345918871771995,-0.479457538779052,False,,25.0,15.0,0.0056478252603206,LOW < HIGH < NORMAL
Historical,robustness,,Portfolio,strategy_equal_weighted,HIGH,,,0.081722110927475,,,,,,,25.0,15.0,0.0015441887247427,LOW < HIGH < NORMAL
Historical,robustness,,JPY,trade_weighted,LOW,1633.0,122.936548215,0.0752826382210655,1.3836871627282057,53.88854868340478,0.5038009540284091,-0.4272110551066667,False,,14.0,7.0,-0.0066877831436007,HIGH < LOW < NORMAL
Historical,robustness,,JPY,strategy_equal_weighted,LOW,,,0.0790241981953563,,,,,,,14.0,7.0,-0.0155196814349811,HIGH < LOW < NORMAL
Historical,robustness,,JPY,trade_weighted,NORMAL,1596.0,169.849165566,0.1064217829360902,1.5538294148135523,55.95238095238096,0.5336288230335946,-0.4381162477185714,False,,14.0,7.0,-0.0066877831436007,HIGH < LOW < NORMAL
Historical,robustness,,JPY,strategy_equal_weighted,NORMAL,,,0.107702140513385,,,,,,,14.0,7.0,-0.0155196814349811,HIGH < LOW < NORMAL
Historical,robustness,,JPY,trade_weighted,HIGH,1704.0,116.885633052,0.0685948550774648,1.312495676842163,54.518779342723,0.5284443846243272,-0.4838799485950841,False,,14.0,7.0,-0.0066877831436007,HIGH < LOW < NORMAL
Historical,robustness,,JPY,strategy_equal_weighted,HIGH,,,0.0635045167603752,,,,,,,14.0,7.0,-0.0155196814349811,HIGH < LOW < NORMAL
Historical,robustness,,AUD_nonJPY,trade_weighted,LOW,1232.0,91.590639262,0.0743430513490259,1.371121724593561,54.87012987012987,0.5005690901005917,-0.4454766527906137,False,,11.0,8.0,0.0228075718145063,NORMAL < LOW < HIGH
Historical,robustness,,AUD_nonJPY,strategy_equal_weighted,LOW,,,0.0816462982121199,,,,,,,11.0,8.0,0.0232618416553003,NORMAL < LOW < HIGH
Historical,robustness,,AUD_nonJPY,trade_weighted,NORMAL,1143.0,69.076252532,0.0604341666946631,1.3036024640475317,53.63079615048119,0.4838471360293638,-0.4309129580568182,False,,11.0,8.0,0.0228075718145063,NORMAL < LOW < HIGH
Historical,robustness,,AUD_nonJPY,strategy_equal_weighted,NORMAL,,,0.0635179528285015,,,,,,,11.0,8.0,0.0232618416553003,NORMAL < LOW < HIGH
Historical,robustness,,AUD_nonJPY,trade_weighted,HIGH,1223.0,118.815212129,0.0971506231635323,1.4694560053694452,56.00981193785772,0.5429291570627737,-0.4730677765588785,False,,11.0,8.0,0.0228075718145063,NORMAL < LOW < HIGH
Historical,robustness,,AUD_nonJPY,strategy_equal_weighted,HIGH,,,0.1049081398674203,,,,,,,11.0,8.0,0.0232618416553003,NORMAL < LOW < HIGH
Historical,robustness,,Long,trade_weighted,LOW,1663.0,95.143813742,0.0572121549861695,1.3153258808019253,54.35959110042092,0.439021584852876,-0.3985887700990753,False,,14.0,8.0,0.0056849252603979,LOW < HIGH < NORMAL
Historical,robustness,,Long,strategy_equal_weighted,LOW,,,0.0659974329838576,,,,,,,14.0,8.0,-0.0059612025979651,HIGH < LOW < NORMAL
Historical,robustness,,Long,trade_weighted,NORMAL,1593.0,131.792470051,0.0827322473640929,1.4639642753123,55.932203389830505,0.4667225995959596,-0.4069589773481375,False,,14.0,8.0,0.0056849252603979,LOW < HIGH < NORMAL
Historical,robustness,,Long,strategy_equal_weighted,NORMAL,,,0.0804246429094902,,,,,,,14.0,8.0,-0.0059612025979651,HIGH < LOW < NORMAL
Historical,robustness,,Long,trade_weighted,HIGH,1748.0,109.944096271,0.0628970802465675,1.3187162613286978,54.91990846681922,0.4738575667364583,-0.4394384303133757,False,,14.0,8.0,0.0056849252603979,LOW < HIGH < NORMAL
Historical,robustness,,Long,strategy_equal_weighted,HIGH,,,0.0600362303858925,,,,,,,14.0,8.0,-0.0059612025979651,HIGH < LOW < NORMAL
Historical,robustness,,Short,trade_weighted,LOW,1202.0,119.383373735,0.0993206104284525,1.4497045911946065,54.24292845257903,0.5902669198558281,-0.4853211298190128,False,,11.0,7.0,0.0073432987403345,NORMAL < LOW < HIGH
Historical,robustness,,Short,strategy_equal_weighted,LOW,,,0.0982258175722091,,,,,,,11.0,7.0,0.0110965049536436,LOW < NORMAL < HIGH
Historical,robustness,,Short,trade_weighted,NORMAL,1146.0,107.132948047,0.0934842478595113,1.428281591678775,53.66492146596858,0.5809414587235772,-0.4719736774867924,False,,11.0,7.0,0.0073432987403345,NORMAL < LOW < HIGH
Historical,robustness,,Short,strategy_equal_weighted,NORMAL,,,0.0982347679607313,,,,,,,11.0,7.0,0.0110965049536436,LOW < NORMAL < HIGH
Historical,robustness,,Short,trade_weighted,HIGH,1179.0,125.75674891,0.1066639091687871,1.4456752053176942,55.470737913486005,0.6237431832370031,-0.5395244606634799,False,,11.0,7.0,0.0073432987403345,NORMAL < LOW < HIGH
Historical,robustness,,Short,strategy_equal_weighted,HIGH,,,0.1093223225258527,,,,,,,11.0,7.0,0.0110965049536436,LOW < NORMAL < HIGH
RecentA,primary,1.0,,,LOW,69.0,25.485714285,0.3693581780434782,2.379523662066546,63.76811594202898,0.9990909091136364,-0.73897142864,False,True,,,-0.2811359558434783,HIGH < LOW < NORMAL
RecentA,primary,1.0,,,NORMAL,33.0,14.268571428,0.4323809523636364,2.8012623983551843,66.66666666666666,1.0086363636363638,-0.7201298701818182,False,True,,,-0.2811359558434783,HIGH < LOW < NORMAL
RecentA,primary,1.0,,,HIGH,45.0,3.969999999,0.0882222221999999,1.2672886408842234,51.11111111111111,0.8183850931304348,-0.6751298701363636,False,True,,,-0.2811359558434783,HIGH < LOW < NORMAL
RecentA,primary,2.0,,,LOW,85.0,24.713333342,0.2907450981411765,2.0672744725687924,64.70588235294117,0.870343434490909,-0.7718518518333333,False,True,,,-0.2681742919647059,HIGH < NORMAL < LOW
RecentA,primary,2.0,,,NORMAL,41.0,3.580000002,0.0873170732195122,1.2467830883674913,46.34146341463415,0.9519298246842104,-0.6593939394090909,False,True,,,-0.2681742919647059,HIGH < NORMAL < LOW
RecentA,primary,2.0,,,HIGH,51.0,1.1511111150000004,0.0225708061764705,1.0532483554425036,50.98039215686274,0.8757264958846154,-0.86471111112,False,True,,,-0.2681742919647059,HIGH < NORMAL < LOW
RecentA,primary,3.0,,,LOW,85.0,13.465333327,0.1584156862,2.1005884909899706,68.23529411764706,0.4431034482068965,-0.4531358025555555,False,True,,,-0.1007424836313725,HIGH < NORMAL < LOW
RecentA,primary,3.0,,,NORMAL,41.0,2.902666667,0.0707967479756097,1.3538686607107178,51.21951219512195,0.5288253967619048,-0.41013333325,False,True,,,-0.1007424836313725,HIGH < NORMAL < LOW
RecentA,primary,3.0,,,HIGH,51.0,2.941333331,0.0576732025686274,1.2985923116404028,50.98039215686274,0.4919999998846153,-0.39402666664,False,True,,,-0.1007424836313725,HIGH < NORMAL < LOW
RecentA,primary,4.0,,,LOW,47.0,1.303846158,0.0277414076170212,1.2890518428445747,57.446808510638306,0.2153561254074074,-0.2255384614,False,True,,,-0.0122449042533849,HIGH < LOW < NORMAL
RecentA,primary,4.0,,,NORMAL,59.0,7.984615381999999,0.1353324641016949,2.8361931709383805,69.49152542372882,0.3008067541707317,-0.2557918552352941,False,True,,,-0.0122449042533849,HIGH < LOW < NORMAL
RecentA,primary,4.0,,,HIGH,55.0,0.852307685,0.0154965033636363,1.1505434768780645,54.54545454545454,0.217128205,-0.2264615385999999,False,True,,,-0.0122449042533849,HIGH < LOW < NORMAL
RecentA,primary,5.0,,,LOW,80.0,21.755555555,0.2719444444375,2.081947284094456,53.75,0.9735658914418606,-0.5434534534324325,False,True,,,-0.2136419753124999,NORMAL < HIGH < LOW
RecentA,primary,5.0,,,NORMAL,59.0,-1.5399999999999998,-0.0261016949152542,0.937020039075327,40.67796610169492,0.954675925875,-0.6986349206,False,True,,,-0.2136419753124999,NORMAL < HIGH < LOW
RecentA,primary,5.0,,,HIGH,72.0,4.197777777,0.058302469125,1.1828919978219186,44.44444444444444,0.84843750003125,-0.5738055556,False,True,,,-0.2136419753124999,NORMAL < HIGH < LOW
RecentA,primary,6.0,,,LOW,30.0,14.168,0.4722666666666666,2.3649325626204236,63.33333333333333,1.2919999999999998,-0.9436363636363636,False,True,,,-0.3193701149425287,HIGH < NORMAL < LOW
RecentA,primary,6.0,,,NORMAL,25.0,4.16,0.1664,1.3906103286384977,52.0,1.1392307692307693,-0.8875000000000001,False,True,,,-0.3193701149425287,HIGH < NORMAL < LOW
RecentA,primary,6.0,,,HIGH,29.0,4.434,0.1528965517241379,1.363740771123872,44.827586206896555,1.2787692307692309,-0.761875,False,True,,,-0.3193701149425287,HIGH < NORMAL < LOW
RecentA,primary,7.0,,,LOW,35.0,5.603076924,0.1600879121142857,3.6622807017064543,68.57142857142857,0.3211538462083333,-0.1913286713636363,False,True,,,-0.2612067932051948,HIGH < NORMAL < LOW
RecentA,primary,7.0,,,NORMAL,32.0,3.464615384,0.10826923075,1.7910080785388127,50.0,0.4902884615,-0.27375,False,True,,,-0.2612067932051948,HIGH < NORMAL < LOW
RecentA,primary,7.0,,,HIGH,33.0,-3.336923076,-0.1011188810909091,0.5387069332935536,51.51515151515152,0.2292307692352941,-0.4521153845625,False,True,,,-0.2612067932051948,HIGH < NORMAL < LOW
RecentA,primary,8.0,,,LOW,40.0,7.671428574,0.19178571435,1.8077617332199472,65.0,0.6603296703846154,-0.6783673468571428,False,True,,,-0.1402513229055555,HIGH < LOW < NORMAL
RecentA,primary,8.0,,,NORMAL,33.0,6.965714283,0.211082251,1.9180945204654132,63.63636363636363,0.6929931971428571,-0.63226190475,False,True,,,-0.1402513229055555,HIGH < LOW < NORMAL
RecentA,primary,8.0,,,HIGH,27.0,1.391428569,0.0515343914444444,1.1839818659391017,51.85185185185185,0.6395918365714286,-0.5817582417692307,False,True,,,-0.1402513229055555,HIGH < LOW < NORMAL
RecentA,primary,9.0,,,LOW,22.0,4.126666665999999,0.1875757575454545,1.5350043213885043,59.09090909090909,0.9107692307692308,-0.8570370371111111,False,False,,,0.4374242424545455,LOW < NORMAL < HIGH
RecentA,primary,9.0,,,NORMAL,17.0,6.440000001,0.3788235294705882,1.8632707776139408,47.05882352941176,1.7375000001249998,-0.8288888888888889,True,False,,,0.4374242424545455,LOW < NORMAL < HIGH
RecentA,primary,9.0,,,HIGH,18.0,11.25,0.625,3.5018532244253624,72.22222222222221,1.2112820513076925,-0.8993333334000001,True,False,,,0.4374242424545455,LOW < NORMAL < HIGH
RecentA,primary,10.0,,,LOW,28.0,1.06,0.0378571428571428,1.3235653235653235,60.71428571428571,0.2550588235294118,-0.2978181818181818,False,True,,,-0.0065238095238095,HIGH < LOW < NORMAL
RecentA,primary,10.0,,,NORMAL,21.0,1.316,0.0626666666666666,1.588025022341376,42.857142857142854,0.3948888888888888,-0.1865,False,True,,,-0.0065238095238095,HIGH < LOW < NORMAL
RecentA,primary,10.0,,,HIGH,21.0,0.658,0.0313333333333333,1.214751958224543,52.38095238095239,0.3383636363636363,-0.3064,False,True,,,-0.0065238095238095,HIGH < LOW < NORMAL
RecentA,primary,11.0,,,LOW,28.0,4.934545452,0.1762337661428571,2.1588385986671748,60.71428571428571,0.540748663,-0.3871074380909091,False,True,,,-0.2376190475238095,HIGH < NORMAL < LOW
RecentA,primary,11.0,,,NORMAL,21.0,2.1199999999999997,0.1009523809523809,1.3762504033255685,47.61904761904761,0.7754545454999999,-0.5122314050000001,False,True,,,-0.2376190475238095,HIGH < NORMAL < LOW
RecentA,primary,11.0,,,HIGH,21.0,-1.289090909,-0.0613852813809523,0.8242874845142151,42.857142857142854,0.6719191918888889,-0.6113636363333333,False,True,,,-0.2376190475238095,HIGH < NORMAL < LOW
RecentA,primary,12.0,,,LOW,29.0,11.556,0.3984827586206897,3.207028265851796,55.172413793103445,1.0495,-0.4363333333333333,False,True,,,-0.2050689655172414,HIGH < LOW < NORMAL
RecentA,primary,12.0,,,NORMAL,34.0,26.571,0.7815000000000001,6.141447368421052,79.41176470588235,1.1755185185185186,-0.7382857142857143,False,True,,,-0.2050689655172414,HIGH < LOW < NORMAL
RecentA,primary,12.0,,,HIGH,29.0,5.609,0.1934137931034482,1.708923154701719,51.72413793103448,0.9014,-0.5651428571428572,False,True,,,-0.2050689655172414,HIGH < LOW < NORMAL
RecentA,primary,13.0,,,LOW,12.0,-0.680000003,-0.0566666669166666,0.4913385810939301,50.0,0.109473684,-0.2228070178333333,True,False,,,0.2909356728055555,LOW < NORMAL < HIGH
RecentA,primary,13.0,,,NORMAL,17.0,3.389473685,0.199380805,3.965009210704886,70.58823529411765,0.37771929825,-0.2286315788,True,False,,,0.2909356728055555,LOW < NORMAL < HIGH
RecentA,primary,13.0,,,HIGH,9.0,2.108421053,0.2342690058888888,5.129896906235094,88.88888888888889,0.327368421125,-0.510526316,True,False,,,0.2909356728055555,LOW < NORMAL < HIGH
RecentA,primary,14.0,,,LOW,4.0,5.120000001,1.28000000025,inf,100.0,1.28000000025,,True,False,,,-0.5166666667500001,NORMAL < HIGH < LOW
RecentA,primary,14.0,,,NORMAL,5.0,2.324444446,0.4648888892,2.981060607949165,60.0,1.1659259263333337,-0.5866666665,True,False,,,-0.5166666667500001,NORMAL < HIGH < LOW
RecentA,primary,14.0,,,HIGH,2.0,1.526666667,0.7633333335,53.84615365443787,50.0,1.555555556,-0.028888889,True,False,,,-0.5166666667500001,NORMAL < HIGH < LOW
