Period,Method,StrategyNo,Group,Aggregation,Regime,Trades,TotalR,AvgR,PF,WinRate,AvgWinR,AvgLossR,LOW_SAMPLE,Eligible,EligibleStrategies,SameSignStrategies,HighMinusLowAvgR,RegimeOrder
Historical,robustness,4.0,,,LOW,165.0,4.014615382,0.0243310023151515,1.2505881786238564,52.121212121212125,0.2329695885348837,-0.2027945472405063,False,True,,,-0.0135432358573201,HIGH < LOW < NORMAL
Historical,robustness,4.0,,,NORMAL,162.0,8.437692302,0.052084520382716,1.5522327942790952,60.49382716049383,0.2420094190918367,-0.2425274725238095,False,True,,,-0.0135432358573201,HIGH < LOW < NORMAL
Historical,robustness,4.0,,,HIGH,166.0,1.790769232,0.0107877664578313,1.0938180060371725,57.22891566265061,0.2197732793473684,-0.2688407367042253,False,True,,,-0.0135432358573201,HIGH < LOW < NORMAL
Historical,robustness,5.0,,,LOW,226.0,22.830000002,0.1010176991238938,1.3820849449910408,54.86725663716814,0.6659767025241936,-0.5915951595148515,False,True,,,-0.0235894257905604,HIGH < LOW < NORMAL
Historical,robustness,5.0,,,NORMAL,213.0,25.761111108,0.1209441836056338,1.4248827150938734,51.173708920187785,0.7925891946697248,-0.5829914529903847,False,True,,,-0.0235894257905604,HIGH < LOW < NORMAL
Historical,robustness,5.0,,,HIGH,213.0,16.49222222,0.0774282733333333,1.2581256629709634,54.929577464788736,0.6870465337008547,-0.6655439814895833,False,True,,,-0.0235894257905604,HIGH < LOW < NORMAL
Historical,robustness,6.0,,,LOW,79.0,7.38,0.0934177215189873,1.2604828462515885,53.16455696202531,0.8502857142857143,-0.7657297297297297,False,True,,,-0.1463268124280782,HIGH < LOW < NORMAL
Historical,robustness,6.0,,,NORMAL,91.0,17.182,0.1888131868131868,1.5649000526038923,53.84615384615385,0.9713877551020408,-0.7241904761904762,False,True,,,-0.1463268124280782,HIGH < LOW < NORMAL
Historical,robustness,6.0,,,HIGH,88.0,-4.656000000000001,-0.0529090909090909,0.8816531950587159,42.04545454545455,0.9374594594594594,-0.7714117647058824,False,True,,,-0.1463268124280782,HIGH < LOW < NORMAL
Historical,robustness,7.0,,,LOW,97.0,3.569230769,0.0367961934948453,1.3529590749219147,56.70103092783505,0.2487552447818182,-0.2407692308095238,False,True,,,7.560132420226379e-05,NORMAL < LOW < HIGH
