Period,Method,Scope,Regime,Trades,TotalTrades,CoveragePct
RecentB,primary,25,INSUFFICIENT_TREND_HISTORY,0,173,0.0
RecentB,primary,26,LOW,29,87,33.33333333333333
RecentB,primary,26,NORMAL,19,87,21.839080459770116
RecentB,primary,26,HIGH,39,87,44.827586206896555
RecentB,primary,26,INSUFFICIENT_TREND_HISTORY,0,87,0.0
RecentB,primary,27,LOW,31,98,31.63265306122449
RecentB,primary,27,NORMAL,36,98,36.734693877551024
RecentB,primary,27,HIGH,31,98,31.63265306122449
RecentB,primary,27,INSUFFICIENT_TREND_HISTORY,0,98,0.0
RecentB,primary,28,LOW,32,98,32.6530612244898
RecentB,primary,28,NORMAL,45,98,45.91836734693878
RecentB,primary,28,HIGH,21,98,21.428571428571427
RecentB,primary,28,INSUFFICIENT_TREND_HISTORY,0,98,0.0
RecentB,robustness,Portfolio,LOW,961,2780,34.568345323741006
RecentB,robustness,Portfolio,NORMAL,951,2780,34.20863309352518
RecentB,robustness,Portfolio,HIGH,868,2780,31.22302158273381
RecentB,robustness,Portfolio,INSUFFICIENT_TREND_HISTORY,0,2780,0.0
RecentB,robustness,JPY,LOW,518,1605,32.27414330218068
RecentB,robustness,JPY,NORMAL,555,1605,34.57943925233645
RecentB,robustness,JPY,HIGH,532,1605,33.14641744548287
RecentB,robustness,JPY,INSUFFICIENT_TREND_HISTORY,0,1605,0.0
RecentB,robustness,AUD_nonJPY,LOW,443,1175,37.70212765957447
RecentB,robustness,AUD_nonJPY,NORMAL,396,1175,33.702127659574465
RecentB,robustness,AUD_nonJPY,HIGH,336,1175,28.595744680851066
RecentB,robustness,AUD_nonJPY,INSUFFICIENT_TREND_HISTORY,0,1175,0.0
RecentB,robustness,Long,LOW,566,1611,35.1334574798262
RecentB,robustness,Long,NORMAL,557,1611,34.574798261949105
RecentB,robustness,Long,HIGH,488,1611,30.291744258224707
RecentB,robustness,Long,INSUFFICIENT_TREND_HISTORY,0,1611,0.0
RecentB,robustness,Short,LOW,395,1169,33.78956372968349
RecentB,robustness,Short,NORMAL,394,1169,33.704020530367835
RecentB,robustness,Short,HIGH,380,1169,32.50641573994867
RecentB,robustness,Short,INSUFFICIENT_TREND_HISTORY,0,1169,0.0
RecentB,robustness,1,LOW,50,147,34.01360544217687
RecentB,robustness,1,NORMAL,48,147,32.6530612244898
RecentB,robustness,1,HIGH,49,147,33.33333333333333
RecentB,robustness,1,INSUFFICIENT_TREND_HISTORY,0,147,0.0
RecentB,robustness,2,LOW,58,172,33.72093023255814
RecentB,robustness,2,NORMAL,59,172,34.30232558139535
RecentB,robustness,2,HIGH,55,172,31.976744186046513
RecentB,robustness,2,INSUFFICIENT_TREND_HISTORY,0,172,0.0
RecentB,robustness,3,LOW,58,173,33.52601156069364
RecentB,robustness,3,NORMAL,59,173,34.104046242774565
RecentB,robustness,3,HIGH,56,173,32.369942196531795
RecentB,robustness,3,INSUFFICIENT_TREND_HISTORY,0,173,0.0
RecentB,robustness,4,LOW,53,161,32.91925465838509
RecentB,robustness,4,NORMAL,67,161,41.61490683229814
RecentB,robustness,4,HIGH,41,161,25.465838509316768
RecentB,robustness,4,INSUFFICIENT_TREND_HISTORY,0,161,0.0
RecentB,robustness,5,LOW,66,219,30.136986301369863
RecentB,robustness,5,NORMAL,80,219,36.5296803652968
RecentB,robustness,5,HIGH,73,219,33.33333333333333
RecentB,robustness,5,INSUFFICIENT_TREND_HISTORY,0,219,0.0
RecentB,robustness,6,LOW,33,84,39.285714285714285
RecentB,robustness,6,NORMAL,27,84,32.142857142857146
RecentB,robustness,6,HIGH,24,84,28.57142857142857
RecentB,robustness,6,INSUFFICIENT_TREND_HISTORY,0,84,0.0
RecentB,robustness,7,LOW,43,101,42.57425742574257
RecentB,robustness,7,NORMAL,30,101,29.7029702970297
RecentB,robustness,7,HIGH,28,101,27.722772277227726
RecentB,robustness,7,INSUFFICIENT_TREND_HISTORY,0,101,0.0
RecentB,robustness,8,LOW,33,100,33.0
RecentB,robustness,8,NORMAL,35,100,35.0
RecentB,robustness,8,HIGH,32,100,32.0
RecentB,robustness,8,INSUFFICIENT_TREND_HISTORY,0,100,0.0
RecentB,robustness,9,LOW,20,57,35.08771929824561
RecentB,robustness,9,NORMAL,17,57,29.82456140350877
RecentB,robustness,9,HIGH,20,57,35.08771929824561
RecentB,robustness,9,INSUFFICIENT_TREND_HISTORY,0,57,0.0
RecentB,robustness,10,LOW,14,69,20.28985507246377
RecentB,robustness,10,NORMAL,27,69,39.130434782608695
RecentB,robustness,10,HIGH,28,69,40.57971014492754
RecentB,robustness,10,INSUFFICIENT_TREND_HISTORY,0,69,0.0
RecentB,robustness,11,LOW,14,70,20.0
RecentB,robustness,11,NORMAL,28,70,40.0
RecentB,robustness,11,HIGH,28,70,40.0
RecentB,robustness,11,INSUFFICIENT_TREND_HISTORY,0,70,0.0
RecentB,robustness,12,LOW,34,94,36.17021276595745
RecentB,robustness,12,NORMAL,29,94,30.851063829787233
RecentB,robustness,12,HIGH,31,94,32.97872340425532
RecentB,robustness,12,INSUFFICIENT_TREND_HISTORY,0,94,0.0
RecentB,robustness,13,LOW,15,38,39.473684210526315
RecentB,robustness,13,NORMAL,13,38,34.21052631578947
RecentB,robustness,13,HIGH,10,38,26.31578947368421
RecentB,robustness,13,INSUFFICIENT_TREND_HISTORY,0,38,0.0
RecentB,robustness,14,LOW,4,13,30.76923076923077
RecentB,robustness,14,NORMAL,7,13,53.84615384615385
RecentB,robustness,14,HIGH,2,13,15.384615384615385
RecentB,robustness,14,INSUFFICIENT_TREND_HISTORY,0,13,0.0
RecentB,robustness,15,LOW,5,11,45.45454545454545
RecentB,robustness,15,NORMAL,0,11,0.0
RecentB,robustness,15,HIGH,6,11,54.54545454545454
RecentB,robustness,15,INSUFFICIENT_TREND_HISTORY,0,11,0.0
RecentB,robustness,16,LOW,2,9,22.22222222222222
RecentB,robustness,16,NORMAL,3,9,33.33333333333333
RecentB,robustness,16,HIGH,4,9,44.44444444444444
RecentB,robustness,16,INSUFFICIENT_TREND_HISTORY,0,9,0.0
RecentB,robustness,17,LOW,22,54,40.74074074074074
RecentB,robustness,17,NORMAL,20,54,37.03703703703704
RecentB,robustness,17,HIGH,12,54,22.22222222222222
RecentB,robustness,17,INSUFFICIENT_TREND_HISTORY,0,54,0.0
RecentB,robustness,18,LOW,69,167,41.31736526946108
RecentB,robustness,18,NORMAL,51,167,30.538922155688624
RecentB,robustness,18,HIGH,47,167,28.143712574850298
RecentB,robustness,18,INSUFFICIENT_TREND_HISTORY,0,167,0.0
RecentB,robustness,19,LOW,47,107,43.925233644859816
RecentB,robustness,19,NORMAL,38,107,35.51401869158878
RecentB,robustness,19,HIGH,22,107,20.5607476635514
RecentB,robustness,19,INSUFFICIENT_TREND_HISTORY,0,107,0.0
RecentB,robustness,20,LOW,53,141,37.5886524822695
RecentB,robustness,20,NORMAL,42,141,29.78723404255319
RecentB,robustness,20,HIGH,46,141,32.62411347517731
RecentB,robustness,20,INSUFFICIENT_TREND_HISTORY,0,141,0.0
RecentB,robustness,21,LOW,37,102,36.27450980392157
RecentB,robustness,21,NORMAL,29,102,28.431372549019606
RecentB,robustness,21,HIGH,36,102,35.294117647058826
RecentB,robustness,21,INSUFFICIENT_TREND_HISTORY,0,102,0.0
RecentB,robustness,22,LOW,25,79,31.645569620253166
RecentB,robustness,22,NORMAL,28,79,35.44303797468354
RecentB,robustness,22,HIGH,26,79,32.91139240506329
RecentB,robustness,22,INSUFFICIENT_TREND_HISTORY,0,79,0.0
RecentB,robustness,23,LOW,30,78,38.46153846153847
RecentB,robustness,23,NORMAL,27,78,34.61538461538461
RecentB,robustness,23,HIGH,21,78,26.923076923076923
RecentB,robustness,23,INSUFFICIENT_TREND_HISTORY,0,78,0.0
RecentB,robustness,24,LOW,30,78,38.46153846153847
RecentB,robustness,24,NORMAL,27,78,34.61538461538461
RecentB,robustness,24,HIGH,21,78,26.923076923076923
RecentB,robustness,24,INSUFFICIENT_TREND_HISTORY,0,78,0.0
RecentB,robustness,25,LOW,66,173,38.15028901734104
RecentB,robustness,25,NORMAL,68,173,39.30635838150289
RecentB,robustness,25,HIGH,39,173,22.54335260115607
RecentB,robustness,25,INSUFFICIENT_TREND_HISTORY,0,173,0.0
RecentB,robustness,26,LOW,16,87,18.39080459770115
RecentB,robustness,26,NORMAL,26,87,29.88505747126437
RecentB,robustness,26,HIGH,45,87,51.724137931034484
RecentB,robustness,26,INSUFFICIENT_TREND_HISTORY,0,87,0.0
RecentB,robustness,27,LOW,33,98,33.6734693877551
RecentB,robustness,27,NORMAL,40,98,40.816326530612244
RecentB,robustness,27,HIGH,25,98,25.510204081632654
RecentB,robustness,27,INSUFFICIENT_TREND_HISTORY,0,98,0.0
RecentB,robustness,28,LOW,31,98,31.63265306122449
RecentB,robustness,28,NORMAL,26,98,26.53061224489796
RecentB,robustness,28,HIGH,41,98,41.83673469387755
RecentB,robustness,28,INSUFFICIENT_TREND_HISTORY,0,98,0.0
Monitor2026,primary,Portfolio,LOW,277,995,27.839195979899493
Monitor2026,primary,Portfolio,NORMAL,377,995,37.88944723618091
Monitor2026,primary,Portfolio,HIGH,341,995,34.2713567839196
Monitor2026,primary,Portfolio,INSUFFICIENT_TREND_HISTORY,0,995,0.0
Monitor2026,primary,JPY,LOW,136,568,23.943661971830984
Monitor2026,primary,JPY,NORMAL,257,568,45.24647887323944
Monitor2026,primary,JPY,HIGH,175,568,30.809859154929576
Monitor2026,primary,JPY,INSUFFICIENT_TREND_HISTORY,0,568,0.0
Monitor2026,primary,AUD_nonJPY,LOW,141,427,33.021077283372364
Monitor2026,primary,AUD_nonJPY,NORMAL,120,427,28.10304449648712
Monitor2026,primary,AUD_nonJPY,HIGH,166,427,38.875878220140514
Monitor2026,primary,AUD_nonJPY,INSUFFICIENT_TREND_HISTORY,0,427,0.0
Monitor2026,primary,Long,LOW,170,571,29.772329246935204
Monitor2026,primary,Long,NORMAL,220,571,38.528896672504374
Monitor2026,primary,Long,HIGH,181,571,31.698774080560423
Monitor2026,primary,Long,INSUFFICIENT_TREND_HISTORY,0,571,0.0
Monitor2026,primary,Short,LOW,107,424,25.235849056603776
Monitor2026,primary,Short,NORMAL,157,424,37.028301886792455
Monitor2026,primary,Short,HIGH,160,424,37.735849056603776
Monitor2026,primary,Short,INSUFFICIENT_TREND_HISTORY,0,424,0.0
Monitor2026,primary,1,LOW,18,48,37.5
Monitor2026,primary,1,NORMAL,20,48,41.66666666666667
Monitor2026,primary,1,HIGH,10,48,20.833333333333336
Monitor2026,primary,1,INSUFFICIENT_TREND_HISTORY,0,48,0.0
Monitor2026,primary,2,LOW,22,58,37.93103448275862
Monitor2026,primary,2,NORMAL,26,58,44.827586206896555
Monitor2026,primary,2,HIGH,10,58,17.24137931034483
Monitor2026,primary,2,INSUFFICIENT_TREND_HISTORY,0,58,0.0
Monitor2026,primary,3,LOW,22,58,37.93103448275862
Monitor2026,primary,3,NORMAL,26,58,44.827586206896555
Monitor2026,primary,3,HIGH,10,58,17.24137931034483
Monitor2026,primary,3,INSUFFICIENT_TREND_HISTORY,0,58,0.0
Monitor2026,primary,4,LOW,14,62,22.58064516129032
Monitor2026,primary,4,NORMAL,22,62,35.483870967741936
Monitor2026,primary,4,HIGH,26,62,41.935483870967744
Monitor2026,primary,4,INSUFFICIENT_TREND_HISTORY,0,62,0.0
Monitor2026,primary,5,LOW,18,79,22.78481012658228
Monitor2026,primary,5,NORMAL,32,79,40.50632911392405
Monitor2026,primary,5,HIGH,29,79,36.708860759493675
Monitor2026,primary,5,INSUFFICIENT_TREND_HISTORY,0,79,0.0
Monitor2026,primary,6,LOW,10,28,35.714285714285715
Monitor2026,primary,6,NORMAL,9,28,32.142857142857146
Monitor2026,primary,6,HIGH,9,28,32.142857142857146
Monitor2026,primary,6,INSUFFICIENT_TREND_HISTORY,0,28,0.0
Monitor2026,primary,7,LOW,10,36,27.77777777777778
Monitor2026,primary,7,NORMAL,13,36,36.11111111111111
Monitor2026,primary,7,HIGH,13,36,36.11111111111111
Monitor2026,primary,7,INSUFFICIENT_TREND_HISTORY,0,36,0.0
Monitor2026,primary,8,LOW,3,36,8.333333333333332
Monitor2026,primary,8,NORMAL,19,36,52.77777777777778
Monitor2026,primary,8,HIGH,14,36,38.88888888888889
Monitor2026,primary,8,INSUFFICIENT_TREND_HISTORY,0,36,0.0
Monitor2026,primary,9,LOW,2,20,10.0
Monitor2026,primary,9,NORMAL,10,20,50.0
Monitor2026,primary,9,HIGH,8,20,40.0
Monitor2026,primary,9,INSUFFICIENT_TREND_HISTORY,0,20,0.0
Monitor2026,primary,10,LOW,3,25,12.0
Monitor2026,primary,10,NORMAL,14,25,56.00000000000001
Monitor2026,primary,10,HIGH,8,25,32.0
Monitor2026,primary,10,INSUFFICIENT_TREND_HISTORY,0,25,0.0
Monitor2026,primary,11,LOW,3,25,12.0
Monitor2026,primary,11,NORMAL,14,25,56.00000000000001
Monitor2026,primary,11,HIGH,8,25,32.0
Monitor2026,primary,11,INSUFFICIENT_TREND_HISTORY,0,25,0.0
Monitor2026,primary,12,LOW,2,33,6.0606060606060606
Monitor2026,primary,12,NORMAL,22,33,66.66666666666666
Monitor2026,primary,12,HIGH,9,33,27.27272727272727
Monitor2026,primary,12,INSUFFICIENT_TREND_HISTORY,0,33,0.0
Monitor2026,primary,13,LOW,2,15,13.333333333333334
Monitor2026,primary,13,NORMAL,7,15,46.666666666666664
Monitor2026,primary,13,HIGH,6,15,40.0
Monitor2026,primary,13,INSUFFICIENT_TREND_HISTORY,0,15,0.0
Monitor2026,primary,14,LOW,1,6,16.666666666666664
Monitor2026,primary,14,NORMAL,1,6,16.666666666666664
Monitor2026,primary,14,HIGH,4,6,66.66666666666666
Monitor2026,primary,14,INSUFFICIENT_TREND_HISTORY,0,6,0.0
Monitor2026,primary,15,LOW,0,5,0.0
Monitor2026,primary,15,NORMAL,0,5,0.0
Monitor2026,primary,15,HIGH,5,5,100.0
Monitor2026,primary,15,INSUFFICIENT_TREND_HISTORY,0,5,0.0
Monitor2026,primary,16,LOW,1,4,25.0
Monitor2026,primary,16,NORMAL,1,4,25.0
Monitor2026,primary,16,HIGH,2,4,50.0
Monitor2026,primary,16,INSUFFICIENT_TREND_HISTORY,0,4,0.0
Monitor2026,primary,17,LOW,6,19,31.57894736842105
Monitor2026,primary,17,NORMAL,5,19,26.31578947368421
Monitor2026,primary,17,HIGH,8,19,42.10526315789473
Monitor2026,primary,17,INSUFFICIENT_TREND_HISTORY,0,19,0.0
Monitor2026,primary,18,LOW,20,61,32.78688524590164
Monitor2026,primary,18,NORMAL,16,61,26.229508196721312
Monitor2026,primary,18,HIGH,25,61,40.98360655737705
Monitor2026,primary,18,INSUFFICIENT_TREND_HISTORY,0,61,0.0
Monitor2026,primary,19,LOW,14,44,31.818181818181817
Monitor2026,primary,19,NORMAL,16,44,36.36363636363637
Monitor2026,primary,19,HIGH,14,44,31.818181818181817
Monitor2026,primary,19,INSUFFICIENT_TREND_HISTORY,0,44,0.0
Monitor2026,primary,20,LOW,17,54,31.48148148148148
Monitor2026,primary,20,NORMAL,16,54,29.629629629629626
Monitor2026,primary,20,HIGH,21,54,38.88888888888889
Monitor2026,primary,20,INSUFFICIENT_TREND_HISTORY,0,54,0.0
Monitor2026,primary,21,LOW,14,35,40.0
Monitor2026,primary,21,NORMAL,10,35,28.57142857142857
Monitor2026,primary,21,HIGH,11,35,31.428571428571427
Monitor2026,primary,21,INSUFFICIENT_TREND_HISTORY,0,35,0.0
Monitor2026,primary,22,LOW,12,29,41.37931034482759
Monitor2026,primary,22,NORMAL,8,29,27.586206896551722
Monitor2026,primary,22,HIGH,9,29,31.03448275862069
Monitor2026,primary,22,INSUFFICIENT_TREND_HISTORY,0,29,0.0
Monitor2026,primary,23,LOW,11,27,40.74074074074074
Monitor2026,primary,23,NORMAL,7,27,25.925925925925924
Monitor2026,primary,23,HIGH,9,27,33.33333333333333
Monitor2026,primary,23,INSUFFICIENT_TREND_HISTORY,0,27,0.0
Monitor2026,primary,24,LOW,11,27,40.74074074074074
Monitor2026,primary,24,NORMAL,7,27,25.925925925925924
Monitor2026,primary,24,HIGH,9,27,33.33333333333333
Monitor2026,primary,24,INSUFFICIENT_TREND_HISTORY,0,27,0.0
Monitor2026,primary,25,LOW,12,61,19.672131147540984
Monitor2026,primary,25,NORMAL,15,61,24.59016393442623
Monitor2026,primary,25,HIGH,34,61,55.73770491803278
Monitor2026,primary,25,INSUFFICIENT_TREND_HISTORY,0,61,0.0
Monitor2026,primary,26,LOW,5,30,16.666666666666664
Monitor2026,primary,26,NORMAL,21,30,70.0
Monitor2026,primary,26,HIGH,4,30,13.333333333333334
Monitor2026,primary,26,INSUFFICIENT_TREND_HISTORY,0,30,0.0
Monitor2026,primary,27,LOW,10,35,28.57142857142857
Monitor2026,primary,27,NORMAL,13,35,37.142857142857146
Monitor2026,primary,27,HIGH,12,35,34.285714285714285
Monitor2026,primary,27,INSUFFICIENT_TREND_HISTORY,0,35,0.0
Monitor2026,primary,28,LOW,14,35,40.0
Monitor2026,primary,28,NORMAL,7,35,20.0
Monitor2026,primary,28,HIGH,14,35,40.0
Monitor2026,primary,28,INSUFFICIENT_TREND_HISTORY,0,35,0.0
Monitor2026,robustness,Portfolio,LOW,245,995,24.623115577889447
Monitor2026,robustness,Portfolio,NORMAL,343,995,34.472361809045225
Monitor2026,robustness,Portfolio,HIGH,407,995,40.904522613065325
Monitor2026,robustness,Portfolio,INSUFFICIENT_TREND_HISTORY,0,995,0.0
Monitor2026,robustness,JPY,LOW,159,568,27.992957746478876
Monitor2026,robustness,JPY,NORMAL,202,568,35.563380281690144
Monitor2026,robustness,JPY,HIGH,207,568,36.443661971830984
Monitor2026,robustness,JPY,INSUFFICIENT_TREND_HISTORY,0,568,0.0
Monitor2026,robustness,AUD_nonJPY,LOW,86,427,20.140515222482435
Monitor2026,robustness,AUD_nonJPY,NORMAL,141,427,33.021077283372364
Monitor2026,robustness,AUD_nonJPY,HIGH,200,427,46.8384074941452
Monitor2026,robustness,AUD_nonJPY,INSUFFICIENT_TREND_HISTORY,0,427,0.0
Monitor2026,robustness,Long,LOW,157,571,27.495621716287218
Monitor2026,robustness,Long,NORMAL,201,571,35.20140105078809
Monitor2026,robustness,Long,HIGH,213,571,37.3029772329247
Monitor2026,robustness,Long,INSUFFICIENT_TREND_HISTORY,0,571,0.0
Monitor2026,robustness,Short,LOW,88,424,20.754716981132077
Monitor2026,robustness,Short,NORMAL,142,424,33.490566037735846
Monitor2026,robustness,Short,HIGH,194,424,45.75471698113208
Monitor2026,robustness,Short,INSUFFICIENT_TREND_HISTORY,0,424,0.0
Monitor2026,robustness,1,LOW,14,48,29.166666666666668
Monitor2026,robustness,1,NORMAL,18,48,37.5
Monitor2026,robustness,1,HIGH,16,48,33.33333333333333
Monitor2026,robustness,1,INSUFFICIENT_TREND_HISTORY,0,48,0.0
Monitor2026,robustness,2,LOW,20,58,34.48275862068966
Monitor2026,robustness,2,NORMAL,20,58,34.48275862068966
Monitor2026,robustness,2,HIGH,18,58,31.03448275862069
Monitor2026,robustness,2,INSUFFICIENT_TREND_HISTORY,0,58,0.0
Monitor2026,robustness,3,LOW,20,58,34.48275862068966
Monitor2026,robustness,3,NORMAL,20,58,34.48275862068966
Monitor2026,robustness,3,HIGH,18,58,31.03448275862069
Monitor2026,robustness,3,INSUFFICIENT_TREND_HISTORY,0,58,0.0
Monitor2026,robustness,4,LOW,14,62,22.58064516129032
Monitor2026,robustness,4,NORMAL,24,62,38.70967741935484
Monitor2026,robustness,4,HIGH,24,62,38.70967741935484
Monitor2026,robustness,4,INSUFFICIENT_TREND_HISTORY,0,62,0.0
Monitor2026,robustness,5,LOW,18,79,22.78481012658228
Monitor2026,robustness,5,NORMAL,34,79,43.037974683544306
Monitor2026,robustness,5,HIGH,27,79,34.177215189873415
Monitor2026,robustness,5,INSUFFICIENT_TREND_HISTORY,0,79,0.0
Monitor2026,robustness,6,LOW,4,28,14.285714285714285
Monitor2026,robustness,6,NORMAL,13,28,46.42857142857143
Monitor2026,robustness,6,HIGH,11,28,39.285714285714285
Monitor2026,robustness,6,INSUFFICIENT_TREND_HISTORY,0,28,0.0
Monitor2026,robustness,7,LOW,6,36,16.666666666666664
Monitor2026,robustness,7,NORMAL,17,36,47.22222222222222
Monitor2026,robustness,7,HIGH,13,36,36.11111111111111
Monitor2026,robustness,7,INSUFFICIENT_TREND_HISTORY,0,36,0.0
Monitor2026,robustness,8,LOW,12,36,33.33333333333333
Monitor2026,robustness,8,NORMAL,13,36,36.11111111111111
Monitor2026,robustness,8,HIGH,11,36,30.555555555555557
Monitor2026,robustness,8,INSUFFICIENT_TREND_HISTORY,0,36,0.0
Monitor2026,robustness,9,LOW,7,20,35.0
Monitor2026,robustness,9,NORMAL,5,20,25.0
Monitor2026,robustness,9,HIGH,8,20,40.0
Monitor2026,robustness,9,INSUFFICIENT_TREND_HISTORY,0,20,0.0
Monitor2026,robustness,10,LOW,9,25,36.0
Monitor2026,robustness,10,NORMAL,7,25,28.000000000000004
Monitor2026,robustness,10,HIGH,9,25,36.0
Monitor2026,robustness,10,INSUFFICIENT_TREND_HISTORY,0,25,0.0
Monitor2026,robustness,11,LOW,9,25,36.0
Monitor2026,robustness,11,NORMAL,7,25,28.000000000000004
Monitor2026,robustness,11,HIGH,9,25,36.0
Monitor2026,robustness,11,INSUFFICIENT_TREND_HISTORY,0,25,0.0
Monitor2026,robustness,12,LOW,6,33,18.181818181818183
Monitor2026,robustness,12,NORMAL,10,33,30.303030303030305
Monitor2026,robustness,12,HIGH,17,33,51.515151515151516
Monitor2026,robustness,12,INSUFFICIENT_TREND_HISTORY,0,33,0.0
Monitor2026,robustness,13,LOW,2,15,13.333333333333334
Monitor2026,robustness,13,NORMAL,5,15,33.33333333333333
Monitor2026,robustness,13,HIGH,8,15,53.333333333333336
Monitor2026,robustness,13,INSUFFICIENT_TREND_HISTORY,0,15,0.0
Monitor2026,robustness,14,LOW,2,6,33.33333333333333
Monitor2026,robustness,14,NORMAL,2,6,33.33333333333333
Monitor2026,robustness,14,HIGH,2,6,33.33333333333333
Monitor2026,robustness,14,INSUFFICIENT_TREND_HISTORY,0,6,0.0
Monitor2026,robustness,15,LOW,0,5,0.0
Monitor2026,robustness,15,NORMAL,0,5,0.0
Monitor2026,robustness,15,HIGH,5,5,100.0
Monitor2026,robustness,15,INSUFFICIENT_TREND_HISTORY,0,5,0.0
Monitor2026,robustness,16,LOW,1,4,25.0
Monitor2026,robustness,16,NORMAL,1,4,25.0
Monitor2026,robustness,16,HIGH,2,4,50.0
Monitor2026,robustness,16,INSUFFICIENT_TREND_HISTORY,0,4,0.0
Monitor2026,robustness,17,LOW,4,19,21.052631578947366
Monitor2026,robustness,17,NORMAL,7,19,36.84210526315789
Monitor2026,robustness,17,HIGH,8,19,42.10526315789473
Monitor2026,robustness,17,INSUFFICIENT_TREND_HISTORY,0,19,0.0
Monitor2026,robustness,18,LOW,11,61,18.0327868852459
Monitor2026,robustness,18,NORMAL,21,61,34.42622950819672
Monitor2026,robustness,18,HIGH,29,61,47.540983606557376
Monitor2026,robustness,18,INSUFFICIENT_TREND_HISTORY,0,61,0.0
Monitor2026,robustness,19,LOW,13,44,29.545454545454547
Monitor2026,robustness,19,NORMAL,13,44,29.545454545454547
Monitor2026,robustness,19,HIGH,18,44,40.909090909090914
Monitor2026,robustness,19,INSUFFICIENT_TREND_HISTORY,0,44,0.0
Monitor2026,robustness,20,LOW,8,54,14.814814814814813
Monitor2026,robustness,20,NORMAL,16,54,29.629629629629626
Monitor2026,robustness,20,HIGH,30,54,55.55555555555556
Monitor2026,robustness,20,INSUFFICIENT_TREND_HISTORY,0,54,0.0
Monitor2026,robustness,21,LOW,10,35,28.57142857142857
Monitor2026,robustness,21,NORMAL,10,35,28.57142857142857
Monitor2026,robustness,21,HIGH,15,35,42.857142857142854
Monitor2026,robustness,21,INSUFFICIENT_TREND_HISTORY,0,35,0.0
Monitor2026,robustness,22,LOW,6,29,20.689655172413794
Monitor2026,robustness,22,NORMAL,9,29,31.03448275862069
Monitor2026,robustness,22,HIGH,14,29,48.275862068965516
Monitor2026,robustness,22,INSUFFICIENT_TREND_HISTORY,0,29,0.0
Monitor2026,robustness,23,LOW,7,27,25.925925925925924
Monitor2026,robustness,23,NORMAL,7,27,25.925925925925924
Monitor2026,robustness,23,HIGH,13,27,48.148148148148145
Monitor2026,robustness,23,INSUFFICIENT_TREND_HISTORY,0,27,0.0
Monitor2026,robustness,24,LOW,7,27,25.925925925925924
Monitor2026,robustness,24,NORMAL,7,27,25.925925925925924
Monitor2026,robustness,24,HIGH,13,27,48.148148148148145
Monitor2026,robustness,24,INSUFFICIENT_TREND_HISTORY,0,27,0.0
Monitor2026,robustness,25,LOW,13,61,21.311475409836063
Monitor2026,robustness,25,NORMAL,25,61,40.98360655737705
Monitor2026,robustness,25,HIGH,23,61,37.704918032786885
Monitor2026,robustness,25,INSUFFICIENT_TREND_HISTORY,0,61,0.0
Monitor2026,robustness,26,LOW,15,30,50.0
Monitor2026,robustness,26,NORMAL,6,30,20.0
Monitor2026,robustness,26,HIGH,9,30,30.0
Monitor2026,robustness,26,INSUFFICIENT_TREND_HISTORY,0,30,0.0
Monitor2026,robustness,27,LOW,2,35,5.714285714285714
Monitor2026,robustness,27,NORMAL,14,35,40.0
Monitor2026,robustness,27,HIGH,19,35,54.285714285714285
Monitor2026,robustness,27,INSUFFICIENT_TREND_HISTORY,0,35,0.0
Monitor2026,robustness,28,LOW,5,35,14.285714285714285
Monitor2026,robustness,28,NORMAL,12,35,34.285714285714285
Monitor2026,robustness,28,HIGH,18,35,51.42857142857142
Monitor2026,robustness,28,INSUFFICIENT_TREND_HISTORY,0,35,0.0
