Method,Candidate,Period,Trades,StartCapital,FinalCapital,NetProfitJPY,ReturnPct,MaxDDJPY,MaxDDPct,WorstDayPct,WorstWeekPct,MoneyRoMD,MoneyPF,SkippedTrades,MeanNominalRiskPct,MeanExecutedRiskPct,MeanNominalRiskDeltaVsR0,FinalCapitalDeltaVsR0
robustness,R2_MODERATE,ALL,16298,500000,130567854851.1635667102893765568387330376,130567354851.1635667102893765568387330376,26113470.97023271334205787531136774660752,18338283809.9135593726048223333652766125,23.65158569174652597721799994563078299057,-15.00000000000000000000000000000000000010,-13.01025214785214785214785214785214785214,7.119933152118612466766607118318205346743,1.297420962840377077529165108439707923687,0,0.8667075714811633329242851883666707571481,0.8667075714811633329242851883666707571481,-0.0332924285188366670757148116333292428519,67358422541.26225313142912701687516826326
robustness,R2_MODERATE,Historical,9756,500000,454359437.0672079917813711569149372280218,453859437.0672079917813711569149372280218,90771.88741344159835627423138298744560436,31140789.0566669397080491054435018099557,23.65158569174652597721799994563078299057,-15.00000000000000000000000000000000000010,-13.01025214785214785214785214785214785214,14.57443599907887066518283673707715148856,1.326396984034180345174640403960584416454,0,0.8620336203362033620336203362033620336203,0.8620336203362033620336203362033620336203,-0.0379663796637966379663796637966379663797,126040317.9226132578677070890870556685333
robustness,R2_MODERATE,RecentA,2767,500000,10249026.93502980598974159361916466499040,9749026.93502980598974159361916466499040,1949.805387005961197948318723832932998080,763446.327612024117677082335644770430078,14.00601907840641302932413648177589469184,-7.515014557922241839093632942774746770106,-9.124184126984126984126984126984126984122,12.76976073160727177751187176380562666605,1.607134139999781028186647091579844622396,0,0.9116371521503433321286591976870256595591,0.9116371521503433321286591976870256595591,0.0116371521503433321286591976870256595591,2309236.762539472701832928848096825235468
robustness,R2_MODERATE,RecentB,2780,500000,5714126.670572567466934016212920404645254,5214126.670572567466934016212920404645254,1042.825334114513493386803242584080929051,575192.301019436282279470675983130762263,15.63059574538207279833569868830251963422,-4.314975988001576532181236168203467477680,-7.289257842157842157842157842157842157843,9.065014711308483390387852482027751351364,1.485773615829614366398200179044016613987,0,0.8484172661870503597122302158273381294964,0.8484172661870503597122302158273381294964,-0.0515827338129496402877697841726618705036,496883.045124313619647748066141942775018
robustness,R2_MODERATE,Monitor2026,995,500000,613358.2782228526456110096827544547056804,113358.2782228526456110096827544547056804,22.67165564457052912220193655089094113608,86146.3045098834155847685290515887429596,13.17411742525386388092799158180294950468,-5.258215399428563128473400908230876453998,-5.849677777777777777777777777777777777785,1.315880917559815321418685952349904066048,1.108171554101522031518975156982568010102,0,0.8386934673366834170854271356783919597990,0.8386934673366834170854271356783919597990,-0.0613065326633165829145728643216080402010,32399.1410510080925017929036981963619331
robustness,F1_Q1_OFF,ALL,12199,500000,13471229845.52919834865535052179369729830,13470729845.52919834865535052179369729830,2694145.969105839669731070104358739459660,1091515637.29368298306477722340641499887,19.65832036673067518847677639840166119701,-10.79999999999999999999999999999999999998,-13.01025214785214785214785214785214785214,12.34130724771720922329471397206268913665,1.388091235688881292970534932296625554466,4099,0.6736470732605227635292673947723647073261,0.90,-0.2263529267394772364707326052276352926739,-49738202464.37211523020489901816986747604
robustness,F1_Q1_OFF,Historical,7428,500000,129573083.9262665929929294670628611640093,129073083.9262665929929294670628611640093,25814.61678525331859858589341257223280186,8877876.89818724287516633016271961145759,19.65832036673067518847677639840166119701,-10.79999999999999999999999999999999999998,-13.01025214785214785214785214785214785214,14.53873323616615874149434862523015352566,1.359422564820542579905819035140923025565,2328,0.6852398523985239852398523985239852398524,0.90,-0.2147601476014760147601476014760147601476,-198746035.2183281409207346007650203954792
robustness,F1_Q1_OFF,RecentA,2135,500000,6204498.828306705409717649434528729770838,5704498.828306705409717649434528729770838,1140.899765661341081943529886905745954168,287143.302227670270307620231220570166696,10.79935310486842701164908839399020948576,-6.490603286135068624977082355813707143264,-7.509234865134865134865134865134865134833,19.86638303610411436256696883150514743925,1.737708588452884107255223292543629258591,632,0.6944344054933140585471629924105529454283,0.90,-0.2055655945066859414528370075894470545717,-1735291.344183627878191015336539109984094
robustness,F1_Q1_OFF,RecentB,1929,500000,3186142.312155709963767782750085980530830,2686142.312155709963767782750085980530830,537.2284624311419927535565500171961061660,297673.977719845618668734711591853684405,13.52591475022862953210433049659964630544,-3.621646152909357972130383720104346517476,-5.991846563962353436037646563962353436008,9.023772694984307363289497372510082501843,1.516164113146267010797914242131872732047,851,0.6244964028776978417266187050359712230216,0.90,-0.2755035971223021582733812949640287769784,-2031101.313292543883518485396692481339406
robustness,F1_Q1_OFF,Monitor2026,707,500000,657401.3426946525452788645971453467699095,157401.3426946525452788645971453467699095,31.48026853893050905577291942906935398190,53266.3946615995155083291537810698941841,8.669379595891545029931412570840810250231,-3.828794615241260181381676723415650942855,-4.245554445554445554445554445554445554448,2.954983976194006643176066171439402281928,1.206594089064239502161615386662325816534,288,0.6394974874371859296482412060301507537688,0.90,-0.2605025125628140703517587939698492462312,76442.2055228079921696478180890884261622
