Status,Branch,PlanSHA,ImplementationSHA,Phase2SHA,RunJST,BaselineHash,BaselineTrades,Strategies,SourceM1Files,Validation,IndependentVerification,FreshOOS,BaselineRecalculated,LiveChanged,MaxSavedRDifference,Python,Pandas,Numpy,OutputHashes
COMPLETED,research/volatility-environment-phase3-risk-allocation,a7f55489a36ebe353f74e4571222ae16ae0615cd,ddbf4611053bb4cbdf2112e8bedb18461a357d01,0f8d134a41fe84fb1e79cdf43a91b7c2f77f67dc,2026-09-15T14:12:20.511737+09:00,cc32f32e3df57cb03416d111e3cf848fb6b2edc7f193b6da90201a2462420359,16298,28,56,PASS,PASS,False,False,False,4.736842105263157895E-10,3.12.14,2.2.3,2.3.5,"{""volatility_phase3_constraint_status.csv"": ""3f90183df8984a71e06a026358fe9b30731cfe0b0e17ab80e48636928c668830"", ""volatility_phase3_decision.csv"": ""f581a58f5ad36a8faa1917e39a5f9b1411b389a224b69296c435b5e56d706622"", ""volatility_phase3_feature_manual_audit.csv"": ""eb2e8e52c24f9b98a11befa2282e4f62cc0aca7e482093f9f0405138460d2a75"", ""volatility_phase3_manual_audit.csv"": ""d6dfcf8104ab4d523c4f6e7446e089c7f88b5e10a6d9c0b4a0d5d49aacc8bd33"", ""volatility_phase3_money_summary.csv"": ""8345abe378fcf07e187b70cf17906777541cbe7634b93cad625a6697c36ddbff"", ""volatility_phase3_period_reset_summary.csv"": ""7b9410f874575222338aedadadab6ef4a112924831c9569a0fa8f67646bb74ca"", ""volatility_phase3_primary_F1_Q1_OFF_trades.csv"": ""06a3ddfbe13ce1de7e51210a9ef9c3b65674ca8f16ef85d231a441c0ee70b179"", ""volatility_phase3_primary_F1_Q1_OFF_weekly.csv"": ""4d78e2b3a06a64f0c2b8a916844a15e18637bca5d61f13141b1c697604e3e101"", ""volatility_phase3_primary_R0_FIXED_090_trades.csv"": ""578f641b862d904dff299cb2aed10f66f9fa8184cb259e5cbfe0366338409cbf"", ""volatility_phase3_primary_R0_FIXED_090_weekly.csv"": ""5e0bb083c98b2cf202ccd6271693f9fe5eb9c76a3973f28b03b2614e3df12802"", ""volatility_phase3_primary_R1_MILD_trades.csv"": ""53e57fe8cdf9e7db25d6c10d29d5df222ef0b294f2707167781077b56c2ee794"", ""volatility_phase3_primary_R1_MILD_weekly.csv"": ""e72d4ea82475665767a25b81ace916cdc4494425684fb7b64c1502d0bf1689d3"", ""volatility_phase3_primary_R2_MODERATE_trades.csv"": ""a0bca99f2c7e56eea6062a389f54640fa4b4704ff26157b023dd5bb341776366"", ""volatility_phase3_primary_R2_MODERATE_weekly.csv"": ""ebde43350515eb6dced32a03cf0e47aac34d31916e40da09cd7cab2a16b55be0"", ""volatility_phase3_risk_allocation_summary.csv"": ""71c8f48bad3376ae8048f2b60fd7a12af1926230eb762437f6368438c4a6eb22"", ""volatility_phase3_robustness_F1_Q1_OFF_trades.csv"": ""0fbaceea1165068f32de11d793d824365c87d72391391c7e0355b377d8490e68"", ""volatility_phase3_robustness_F1_Q1_OFF_weekly.csv"": ""1b5c100e538ec81ec419e47325362ed56cc4e1ad17e90496ebe946ee856a0334"", ""volatility_phase3_robustness_R0_FIXED_090_trades.csv"": ""578f641b862d904dff299cb2aed10f66f9fa8184cb259e5cbfe0366338409cbf"", ""volatility_phase3_robustness_R0_FIXED_090_weekly.csv"": ""5e0bb083c98b2cf202ccd6271693f9fe5eb9c76a3973f28b03b2614e3df12802"", ""volatility_phase3_robustness_R1_MILD_trades.csv"": ""1ea12c8ac159d6efb43b531affb7809afb6db130735e355e1a19a77fcb808924"", ""volatility_phase3_robustness_R1_MILD_weekly.csv"": ""fe7b99e69d134c67ad10f1afabdb0b6ee8fea2ffd68db9e8a36c2cce0ce2c654"", ""volatility_phase3_robustness_R2_MODERATE_trades.csv"": ""130c896461849b1dd840044d52102ebe93601f5b81169d78bc544ed2d4092c05"", ""volatility_phase3_robustness_R2_MODERATE_weekly.csv"": ""13f75a79c7f1d8dcca8832f6f927d9ce7850034eef70b2b58f5ac9bda367561d"", ""volatility_phase3_robustness_summary.csv"": ""b5df16f9794a2d35adc020e2159297110dd42ecf3ea610e45f036cd2fd17d524"", ""volatility_phase3_trade_assignments.csv"": ""077be95f9796b3cd00568992316447f7f02116618b8d6b5d9eabbb2c0da14126"", ""volatility_phase3_verification.csv"": ""11174a125a20f1120f9bf3aaa3b9e5d87bd1072c39ad83e875d68761261f4cbd""}"
