StrategyNo,EntryTime,Variant,Direction,Checkpoint,IndependentMFE,IndependentR,Status
19,2021-06-17 20:56:00,NP50,Long,2021-06-18 03:28:00,0.15444444444442001,-0.054444444,PASS
20,2025-01-07 10:01:00,NP50,Short,2025-01-07 13:00:00,0.17399999999998528,0.228,PASS
19,2015-05-14 20:56:00,NP50,Long,2015-05-15 03:28:00,0.17222222222221556,0.12,PASS
21,2015-01-05 21:02:00,NP50,Long,2015-01-06 03:31:00,0.0,-0.314545455,PASS
21,2026-09-07 21:02:00,NP50,Long,2026-09-08 03:31:00,0.026363636363637494,0.01,PASS
21,2015-01-05 21:02:00,NP75,Long,2015-01-06 06:45:00,0.0,-0.250909091,PASS
21,2026-09-07 21:02:00,NP75,Long,2026-09-08 06:45:00,0.026363636363637494,-0.045909091,PASS
28,2015-01-09 10:00:00,NP50,Short,2015-01-09 13:05:00,0.5159999999999757,0.069333333,PASS
28,2026-07-14 10:00:00,NP50,Short,2026-07-14 13:05:00,0.3026666666666955,0.466666667,PASS
28,2015-01-09 10:00:00,NP75,Short,2015-01-09 14:37:00,0.5159999999999757,0.069333333,PASS
28,2026-07-14 10:00:00,NP75,Short,2026-07-14 14:37:00,0.3880000000000253,0.466666667,PASS
28,2015-01-12 10:00:00,NP75,Short,2015-01-12 14:37:00,,0.933333333,PASS
28,2026-03-11 10:00:00,NP75,Short,2026-03-11 14:37:00,,0.933333333,PASS
21,2015-01-12 21:02:00,NP50,Long,2015-01-13 03:31:00,0.3945454545454555,0.454545455,PASS
21,2026-06-29 21:02:00,NP50,Long,2026-06-30 03:31:00,0.3686363636363664,0.454545455,PASS
21,2015-01-12 21:02:00,NP75,Long,2015-01-13 06:45:00,0.3945454545454555,0.454545455,PASS
21,2026-06-29 21:02:00,NP75,Long,2026-06-30 06:45:00,0.3686363636363664,0.454545455,PASS
28,2015-01-13 10:00:00,NP50,Short,2015-01-13 13:05:00,,0.933333333,PASS
28,2026-03-11 10:00:00,NP50,Short,2026-03-11 13:05:00,,0.933333333,PASS
22,2015-01-15 16:56:00,NP50,Long,2015-01-15 21:05:00,,1.142857143,PASS
22,2026-09-03 16:56:00,NP50,Long,2026-09-03 21:05:00,,-1.0,PASS
22,2015-01-15 16:56:00,NP75,Long,2015-01-15 23:10:00,,1.142857143,PASS
22,2026-09-03 16:56:00,NP75,Long,2026-09-03 23:10:00,,-1.0,PASS
22,2015-01-22 16:56:00,NP50,Long,2015-01-22 21:05:00,0.5142857142857211,-1.0,PASS
22,2026-08-20 16:56:00,NP50,Long,2026-08-20 21:05:00,0.7114285714285692,0.371428571,PASS
23,2015-01-23 19:42:00,NP50,Short,2015-01-23 21:13:00,0.19666666666667212,0.028888889,PASS
23,2026-08-28 19:42:00,NP50,Short,2026-08-28 21:13:00,0.0,-0.064444444,PASS
23,2015-01-23 19:42:00,NP75,Short,2015-01-23 21:59:00,,-1.0,PASS
23,2021-02-26 19:42:00,NP75,Short,2021-02-26 21:59:00,,-1.0,PASS
24,2015-01-23 22:44:00,NP50,Long,2015-01-24 00:56:00,0.668888888888904,0.502222222,PASS
24,2026-08-28 22:44:00,NP50,Long,2026-08-29 00:56:00,0.5477777777777643,0.375555556,PASS
24,2015-01-23 22:44:00,NP75,Long,2015-01-24 02:02:00,0.668888888888904,0.502222222,PASS
24,2026-08-28 22:44:00,NP75,Long,2026-08-29 02:02:00,0.5877777777777796,0.375555556,PASS
23,2015-01-30 19:42:00,NP50,Short,2015-01-30 21:13:00,1.5388888888888796,0.868888889,PASS
23,2026-05-29 19:42:00,NP50,Short,2026-05-29 21:13:00,0.2922222222222122,0.4,PASS
23,2015-01-30 19:42:00,NP75,Short,2015-01-30 21:59:00,1.5999999999999963,0.868888889,PASS
23,2026-08-21 19:42:00,NP75,Short,2026-08-21 21:59:00,0.3711111111111245,0.397777778,PASS
24,2015-01-30 22:44:00,NP50,Long,2015-01-31 00:56:00,,-1.0,PASS
24,2025-11-14 22:44:00,NP50,Long,2025-11-15 00:56:00,,-1.0,PASS
24,2015-01-30 22:44:00,NP75,Long,2015-01-31 02:02:00,,-1.0,PASS
24,2026-02-27 22:44:00,NP75,Long,2026-02-28 02:02:00,,-1.0,PASS
28,2015-02-11 10:00:00,NP50,Short,2015-02-11 13:05:00,0.23066666666666788,-0.3,PASS
28,2026-07-15 10:00:00,NP50,Short,2026-07-15 13:05:00,0.16533333333335065,0.078666667,PASS
28,2015-02-11 10:00:00,NP75,Short,2015-02-11 14:37:00,0.23066666666666788,-0.013333333,PASS
28,2026-07-15 10:00:00,NP75,Short,2026-07-15 14:37:00,0.16533333333335065,-0.073333333,PASS
24,2015-02-13 22:44:00,NP50,Long,2015-02-14 00:56:00,0.09333333333332798,-0.316666667,PASS
24,2026-08-21 22:44:00,NP50,Long,2026-08-22 00:56:00,0.0,-0.357777778,PASS
24,2015-02-13 22:44:00,NP75,Long,2015-02-14 02:02:00,0.09333333333332798,-0.552222222,PASS
24,2026-08-21 22:44:00,NP75,Long,2026-08-22 02:02:00,0.0,-0.232222222,PASS
22,2015-02-19 16:56:00,NP75,Long,2015-02-19 23:10:00,1.1071428571428779,-0.188571429,PASS
22,2026-08-20 16:56:00,NP75,Long,2026-08-20 23:10:00,0.8599999999999878,0.371428571,PASS
21,2015-02-23 21:02:00,NP50,Long,2015-02-24 03:31:00,,0.454545455,PASS
21,2025-05-12 21:02:00,NP50,Long,2025-05-13 03:31:00,,0.454545455,PASS
21,2015-02-23 21:02:00,NP75,Long,2015-02-24 06:45:00,,0.454545455,PASS
21,2025-05-12 21:02:00,NP75,Long,2025-05-13 06:45:00,,0.454545455,PASS
23,2015-02-27 19:42:00,NP75,Short,2015-02-27 21:59:00,0.14666666666668998,-0.397777778,PASS
23,2026-08-28 19:42:00,NP75,Short,2026-08-28 21:59:00,0.12333333333332713,0.115555556,PASS
22,2015-05-14 16:56:00,NP50,Long,2015-05-14 21:05:00,0.22000000000001382,-0.31,PASS
22,2026-08-27 16:56:00,NP50,Long,2026-08-27 21:05:00,0.0014285714285807874,-0.488571429,PASS
23,2015-06-26 19:42:00,NP50,Short,2015-06-26 21:13:00,,-1.0,PASS
23,2021-02-26 19:42:00,NP50,Short,2021-02-26 21:13:00,,-1.0,PASS
22,2015-11-26 16:56:00,NP75,Long,2015-11-26 23:10:00,0.0014285714285173462,-0.255714286,PASS
22,2026-08-27 16:56:00,NP75,Long,2026-08-27 23:10:00,0.0014285714285807874,-0.347142857,PASS
21,2022-08-08 21:02:00,NP75,Long,2022-08-09 06:45:00,0.001363636363645297,-0.273636364,PASS
25,2015-01-09 10:00:00,NP50,Long,2015-01-09 12:55:00,0.4224999999999923,0.0,PASS
25,2026-07-27 10:00:00,NP50,Long,2026-07-27 12:55:00,0.28250000000001885,0.3175,PASS
25,2015-01-09 10:00:00,NP75,Long,2015-01-09 14:22:00,0.4224999999999923,0.0,PASS
25,2026-07-27 10:00:00,NP75,Long,2026-07-27 14:22:00,0.28250000000001885,0.3175,PASS
25,2015-01-13 10:00:00,NP50,Long,2015-01-13 12:55:00,,1.0,PASS
25,2026-03-11 10:00:00,NP50,Long,2026-03-11 12:55:00,,1.0,PASS
25,2015-01-13 10:00:00,NP75,Long,2015-01-13 14:22:00,,1.0,PASS
25,2026-05-15 10:00:00,NP75,Long,2026-05-15 14:22:00,,-1.0,PASS
25,2015-01-29 10:00:00,NP50,Long,2015-01-29 12:55:00,0.10999999999999899,-0.36,PASS
25,2026-07-31 10:00:00,NP50,Long,2026-07-31 12:55:00,0.04750000000000587,-0.15,PASS
25,2015-01-29 10:00:00,NP75,Long,2015-01-29 14:22:00,0.10999999999999899,-0.7875,PASS
25,2026-07-31 10:00:00,NP75,Long,2026-07-31 14:22:00,0.04750000000000587,-0.0625,PASS
