PlanSHA,OriginalPlanSHA,OriginalStoppedResultSHA,ImplementationSHA,BaselineSHA,Verdict,Phase2Eligible,SensitivityVerdict,SensitivityVerdictAgrees,NP50MissingExecutionKept,NP75MissingExecutionKept,BootstrapSeed,BootstrapReplicates,DetailBytes,DetailSHA256
3e99c78855ba09b6be1a95fb13318b35d551d473,1b211146d4aa7610df9663693e586890d4dba4fe,5d5f0b17412b713b44a1f651c7a9bd1037eeaa22,eb3557fa1dffbec3a1999bd6306bd4ff63a4600a,cc32f32e3df57cb03416d111e3cf848fb6b2edc7f193b6da90201a2462420359,NOT_SUPPORTED,False,NOT_SUPPORTED,True,2,0,20260913,5000,10013795,15ba2e311ceb0ece9901a6c1317e090c6665bb93cb0c90e0c0ca1870aa872cc6
