Variant,StrategyNo,Strategy,Trades,TriggerCount,TriggerRate,TriggerWeeks,R0TotalR,NPTotalR,DeltaTotalR,R0AvgR,NPAvgR,AvgDeltaR,Improved,Harmed,Unchanged,AvgGainWhenImproved,AvgDamageWhenHarmed,BaselineTriggerAvgR,NPTriggerAvgR,RecoveryRate,LaterTPRate,R0PF,NPPF,R0WinRate,NPWinRate,R0AvgWinR,NPAvgWinR,R0AvgLossR,NPAvgLossR,R0SLRate,NPSLRate,R0TPRate,NPTPRate,R0TimeExitRate,NPTimeExitRate,R0WorstDayR,NPWorstDayR,R0WorstWeekR,NPWorstWeekR,R0MaxDDR,NPMaxDDR,NPExitRate,PeriodEligible,SampleStatus,DiagnosticLabel
NP50,24,24_GA_D_1,434,193,0.4447004608294931,193,24.537777772000002,25.854444445000002,1.3166666730000003,0.0565386584608295,0.059572452638248855,0.0030337941774193555,95,98,241,0.1725146199263158,-0.15379818591836736,-0.20454231433160622,-0.19772020721761657,0.2849740932642487,0.0,1.3198679044998782,1.3680115137196287,0.5576036866359447,0.5345622119815668,0.41838842973140494,0.41426245210344825,-0.39954282407812497,-0.3477942794207921,0.06451612903225806,0.04608294930875576,0.013824884792626729,0.013824884792626729,0.9216589861751152,0.49539170506912444,-1.0,-1.0,-1.0,-1.0,4.628888887999988,4.602222215999998,0.4447004608294931,True,ELIGIBLE,EXPLORATORY_STRATEGY_SIGNAL
NP50,25,25_AU_China_Demand,1022,528,0.5166340508806262,263,49.6725,44.855000000000004,-4.817499999999999,0.048603228962818004,0.0438894324853229,-0.004713796477495107,256,271,495,0.204404296875,-0.2108671586715867,-0.15856060606060607,-0.16768465909090907,0.3333333333333333,0.003787878787878788,1.2887600279037323,1.3010352175299074,0.538160469667319,0.49902152641878667,0.40307727272727273,0.3801127450980393,-0.3691416309012875,-0.29273575638506877,0.046966731898238745,0.022504892367906065,0.07436399217221135,0.07240704500978473,0.8786692759295499,0.388454011741683,-1.0,-1.0,-2.415,-2.79,8.079999999999998,10.3475,0.5166340508806262,True,ELIGIBLE,NO_EXPLORATORY_SIGNAL
NP50,26,26_AJ_China_Demand,514,220,0.4280155642023346,121,59.173333336,44.56888888899999,-14.604444446999999,0.11512321660700389,0.08670990056225679,-0.02841331604474708,89,130,295,0.22699126095505617,-0.2677435897846154,-0.13280808079545456,-0.19919191919090912,0.39545454545454545,0.004545454545454545,1.593236198405849,1.4610786702811307,0.5836575875486382,0.5038910505836576,0.5297333333366667,0.5452938652972973,-0.46829420969483565,-0.37906753812941174,0.0914396887159533,0.06614785992217899,0.033073929961089495,0.0311284046692607,0.8754863813229572,0.47470817120622566,-1.0,-1.0,-3.0,-3.0,4.171111107999998,5.813333334999996,0.4280155642023346,True,ELIGIBLE,NO_EXPLORATORY_SIGNAL
NP50,27,27_EA_China_Demand,583,237,0.4065180102915952,132,54.554999998,45.848333341,-8.706666657,0.09357632932761578,0.07864208120240138,-0.014934248125214407,101,136,346,0.22651815188118812,-0.2322426470367647,-0.15243319270042197,-0.18917018281434597,0.3670886075949367,0.0,1.5101379256353447,1.4469882847047328,0.5797598627787307,0.5283018867924528,0.47780078895266276,0.4818831168961039,-0.4382855191311476,-0.3729878787745455,0.08576329331046312,0.06518010291595197,0.1320754716981132,0.1320754716981132,0.7821612349914236,0.39622641509433965,-1.0,-1.0,-2.666666667,-2.578333333,5.516666667000006,7.386666665000007,0.4065180102915952,True,ELIGIBLE,NO_EXPLORATORY_SIGNAL
NP50,28,28_GA_China_Demand,580,265,0.45689655172413796,137,44.565333313,35.681333307,-8.884000006,0.07683678157413792,0.06151954018448276,-0.015317241389655173,125,140,315,0.25289599996000006,-0.2892571428642857,-0.13038490564150942,-0.16390943396603772,0.3660377358490566,0.01509433962264151,1.413612176540003,1.3671926451786114,0.5517241379310345,0.5086206896551724,0.475974999921875,0.45035480216610174,-0.41601029599227796,-0.34095906432280704,0.08448275862068966,0.05517241379310345,0.1396551724137931,0.13275862068965516,0.7758620689655172,0.35517241379310344,-1.0,-1.0,-3.066666667,-3.066666667,5.411999999999999,5.710666668999998,0.45689655172413796,True,ELIGIBLE,NO_EXPLORATORY_SIGNAL
NP75,1,1_EJ_Log1,852,148,0.17370892018779344,131,129.86285713499998,122.64142856800001,-7.221428567000001,0.15242119382042252,0.1439453386948357,-0.008475855125586856,66,82,704,0.12393939396969697,-0.1878222996219512,-0.2428281853581081,-0.29162162162162164,0.2635135135135135,0.0,1.600577427416156,1.561130247769393,0.5774647887323944,0.5598591549295775,0.703440766550813,0.7153099730419287,-0.6006388889111111,-0.5828304761946667,0.17488262910798122,0.16784037558685447,0.004694835680751174,0.004694835680751174,0.8204225352112676,0.653755868544601,-1.0,-1.0,-2.0,-2.0,9.908571428999998,11.281428571000001,0.17370892018779344,True,ELIGIBLE,NO_EXPLORATORY_SIGNAL
NP75,2,2_EJ_NightBlitz_20,1029,151,0.1467444120505345,132,112.95111115899999,109.260000048,-3.6911111109999997,0.1097678436919339,0.10618075806413994,-0.003587085627793974,65,86,878,0.13600000004615384,-0.1457105943488372,-0.22158940394701987,-0.24603384839072848,0.271523178807947,0.0,1.3807283787613496,1.3681459796610609,0.5607385811467445,0.5422740524781341,0.7099171963102253,0.7276782159354839,-0.6592691358044445,-0.6341547958205128,0.21671525753158405,0.21477162293488825,0.11078717201166181,0.11078717201166181,0.6724975704567542,0.5276967930029155,-1.0,-1.0,-2.0,-2.0,7.624444446,7.835555557000001,0.1467444120505345,True,ELIGIBLE,NO_EXPLORATORY_SIGNAL
NP75,3,3_EJ_NightBlitz_21,1029,421,0.40913508260447035,336,69.061333309,60.094666641,-8.966666668,0.06711499835665695,0.05840103658017493,-0.008713961776482022,171,249,609,0.10056920077777777,-0.1050763052248996,-0.17078068092161522,-0.19207917657007123,0.2992874109263658,0.0023752969121140144,1.421095420291097,1.360227944659757,0.5675413022351797,0.5374149659863946,0.39908447484246573,0.4103411693381555,-0.3727363636340909,-0.3526934460951374,0.056365403304178816,0.052478134110787174,0.09523809523809523,0.09426627793974733,0.8483965014577259,0.44412050534499514,-1.0,-1.0,-2.0,-2.0,5.096,5.8946666689999985,0.40913508260447035,True,ELIGIBLE,NO_EXPLORATORY_SIGNAL
NP75,4,4_GJ_Port_Log1,956,594,0.6213389121338913,404,39.222307666999995,24.006153833,-15.216153834000002,0.04102751848012552,0.02511103957426778,-0.01591647890585774,225,364,367,0.08353846155555555,-0.09344040572527475,-0.07627557628787879,-0.10189199688383838,0.3888888888888889,0.003367003367003367,1.415094800132389,1.2465009003071068,0.5648535564853556,0.5177824267782427,0.24761538457962962,0.2452400932161616,-0.22823671499033812,-0.21356950067763159,0.02092050209205021,0.01778242677824268,0.06903765690376569,0.06694560669456066,0.9100418410041841,0.2939330543933054,-1.0,-1.0,-2.0,-2.0,2.57846154,5.388461538999996,0.6213389121338913,True,ELIGIBLE,NO_EXPLORATORY_SIGNAL
NP75,5,5_GJ_Port_Log2,1252,279,0.22284345047923323,224,104.85444444800001,94.693333341,-10.161111106999998,0.08374955626837062,0.07563365282827476,-0.008115903440095846,132,147,973,0.27287878788636366,-0.3141572184217687,-0.31097570688888887,-0.34739545996057347,0.2222222222222222,0.0,1.2743595931026266,1.252062217013198,0.5007987220447284,0.4752396166134185,0.7767676767735247,0.7905340803058822,-0.6124661680913461,-0.5718028073683409,0.20447284345047922,0.17172523961661343,0.0,0.0,0.7955271565495208,0.6054313099041534,-1.0,-1.0,-3.0,-2.716666667,9.45,9.105555552000041,0.22284345047923323,True,ELIGIBLE,NO_EXPLORATORY_SIGNAL
NP75,6,6_GJ_Old_Mon,491,42,0.0855397148676171,42,82.97999999999999,77.96599999999998,-5.014,0.16900203665987779,0.15879022403258652,-0.010211812627291242,17,25,449,0.26823529411764707,-0.38295999999999997,-0.1813809523809524,-0.30076190476190473,0.30952380952380953,0.0,1.4538394224458542,1.425843592628601,0.5234215885947047,0.5091649694501018,1.0343190661478598,1.044208,-0.7813675213675214,-0.7596929460580912,0.32179226069246436,0.3136456211812627,0.012219959266802444,0.012219959266802444,0.6659877800407332,0.5885947046843177,-1.0,-1.0,-1.0,-1.0,13.148000000000001,13.13,0.0855397148676171,True,ELIGIBLE,NO_EXPLORATORY_SIGNAL
NP75,7,7_GJ_Mon_Blitz,589,372,0.631578947368421,372,24.834615375000002,17.473846155999997,-7.360769219,0.042164032894736844,0.029666971402376906,-0.012497061492359933,166,205,218,0.12684893421686746,-0.13862288926341465,-0.0951550868736559,-0.1149421009032258,0.3978494623655914,0.0,1.3557614958155406,1.2698695559457707,0.5551782682512734,0.5229202037351444,0.2894236650152905,0.2669580419707792,-0.2664386377290076,-0.23124725275357144,0.01867572156196944,0.008488964346349746,0.003395585738539898,0.003395585738539898,0.9779286926994907,0.3565365025466893,-1.0,-1.0,-1.0,-1.0,5.838461538000002,7.0430769200000025,0.631578947368421,True,ELIGIBLE,NO_EXPLORATORY_SIGNAL
NP75,8,8_AJ_Core1,590,211,0.3576271186440678,211,54.74999999400001,52.652857135999994,-2.0971428579999998,0.09279661015932204,0.08924213073898304,-0.0035544794203389825,107,104,379,0.1632443257570094,-0.18811813186538462,-0.20934326336492892,-0.21928232904265405,0.2843601895734597,0.0,1.456423875724678,1.4541444360400155,0.5661016949152542,0.5440677966101695,0.5230667236676646,0.5252069425638629,-0.4685714285585938,-0.4309984067918216,0.1016949152542373,0.0847457627118644,0.03559322033898305,0.03559322033898305,0.8627118644067797,0.5220338983050847,-1.0,-1.0,-1.0,-1.0,4.820000000000002,3.5471428579999973,0.3576271186440678,True,ELIGIBLE,NO_EXPLORATORY_SIGNAL
NP75,9,9_AJ_Core2,340,39,0.11470588235294117,39,62.970000006999996,63.503333342,0.5333333350000002,0.1852058823735294,0.18677450982941177,0.0015686274558823537,23,16,301,0.3371014493478261,-0.45125,-0.3876923077179487,-0.374017094,0.3076923076923077,0.0,1.4906116089403243,1.5158678581929133,0.5235294117647059,0.5,1.074831460707865,1.0976666667000001,-0.792283950611111,-0.7241176470411764,0.3235294117647059,0.2823529411764706,0.08235294117647059,0.08235294117647059,0.5941176470588235,0.5205882352941177,-1.0,-1.0,-1.0,-1.0,7.919999997999998,7.723333332999999,0.11470588235294117,True,ELIGIBLE,EXPLORATORY_STRATEGY_SIGNAL
NP75,10,10_AJ_SatA,403,267,0.6625310173697271,267,2.8739999999999983,-2.5140000000000016,-5.388,0.0071315136476426755,-0.006238213399503726,-0.013369727047146401,125,141,137,0.07972800000000001,-0.10889361702127662,-0.10399250936329589,-0.12417228464419475,0.2846441947565543,0.011235955056179775,1.0611541407779386,0.9469172297297297,0.46898263027295284,0.45905707196029777,0.2638624338624339,0.24241081081081078,-0.22167924528301888,-0.21824884792626728,0.01240694789081886,0.01240694789081886,0.15384615384615385,0.14640198511166252,0.8337468982630273,0.17866004962779156,-1.0,-1.0,-1.0,-1.0,7.084,9.542,0.6625310173697271,True,ELIGIBLE,NO_EXPLORATORY_SIGNAL
