Branch,PlanCommit,ImplementationCommit,PrimaryCommit,PrimaryCSVBlob,PrimaryExactMatch,BaselineSHA256,BaselineTrades,Strategies,RunJST,Periods,Settings,UniqueSettings,DisplayedSettings,WarningDefinition,InsufficientIncludedInDenominator,Labels,RulesDocument,BaselineRecalculated,PrimaryOverwritten,LiveChanged,MonitorUsedForClassification,FreshHoldout,NewOfficialThreshold,CSVHashes
research/edge-decay-sensitivity-validation,b3b9aca221adb78c70a34eefcd5b8e98d4511d7c,c9a937b459a5bb4fc4b7fa41985a8a972fba9d42,8c45becc49218d7dc971109bf140f71ce3e8099d,11080b0f8166fb67635d08bd625f26b209f2cbcf,True,cc32f32e3df57cb03416d111e3cf848fb6b2edc7f193b6da90201a2462420359,16298,28,2026-09-12T16:16:04.675042+09:00,"{""Historical"": [""2015-01-01"", ""2022-01-01""], ""RecentA"": [""2022-01-01"", ""2024-01-01""], ""RecentB"": [""2024-01-01"", ""2026-01-01""], ""RecentCombined"": [""2022-01-01"", ""2026-01-01""], ""Monitor2026"": [""2026-01-01"", ""2026-09-10""]}","[[""PF"", ""1.00"", ""PF_1.00"", ""1.00"", ""0.50"", 30, 15], [""PF"", ""1.05"", ""OFFICIAL"", ""1.05"", ""0.50"", 30, 15], [""PF"", ""1.10"", ""PF_1.10"", ""1.10"", ""0.50"", 30, 15], [""RATIO"", ""0.25"", ""RATIO_0.25"", ""1.05"", ""0.25"", 30, 15], [""RATIO"", ""0.50"", ""OFFICIAL"", ""1.05"", ""0.50"", 30, 15], [""RATIO"", ""0.75"", ""RATIO_0.75"", ""1.05"", ""0.75"", 30, 15], [""SAMPLE"", ""relaxed"", ""SAMPLE_RELAXED"", ""1.05"", ""0.50"", 20, 10], [""SAMPLE"", ""official"", ""OFFICIAL"", ""1.05"", ""0.50"", 30, 15], [""SAMPLE"", ""strict"", ""SAMPLE_STRICT"", ""1.05"", ""0.50"", 40, 20]]",7,9,EDGE LOST or EDGE DECAY,True,Official warning candidates only: 7/7 頑健; 5-6/7 中程度; 0-4/7 不安定,docs/40_edge_decay_sensitivity_validation_plan.md,False,False,False,False,False,False,"{""edge_decay_sensitivity_classifications.csv"": ""db3326a09e4568f5c242a41937f82e92b5df2cf6566c82fe7d5f7b801c81166c"", ""edge_decay_sensitivity_continuous_metrics.csv"": ""1575b89c4f5939647bb5100770d689f070673551e3218ca0b98b23f1beb2ee50"", ""edge_decay_sensitivity_strategy_summary.csv"": ""237cca8bbdc9f5002773c7def0d90269c16a14db066a5a5eabd7548a5d3d74df""}"
