BaselineSHA256,BaselineTrades,BaselineStrategies,Branch,PlanSHA,ImplementationSHA,RunJST,InitialCapitalJPY,RiskPcts,PrimaryRiskPct,WeeklyBaseSpec,LotSpec,DecisionRule,Periods,PeriodBasis,Execution,ConstrainedStatus,SavedRMaxRoundingDifference,BaselineRecalculated,FreshHoldout,LiveChanged,Decision,VerificationStatus,CSVHashes,RunRecordCSV,TradeLogStorage,PublishedCSVCount
cc32f32e3df57cb03416d111e3cf848fb6b2edc7f193b6da90201a2462420359,16298,28,research/edge-decay-phase2-money-simulation,a9dde1fec22ff33b1df5460bebf173fe7cd85941,f0e0641f10f27eb6b998ca24319de66d7470bee9,2026-09-12T17:50:36.884926+09:00,500000,"[""0.25"", ""1.0"", ""1.5"", ""2.0""]",1.5,JST Monday 06:00; entry week; week-start Balance fixed within week; prior closed PnL compounds next week; continuous since 2015,THEORETICAL_UNCAPPED: Lot=RawLot; PnL=RiskAmount*Pips/SL; pip value cancels; no broker min/max/step/MaxAutoLot,Primary 1.5%: ALL FinalCapital delta > 0 AND continuous OOS NetProfitJPY delta > 0; other fixed risks: both deltas >= 0; validation passes; no live adoption,"{""IS"": [""2015-01-01"", ""2022-01-01""], ""OOS1"": [""2022-01-01"", ""2026-01-01""], ""OOS2"": [""2026-01-01"", ""2026-09-10""], ""OOS_COMBINED"": [""2022-01-01"", ""2026-09-10""], ""ALL"": [""2015-01-01"", ""2026-09-10""]}",EntryTime_JST; continuous capital; boundary-crossing rejected,LOCAL,NOT_RUN_MISSING_HISTORICAL_BROKER_INPUTS,4.7368421052631578947368421052632E-10,False,False,False,REJECT,PASS,"{""edge_decay_phase2_money_constraint_status.csv"": ""624b462a1860a64c833c4a7ad7970df027b38fcf76c775c98697846060baa89a"", ""edge_decay_phase2_money_decision.csv"": ""3c398963d6c15ecc184acf5e6a3dc0d5ec2c9abc8639230aff5b4da109651e20"", ""edge_decay_phase2_money_period_results.csv"": ""28326d7f3ced29a727592dd7d1159a774d9efe56b2083e5aea51c31fb7569f78"", ""edge_decay_phase2_money_trade_log.csv"": ""f3b872530f1b2513a2a6859efd7c0d3e90ab9c86ae6c93b3070e3092bcb9981b"", ""edge_decay_phase2_money_verification.csv"": ""45114db4e2b2ff113d5abfb6e510122fecbff67d4db2bb8f85797457aa8a189b"", ""edge_decay_phase2_money_weekly.csv"": ""5e69f85083e5a7124fab018d4aeeb6813a9f39f759a10c4565bee9244be50a95"", ""edge_decay_phase2_money_yearly_results.csv"": ""967d2775e6f49b3651df0b12626085586ca2e4078adfde2028a8c69abd7a6b88""}",edge_decay_phase2_money_run_record.csv,LOCAL_ONLY_USER_REQUEST; generated /content on Colab; not committed to public GitHub,7
