Candidate,RiskPct,TradingWeekStart,StartCapital,RiskAmount,Trades,NetProfitJPY,ReturnPct,FinalCapital
M0_BASELINE,2.0,2016-05-23 06:00:00,11469413.12122596304414223243825256170274,229388.2624245192608828446487650512340548,36,-1045572.427638859779235220162409475381312,-9.116180719864930391246180719864930391239,10423840.69358710326490701227584308632143
M0_BASELINE,2.0,2016-05-30 06:00:00,10423840.69358710326490701227584308632143,208476.8138717420652981402455168617264286,18,682610.6285869673142875390499050643972980,6.548552003552003552003552003552003552002,11106451.32217407057919455132574815071873
M0_BASELINE,2.0,2016-06-06 06:00:00,11106451.32217407057919455132574815071873,222129.0264434814115838910265149630143746,35,2497684.556463211308688665287688550041198,22.48859229659229659229659229659229659227,13604135.87863728188788321661343670075993
M0_BASELINE,2.0,2016-06-13 06:00:00,13604135.87863728188788321661343670075993,272082.7175727456377576643322687340151986,32,4356631.178288361578052976181989469660738,32.02431390831390831390831390831390831390,17960767.05692564346593619279542617042067
M0_BASELINE,2.0,2016-06-20 06:00:00,17960767.05692564346593619279542617042067,359215.3411385128693187238559085234084134,31,7231268.736126255603029159152971960440072,40.26146941946941946941946941946941946943,25192035.79305189906896535194839813086074
M0_BASELINE,2.0,2016-06-27 06:00:00,25192035.79305189906896535194839813086074,503840.7158610379813793070389679626172148,29,1022421.131135131260249251470373342426056,4.058509361983046193572509361983046193576,26214456.92418703032921460341877147328680
M0_BASELINE,2.0,2016-07-04 06:00:00,26214456.92418703032921460341877147328680,524289.138483740606584292068375429465736,22,5142129.576946840774486459897856816473401,19.61562504162504162504162504162504162504,31356586.50113387110370106331662828976020
M0_BASELINE,2.0,2016-07-11 06:00:00,31356586.50113387110370106331662828976020,627131.730022677422074021266332565795204,41,11297640.07637400329253762200806707162644,36.02955977355977355977355977355977355976,42654226.57750787439623868532469536138664
M0_BASELINE,2.0,2016-07-18 06:00:00,42654226.57750787439623868532469536138664,853084.5315501574879247737064939072277328,27,3409846.388342575689945598045499140879542,7.994158286158286158286158286158286158288,46064072.96585045008618428337019450226618
M0_BASELINE,2.0,2016-07-25 06:00:00,46064072.96585045008618428337019450226618,921281.4593170090017236856674038900453236,27,3890554.239626121682014666454898725008792,8.445962306699148804411962306699148804405,49954627.20547657176819894982509322727497
M0_BASELINE,2.0,2016-08-01 06:00:00,49954627.20547657176819894982509322727497,999092.5441095314353639789965018645454994,19,-1162270.007589974177458106431226233509214,-2.326651348651348651348651348651348651347,48792357.19788659759074084339386699376576
M0_BASELINE,2.0,2016-08-08 06:00:00,48792357.19788659759074084339386699376576,975847.1439577319518148168678773398753152,26,11134903.56533184719005910511843995333689,22.82099944499944499944499944499944499945,59927260.76321844478079994851230694710265
M0_BASELINE,2.0,2016-08-15 06:00:00,59927260.76321844478079994851230694710265,1198545.215264368895615998970246138942053,19,3664287.980466046866036742697908249861642,6.114559440559440559440559440559440559437,63591548.74368449164683669121021519696429
M0_BASELINE,2.0,2016-08-22 06:00:00,63591548.74368449164683669121021519696429,1271830.974873689832936733824204303939286,24,-533962.064133127984273567283985813740386,-0.8396745710429920956236745710429920956283,63057586.67955136366256312392622938322390
M0_BASELINE,2.0,2016-08-29 06:00:00,63057586.67955136366256312392622938322390,1261151.733591027273251262478524587664478,15,-505231.4746353851825021056178254711825331,-0.8012223449065554328712223449065554328741,62552355.20491597848006101830840391204137
M0_BASELINE,2.0,2016-09-05 06:00:00,62552355.20491597848006101830840391204137,1251047.104098319569601220366168078240827,29,-1529683.997859161316512099961921244723131,-2.445445887445887445887445887445887445886,61022671.20705681716354891834648266731824
M0_BASELINE,2.0,2016-09-12 06:00:00,61022671.20705681716354891834648266731824,1220453.424141136343270978366929653346365,36,-12297324.12717283115423380541566414528251,-20.15205805305805305805305805305805305805,48725347.07988398600931511293081852203573
M0_BASELINE,2.0,2016-09-19 06:00:00,48725347.07988398600931511293081852203573,974506.9415976797201863022586163704407146,25,5656396.549327146828365922244305288987281,11.60873526473526473526473526473526473527,54381743.62921113283768103517512381102301
M0_BASELINE,2.0,2016-09-26 06:00:00,54381743.62921113283768103517512381102301,1087634.87258422265675362070350247622046,33,-4614021.054053493837385940355724446493306,-8.484503706819496293180503706819496293183,49767722.57515763900029509481939936452970
M0_BASELINE,2.0,2016-10-03 06:00:00,49767722.57515763900029509481939936452970,995354.451503152780005901896387987290594,17,-381443.381101729143430429134532962967839,-0.7664473304473304473304473304473304473311,49386279.19405590985686466568486640156186
M0_BASELINE,2.0,2016-10-10 06:00:00,49386279.19405590985686466568486640156186,987725.5838811181971372933136973280312372,19,3722546.188674348036626575842935060714806,7.537612165612165612165612165612165612169,53108825.38273025789349124152780146227667
M0_BASELINE,2.0,2016-10-17 06:00:00,53108825.38273025789349124152780146227667,1062176.507654605157869824830556029245533,19,-1004050.021286997034918211266335497902845,-1.890552114552114552114552114552114552115,52104775.36144326085857303026146596437382
