PlanSHA,ImplementationSHA,Branch,ExecutedUTC,Python,Numpy,Pandas,Seed,Bootstraps,ExpectedManifestSHA256,SourceCount,AllSourceHashesMatch,Phase2Computed,LiveChanged,Status,IndependentChecksPassed,PlanRemoteVerified,ImplementationRemoteVerified,UnitTestsPassed,ManualStrataVerified,EndpointRowsVerified,RealBootstrapCISpotCheck,ExistingBaseFilesUnchanged,SourceArtifactsMatchRemote,Phase2FormalGate,Phase2CandidatePairs,MainSHAUnchanged,VolatilityPhase5SHAUnchanged,EAChanged,SETChanged,VPSChanged
9a51295b5e5868bb2f7ba909206a8fc0588dafdb,c81425b969e7e53d6153c02852dfa6c1d45f363c,research/tokyo-london-market-effect-phase1,2026-09-20T14:35:38.960205+00:00,3.12.14,2.3.5,2.2.3,20260913,5000,f2b59a42d129066b14c08f30b75cf57df0e73c9873e1438b710b56fcf536a3ef,48,True,False,False,VERIFIED,932,True,True,8,24,96,True,373,True,PENDING,NONE,1df6b8c5ed0b156ae511ba0dcc957c1af5ba64e5,5e93a8834e27d4d9ffdbc2980906511f74ddb27a,False,False,False
