Pair,Date,Season,Direction,Endpoint,RawTime,UTC,JST,London,Open,Filename,SourceRow,Pip,X,Y,Status
GBPAUD,2015-01-05,winter,UP,London11,2015-01-05 13:00:00,2015-01-05 11:00:00+00:00,2015-01-05 20:00:00+09:00,2015-01-05 11:00:00+00:00,1.89255,GBPAUD_M1_201501020900_201612302359.csv,1682,0.0001,44.49999999999843,-69.09999999999971,RAW_CSV_DECIMAL_VERIFIED
GBPAUD,2015-01-06,winter,DOWN,Tokyo09,2015-01-06 02:00:00,2015-01-06 00:00:00+00:00,2015-01-06 09:00:00+09:00,2015-01-06 00:00:00+00:00,1.88371,GBPAUD_M1_201501020900_201612302359.csv,2462,0.0001,-97.89999999999964,-63.10000000000038,RAW_CSV_DECIMAL_VERIFIED
GBPAUD,2015-01-06,winter,DOWN,Tokyo15,2015-01-06 08:00:00,2015-01-06 06:00:00+00:00,2015-01-06 15:00:00+09:00,2015-01-06 06:00:00+00:00,1.87392,GBPAUD_M1_201501020900_201612302359.csv,2822,0.0001,-97.89999999999964,-63.10000000000038,RAW_CSV_DECIMAL_VERIFIED
GBPAUD,2015-01-06,winter,DOWN,London08,2015-01-06 10:00:00,2015-01-06 08:00:00+00:00,2015-01-06 17:00:00+09:00,2015-01-06 08:00:00+00:00,1.87402,GBPAUD_M1_201501020900_201612302359.csv,2942,0.0001,-97.89999999999964,-63.10000000000038,RAW_CSV_DECIMAL_VERIFIED
GBPAUD,2015-01-06,winter,DOWN,London11,2015-01-06 13:00:00,2015-01-06 11:00:00+00:00,2015-01-06 20:00:00+09:00,2015-01-06 11:00:00+00:00,1.86771,GBPAUD_M1_201501020900_201612302359.csv,3122,0.0001,-97.89999999999964,-63.10000000000038,RAW_CSV_DECIMAL_VERIFIED
GBPAUD,2015-03-31,summer,UP,Tokyo09,2015-03-31 03:00:00,2015-03-31 00:00:00+00:00,2015-03-31 09:00:00+09:00,2015-03-31 01:00:00+01:00,1.93382,GBPAUD_M1_201501020900_201612302359.csv,88723,0.0001,18.099999999998673,44.299999999999336,RAW_CSV_DECIMAL_VERIFIED
GBPAUD,2015-03-31,summer,UP,Tokyo15,2015-03-31 09:00:00,2015-03-31 06:00:00+00:00,2015-03-31 15:00:00+09:00,2015-03-31 07:00:00+01:00,1.93563,GBPAUD_M1_201501020900_201612302359.csv,89083,0.0001,18.099999999998673,44.299999999999336,RAW_CSV_DECIMAL_VERIFIED
GBPAUD,2015-03-31,summer,UP,London08,2015-03-31 10:00:00,2015-03-31 07:00:00+00:00,2015-03-31 16:00:00+09:00,2015-03-31 08:00:00+01:00,1.93713,GBPAUD_M1_201501020900_201612302359.csv,89143,0.0001,18.099999999998673,44.299999999999336,RAW_CSV_DECIMAL_VERIFIED
GBPAUD,2015-03-31,summer,UP,London11,2015-03-31 13:00:00,2015-03-31 10:00:00+00:00,2015-03-31 19:00:00+09:00,2015-03-31 11:00:00+01:00,1.94156,GBPAUD_M1_201501020900_201612302359.csv,89323,0.0001,18.099999999998673,44.299999999999336,RAW_CSV_DECIMAL_VERIFIED
GBPAUD,2015-03-30,summer,DOWN,Tokyo09,2015-03-30 03:00:00,2015-03-30 00:00:00+00:00,2015-03-30 09:00:00+09:00,2015-03-30 01:00:00+01:00,1.92411,GBPAUD_M1_201501020900_201612302359.csv,87283,0.0001,-4.500000000000615,84.40000000000002,RAW_CSV_DECIMAL_VERIFIED
GBPAUD,2015-03-30,summer,DOWN,Tokyo15,2015-03-30 09:00:00,2015-03-30 06:00:00+00:00,2015-03-30 15:00:00+09:00,2015-03-30 07:00:00+01:00,1.92366,GBPAUD_M1_201501020900_201612302359.csv,87643,0.0001,-4.500000000000615,84.40000000000002,RAW_CSV_DECIMAL_VERIFIED
GBPAUD,2015-03-30,summer,DOWN,London08,2015-03-30 10:00:00,2015-03-30 07:00:00+00:00,2015-03-30 16:00:00+09:00,2015-03-30 08:00:00+01:00,1.92123,GBPAUD_M1_201501020900_201612302359.csv,87703,0.0001,-4.500000000000615,84.40000000000002,RAW_CSV_DECIMAL_VERIFIED
GBPAUD,2015-03-30,summer,DOWN,London11,2015-03-30 13:00:00,2015-03-30 10:00:00+00:00,2015-03-30 19:00:00+09:00,2015-03-30 11:00:00+01:00,1.92967,GBPAUD_M1_201501020900_201612302359.csv,87883,0.0001,-4.500000000000615,84.40000000000002,RAW_CSV_DECIMAL_VERIFIED
