Variant,Trades,Weeks,TotalR,AvgR,PF,WinRate,AvgWinR,AvgLossR,TriggerRate,SLRate,TPRate,TimeExitRate,DynamicSLRate,WorstDayR,WorstWeekR,MaxDDR,DeltaTotalR,AvgDeltaR
R0,15837,599,1360.253363762,0.08589084825168908,1.406454064792715,0.5461261602576245,0.544211848393109,-0.4674724001941612,0.0,0.11662562353981183,0.05379806781587422,0.829576308644314,0.0,-12.116818182,-14.455835720000001,29.211511085999632,0.0,0.0
R1_BE50,15837,599,1188.6065174290002,0.07505250473126225,1.403933524702528,0.4830460314453495,0.5400243186822222,-0.46339834968346455,0.3783544863294816,0.10052408915830019,0.04912546568163162,0.7358716928711245,0.11447875228894361,-10.493424242000001,-11.709962705,28.308003152000026,-171.64684633299976,-0.010838343520426834
R2_LOCK100,15837,599,1238.438623056,0.07819906693540443,1.3774371820160392,0.5533244932752415,0.5157613536910874,-0.46567955142477996,0.1298857106775273,0.1137210330239313,0.04969375513039086,0.790743196312433,0.045842015533244934,-11.493424242000001,-14.455835720000001,29.243987276000098,-121.81474070599984,-0.00769178131628464
R3_STAGED,15837,599,1116.523845992,0.07050096899614826,1.3794371021130725,0.49788470038517396,0.5147879982856055,-0.46339834968346455,0.3783544863294816,0.10052408915830019,0.04615773189366673,0.7133926880090926,0.13992549093894047,-10.493424242000001,-11.709962705,28.340479342000037,-243.72951777000003,-0.015389879255540823
