Variant,StrategyNo,Strategy,BaselineTotalR,DeltaTotalR,Improved,Harmed,Unchanged,SampleStatus,Trades,Weeks,TotalR,AvgR,PF,WinRate,AvgWinR,AvgLossR,TriggerRate,SLRate,TPRate,TimeExitRate,DynamicSLRate,WorstDayR,WorstWeekR,MaxDDR
R2_LOCK100,24,24_GA_D_1,24.537777772000002,-3.1933333330000018,2,6,426,OK,434,434,21.344444439,0.04918074755529954,1.280852059164887,0.5599078341013825,0.4005898490905349,-0.3978999418324608,0.07373271889400922,0.06451612903225806,0.009216589861751152,0.9078341013824884,0.018433179723502304,-1.0,-1.0,4.254444445000001
R2_LOCK100,25,25_AU_China_Demand,49.6725,0.0,0,0,1022,OK,1022,335,49.6725,0.048603228962818004,1.2887600279037323,0.538160469667319,0.40307727272727273,-0.3691416309012875,0.0,0.046966731898238745,0.07436399217221135,0.8786692759295499,0.0,-1.0,-2.415,8.079999999999998
R2_LOCK100,26,26_AJ_China_Demand,59.173333336,-0.9799999999999898,9,7,498,OK,514,163,58.19333333600001,0.11321660182101169,1.589505200162367,0.5875486381322957,0.5195658572516557,-0.4678462348530805,0.13424124513618677,0.08949416342412451,0.029182879377431907,0.8501945525291829,0.0311284046692607,-1.0,-3.0,4.677777774999992
R2_LOCK100,27,27_EA_China_Demand,54.554999998,0.0,0,0,583,OK,583,183,54.554999998,0.09357632932761578,1.5101379256353447,0.5797598627787307,0.47780078895266276,-0.4382855191311476,0.005145797598627788,0.08576329331046312,0.1320754716981132,0.7821612349914236,0.0,-1.0,-2.666666667,5.516666667000006
R2_LOCK100,28,28_GA_China_Demand,44.565333313,0.0,0,0,580,OK,580,181,44.565333313,0.07683678157413792,1.413612176540003,0.5517241379310345,0.475974999921875,-0.41601029599227796,0.0,0.08448275862068966,0.1396551724137931,0.7758620689655172,0.0,-1.0,-3.066666667,5.411999999999999
R3_STAGED,1,1_EJ_Log1,129.86285713499998,-43.23999999599998,79,118,655,OK,852,544,86.622857139,0.10167002011619719,1.4549041967058367,0.49061032863849763,0.6627819548899521,-0.6368561873076923,0.5234741784037559,0.1572769953051643,0.004694835680751174,0.6068075117370892,0.2312206572769953,-1.0,-2.0,9.118571429
R3_STAGED,2,2_EJ_NightBlitz_20,112.95111115899999,-32.32666667699999,106,148,775,OK,1029,594,80.624444482,0.07835222981729835,1.3226698685228246,0.48202137998056366,0.6663127240927419,-0.6921514312132964,0.5286686103012633,0.18658892128279883,0.07968901846452867,0.4868804664723032,0.2468415937803693,-1.0,-2.0,13.360000000999998
R3_STAGED,3,3_EJ_NightBlitz_21,69.061333309,-7.373333330000008,20,28,981,OK,1029,595,61.687999979,0.05994946548007774,1.390994599674099,0.5403304178814383,0.39471223017446044,-0.37564761904285715,0.29737609329446063,0.05442176870748299,0.08649173955296405,0.8114674441205053,0.047619047619047616,-1.0,-2.0,5.412000002999999
R3_STAGED,4,4_GJ_Port_Log1,39.222307666999995,-0.9492307679999996,2,6,948,OK,956,498,38.273076898999996,0.040034599266736394,1.4095095430035063,0.5585774058577406,0.24669259576029964,-0.22684652727427182,0.12656903765690378,0.0198744769874477,0.06799163179916318,0.9037656903765691,0.008368200836820083,-1.0,-2.0,3.1753846159999988
R3_STAGED,5,5_GJ_Port_Log2,104.85444444800001,-8.873333336000016,164,168,920,OK,1252,586,95.981111112,0.0766622293226837,1.300381113994427,0.43130990415335463,0.7694670781944444,-0.6481361280182556,0.5295527156549521,0.17731629392971246,0.0,0.5575079872204473,0.26517571884984026,-1.0,-2.342222222,8.536666672000003
R3_STAGED,6,6_GJ_Old_Mon,82.97999999999999,-19.399999999999984,71,91,329,OK,491,491,63.580000000000005,0.12949083503054992,1.4395923503463914,0.4378818737270876,0.9684372093023256,-0.821784090909091,0.5987780040733197,0.2606924643584521,0.008146639511201629,0.40122199592668023,0.329938900203666,-1.0,-1.0,12.424000000000003
R3_STAGED,7,7_GJ_Mon_Blitz,24.834615375000002,-1.812307692000001,4,5,580,OK,589,589,23.022307683,0.039087109818336165,1.3345966369788829,0.5483870967741935,0.2842986425294118,-0.2666905188139535,0.1697792869269949,0.01867572156196944,0.001697792869269949,0.9643463497453311,0.015280135823429542,-1.0,-1.0,5.847692307000002
R3_STAGED,8,8_AJ_Core1,54.74999999400001,-9.07571428500001,18,37,535,OK,590,590,45.674285708999996,0.07741404357457626,1.4112101451701256,0.5186440677966102,0.512245564866013,-0.4647399880334728,0.3728813559322034,0.09322033898305085,0.030508474576271188,0.7830508474576271,0.09322033898305085,-1.0,-1.0,4.857142857000001
R3_STAGED,9,9_AJ_Core2,62.970000006999996,-26.903333335,61,80,199,OK,340,340,36.066666672,0.10607843138823528,1.3877997204946932,0.40294117647058825,0.9421167883649636,-0.837867867873874,0.638235294117647,0.23823529411764705,0.05,0.29705882352941176,0.4147058823529412,-1.0,-1.0,10.806666667000009
R3_STAGED,10,10_AJ_SatA,2.8739999999999983,0.0,0,0,403,OK,403,403,2.8739999999999983,0.0071315136476426755,1.0611541407779386,0.46898263027295284,0.2638624338624339,-0.22167924528301888,0.0,0.01240694789081886,0.15384615384615385,0.8337468982630273,0.0,-1.0,-1.0,7.084
R3_STAGED,11,11_AJ_SatB,23.105454530999996,-0.843636360999998,28,25,350,OK,403,403,22.261818169999998,0.05524024359801488,1.2886782664245007,0.456575682382134,0.5400988142119565,-0.4237162837637363,0.3870967741935484,0.062034739454094295,0.03225806451612903,0.7741935483870968,0.1315136476426799,-1.0,-1.0,7.072727275000006
R3_STAGED,12,12_UJ_Short_Core,129.353,-26.324000000000012,53,76,417,OK,546,231,103.029,0.1886978021978022,2.1720893722554666,0.5201465201465202,0.6722922535211268,-0.48033879781420763,0.5183150183150184,0.08974358974358974,0.0347985347985348,0.6391941391941391,0.23626373626373626,-1.0,-3.0,3.917999999999992
R3_STAGED,13,13_UJ_Fix_MidWeek,19.084210522,-0.07368421099999978,0,1,222,OK,223,133,19.010526311,0.0852489969103139,2.3183444041860826,0.6188340807174888,0.24225019067391304,-0.1716666666904762,0.11659192825112108,0.008968609865470852,0.008968609865470852,0.9775784753363229,0.004484304932735426,-1.0,-0.797894737,1.8926315789999997
R3_STAGED,14,14_UJ_Sat_3rd,28.233333342,-9.608888893,5,14,54,OK,73,73,18.624444449000002,0.25512937601369867,2.668857029480287,0.5753424657534246,0.7091534392619048,-0.5579999999999999,0.6164383561643836,0.0958904109589041,0.1232876712328767,0.5205479452054794,0.2602739726027397,-1.0,-1.0,1.5977777780000002
R3_STAGED,15,15_UJ_Sat_Aug,24.075,-10.129999999999999,13,19,38,OK,70,23,13.945,0.1992142857142857,1.7552125643108583,0.4142857142857143,1.1175862068965516,-0.9718421052631578,0.7142857142857143,0.2571428571428571,0.18571428571428572,0.1,0.45714285714285713,-1.0,-2.0,3.0
R3_STAGED,16,16_UJ_T10A,11.744444443999997,-2.1111111099999995,2,3,55,OK,60,60,9.633333333999998,0.16055555556666662,2.0383233533403997,0.6166666666666667,0.5111111111351352,-0.46388888889999996,0.38333333333333336,0.08333333333333333,0.016666666666666666,0.8166666666666667,0.08333333333333333,-1.0,-1.0,1.6333333330000004
R3_STAGED,17,17_EA_1B_Wed_Short,52.781428567999995,-12.909999997,24,49,278,OK,351,351,39.871428570999996,0.11359381359259257,1.5021319468146814,0.50997150997151,0.6663447725418995,-0.6155370985581395,0.5327635327635327,0.15669515669515668,0.014245014245014245,0.6210826210826211,0.20797720797720798,-1.0,-1.0,4.787142857
R3_STAGED,18,18_EA_2_MonWed_Short,39.053333343,-6.0688888879999965,106,112,735,OK,953,426,32.984444455,0.03461116941762855,1.1479027268313011,0.4491080797481637,0.5981282450747664,-0.6076687859318801,0.48478488982161594,0.155299055613851,0.01888772298006296,0.5960125918153201,0.229800629590766,-1.0,-3.0,23.796666662000007
R3_STAGED,19,19_EA_3_WedThu_Long,63.135555575999994,-16.668888894999995,32,53,618,OK,703,448,46.466666681,0.06609767664438122,1.3412791030958724,0.4950213371266003,0.5247733078189656,-0.46949808427586215,0.39971550497866287,0.08677098150782361,0.0,0.7908961593172119,0.12233285917496443,-1.0,-2.0,4.8377777769999994
R3_STAGED,20,20_EA_1A_MonTue_Short,24.314000000000004,5.531999999999993,64,61,645,OK,770,450,29.845999999999997,0.038761038961038954,1.172239470920234,0.4584415584415584,0.5754334277620397,-0.5381428571428571,0.43116883116883115,0.12597402597402596,0.00909090909090909,0.7025974025974026,0.16233766233766234,-1.0,-2.0,13.255999999999975
R3_STAGED,21,21_GA_B_3,8.894545480999998,0.0,0,0,587,OK,587,587,8.894545480999998,0.015152547667802382,1.1673980928189815,0.5264054514480409,0.20073992357605178,-0.19181982275812276,0.0,0.008517887563884156,0.10562180579216354,0.8858603066439523,0.0,-1.0,-1.0,6.221363637000001
R3_STAGED,23,23_GA_F_2,19.614444442,-4.677777777999999,9,18,407,OK,434,434,14.936666664,0.0344162826359447,1.2428770166847236,0.4700460829493088,0.37468409587254903,-0.2999945799707317,0.2626728110599078,0.029953917050691243,0.004608294930875576,0.9032258064516129,0.06221198156682028,-1.0,-1.0,9.394444445999996
R3_STAGED,24,24_GA_D_1,24.537777772000002,-5.351111108000001,12,24,398,OK,434,434,19.186666664,0.0442089093640553,1.2665390670469947,0.5184331797235023,0.40520493825777776,-0.39770411295027625,0.315668202764977,0.0576036866359447,0.009216589861751152,0.8502304147465438,0.08294930875576037,-1.0,-1.0,4.844444442999994
R3_STAGED,25,25_AU_China_Demand,49.6725,-4.227499999999992,20,30,972,OK,1022,335,45.44500000000001,0.04446673189823876,1.2720280138872262,0.5088062622309197,0.4086634615384615,-0.37457399103139016,0.30724070450097846,0.046966731898238745,0.07142857142857142,0.8317025440313112,0.049902152641878667,-1.0,-2.3575,8.14
R3_STAGED,26,26_AJ_China_Demand,59.173333336,-0.9711111109999919,32,28,454,OK,514,163,58.20222222500001,0.11323389537937745,1.6694869763559188,0.5447470817120622,0.5183492063499999,-0.464896019,0.4182879377431907,0.07976653696498054,0.02529182879377432,0.7782101167315175,0.11673151750972763,-1.0,-3.0,4.34
R3_STAGED,27,27_EA_China_Demand,54.554999998,-1.5516666679999958,19,27,537,OK,583,183,53.003333330000004,0.09091480845626072,1.5373593321883363,0.5334476843910806,0.4875884244308682,-0.43838518519111114,0.3927958833619211,0.07718696397941681,0.1234991423670669,0.7204116638078902,0.07890222984562607,-1.0,-2.666666667,5.538333334000008
R3_STAGED,28,28_GA_China_Demand,44.565333313,2.2106666690000054,27,20,533,OK,580,181,46.775999982,0.08064827583103448,1.4794063788048033,0.5172413793103449,0.48115555547999994,-0.42056321837068966,0.3913793103448276,0.07758620689655173,0.1310344827586207,0.7103448275862069,0.08103448275862069,-1.0,-2.333333333,4.161333331999996
