DailyDate,Index,Close,CloseLag126,Return126,MA200,MA200Lag20,Status
2015-05-29 00:00:00,126,124.055,120.685,0.027923934208890914363839748,,,PASS
2015-09-15 00:00:00,219,120.148,119.525,0.005212298682284040995607613,121.220325,121.040695,PASS
2022-01-01 00:00:00,2182,115.088,110.217,0.044194634221581062812451800,111.44898,110.90964,PASS
2026-09-07 00:00:00,3645,154.286,159.57,-0.0331139938584947045183931817,158.79367,158.645115,PASS
