Group,Method,Period,StrategyNo,Strategy,Regime,Trades,TotalR,AvgR,PF,WinRate,AvgWinR,AvgLossR,Flag,EligiblePair,WeakMinusStrongAvgR,Aggregation,EligibleStrategies,EligibleIDs
Short,primary,Historical,,,JPY_STRONG,,,0.1481543975836156572643811967,,,,,,,0.0110861555704893024402736420,strategy_equal_weighted,7,5|9|10|11|12|14|15
Short,robustness,Historical,5,5_GJ_Port_Log2,JPY_WEAK_TREND,210,24.641111107,0.1173386243190476190476190476,1.481941063896292721957805344,0.5809523809523809523809523810,0.6210655737377049180327868852,-0.5810101010113636363636363636,,True,0.0142886616042825183764781080,,,
Short,robustness,Historical,5,5_GJ_Port_Log2,JPY_STRONG_TREND,298,30.708888889,0.1030499627147651006711409396,1.325187372776467363345683022,0.5033557046979865771812080537,0.8342888889,-0.6424111867074829931972789116,,True,0.0142886616042825183764781080,,,
Short,robustness,Historical,5,5_GJ_Port_Log2,NEUTRAL_MIXED,162,9.178888890,0.05665980796296296296296296296,1.203558140138085256244040455,0.5308641975308641975308641975,0.6310594315232558139534883721,-0.5933187134342105263157894737,,True,0.0142886616042825183764781080,,,
Short,robustness,Historical,9,9_AJ_Core2,JPY_WEAK_TREND,61,12.820000001,0.2101639344426229508196721311,1.735794911110307918712651768,0.5737704918032786885245901639,0.8640952381142857142857142857,-0.6701282051153846153846153846,,True,0.0084355393562031977332523780,,,
Short,robustness,Historical,9,9_AJ_Core2,JPY_STRONG_TREND,81,16.340000002,0.2017283950864197530864197531,1.523438334298418330684429649,0.5061728395061728395061728395,1.159918699219512195121951220,-0.78041666665,,True,0.0084355393562031977332523780,,,
Short,robustness,Historical,9,9_AJ_Core2,NEUTRAL_MIXED,44,11.550000002,0.2625000000454545454545454545,1.793450881785823259985611324,0.5681818181818181818181818182,1.04426666672,-0.7661403508421052631578947368,,True,0.0084355393562031977332523780,,,
Short,robustness,Historical,10,10_AJ_SatA,JPY_WEAK_TREND,64,0.318,0.00496875,1.048007246376811594202898551,0.453125,0.2393793103448275862068965517,-0.1948235294117647058823529412,,True,-0.00303125,,,
Short,robustness,Historical,10,10_AJ_SatA,JPY_STRONG_TREND,99,0.792,0.008,1.084255319148936170212765957,0.4545454545454545454545454545,0.2264888888888888888888888889,-0.1740740740740740740740740741,,True,-0.00303125,,,
Short,robustness,Historical,10,10_AJ_SatA,NEUTRAL_MIXED,53,-4.560,-0.08603773584905660377358490566,0.5240083507306889352818371608,0.4339622641509433962264150943,0.2182608695652173913043478261,-0.3193333333333333333333333333,,True,-0.00303125,,,
Short,robustness,Historical,11,11_AJ_SatB,JPY_WEAK_TREND,64,1.416363635,0.022130681796875,1.101339924431254990187938112,0.5,0.4810227273125,-0.43676136371875,,True,-0.03777749078898358585858585859,,,
Short,robustness,Historical,11,11_AJ_SatB,JPY_STRONG_TREND,99,5.930909086,0.05990817258585858585858585859,1.323066256969551437096557590,0.5151515151515151515151515152,0.4762566844705882352941176471,-0.3824621212916666666666666667,,True,-0.03777749078898358585858585859,,,
Short,robustness,Historical,11,11_AJ_SatB,NEUTRAL_MIXED,53,6.212727269,0.1172212692264150943396226415,1.626397799755842527976144979,0.4716981132075471698113207547,0.64523636352,-0.35422077925,,True,-0.03777749078898358585858585859,,,
Short,robustness,Historical,12,12_UJ_Short_Core,JPY_WEAK_TREND,93,12.336,0.1326451612903225806451612903,1.811258713665658292779166119,0.6236559139784946236559139785,0.4748620689655172413793103448,-0.4344571428571428571428571429,,True,-0.0203225806451612903225806452,,,
Short,robustness,Historical,12,12_UJ_Short_Core,JPY_STRONG_TREND,124,18.968,0.1529677419354838709677419355,1.766229044637446980407998384,0.5483870967741935483870967742,0.6429852941176470588235294118,-0.4420535714285714285714285714,,True,-0.0203225806451612903225806452,,,
Short,robustness,Historical,12,12_UJ_Short_Core,NEUTRAL_MIXED,76,28.452,0.3743684210526315789473684211,5.272072072072072072072072072,0.6842105263157894736842105263,0.6752307692307692307692307692,-0.2895652173913043478260869565,,True,-0.0203225806451612903225806452,,,
Short,robustness,Historical,14,14_UJ_Sat_3rd,JPY_WEAK_TREND,9,0.866666668,0.09629629644444444444444444444,1.322847682669345642826050603,0.5555555555555555555555555556,0.7102222224,-0.671111111,LOW_SAMPLE,False,-0.1618148146555555555555555556,,,
Short,robustness,Historical,14,14_UJ_Sat_3rd,JPY_STRONG_TREND,20,5.162222222,0.2581111111,2.868865647020029785633941734,0.65,0.6095726496153846153846153846,-0.3946031747142857142857142857,,False,-0.1618148146555555555555555556,,,
Short,robustness,Historical,14,14_UJ_Sat_3rd,NEUTRAL_MIXED,8,-0.262222222,-0.03277777775,0.8615023475108278780828922321,0.5,0.40777777775,-0.47333333325,LOW_SAMPLE,False,-0.1618148146555555555555555556,,,
Short,robustness,Historical,15,15_UJ_Sat_Aug,JPY_WEAK_TREND,6,3.670,0.6116666666666666666666666667,6.437037037037037037037037037,0.6666666666666666666666666667,1.08625,-0.3375,LOW_SAMPLE,False,0.3104666666666666666666666667,,,
