Status,PlanCommit,ImplementationCommit,Branch,RunJST,BaselineSHA256,BaselineTrades,TargetTrades,DailyRows,FirstDaily,LastDaily,InputHashes,OutputHashes,BaselineRecalculated,LiveChanged,FreshHoldout,IndependentAggregation
COMPLETED,11541f39730fcbae7dd7dfb5fc82c95bf7c18652,a57735bf817281bc953107a2e05edd616367686a,research/jpy-regime-dependency-phase1,2026-09-13T13:23:20.100748+09:00,cc32f32e3df57cb03416d111e3cf848fb6b2edc7f193b6da90201a2462420359,16298,9420,3648,2015-01-02 00:00:00,2026-09-09 00:00:00,"{""USDJPY_M1_201501020900_201612302359.csv"": ""8f4fed06d70ccd507ad5f0e2cf7f45b68258da4e2543aa1c2c57a18887a3c2b5"", ""USDJPY_M1_201701020001_201812282357.csv"": ""6dd1b5ad4704e90e9e021e95320f6bf0fb898218a0f65a55b199b78e97304501"", ""USDJPY_M1_201901020600_202012310000.csv"": ""e71ae600031120dd7e5856d85f68c1fdaa9ceac892f5285571291af5c1c5620c"", ""USDJPY_M1_202101040002_202212302355.csv"": ""67619cc7d74203e8bef46cb48832ee6657c7d1f14520d052cc4d900aa06d0949"", ""USDJPY_M1_202301020700_202412310000.csv"": ""32aafd8b812e8325d8830519ed5c340dab8ec31c638922c50e19ec6d19aa024a"", ""USDJPY_M1_202501010000_202512302358.csv"": ""e4f64af920744d39b37ff90df78d8d62ab8d088abdc855162f109217cf56db12"", ""USDJPY_M1_202601020001_202603310000.csv"": ""f66871bba2c64a2058d9e1b0c7cc6061639f42d4ababf83aec11b3dafe5e222d"", ""USDJPY_M1_202604010000_202609090000_RECHECK.csv"": ""4fb9aee7e8b4f1df9ebdb6a144201b12eff137e6a80c65c6c1c622de9e5b1a6c""}","{""jpy_regime_phase1_strategy_primary.csv"": ""6839ddd58e75ba8cefde1962f9efb4e9c11820a0bbbaaf3b483ce56ef8782c20"", ""jpy_regime_phase1_strategy_robustness.csv"": ""7075dc124ed4bfa9fe4220a0576449466ea63b6bb9ef682ccee3d5df0259eb92"", ""jpy_regime_phase1_group_summary.csv"": ""4028ce0b4fe5213e7d6e42e063e9e10969be4d80ed2cd41cf8fb5235cd6e8690"", ""jpy_regime_phase1_period_summary.csv"": ""770b5d9adbf239c59eef7adc35084807882b71cff7eeba420d43ba0afa0fc607"", ""jpy_regime_phase1_decision.csv"": ""e43622b0c2450813139ff26e3e0e2b9b9ff22b78dc681c6889e702d52ee9a86d"", ""jpy_regime_phase1_coverage.csv"": ""685ec27b0bd76be2475a6892f153a9e65d496a0b4ff1e50ad54b17a769722c6a"", ""jpy_regime_phase1_regime_assignments_audit.csv"": ""38ab84ff8ee4a2b9bb8f9286059b49aa8720ec46123f9fee94786460d36211c8"", ""jpy_regime_phase1_daily_audit.csv"": ""403ed61f26c2ede8f5c3c205b1e60671f6d2955412f305c9cce110fdb3e3db81""}",False,False,False,PASS
