PlanSHA,ImplementationSHA,BaseSHA,ExecutedUTC,Branch,Python,Numpy,Pandas,Seed,Bootstraps,Phase2DailySHA256,SourceCount,Phase1VerdictChanged,Phase2VerdictChanged,LiveChanged,TradingStrategyCreated,Exploratory,Status,IndependentChecksPassed
e4021d03b5e5f88a3b91db8d3b2ad8dc3a330b6d,523d7de59885f71a16c5f224cedf2eda56db26fc,046be86bffebd28dbd21a11e49fb9eb2e1d507ac,2026-09-22T03:50:18.241946+00:00,research/tokyo-london-phase2b-directional-asymmetry,3.12.14,2.3.5,2.2.3,20260913,5000,ab12358882adf6a165983710599f4524ce2b37f1409a9f9a04ad967cefdbc21d,16,False,False,False,False,True,VERIFIED,128
