BaselineSHA256,BaselineTrades,BaselineStrategies,ResetBaselineTrades,SourceCommit,Branch,PlanSHA,ImplementationSHA,RunJST,Candidates,InitialCapitalJPY,RiskPcts,PrimaryRiskPct,LiveReferenceRiskPct,StartJST,EndExclusiveJST,WeeklyBaseSpec,LotSpec,DecisionRule,SavedRMaxRoundingDifference,Execution,ConstrainedStatus,VerificationStatus,BaselineRecalculated,FreshOOS,LiveChanged,CSVHashes,RunRecordCSV,GitHubCSVs,LocalAndColabOnlyCSVs,NotebookVerification,ColabServerExecuted,SourceSHA256
cc32f32e3df57cb03416d111e3cf848fb6b2edc7f193b6da90201a2462420359,16298,28,995,abd9b87b498e0cccdcf2d33ed71736aa32e491fb,research/deployment-reset-2026-validation,524b93bdcfc3cccf739c85cf8826f236e511fa47,b2822c6053f2e831295a5457a586fc9dbcd6b5b5,2026-09-13T12:02:34.563925+09:00,"{""D0_BASELINE"": null, ""D1_MINUS_22"": ""22_GA_C_2"", ""D2_MINUS_18"": ""18_EA_2_MonWed_Short"", ""D3_MINUS_20"": ""20_EA_1A_MonTue_Short"", ""D4_MINUS_23"": ""23_GA_F_2""}",500000,"[""0.25"", ""1.0"", ""1.5"", ""2.0""]",1.5,0.25,2026-01-01,2026-09-10,EntryTime JST Monday 06:00; weekly starting Balance times Risk fixed per trade; previous closed PnL compounds next week; all capital and DD peaks reset to JPY 500000 on 2026-01-01; first partial week also JPY 500000,THEORETICAL_UNCAPPED: Lot=RawLot; PnL=RiskAmount*Pips/SL; pip value cancels; no broker min/max/step/MaxAutoLot,Primary 1.5% FinalCapital delta > 0; 0.25/1.0/2.0% deltas >= 0; validation PASS; Shadow Forward candidate only; no live adoption,4.7368421052631578947368421052632E-10,LOCAL,NOT_RUN_MISSING_HISTORICAL_BROKER_INPUTS,PASS,False,False,False,"{""deployment_reset_2026_constraint_status.csv"": ""8139fc4f069832d853b4230426dcf9b3752c88bc58fd9f7f01df03da02d13f27"", ""deployment_reset_2026_decision.csv"": ""4e56bac5268473d9eca75d559bbb6e22fac12434982ec7d7fb85e67eda5f3a3f"", ""deployment_reset_2026_detailed_metrics.csv"": ""76c596ead1e9d7f7486bfca5a9ae6fb03d318de4db96c5bf2a2656758ad063b6"", ""deployment_reset_2026_risk_comparison.csv"": ""2e55059f10523c4af7110d9d9d42944fc93edd4d196ca7d56ca31f9f9ae7deb0"", ""deployment_reset_2026_summary.csv"": ""11eacff5d7261c64b8e8041871fb753d9950cfc55e1df86f079e88311422f1af"", ""deployment_reset_2026_trade_log.csv"": ""aa0cf1bd40d76848b6096f725ed14c0304866a6cfeb463f0745370cbf53b7625"", ""deployment_reset_2026_verification.csv"": ""e286a13556e0df6fac463cb2938ced3be2047177bee497e0be6cd76da00a813b"", ""deployment_reset_2026_weekly.csv"": ""16b75c39af6a7b0f66bca9ef0de401bd6d194e602b011c1fc70bfd2ed1d545c7""}",deployment_reset_2026_run_record.csv,"[""deployment_reset_2026_constraint_status.csv"", ""deployment_reset_2026_decision.csv"", ""deployment_reset_2026_detailed_metrics.csv"", ""deployment_reset_2026_risk_comparison.csv"", ""deployment_reset_2026_run_record.csv"", ""deployment_reset_2026_summary.csv"", ""deployment_reset_2026_verification.csv""]","[""deployment_reset_2026_weekly.csv"", ""deployment_reset_2026_trade_log.csv""]",PASS_LOCAL_8_NON_RECORD_CSV_BYTE_IDENTICAL; downloaded fixed-SHA HTTPS responses replayed between runtime processes,False,"{""src/portfolio_money_management_sim_v1_1.py"": ""62e878ff49e5692613e3f5e837faf8cf96fb7ca9851694fbf4f85f72f2a36848"", ""src/research/deployment_reset_2026_money_simulation.py"": ""83719a9d387c71a61c7acc44a0e4d6977928f4e39049f49750c6d6d65c601b71"", ""src/research/edge_decay_phase2_money_simulation.py"": ""a74c8d378b1ea08150ebb70fe20fabcdc94acf8d1ad7e03c758f016b10cbd858"", ""tests/test_deployment_reset_2026.py"": ""47285ad06366a1530dec7644180c2845508f9981641e1f476112f08fe50f60d5"", ""tests/verify_deployment_reset_2026.py"": ""92a87b3d03f0291e40fa033fcab4c40a34bff6d6649cadfb5cb36a84123ca1fc""}"
