CategoryColumn,Category,Decision,Trades,WinRate,PF,TotalPips,MaxDD,RoMD,AvgPips
Direction,Long,Accepted,6236,55.12,1.319,25576.4,1410.8,18.13,4.1
Direction,Long,Rejected,2808,56.7,1.524,26824.6,1260.8,21.28,9.55
Direction,Short,Accepted,4321,53.02,1.297,18694.2,1995.4,9.37,4.33
Direction,Short,Rejected,1900,52.47,1.378,15463.5,1422.3,10.87,8.14
