Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,Group,H1_ATR_P70_Threshold,FilterDecision,ATR_to_Threshold_Ratio,TradingWeekStart,Dataset,WeekStartBalance,RiskAmountYen,RMultiple,YenPnL,Equity,PeakEquity,DrawdownYen,DrawdownPct
26_AJ_China_Demand,AJ,Long,2015-05-15 10:00:00,2015-05-15 15:50:00,12.0,TimeExit,10,0,45,80,0.01,1.5,0.015,3145.500000000002,3313.0000000000023,167.50000000000043,116.2,134.0,47.9,21.3,2015-05-15,China_Demand,19.679,Rejected,1.0823720717516134,2015-05-11 06:00:00,Rejected_H1_ATR_P70,879582.9626608393,17591.659253216785,0.26666666666666666,4691.109134191142,869925.7646345086,969379.7405225494,99453.97588804073,10.259547598387968
25_AU_China_Demand,AU,Long,2015-05-15 10:00:00,2015-05-15 15:50:00,2.2,TimeExit,10,0,40,40,0.0001,1.5,0.00015,3147.7000000000016,3313.0000000000023,165.30000000000064,99.9,120.4,48.6,20.886,2015-05-15,China_Demand,15.267,Rejected,1.3680487325604245,2015-05-11 06:00:00,Rejected_H1_ATR_P70,879582.9626608393,17591.659253216785,0.05500000000000001,967.5412589269233,870893.3058934355,969379.7405225494,98486.43462911388,10.1597372538469
28_GA_China_Demand,GA,Short,2015-05-15 10:00:00,2015-05-15 16:10:00,-25.0,TimeExit,10,0,75,70,0.0001,2.0,0.0002,3122.7000000000016,3313.0000000000023,190.30000000000064,249.5,302.8,125.1,45.379,2015-05-15,China_Demand,33.129,Rejected,1.36976666968517,2015-05-11 06:00:00,Rejected_H1_ATR_P70,879582.9626608393,17591.659253216785,-0.3333333333333333,-5863.886417738928,865029.4194756965,969379.7405225494,104350.32104685286,10.764648432883718
23_GA_F_2,GA,Short,2015-05-15 19:42:00,2015-05-15 22:45:00,-16.9,TimeExit,19,42,90,200,0.0001,2.0,0.0002,3105.800000000001,3313.0000000000023,207.2000000000008,249.5,239.2,171.2,35.629,2015-05-15,GA,33.129,Rejected,1.0754625856500346,2015-05-11 06:00:00,Rejected_H1_ATR_P70,879582.9626608393,17591.659253216785,-0.18777777777777777,-3303.3226819929296,861726.0967937036,969379.7405225494,107653.64372884575,11.105415063741116
24_GA_D_1,GA,Long,2015-05-15 22:44:00,2015-05-16 03:08:00,-75.1,TimeExit,22,44,90,200,0.0001,2.0,0.0002,2989.1000000000013,3313.0000000000023,323.900000000001,249.5,253.4,185.4,39.379,2015-05-15,GA,33.129,Rejected,1.1886564641250867,2015-05-11 06:00:00,Rejected_H1_ATR_P70,879582.9626608393,17591.659253216785,-0.8344444444444444,-14679.26233240645,847046.8344612971,969379.7405225494,122332.90606125223,12.619709381929937
20_EA_1A_MonTue_Short,EA,Short,2015-05-18 10:01:00,2015-05-18 16:00:00,23.0,TimeExit,10,1,50,125,0.0001,1.5,0.00015,3012.1000000000013,3313.0000000000023,300.900000000001,71.2,64.8,64.8,27.893,2015-05-18,EA_Rev4,27.414,Rejected,1.0174728241044722,2015-05-18 06:00:00,Rejected_H1_ATR_P70,847046.8344612974,16940.93668922595,0.46,7792.830877043937,854839.6653383411,969379.7405225494,114540.07518420822,11.815810708243683
3_EJ_NightBlitz_21,EJ,Long,2015-05-18 21:56:00,2015-05-19 03:05:00,-75.0,SL,21,56,75,70,0.01,1.0,0.01,2766.900000000001,3313.0000000000023,546.1000000000008,51.4,91.9,91.9,23.671,2015-05-18,CrossJPY_16,23.232,Rejected,1.018896349862259,2015-05-18 06:00:00,Rejected_H1_ATR_P70,847046.8344612974,16940.93668922595,-1.0,-16940.93668922595,837898.7286491152,969379.7405225494,131481.01187343418,13.563416520605088
21_GA_B_3,GA,Long,2015-05-18 21:02:00,2015-05-19 10:00:00,13.0,TimeExit,21,2,220,100,0.0001,2.0,0.0002,2872.900000000001,3313.0000000000023,440.1000000000008,61.8,102.3,102.3,40.029,2015-05-18,GA,33.129,Rejected,1.208276736394096,2015-05-18 06:00:00,Rejected_H1_ATR_P70,847046.8344612974,16940.93668922595,0.05909090909090909,1001.055349817897,838899.783998933,969379.7405225494,130479.95652361633,13.4601489044201
4_GJ_Port_Log1,GJ,Long,2015-05-20 00:00:00,2015-05-20 08:55:00,0.8,TimeExit,0,0,130,90,0.01,2.0,0.02,2974.7000000000016,3313.0000000000023,338.30000000000064,211.4,211.4,,39.264,2015-05-20,CrossJPY_16,31.189,Rejected,1.2589053833082178,2015-05-18 06:00:00,Rejected_H1_ATR_P70,847046.8344612974,16940.93668922595,0.006153846153846154,104.25191808754431,839004.0359170206,969379.7405225494,130375.70460552874,13.449394407113255
22_GA_C_2,GA,Long,2015-05-21 16:56:00,2015-05-21 17:37:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,3021.1000000000017,3313.0000000000023,291.90000000000055,206.0,156.0,100.9,36.707,2015-05-21,GA,33.129,Rejected,1.1080020525823298,2015-05-18 06:00:00,Rejected_H1_ATR_P70,847046.8344612974,16940.93668922595,1.1428571428571428,19361.070501972514,858365.1064189931,969379.7405225494,111014.63410355628,11.452130621557373
19_EA_3_WedThu_Long,EA,Long,2015-05-21 20:56:00,2015-05-22 10:00:00,-77.6,TimeExit,20,56,90,999,0.0001,1.5,0.00015,2941.500000000002,3313.0000000000023,371.50000000000045,101.5,124.9,124.9,30.929,2015-05-21,EA_Rev4,27.414,Rejected,1.128219158094404,2015-05-18 06:00:00,Rejected_H1_ATR_P70,847046.8344612974,16940.93668922595,-0.8622222222222221,-14606.852078710372,843758.2543402826,969379.7405225494,125621.48618226673,12.9589551886601
25_AU_China_Demand,AU,Long,2015-05-25 10:00:00,2015-05-25 15:50:00,17.2,TimeExit,10,0,40,40,0.0001,1.5,0.00015,2959.2000000000016,3313.0000000000023,353.80000000000064,25.5,27.8,27.8,18.243,2015-05-25,China_Demand,15.267,Rejected,1.1949302416977794,2015-05-25 06:00:00,Rejected_H1_ATR_P70,843758.254340283,16875.16508680566,0.43,7256.320987326434,851014.5753276092,969379.7405225494,118365.16519494017,12.210402203282564
20_EA_1A_MonTue_Short,EA,Short,2015-05-25 10:01:00,2015-05-25 16:00:00,-0.3,TimeExit,10,1,50,125,0.0001,1.5,0.00015,2958.900000000001,3313.0000000000023,354.1000000000008,52.5,42.4,42.4,29.121,2015-05-25,EA_Rev4,27.414,Rejected,1.0622674545852484,2015-05-25 06:00:00,Rejected_H1_ATR_P70,843758.254340283,16875.16508680566,-0.006,-101.25099052083397,850913.3243370883,969379.7405225494,118466.4161854611,12.220847128659935
18_EA_2_MonWed_Short,EA,Short,2015-05-25 09:59:00,2015-05-26 05:26:00,33.2,TimeExit,9,59,90,180,0.0001,1.5,0.00015,2867.700000000001,3313.0000000000023,445.3000000000011,52.5,42.4,42.4,29.471,2015-05-25,EA_Rev4,27.414,Rejected,1.0750346538265119,2015-05-25 06:00:00,Rejected_H1_ATR_P70,843758.254340283,16875.16508680566,0.36888888888888893,6225.060898688311,857138.3852357767,969379.7405225494,112241.35528677271,11.578677642496263
4_GJ_Port_Log1,GJ,Long,2015-05-27 00:00:00,2015-05-27 08:55:00,2.1,TimeExit,0,0,130,90,0.01,2.0,0.02,2700.1000000000017,3313.0000000000023,612.9000000000005,175.5,175.5,,36.371,2015-05-27,CrossJPY_16,31.189,Rejected,1.1661483215236141,2015-05-25 06:00:00,Rejected_H1_ATR_P70,843758.254340283,16875.16508680566,0.016153846153846154,272.5988206330145,857410.9840564097,969379.7405225494,111968.75646613969,11.550556689557213
25_AU_China_Demand,AU,Long,2015-05-28 10:00:00,2015-05-28 10:34:00,-40.0,SL,10,0,40,40,0.0001,1.5,0.00015,2862.200000000002,3313.0000000000023,450.8000000000002,77.5,77.5,43.6,16.479,2015-05-28,China_Demand,15.267,Rejected,1.0793869129494988,2015-05-25 06:00:00,Rejected_H1_ATR_P70,843758.254340283,16875.16508680566,-1.0,-16875.16508680566,840535.8189696041,969379.7405225494,128843.92155294528,13.291377585784007
12_UJ_Short_Core,UJ,Short,2015-05-28 08:04:00,2015-05-28 11:53:00,-50.0,SL,8,4,50,999,0.01,0.5,0.005,2812.200000000002,3313.0000000000023,500.8000000000002,107.2,129.2,44.9,21.414,2015-05-28,CrossJPY_16,19.629,Rejected,1.090936879107443,2015-05-25 06:00:00,Rejected_H1_ATR_P70,843758.254340283,16875.16508680566,-1.0,-16875.16508680566,823660.6538827984,969379.7405225494,145719.08663975098,15.03219848201081
13_UJ_Fix_MidWeek,UJ,Long,2015-05-28 18:04:00,2015-05-28 22:03:00,28.7,TimeExit,18,4,95,95,0.01,0.5,0.005,2840.900000000002,3313.0000000000023,472.1000000000004,107.2,126.3,80.3,24.521,2015-05-28,CrossJPY_16,19.629,Rejected,1.2492230882877375,2015-05-25 06:00:00,Rejected_H1_ATR_P70,843758.254340283,16875.16508680566,0.3021052631578947,5098.076189382341,828758.7300721807,969379.7405225494,140621.01045036863,14.506287327045447
22_GA_C_2,GA,Long,2015-05-28 16:56:00,2015-05-29 01:15:00,28.5,TimeExit,16,56,70,80,0.0001,2.0,0.0002,2870.200000000002,3313.0000000000023,442.8000000000002,116.2,239.4,239.4,44.064,2015-05-28,GA,33.129,Rejected,1.330073349633252,2015-05-25 06:00:00,Rejected_H1_ATR_P70,843758.254340283,16875.16508680566,0.40714285714285714,6870.602928199447,835629.3330003802,969379.7405225494,133750.40752216917,13.79752453358168
12_UJ_Short_Core,UJ,Short,2015-05-29 08:04:00,2015-05-29 14:56:00,-7.2,TimeExit,8,4,50,999,0.01,0.5,0.005,2858.4000000000024,3313.0000000000023,454.5999999999999,96.1,96.1,69.5,26.093,2015-05-29,CrossJPY_16,19.629,Rejected,1.329308675938662,2015-05-25 06:00:00,Rejected_H1_ATR_P70,843758.254340283,16875.16508680566,-0.14400000000000002,-2430.023772500015,833199.3092278802,969379.7405225494,136180.43129466916,14.048202742638335
25_AU_China_Demand,AU,Long,2015-05-29 10:00:00,2015-05-29 15:50:00,3.8,TimeExit,10,0,40,40,0.0001,1.5,0.00015,2862.2000000000025,3313.0000000000023,450.7999999999997,143.3,143.3,42.4,17.343,2015-05-29,China_Demand,15.267,Rejected,1.1359795637649834,2015-05-25 06:00:00,Rejected_H1_ATR_P70,843758.254340283,16875.16508680566,0.095,1603.1406832465377,834802.4499111268,969379.7405225494,134577.29061142262,13.88282475749679
5_GJ_Port_Log2,GJ,Short,2015-05-29 09:55:00,2015-05-29 23:55:00,44.9,TimeExit,9,55,90,999,0.01,2.0,0.02,2876.0000000000027,3313.0000000000023,436.9999999999996,131.5,142.5,75.6,35.207,2015-05-29,CrossJPY_16,31.189,Rejected,1.1288274712238289,2015-05-25 06:00:00,Rejected_H1_ATR_P70,843758.254340283,16875.16508680566,0.4988888888888889,8418.832359973047,843221.2822710997,969379.7405225494,126158.45825144963,13.014348554823648
24_GA_D_1,GA,Long,2015-05-29 22:44:00,2015-05-30 03:08:00,-19.5,TimeExit,22,44,90,200,0.0001,2.0,0.0002,2831.900000000003,3313.0000000000023,481.09999999999945,267.6,147.1,147.1,36.393,2015-05-29,GA,33.129,Rejected,1.0985239518246854,2015-05-25 06:00:00,Rejected_H1_ATR_P70,843758.254340283,16875.16508680566,-0.21666666666666667,-3656.2857688078934,839564.9965022919,969379.7405225494,129814.7440202575,13.391526415672782
20_EA_1A_MonTue_Short,EA,Short,2015-06-01 10:01:00,2015-06-01 16:00:00,35.1,TimeExit,10,1,50,125,0.0001,1.5,0.00015,2867.0000000000027,3313.0000000000023,445.9999999999996,67.3,78.3,78.3,32.636,2015-06-01,EA_Rev4,27.414,Rejected,1.1904866126796527,2015-06-01 06:00:00,Rejected_H1_ATR_P70,839564.9965022921,16791.299930045843,0.7020000000000001,11787.492550892182,851352.4890531842,969379.7405225494,118027.2514693652,12.175543446548819
2_EJ_NightBlitz_20,EJ,Long,2015-06-01 20:56:00,2015-06-02 01:43:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,2940.7000000000025,3313.0000000000023,372.2999999999997,46.3,122.4,122.4,24.85,2015-06-01,CrossJPY_16,23.232,Rejected,1.0696453168044078,2015-06-01 06:00:00,Rejected_H1_ATR_P70,839564.9965022921,16791.299930045843,1.5555555555555556,26119.79989118242,877472.2889443665,969379.7405225494,91907.45157818287,9.48105760170309
3_EJ_NightBlitz_21,EJ,Long,2015-06-01 21:56:00,2015-06-02 01:45:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,3010.7000000000025,3313.0000000000023,302.2999999999997,46.3,122.4,122.4,27.357,2015-06-01,CrossJPY_16,23.232,Rejected,1.1775568181818181,2015-06-01 06:00:00,Rejected_H1_ATR_P70,839564.9965022921,16791.299930045843,0.9333333333333333,15671.879934709454,893144.1688790759,969379.7405225494,76235.57164347346,7.864366094795655
18_EA_2_MonWed_Short,EA,Short,2015-06-01 09:59:00,2015-06-02 05:26:00,-54.9,TimeExit,9,59,90,180,0.0001,1.5,0.00015,2955.8000000000025,3313.0000000000023,357.1999999999998,67.3,75.1,75.1,32.05,2015-06-01,EA_Rev4,27.414,Rejected,1.1691106733785654,2015-06-01 06:00:00,Rejected_H1_ATR_P70,839564.9965022921,16791.299930045843,-0.61,-10242.692957327965,882901.475921748,969379.7405225494,86478.2646008014,8.920989472524443
21_GA_B_3,GA,Long,2015-06-01 21:02:00,2015-06-02 10:00:00,21.3,TimeExit,21,2,220,100,0.0001,2.0,0.0002,2977.100000000002,3313.0000000000023,335.89999999999964,89.5,117.2,117.2,43.35,2015-06-01,GA,33.129,Rejected,1.308521235171602,2015-06-01 06:00:00,Rejected_H1_ATR_P70,839564.9965022921,16791.299930045843,0.09681818181818182,1625.703129590802,884527.1790513387,969379.7405225494,84852.56147121068,8.7532839736748
4_GJ_Port_Log1,GJ,Long,2015-06-03 00:00:00,2015-06-03 08:55:00,-2.8,TimeExit,0,0,130,90,0.01,2.0,0.02,2922.7000000000025,3313.0000000000023,390.2999999999997,140.0,140.0,,38.714,2015-06-03,CrossJPY_16,31.189,Rejected,1.2412709609157073,2015-06-01 06:00:00,Rejected_H1_ATR_P70,839564.9965022921,16791.299930045843,-0.021538461538461538,-361.6587677240643,884165.5202836148,969379.7405225494,85214.22023893462,8.790592239218805
19_EA_3_WedThu_Long,EA,Long,2015-06-04 20:56:00,2015-06-05 10:00:00,-49.2,TimeExit,20,56,90,999,0.0001,1.5,0.00015,3050.300000000003,3313.0000000000023,262.69999999999936,176.0,385.5,246.4,37.886,2015-06-04,EA_Rev4,27.414,Rejected,1.3819946012986066,2015-06-01 06:00:00,Rejected_H1_ATR_P70,839564.9965022921,16791.299930045843,-0.5466666666666667,-9179.243961758395,874986.2763218563,969379.7405225494,94393.46420069307,9.737511550407456
20_EA_1A_MonTue_Short,EA,Short,2015-06-08 10:01:00,2015-06-08 15:53:00,-50.0,SL,10,1,50,125,0.0001,1.5,0.00015,3000.300000000003,3313.0000000000023,312.69999999999936,53.4,35.4,35.4,33.964,2015-06-08,EA_Rev4,27.414,Rejected,1.2389290143722185,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,-1.0,-17499.72552643713,857486.5507954191,969379.7405225494,111893.18972713023,11.54276131939931
18_EA_2_MonWed_Short,EA,Short,2015-06-08 09:59:00,2015-06-08 21:37:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,2860.300000000003,3313.0000000000023,452.69999999999936,53.4,35.4,35.4,37.0,2015-06-08,EA_Rev4,27.414,Rejected,1.3496753483621506,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,-1.0,-17499.72552643713,839986.8252689821,969379.7405225494,129392.91525356728,13.348011088391154
8_AJ_Core1,AJ,Long,2015-06-08 08:01:00,2015-06-08 22:46:00,-9.5,TimeExit,8,1,70,110,0.01,1.5,0.015,2850.800000000003,3313.0000000000023,462.19999999999936,32.9,15.5,15.5,22.779,2015-06-08,CrossJPY_16,19.679,Rejected,1.1575283296915495,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,-0.1357142857142857,-2374.9627500164675,837611.8625189656,969379.7405225494,131767.87800358376,13.593009271325762
2_EJ_NightBlitz_20,EJ,Long,2015-06-08 20:56:00,2015-06-09 00:50:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,2941.0000000000027,3313.0000000000023,371.9999999999996,57.1,93.1,93.1,29.529,2015-06-08,CrossJPY_16,23.232,Rejected,1.2710485537190084,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,1.5555555555555556,27221.79526334665,864833.6577823122,969379.7405225494,104546.08274023712,10.784842964005106
3_EJ_NightBlitz_21,EJ,Long,2015-06-08 21:56:00,2015-06-09 02:08:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,3011.0000000000027,3313.0000000000023,301.99999999999955,57.1,124.6,124.6,31.229,2015-06-08,CrossJPY_16,23.232,Rejected,1.3442234848484849,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,0.9333333333333333,16333.077158007989,881166.7349403203,969379.7405225494,88213.00558222912,9.09994317961271
1_EJ_Log1,EJ,Long,2015-06-08 13:55:00,2015-06-09 04:55:00,98.8,TimeExit,13,55,70,250,0.01,1.0,0.01,3109.800000000003,3313.0000000000023,203.19999999999936,57.1,56.5,56.5,24.043,2015-06-08,CrossJPY_16,23.232,Rejected,1.034908746556474,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,1.4114285714285715,24699.612600171266,905866.3475404915,969379.7405225494,63513.39298205788,6.551962077092785
21_GA_B_3,GA,Long,2015-06-08 21:02:00,2015-06-09 10:00:00,-25.1,TimeExit,21,2,220,100,0.0001,2.0,0.0002,3055.700000000003,3313.0000000000023,257.2999999999993,95.8,152.1,152.1,42.629,2015-06-08,GA,33.129,Rejected,1.286757825470132,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,-0.1140909090909091,-1996.5595941526,903869.7879463389,969379.7405225494,65509.95257621049,6.7579246643732205
20_EA_1A_MonTue_Short,EA,Short,2015-06-09 10:01:00,2015-06-09 14:17:00,-50.0,SL,10,1,50,125,0.0001,1.5,0.00015,3005.700000000003,3313.0000000000023,307.2999999999993,164.1,178.5,65.1,31.136,2015-06-09,EA_Rev4,27.414,Rejected,1.1357700445028087,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,-1.0,-17499.72552643713,886370.0624199018,969379.7405225494,83009.67810264754,8.563174433365063
27_EA_China_Demand,EA,Short,2015-06-09 10:00:00,2015-06-09 14:57:00,-60.0,SL,10,0,60,60,0.0001,1.5,0.00015,2945.700000000003,3313.0000000000023,367.2999999999993,164.1,178.5,65.1,31.136,2015-06-09,China_Demand,27.414,Rejected,1.1357700445028087,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,-1.0,-17499.72552643713,868870.3368934647,969379.7405225494,100509.4036290847,10.368424202356918
25_AU_China_Demand,AU,Long,2015-06-09 10:00:00,2015-06-09 15:50:00,-11.3,TimeExit,10,0,40,40,0.0001,1.5,0.00015,2889.400000000003,3313.0000000000023,423.59999999999945,56.1,109.6,81.3,17.3,2015-06-09,China_Demand,15.267,Rejected,1.1331630313748609,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,-0.28250000000000003,-4943.67246121849,863926.6644322462,969379.7405225494,105453.07609030313,10.87840726209711
28_GA_China_Demand,GA,Short,2015-06-09 10:00:00,2015-06-09 16:10:00,-54.4,TimeExit,10,0,75,70,0.0001,2.0,0.0002,2835.0000000000027,3313.0000000000023,477.9999999999996,152.1,168.4,113.9,38.193,2015-06-09,China_Demand,33.129,Rejected,1.1528570134927103,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,-0.7253333333333333,-12693.134248509064,851233.5301837372,969379.7405225494,118146.2103388122,12.1878150945392
18_EA_2_MonWed_Short,EA,Short,2015-06-09 09:59:00,2015-06-10 05:26:00,-0.4,TimeExit,9,59,90,180,0.0001,1.5,0.00015,2891.3000000000025,3313.0000000000023,421.6999999999998,164.1,178.5,65.1,32.057,2015-06-09,EA_Rev4,27.414,Rejected,1.169366017363391,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,-0.0044444444444444444,-77.77655789527614,851155.7536258418,969379.7405225494,118223.98689670756,12.195838426845839
4_GJ_Port_Log1,GJ,Long,2015-06-10 00:00:00,2015-06-10 08:36:00,90.0,TP,0,0,130,90,0.01,2.0,0.02,2981.3000000000025,3313.0000000000023,331.6999999999998,195.7,195.7,,37.743,2015-06-10,CrossJPY_16,31.189,Rejected,1.210138189746385,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,0.6923076923076923,12115.194595225705,863270.9482210674,969379.7405225494,106108.79230148194,10.946050125236106
28_GA_China_Demand,GA,Short,2015-06-10 10:00:00,2015-06-10 11:49:00,-75.0,SL,10,0,75,70,0.0001,2.0,0.0002,2906.3000000000025,3313.0000000000023,406.6999999999998,164.8,195.3,101.8,40.029,2015-06-10,China_Demand,33.129,Rejected,1.208276736394096,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,-1.0,-17499.72552643713,845771.2226946304,969379.7405225494,123608.51782791899,12.751299894227946
25_AU_China_Demand,AU,Long,2015-06-10 10:00:00,2015-06-10 11:55:00,-40.0,SL,10,0,40,40,0.0001,1.5,0.00015,2761.3000000000025,3313.0000000000023,551.6999999999998,90.6,75.2,35.6,17.779,2015-06-10,China_Demand,15.267,Rejected,1.16453789218576,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,-1.0,-17499.72552643713,828271.4971681933,969379.7405225494,141108.24335435603,14.556549663219789
27_EA_China_Demand,EA,Short,2015-06-10 10:00:00,2015-06-10 11:55:00,-60.0,SL,10,0,60,60,0.0001,1.5,0.00015,2801.3000000000025,3313.0000000000023,511.6999999999998,164.1,164.1,74.8,31.679,2015-06-10,China_Demand,27.414,Rejected,1.1555774421828262,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,-1.0,-17499.72552643713,810771.7716417562,969379.7405225494,158607.9688807932,16.361799432211644
17_EA_1B_Wed_Short,EA,Short,2015-06-10 09:59:00,2015-06-10 20:58:00,135.1,TimeExit,9,59,70,175,0.0001,1.5,0.00015,2896.4000000000024,3313.0000000000023,416.5999999999999,164.1,164.1,74.8,31.629,2015-06-10,EA_Rev4,27.414,Rejected,1.1537535565769315,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,1.93,33774.47026602366,844546.2419077798,969379.7405225494,124833.49861476955,12.877667378057373
2_EJ_NightBlitz_20,EJ,Long,2015-06-10 20:56:00,2015-06-11 04:45:00,8.5,TimeExit,20,56,45,70,0.01,1.0,0.01,2904.9000000000024,3313.0000000000023,408.0999999999999,163.7,214.2,214.2,46.15,2015-06-10,CrossJPY_16,23.232,Rejected,1.9864841597796143,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,0.18888888888888888,3305.5037105492356,847851.745618329,969379.7405225494,121527.99490422034,12.53667575502558
18_EA_2_MonWed_Short,EA,Short,2015-06-10 09:59:00,2015-06-11 05:26:00,113.7,TimeExit,9,59,90,180,0.0001,1.5,0.00015,3025.5000000000023,3313.0000000000023,287.5,164.1,164.1,74.8,31.629,2015-06-10,EA_Rev4,27.414,Rejected,1.1537535565769315,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,1.2633333333333334,22107.986581732242,869959.7322000612,969379.7405225494,99420.00832248817,10.256043546865882
3_EJ_NightBlitz_21,EJ,Long,2015-06-10 21:56:00,2015-06-11 05:27:00,21.8,TimeExit,21,56,75,70,0.01,1.0,0.01,3047.3000000000025,3313.0000000000023,265.6999999999998,163.7,214.4,214.4,48.571,2015-06-10,CrossJPY_16,23.232,Rejected,2.090693870523416,2015-06-08 06:00:00,Rejected_H1_ATR_P70,874986.2763218565,17499.72552643713,0.2906666666666667,5086.58688635106,875046.3190864123,969379.7405225494,94333.42143613705,9.731317614012246
