Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,Group,H1_ATR_P70_Threshold,FilterDecision,ATR_to_Threshold_Ratio
8_AJ_Core1,AJ,Long,2015-01-05 08:01:00,2015-01-05 22:46:00,-46.7,TimeExit,8,1,70,110,0.01,1.5,0.015,-296.7,-50.0,246.7,52.5,35.9,35.9,18.514,2015-01-05,CrossJPY_16,19.679,Accepted,0.9407998373901113
20_EA_1A_MonTue_Short,EA,Short,2015-01-06 10:01:00,2015-01-06 16:00:00,28.8,TimeExit,10,1,50,125,0.0001,1.5,0.00015,-432.2,-50.0,382.2,148.2,163.7,67.2,27.264,2015-01-06,EA_Rev4,27.414,Accepted,0.9945283431823155
9_AJ_Core2,AJ,Short,2015-01-08 17:14:00,2015-01-09 01:14:00,1.7,TimeExit,17,14,30,80,0.01,1.5,0.015,-294.6000000000001,-50.0,244.60000000000008,104.4,140.5,122.5,19.5,2015-01-08,CrossJPY_16,19.679,Accepted,0.9909040093500687
19_EA_3_WedThu_Long,EA,Long,2015-01-08 20:56:00,2015-01-09 10:00:00,-4.0,TimeExit,20,56,90,999,0.0001,1.5,0.00015,-298.6000000000001,-50.0,248.60000000000008,94.4,194.9,194.9,26.336,2015-01-08,EA_Rev4,27.414,Accepted,0.960677026336908
26_AJ_China_Demand,AJ,Long,2015-01-09 10:00:00,2015-01-09 15:50:00,-27.7,TimeExit,10,0,45,80,0.01,1.5,0.015,-326.30000000000007,-50.0,276.30000000000007,130.3,78.5,46.4,17.686,2015-01-09,China_Demand,19.679,Accepted,0.8987245286854008
25_AU_China_Demand,AU,Long,2015-01-09 10:00:00,2015-01-09 15:50:00,0.0,TimeExit,10,0,40,40,0.0001,1.5,0.00015,-326.30000000000007,-50.0,276.30000000000007,92.4,46.5,27.5,14.507,2015-01-09,China_Demand,15.267,Accepted,0.9502194275234165
27_EA_China_Demand,EA,Short,2015-01-09 10:00:00,2015-01-09 15:50:00,0.1,TimeExit,10,0,60,60,0.0001,1.5,0.00015,-326.20000000000005,-50.0,276.20000000000005,194.9,124.6,41.7,22.721,2015-01-09,China_Demand,27.414,Accepted,0.8288100970307142
28_GA_China_Demand,GA,Short,2015-01-09 10:00:00,2015-01-09 16:10:00,5.2,TimeExit,10,0,75,70,0.0001,2.0,0.0002,-321.00000000000006,-50.0,271.00000000000006,240.5,138.0,57.1,26.936,2015-01-09,China_Demand,33.129,Accepted,0.813064082827734
28_GA_China_Demand,GA,Short,2015-01-12 10:00:00,2015-01-12 13:07:00,70.0,TP,10,0,75,70,0.0001,2.0,0.0002,-191.00000000000009,-50.0,141.00000000000006,47.2,33.0,33.0,33.0,2015-01-12,China_Demand,33.129,Accepted,0.9961061305804583
7_GJ_Mon_Blitz,GJ,Long,2015-01-12 18:02:00,2015-01-12 23:02:00,44.6,TimeExit,18,2,130,250,0.01,2.0,0.02,-99.30000000000004,-50.0,49.30000000000004,89.8,73.5,73.5,27.243,2015-01-12,CrossJPY_16,31.189,Accepted,0.8734810349802815
2_EJ_NightBlitz_20,EJ,Long,2015-01-12 20:56:00,2015-01-12 23:35:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,-144.30000000000004,-50.0,94.30000000000004,50.5,85.2,85.2,21.843,2015-01-12,CrossJPY_16,23.232,Accepted,0.9402117768595042
3_EJ_NightBlitz_21,EJ,Long,2015-01-12 21:56:00,2015-01-13 02:29:00,-75.0,SL,21,56,75,70,0.01,1.0,0.01,-219.30000000000004,-50.0,169.30000000000004,50.5,85.2,85.2,22.571,2015-01-12,CrossJPY_16,23.232,Accepted,0.9715478650137742
28_GA_China_Demand,GA,Short,2015-01-13 10:00:00,2015-01-13 12:08:00,70.0,TP,10,0,75,70,0.0001,2.0,0.0002,-65.90000000000003,-50.0,15.900000000000034,255.1,272.5,97.3,31.857,2015-01-13,China_Demand,33.129,Accepted,0.9616046364212624
25_AU_China_Demand,AU,Long,2015-01-13 10:00:00,2015-01-13 12:09:00,40.0,TP,10,0,40,40,0.0001,1.5,0.00015,-25.90000000000004,-25.90000000000004,0.0,123.8,127.3,41.6,14.486,2015-01-13,China_Demand,15.267,Accepted,0.9488439117049847
27_EA_China_Demand,EA,Short,2015-01-13 10:00:00,2015-01-13 15:50:00,27.9,TimeExit,10,0,60,60,0.0001,1.5,0.00015,-8.000000000000036,-8.000000000000036,0.0,172.1,183.2,64.3,24.55,2015-01-13,China_Demand,27.414,Accepted,0.895527832494346
20_EA_1A_MonTue_Short,EA,Short,2015-01-13 10:01:00,2015-01-13 16:00:00,18.1,TimeExit,10,1,50,125,0.0001,1.5,0.00015,10.099999999999966,10.099999999999966,0.0,172.1,183.2,64.3,24.55,2015-01-13,EA_Rev4,27.414,Accepted,0.895527832494346
17_EA_1B_Wed_Short,EA,Short,2015-01-14 09:59:00,2015-01-14 11:02:00,-70.0,SL,9,59,70,175,0.0001,1.5,0.00015,-294.90000000000003,10.099999999999966,305.0,110.2,140.4,91.3,22.264,2015-01-14,EA_Rev4,27.414,Accepted,0.8121397825928357
27_EA_China_Demand,EA,Short,2015-01-14 10:00:00,2015-01-14 11:01:00,-60.0,SL,10,0,60,60,0.0001,1.5,0.00015,-224.90000000000003,10.099999999999966,235.0,110.2,140.4,91.3,22.864,2015-01-14,China_Demand,27.414,Accepted,0.8340264098635733
28_GA_China_Demand,GA,Short,2015-01-14 10:00:00,2015-01-14 11:15:00,-75.0,SL,10,0,75,70,0.0001,2.0,0.0002,-369.9,10.099999999999966,380.0,152.9,139.6,108.7,28.614,2015-01-14,China_Demand,33.129,Accepted,0.8637145703160374
12_UJ_Short_Core,UJ,Short,2015-01-20 09:55:00,2015-01-20 10:15:00,-20.0,SL,9,55,20,50,0.01,0.5,0.005,104.69999999999992,246.99999999999991,142.3,73.3,96.3,46.5,15.936,2015-01-20,CrossJPY_16,19.629,Accepted,0.8118600030567018
20_EA_1A_MonTue_Short,EA,Short,2015-01-20 10:01:00,2015-01-20 16:00:00,6.7,TimeExit,10,1,50,125,0.0001,1.5,0.00015,111.39999999999992,246.99999999999991,135.6,130.2,141.2,49.1,24.286,2015-01-20,EA_Rev4,27.414,Accepted,0.8858977164952214
17_EA_1B_Wed_Short,EA,Short,2015-01-21 09:59:00,2015-01-21 20:58:00,55.5,TimeExit,9,59,70,175,0.0001,1.5,0.00015,68.59999999999992,246.99999999999991,178.39999999999998,100.7,100.7,60.4,27.321,2015-01-21,EA_Rev4,27.414,Accepted,0.9966075727730357
12_UJ_Short_Core,UJ,Short,2015-01-27 08:04:00,2015-01-27 14:56:00,20.3,TimeExit,8,4,50,999,0.01,0.5,0.005,1225.1,1225.1,0.0,121.8,123.7,27.2,16.286,2015-01-27,CrossJPY_16,19.629,Accepted,0.8296907636660044
4_GJ_Port_Log1,GJ,Long,2015-02-10 00:00:00,2015-02-10 08:55:00,-39.8,TimeExit,0,0,130,90,0.01,2.0,0.02,1507.2,1562.6,55.39999999999986,146.1,146.1,,31.171,2015-02-10,CrossJPY_16,31.189,Accepted,0.9994228734489724
16_UJ_T10A,UJ,Long,2015-02-10 02:58:00,2015-02-10 09:50:00,-22.0,TimeExit,2,58,45,110,0.01,0.5,0.005,1485.2,1562.6,77.39999999999986,65.0,65.0,20.8,17.929,2015-02-10,CrossJPY_16,19.629,Accepted,0.9133934484691018
5_GJ_Port_Log2,GJ,Short,2015-02-10 09:55:00,2015-02-10 19:47:00,-90.0,SL,9,55,90,999,0.01,2.0,0.02,1559.5000000000002,1649.5000000000002,90.0,146.1,146.1,63.8,28.657,2015-02-10,CrossJPY_16,31.189,Accepted,0.9188175318221168
28_GA_China_Demand,GA,Short,2015-02-10 10:00:00,2015-02-10 11:58:00,70.0,TP,10,0,75,70,0.0001,2.0,0.0002,1575.2,1575.2,0.0,212.8,225.0,92.2,29.843,2015-02-10,China_Demand,33.129,Accepted,0.9008119774215945
25_AU_China_Demand,AU,Long,2015-02-10 10:00:00,2015-02-10 15:50:00,11.9,TimeExit,10,0,40,40,0.0001,1.5,0.00015,1617.5000000000002,1617.5000000000002,0.0,73.6,82.7,43.4,12.721,2015-02-10,China_Demand,15.267,Accepted,0.8332350822034453
2_EJ_NightBlitz_20,EJ,Long,2015-02-11 20:56:00,2015-02-12 00:51:00,70.0,TP,20,56,45,70,0.01,1.0,0.01,1444.1000000000004,1649.5000000000002,205.39999999999984,124.6,155.0,77.5,18.764,2015-02-11,CrossJPY_16,23.232,Accepted,0.8076790633608816
19_EA_3_WedThu_Long,EA,Long,2015-02-11 20:56:00,2015-02-12 10:00:00,135.1,TimeExit,20,56,90,999,0.0001,1.5,0.00015,1649.2000000000005,1649.5000000000002,0.2999999999999545,126.3,146.9,107.3,27.171,2015-02-11,EA_Rev4,27.414,Accepted,0.9911359159553512
3_EJ_NightBlitz_21,EJ,Long,2015-02-11 21:56:00,2015-02-12 01:05:00,70.0,TP,21,56,75,70,0.01,1.0,0.01,1514.1000000000004,1649.5000000000002,135.39999999999986,124.6,131.8,77.5,19.607,2015-02-11,CrossJPY_16,23.232,Accepted,0.8439652203856749
11_AJ_SatB,AJ,Short,2015-02-13 18:57:00,2015-02-14 01:43:00,-33.8,TimeExit,18,57,55,95,0.01,1.5,0.015,1624.5000000000002,1676.7000000000005,52.200000000000045,172.4,78.3,63.7,17.45,2015-02-13,CrossJPY_16,19.679,Accepted,0.8867320493927537
8_AJ_Core1,AJ,Long,2015-02-16 08:01:00,2015-02-16 22:46:00,2.7,TimeExit,8,1,70,110,0.01,1.5,0.015,1577.7000000000005,1676.7000000000005,99.0,43.1,13.2,13.2,17.614,2015-02-16,CrossJPY_16,19.679,Accepted,0.895065806189339
7_GJ_Mon_Blitz,GJ,Long,2015-02-16 18:02:00,2015-02-16 23:02:00,-61.3,TimeExit,18,2,130,250,0.01,2.0,0.02,1516.4000000000003,1676.7000000000005,160.29999999999995,70.5,68.0,68.0,28.85,2015-02-16,CrossJPY_16,31.189,Accepted,0.9250056109525795
2_EJ_NightBlitz_20,EJ,Long,2015-02-16 20:56:00,2015-02-17 01:28:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,1471.4000000000003,1676.7000000000005,205.29999999999995,68.0,51.1,51.1,22.321,2015-02-16,CrossJPY_16,23.232,Accepted,0.9607868457300276
21_GA_B_3,GA,Long,2015-02-16 21:02:00,2015-02-17 10:00:00,-27.9,TimeExit,21,2,220,100,0.0001,2.0,0.0002,1399.2,1676.7000000000005,277.5000000000002,64.3,103.2,103.2,30.464,2015-02-16,GA,33.129,Accepted,0.919556883697063
3_EJ_NightBlitz_21,EJ,Long,2015-02-16 21:56:00,2015-02-17 02:23:00,-75.0,SL,21,56,75,70,0.01,1.0,0.01,1396.4000000000003,1676.7000000000005,280.29999999999995,68.0,51.1,51.1,20.936,2015-02-16,CrossJPY_16,23.232,Accepted,0.9011707988980716
4_GJ_Port_Log1,GJ,Long,2015-02-17 00:00:00,2015-02-17 08:55:00,-34.4,TimeExit,0,0,130,90,0.01,2.0,0.02,1427.1,1676.7000000000005,249.6000000000001,118.1,118.1,,25.164,2015-02-17,CrossJPY_16,31.189,Accepted,0.806822918336593
5_GJ_Port_Log2,GJ,Short,2015-02-17 09:55:00,2015-02-17 19:03:00,-90.0,SL,9,55,90,999,0.01,2.0,0.02,1310.0,1676.7000000000005,366.7000000000003,118.1,170.5,78.1,26.857,2015-02-17,CrossJPY_16,31.189,Accepted,0.8611048767193562
18_EA_2_MonWed_Short,EA,Short,2015-02-17 09:59:00,2015-02-18 05:26:00,-33.8,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1366.2,1676.7000000000005,310.5000000000002,44.5,130.3,130.3,26.421,2015-02-17,EA_Rev4,27.414,Accepted,0.9637776318669292
17_EA_1B_Wed_Short,EA,Short,2015-02-18 09:59:00,2015-02-18 20:58:00,11.3,TimeExit,9,59,70,175,0.0001,1.5,0.00015,1377.5,1676.7000000000005,299.2000000000003,153.3,105.4,47.2,27.129,2015-02-18,EA_Rev4,27.414,Accepted,0.9896038520463997
18_EA_2_MonWed_Short,EA,Short,2015-02-18 09:59:00,2015-02-19 05:26:00,18.5,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1396.0,1676.7000000000005,280.7000000000003,153.3,105.4,47.2,27.129,2015-02-18,EA_Rev4,27.414,Accepted,0.9896038520463997
19_EA_3_WedThu_Long,EA,Long,2015-02-18 20:56:00,2015-02-19 10:00:00,20.3,TimeExit,20,56,90,999,0.0001,1.5,0.00015,1416.3,1676.7000000000005,260.4000000000003,153.3,78.0,60.3,20.45,2015-02-18,EA_Rev4,27.414,Accepted,0.7459692128109724
12_UJ_Short_Core,UJ,Short,2015-02-20 09:55:00,2015-02-20 14:56:00,16.2,TimeExit,9,55,20,50,0.01,0.5,0.005,1338.9,1676.7000000000005,337.8000000000004,90.7,74.3,29.3,14.679,2015-02-20,CrossJPY_16,19.629,Accepted,0.7478220999541494
5_GJ_Port_Log2,GJ,Short,2015-02-20 09:55:00,2015-02-20 23:55:00,188.1,TimeExit,9,55,90,999,0.01,2.0,0.02,1534.9,1676.7000000000005,141.8000000000004,110.8,100.9,52.7,26.757,2015-02-20,CrossJPY_16,31.189,Accepted,0.8578986181025362
10_AJ_SatA,AJ,Short,2015-02-20 10:58:00,2015-02-20 13:51:00,-5.4,TimeExit,10,58,50,25,0.01,1.5,0.015,1322.6999999999998,1676.7000000000005,354.00000000000045,82.1,80.0,35.6,17.7,2015-02-20,CrossJPY_16,19.679,Accepted,0.8994359469485238
11_AJ_SatB,AJ,Short,2015-02-20 18:57:00,2015-02-21 01:43:00,10.2,TimeExit,18,57,55,95,0.01,1.5,0.015,1545.1,1676.7000000000005,131.60000000000036,82.1,91.6,61.9,12.157,2015-02-20,CrossJPY_16,19.679,Accepted,0.617765130341989
23_GA_F_2,GA,Short,2015-02-20 19:42:00,2015-02-20 22:45:00,7.9,TimeExit,19,42,90,200,0.0001,2.0,0.0002,1346.8,1676.7000000000005,329.9000000000003,205.7,295.0,247.6,28.25,2015-02-20,GA,33.129,Accepted,0.8527272178453923
24_GA_D_1,GA,Long,2015-02-20 22:44:00,2015-02-21 03:08:00,48.2,TimeExit,22,44,90,200,0.0001,2.0,0.0002,1593.3,1676.7000000000005,83.40000000000032,205.7,264.6,264.6,33.114,2015-02-20,GA,33.129,Accepted,0.9995472244860998
7_GJ_Mon_Blitz,GJ,Long,2015-02-23 18:02:00,2015-02-23 23:02:00,-36.0,TimeExit,18,2,130,250,0.01,2.0,0.02,1482.4999999999998,1676.7000000000005,194.2000000000005,183.1,65.4,65.4,23.221,2015-02-23,CrossJPY_16,31.189,Accepted,0.7445253134117797
2_EJ_NightBlitz_20,EJ,Long,2015-02-23 20:56:00,2015-02-24 04:45:00,14.6,TimeExit,20,56,45,70,0.01,1.0,0.01,1597.0999999999997,1676.7000000000005,79.60000000000059,233.7,118.0,118.0,21.429,2015-02-23,CrossJPY_16,23.232,Accepted,0.9223915289256198
3_EJ_NightBlitz_21,EJ,Long,2015-02-23 21:56:00,2015-02-24 05:27:00,0.0,TimeExit,21,56,75,70,0.01,1.0,0.01,1582.2999999999995,1676.7000000000005,94.40000000000056,233.7,118.0,118.0,21.657,2015-02-23,CrossJPY_16,23.232,Accepted,0.9322055785123967
4_GJ_Port_Log1,GJ,Long,2015-02-24 00:00:00,2015-02-24 08:55:00,35.9,TimeExit,0,0,130,90,0.01,2.0,0.02,1618.1999999999998,1676.7000000000005,58.500000000000455,90.0,90.0,,28.836,2015-02-24,CrossJPY_16,31.189,Accepted,0.9245567347462246
12_UJ_Short_Core,UJ,Short,2015-02-24 08:04:00,2015-02-24 14:56:00,-24.2,TimeExit,8,4,50,999,0.01,0.5,0.005,1543.9999999999998,1676.7000000000005,132.7000000000005,53.9,61.5,23.7,12.329,2015-02-24,CrossJPY_16,19.629,Accepted,0.6281012787202608
18_EA_2_MonWed_Short,EA,Short,2015-02-24 09:59:00,2015-02-25 05:26:00,51.2,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1505.1999999999998,1676.7000000000005,171.50000000000043,68.3,68.0,45.5,20.4,2015-02-24,EA_Rev4,27.414,Accepted,0.7441453272050776
20_EA_1A_MonTue_Short,EA,Short,2015-02-24 10:01:00,2015-02-24 11:45:00,-50.0,SL,10,1,50,125,0.0001,1.5,0.00015,1568.1999999999998,1676.7000000000005,108.50000000000044,68.3,68.0,45.5,19.857,2015-02-24,EA_Rev4,27.414,Accepted,0.7243379295250602
4_GJ_Port_Log1,GJ,Long,2015-02-25 00:00:00,2015-02-25 08:55:00,-98.3,TimeExit,0,0,130,90,0.01,2.0,0.02,1406.9,1676.7000000000005,269.8000000000004,135.6,135.6,,24.664,2015-02-25,CrossJPY_16,31.189,Accepted,0.7907916252524929
13_UJ_Fix_MidWeek,UJ,Long,2015-02-25 18:04:00,2015-02-25 22:03:00,11.0,TimeExit,18,4,95,95,0.01,0.5,0.005,1443.1,1676.7000000000005,233.6000000000004,88.4,119.3,119.3,12.564,2015-02-25,CrossJPY_16,19.629,Accepted,0.6400733608436496
2_EJ_NightBlitz_20,EJ,Long,2015-02-25 20:56:00,2015-02-26 04:45:00,19.3,TimeExit,20,56,45,70,0.01,1.0,0.01,1462.4,1676.7000000000005,214.3000000000004,92.5,106.4,106.4,19.143,2015-02-25,CrossJPY_16,23.232,Accepted,0.8239927685950413
3_EJ_NightBlitz_21,EJ,Long,2015-02-25 21:56:00,2015-02-26 05:27:00,9.3,TimeExit,21,56,75,70,0.01,1.0,0.01,1471.6999999999998,1676.7000000000005,205.00000000000043,92.5,106.4,106.4,19.371,2015-02-25,CrossJPY_16,23.232,Accepted,0.8338068181818181
25_AU_China_Demand,AU,Long,2015-02-26 10:00:00,2015-02-26 15:50:00,3.4,TimeExit,10,0,40,40,0.0001,1.5,0.00015,1475.1,1676.7000000000005,201.6000000000004,156.7,55.6,51.0,14.3,2015-02-26,China_Demand,15.267,Accepted,0.9366607715988735
12_UJ_Short_Core,UJ,Short,2015-02-27 08:04:00,2015-02-27 14:56:00,21.2,TimeExit,8,4,50,999,0.01,0.5,0.005,1500.2,1676.7000000000005,176.50000000000023,55.8,82.1,37.5,14.914,2015-02-27,CrossJPY_16,19.629,Accepted,0.7597941820775382
10_AJ_SatA,AJ,Short,2015-02-27 10:58:00,2015-02-27 13:51:00,3.9,TimeExit,10,58,50,25,0.01,1.5,0.015,1479.0,1676.7000000000005,197.70000000000027,72.9,100.0,58.4,18.279,2015-02-27,CrossJPY_16,19.679,Accepted,0.9288581736876874
11_AJ_SatB,AJ,Short,2015-02-27 18:57:00,2015-02-28 01:43:00,-19.5,TimeExit,18,57,55,95,0.01,1.5,0.015,1420.8,1676.7000000000005,255.90000000000032,72.9,118.7,77.1,18.929,2015-02-27,CrossJPY_16,19.679,Accepted,0.9618883073326897
8_AJ_Core1,AJ,Long,2015-03-02 08:01:00,2015-03-02 22:46:00,-26.4,TimeExit,8,1,70,110,0.01,1.5,0.015,1397.3,1676.7000000000005,279.4000000000003,52.0,10.5,10.5,17.514,2015-03-02,CrossJPY_16,19.679,Accepted,0.8899842471670308
18_EA_2_MonWed_Short,EA,Short,2015-03-02 09:59:00,2015-03-02 23:08:00,-90.0,SL,9,59,90,180,0.0001,1.5,0.00015,1249.8,1676.7000000000005,426.9000000000003,47.8,41.0,41.0,27.121,2015-03-02,EA_Rev4,27.414,Accepted,0.9893120303494564
20_EA_1A_MonTue_Short,EA,Short,2015-03-02 10:01:00,2015-03-02 16:00:00,-25.3,TimeExit,10,1,50,125,0.0001,1.5,0.00015,1423.7,1676.7000000000005,253.00000000000023,47.8,44.2,44.2,25.843,2015-03-02,EA_Rev4,27.414,Accepted,0.9426935142627854
6_GJ_Old_Mon,GJ,Long,2015-03-02 15:45:00,2015-03-02 22:50:00,-16.6,TimeExit,15,45,50,210,0.01,2.0,0.02,1380.7,1676.7000000000005,296.0000000000002,106.8,35.1,35.1,20.614,2015-03-02,CrossJPY_16,31.189,Accepted,0.6609381512712815
7_GJ_Mon_Blitz,GJ,Long,2015-03-02 18:02:00,2015-03-02 23:02:00,-40.9,TimeExit,18,2,130,250,0.01,2.0,0.02,1339.8,1676.7000000000005,336.9000000000003,106.8,46.1,46.1,19.679,2015-03-02,CrossJPY_16,31.189,Accepted,0.6309596332040142
2_EJ_NightBlitz_20,EJ,Long,2015-03-02 20:56:00,2015-03-03 04:45:00,-6.7,TimeExit,20,56,45,70,0.01,1.0,0.01,1243.1,1676.7000000000005,433.6000000000004,74.1,86.1,86.1,17.014,2015-03-02,CrossJPY_16,23.232,Accepted,0.7323519283746557
3_EJ_NightBlitz_21,EJ,Long,2015-03-02 21:56:00,2015-03-03 05:27:00,-6.5,TimeExit,21,56,75,70,0.01,1.0,0.01,1278.5,1676.7000000000005,398.2000000000003,74.1,91.5,91.5,16.636,2015-03-02,CrossJPY_16,23.232,Accepted,0.7160812672176309
4_GJ_Port_Log1,GJ,Long,2015-03-03 00:00:00,2015-03-03 08:55:00,40.1,TimeExit,0,0,130,90,0.01,2.0,0.02,1318.6,1676.7000000000005,358.1000000000004,75.8,75.8,,21.529,2015-03-03,CrossJPY_16,31.189,Accepted,0.6902754176151848
5_GJ_Port_Log2,GJ,Short,2015-03-03 09:55:00,2015-03-03 23:55:00,67.2,TimeExit,9,55,90,999,0.01,2.0,0.02,1394.2,1676.7000000000005,282.5000000000002,75.8,75.8,50.2,21.914,2015-03-03,CrossJPY_16,31.189,Accepted,0.702619513289942
14_UJ_Sat_3rd,UJ,Short,2015-03-03 20:01:00,2015-03-04 03:08:00,24.2,TimeExit,20,1,45,70,0.01,0.5,0.005,1418.4,1676.7000000000005,258.3000000000002,33.4,69.5,69.5,15.421,2015-03-03,CrossJPY_16,19.629,Accepted,0.7856233124458708
4_GJ_Port_Log1,GJ,Long,2015-03-04 00:00:00,2015-03-04 08:55:00,2.4,TimeExit,0,0,130,90,0.01,2.0,0.02,1420.8000000000002,1676.7000000000005,255.9000000000001,100.9,100.9,,27.093,2015-03-04,CrossJPY_16,31.189,Accepted,0.8686716470550515
17_EA_1B_Wed_Short,EA,Short,2015-03-04 09:59:00,2015-03-04 20:58:00,75.0,TimeExit,9,59,70,175,0.0001,1.5,0.00015,1425.8000000000002,1676.7000000000005,250.9000000000001,152.2,148.3,62.2,17.4,2015-03-04,EA_Rev4,27.414,Accepted,0.6347121908513897
18_EA_2_MonWed_Short,EA,Short,2015-03-04 09:59:00,2015-03-05 05:26:00,128.4,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1509.2000000000005,1676.7000000000005,167.5,152.2,148.3,62.2,17.4,2015-03-04,EA_Rev4,27.414,Accepted,0.6347121908513897
1_EJ_Log1,EJ,Long,2015-03-04 13:55:00,2015-03-04 18:02:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,1350.8000000000002,1676.7000000000005,325.9000000000001,86.9,61.9,38.5,13.764,2015-03-04,CrossJPY_16,23.232,Accepted,0.5924586776859504
2_EJ_NightBlitz_20,EJ,Long,2015-03-04 20:56:00,2015-03-04 23:57:00,-45.0,SL,20,56,45,70,0.01,1.0,0.01,1380.8000000000002,1676.7000000000005,295.9000000000001,86.9,105.4,105.4,18.114,2015-03-04,CrossJPY_16,23.232,Accepted,0.7797004132231405
19_EA_3_WedThu_Long,EA,Long,2015-03-04 20:56:00,2015-03-05 10:00:00,-39.3,TimeExit,20,56,90,999,0.0001,1.5,0.00015,1418.8000000000004,1676.7000000000005,257.89999999999986,152.2,137.3,137.3,25.593,2015-03-04,EA_Rev4,27.414,Accepted,0.9335740862333114
3_EJ_NightBlitz_21,EJ,Long,2015-03-04 21:56:00,2015-03-05 05:27:00,-51.1,TimeExit,21,56,75,70,0.01,1.0,0.01,1458.1000000000004,1676.7000000000005,218.5999999999999,86.9,105.4,105.4,18.507,2015-03-04,CrossJPY_16,23.232,Accepted,0.7966167355371901
9_AJ_Core2,AJ,Short,2015-03-05 17:14:00,2015-03-06 01:14:00,23.1,TimeExit,17,14,30,80,0.01,1.5,0.015,1441.9000000000003,1676.7000000000005,234.79999999999995,70.6,51.3,45.9,14.307,2015-03-05,CrossJPY_16,19.679,Accepted,0.727018649321612
6_GJ_Old_Mon,GJ,Long,2015-03-09 15:45:00,2015-03-09 22:50:00,26.1,TimeExit,15,45,50,210,0.01,2.0,0.02,1490.6,1676.7000000000005,186.1000000000001,133.8,90.3,90.3,27.686,2015-03-09,CrossJPY_16,31.189,Accepted,0.8876847606527942
7_GJ_Mon_Blitz,GJ,Long,2015-03-09 18:02:00,2015-03-09 23:02:00,30.9,TimeExit,18,2,130,250,0.01,2.0,0.02,1521.5000000000002,1676.7000000000005,155.20000000000005,133.8,99.0,99.0,24.543,2015-03-09,CrossJPY_16,31.189,Accepted,0.7869120523261406
2_EJ_NightBlitz_20,EJ,Long,2015-03-09 20:56:00,2015-03-10 04:45:00,-0.1,TimeExit,20,56,45,70,0.01,1.0,0.01,1521.4000000000003,1676.7000000000005,155.29999999999995,94.6,101.6,101.6,18.871,2015-03-09,CrossJPY_16,23.232,Accepted,0.812284779614325
21_GA_B_3,GA,Long,2015-03-09 21:02:00,2015-03-10 07:51:00,100.0,TP,21,2,220,100,0.0001,2.0,0.0002,1657.1000000000004,1676.7000000000005,19.59999999999991,73.2,106.6,106.6,31.95,2015-03-09,GA,33.129,Accepted,0.9644118446074437
3_EJ_NightBlitz_21,EJ,Long,2015-03-09 21:56:00,2015-03-10 05:27:00,11.7,TimeExit,21,56,75,70,0.01,1.0,0.01,1557.1000000000004,1676.7000000000005,119.59999999999992,94.6,101.6,101.6,19.586,2015-03-09,CrossJPY_16,23.232,Accepted,0.8430612947658401
4_GJ_Port_Log1,GJ,Long,2015-03-10 00:00:00,2015-03-10 08:55:00,63.4,TimeExit,0,0,130,90,0.01,2.0,0.02,1720.5000000000005,1720.5000000000005,0.0,135.3,135.3,,26.171,2015-03-10,CrossJPY_16,31.189,Accepted,0.8391099426079708
16_UJ_T10A,UJ,Long,2015-03-10 02:58:00,2015-03-10 09:50:00,18.3,TimeExit,2,58,45,110,0.01,0.5,0.005,1738.8000000000004,1738.8000000000004,0.0,51.6,80.1,41.4,17.0,2015-03-10,CrossJPY_16,19.629,Accepted,0.8660655153089816
5_GJ_Port_Log2,GJ,Short,2015-03-10 09:55:00,2015-03-10 23:55:00,72.5,TimeExit,9,55,90,999,0.01,2.0,0.02,1742.2000000000005,1742.2000000000005,0.0,135.3,185.0,84.3,23.679,2015-03-10,CrossJPY_16,31.189,Accepted,0.7592099778768155
18_EA_2_MonWed_Short,EA,Short,2015-03-10 09:59:00,2015-03-11 05:26:00,85.1,TimeExit,9,59,90,180,0.0001,1.5,0.00015,1827.3000000000004,1827.3000000000004,0.0,70.0,89.5,87.5,22.286,2015-03-10,EA_Rev4,27.414,Accepted,0.8129422922594295
25_AU_China_Demand,AU,Long,2015-03-10 10:00:00,2015-03-10 12:29:00,-40.0,SL,10,0,40,40,0.0001,1.5,0.00015,1698.8000000000004,1738.8000000000004,40.0,55.8,76.5,65.8,13.086,2015-03-10,China_Demand,15.267,Accepted,0.8571428571428572
26_AJ_China_Demand,AJ,Long,2015-03-10 10:00:00,2015-03-10 15:50:00,-1.1,TimeExit,10,0,45,80,0.01,1.5,0.015,1697.7000000000005,1738.8000000000004,41.09999999999991,62.4,67.1,47.2,13.85,2015-03-10,China_Demand,19.679,Accepted,0.7037959245896641
