Strategy,Pair,Direction,EntryTime,CloseTime,Pips,ExitReason,EntryHour,EntryMinute,SL,TP,PipSize,SpreadPips,SpreadPrice,CumPips,MaxCumPips,Drawdown,PrevDayRangePips,Range24hPips,DayToEntryRangePips,H1_ATR14_Pips,EntryDate,Group,H1_ATR_P70_Threshold,FilterDecision,ATR_to_Threshold_Ratio
28_GA_China_Demand,GA,Short,2021-06-11 10:00:00,2021-06-11 16:10:00,43.1,TimeExit,10,0,75,70,0.0001,2.0,0.0002,47448.700000000026,47448.700000000026,0.0,89.1,96.8,39.0,22.593,2021-06-11,China_Demand,33.129,Accepted,0.6819704790364938
10_AJ_SatA,AJ,Short,2021-06-11 10:58:00,2021-06-11 13:51:00,-0.1,TimeExit,10,58,50,25,0.01,1.5,0.015,47386.300000000025,47386.40000000002,0.0999999999985448,39.3,39.3,22.8,11.7,2021-06-11,CrossJPY_16,19.679,Accepted,0.5945424056100411
11_AJ_SatB,AJ,Short,2021-06-11 18:57:00,2021-06-12 01:43:00,48.6,TimeExit,18,57,55,95,0.01,1.5,0.015,47459.10000000003,47459.10000000003,0.0,39.3,40.3,37.1,8.621,2021-06-11,CrossJPY_16,19.679,Accepted,0.4380812033131765
23_GA_F_2,GA,Short,2021-06-11 19:42:00,2021-06-11 22:45:00,-44.2,TimeExit,19,42,90,200,0.0001,2.0,0.0002,47404.50000000003,47448.700000000026,44.19999999999709,89.1,97.6,73.9,18.036,2021-06-11,GA,33.129,Accepted,0.5444172779136105
24_GA_D_1,GA,Long,2021-06-11 22:44:00,2021-06-12 03:08:00,24.5,TimeExit,22,44,90,200,0.0001,2.0,0.0002,47483.60000000003,47483.60000000003,0.0,89.1,93.7,93.7,19.7,2021-06-11,GA,33.129,Accepted,0.5946451749222735
8_AJ_Core1,AJ,Long,2021-06-14 08:01:00,2021-06-14 22:46:00,20.9,TimeExit,8,1,70,110,0.01,1.5,0.015,47570.10000000003,47570.10000000003,0.0,16.9,16.8,16.8,9.936,2021-06-14,CrossJPY_16,19.679,Accepted,0.5049037044565273
18_EA_2_MonWed_Short,EA,Short,2021-06-14 09:59:00,2021-06-15 05:26:00,4.5,TimeExit,9,59,90,180,0.0001,1.5,0.00015,47782.00000000003,47782.00000000003,0.0,25.8,19.3,19.3,15.45,2021-06-14,EA_Rev4,27.414,Accepted,0.5635806522214926
25_AU_China_Demand,AU,Long,2021-06-14 10:00:00,2021-06-14 15:50:00,11.1,TimeExit,10,0,40,40,0.0001,1.5,0.00015,47494.700000000026,47494.700000000026,0.0,18.7,12.1,12.1,10.821,2021-06-14,China_Demand,15.267,Accepted,0.7087836510119866
26_AJ_China_Demand,AJ,Long,2021-06-14 10:00:00,2021-06-14 15:50:00,0.4,TimeExit,10,0,45,80,0.01,1.5,0.015,47495.10000000003,47495.10000000003,0.0,16.9,19.3,19.3,9.364,2021-06-14,China_Demand,19.679,Accepted,0.47583718684892534
27_EA_China_Demand,EA,Short,2021-06-14 10:00:00,2021-06-14 15:50:00,14.9,TimeExit,10,0,60,60,0.0001,1.5,0.00015,47510.00000000003,47510.00000000003,0.0,25.8,20.2,20.2,15.607,2021-06-14,China_Demand,27.414,Accepted,0.5693076530240023
28_GA_China_Demand,GA,Short,2021-06-14 10:00:00,2021-06-14 16:10:00,25.6,TimeExit,10,0,75,70,0.0001,2.0,0.0002,47549.200000000026,47549.200000000026,0.0,34.9,47.3,47.3,22.471,2021-06-14,China_Demand,33.129,Accepted,0.678287904856772
20_EA_1A_MonTue_Short,EA,Short,2021-06-14 10:01:00,2021-06-14 16:00:00,13.6,TimeExit,10,1,50,125,0.0001,1.5,0.00015,47523.60000000003,47523.60000000003,0.0,25.8,21.7,21.7,15.607,2021-06-14,EA_Rev4,27.414,Accepted,0.5693076530240023
1_EJ_Log1,EJ,Long,2021-06-14 13:55:00,2021-06-15 04:55:00,62.9,TimeExit,13,55,70,250,0.01,1.0,0.01,47777.50000000003,47777.50000000003,0.0,29.3,25.6,25.6,9.429,2021-06-14,CrossJPY_16,23.232,Accepted,0.40586260330578516
6_GJ_Old_Mon,GJ,Long,2021-06-14 15:45:00,2021-06-14 22:50:00,30.9,TimeExit,15,45,50,210,0.01,2.0,0.02,47601.00000000003,47601.00000000003,0.0,39.4,52.8,52.8,12.264,2021-06-14,CrossJPY_16,31.189,Accepted,0.3932155567668088
7_GJ_Mon_Blitz,GJ,Long,2021-06-14 18:02:00,2021-06-14 23:02:00,68.6,TimeExit,18,2,130,250,0.01,2.0,0.02,47669.60000000003,47669.60000000003,0.0,39.4,63.3,63.3,15.307,2021-06-14,CrossJPY_16,31.189,Accepted,0.49078200647664244
2_EJ_NightBlitz_20,EJ,Long,2021-06-14 20:56:00,2021-06-15 04:45:00,45.0,TimeExit,20,56,45,70,0.01,1.0,0.01,47714.60000000003,47714.60000000003,0.0,29.3,32.0,32.0,11.871,2021-06-14,CrossJPY_16,23.232,Accepted,0.5109762396694215
21_GA_B_3,GA,Long,2021-06-14 21:02:00,2021-06-15 10:00:00,18.7,TimeExit,21,2,220,100,0.0001,2.0,0.0002,47840.90000000002,47840.90000000002,0.0,34.9,85.1,85.1,17.321,2021-06-14,GA,33.129,Accepted,0.5228349784177005
3_EJ_NightBlitz_21,EJ,Long,2021-06-14 21:56:00,2021-06-15 05:27:00,41.1,TimeExit,21,56,75,70,0.01,1.0,0.01,47823.10000000003,47823.10000000003,0.0,29.3,37.9,37.9,11.621,2021-06-14,CrossJPY_16,23.232,Accepted,0.500215220385675
4_GJ_Port_Log1,GJ,Long,2021-06-15 00:00:00,2021-06-15 08:55:00,-0.9,TimeExit,0,0,130,90,0.01,2.0,0.02,47822.200000000026,47823.10000000003,0.9000000000014552,97.6,97.6,,16.936,2021-06-15,CrossJPY_16,31.189,Accepted,0.5430119593446407
5_GJ_Port_Log2,GJ,Short,2021-06-15 09:55:00,2021-06-15 23:55:00,18.7,TimeExit,9,55,90,999,0.01,2.0,0.02,47820.300000000025,47840.90000000002,20.599999999998545,97.6,104.8,23.2,12.864,2021-06-15,CrossJPY_16,31.189,Accepted,0.41245310846772903
18_EA_2_MonWed_Short,EA,Short,2021-06-15 09:59:00,2021-06-16 05:26:00,-64.9,TimeExit,9,59,90,180,0.0001,1.5,0.00015,47755.40000000002,47840.90000000002,85.5,39.1,40.2,30.6,11.843,2021-06-15,EA_Rev4,27.414,Accepted,0.4320055446122419
26_AJ_China_Demand,AJ,Long,2021-06-15 10:00:00,2021-06-15 15:50:00,-7.6,TimeExit,10,0,45,80,0.01,1.5,0.015,47833.300000000025,47840.90000000002,7.599999999998545,52.1,46.8,14.7,7.764,2021-06-15,China_Demand,19.679,Accepted,0.3945322424919966
20_EA_1A_MonTue_Short,EA,Short,2021-06-15 10:01:00,2021-06-15 16:00:00,-31.7,TimeExit,10,1,50,125,0.0001,1.5,0.00015,47801.60000000003,47840.90000000002,39.299999999995634,39.1,40.2,30.6,11.921,2021-06-15,EA_Rev4,27.414,Accepted,0.43485080615743776
4_GJ_Port_Log1,GJ,Long,2021-06-16 00:00:00,2021-06-16 08:55:00,-5.7,TimeExit,0,0,130,90,0.01,2.0,0.02,47749.700000000026,47840.90000000002,91.19999999999708,94.8,94.8,,19.4,2021-06-16,CrossJPY_16,31.189,Accepted,0.6220141716630863
1_EJ_Log1,EJ,Long,2021-06-16 13:55:00,2021-06-17 03:43:00,-70.0,SL,13,55,70,250,0.01,1.0,0.01,47679.700000000026,47840.90000000002,161.1999999999971,41.0,41.0,19.0,7.086,2021-06-16,CrossJPY_16,23.232,Accepted,0.3050103305785124
5_GJ_Port_Log2,GJ,Short,2021-06-17 09:55:00,2021-06-17 23:55:00,101.2,TimeExit,9,55,90,999,0.01,2.0,0.02,47860.90000000002,47860.90000000002,0.0,67.5,74.9,45.5,17.479,2021-06-17,CrossJPY_16,31.189,Accepted,0.5604219436339735
22_GA_C_2,GA,Long,2021-06-17 16:56:00,2021-06-17 20:55:00,80.0,TP,16,56,70,80,0.0001,2.0,0.0002,47759.700000000026,47840.90000000002,81.19999999999709,51.1,108.3,108.3,30.629,2021-06-17,GA,33.129,Accepted,0.9245374143499654
19_EA_3_WedThu_Long,EA,Long,2021-06-17 20:56:00,2021-06-18 10:00:00,-4.9,TimeExit,20,56,90,999,0.0001,1.5,0.00015,47856.00000000002,47860.90000000002,4.900000000001455,76.2,98.7,98.7,25.336,2021-06-17,EA_Rev4,27.414,Accepted,0.924199314219012
8_AJ_Core1,AJ,Long,2021-06-21 08:01:00,2021-06-21 22:46:00,18.6,TimeExit,8,1,70,110,0.01,1.5,0.015,47844.60000000002,47860.90000000002,16.30000000000291,30.3,40.1,40.1,15.9,2021-06-21,CrossJPY_16,19.679,Accepted,0.8079678845469791
18_EA_2_MonWed_Short,EA,Short,2021-06-21 09:59:00,2021-06-22 05:26:00,12.0,TimeExit,9,59,90,180,0.0001,1.5,0.00015,48263.60000000002,48263.60000000002,0.0,47.2,51.0,51.0,21.221,2021-06-21,EA_Rev4,27.414,Accepted,0.7740935288538703
20_EA_1A_MonTue_Short,EA,Short,2021-06-21 10:01:00,2021-06-21 16:00:00,-30.0,TimeExit,10,1,50,125,0.0001,1.5,0.00015,47826.00000000002,47860.90000000002,34.900000000001455,47.2,51.0,51.0,21.414,2021-06-21,EA_Rev4,27.414,Accepted,0.7811337272926242
1_EJ_Log1,EJ,Long,2021-06-21 13:55:00,2021-06-22 04:55:00,118.2,TimeExit,13,55,70,250,0.01,1.0,0.01,48251.60000000002,48251.60000000002,0.0,27.2,85.1,85.1,17.257,2021-06-21,CrossJPY_16,23.232,Accepted,0.7428116391184574
6_GJ_Old_Mon,GJ,Long,2021-06-21 15:45:00,2021-06-21 22:50:00,131.4,TimeExit,15,45,50,210,0.01,2.0,0.02,47976.00000000002,47976.00000000002,0.0,40.9,111.8,111.8,24.0,2021-06-21,CrossJPY_16,31.189,Accepted,0.7695020680368079
7_GJ_Mon_Blitz,GJ,Long,2021-06-21 18:02:00,2021-06-21 23:02:00,108.5,TimeExit,18,2,130,250,0.01,2.0,0.02,48084.50000000002,48084.50000000002,0.0,40.9,111.8,111.8,28.036,2021-06-21,CrossJPY_16,31.189,Accepted,0.8989066658116645
2_EJ_NightBlitz_20,EJ,Long,2021-06-21 20:56:00,2021-06-22 04:45:00,48.9,TimeExit,20,56,45,70,0.01,1.0,0.01,48133.40000000002,48133.40000000002,0.0,27.2,101.0,101.0,22.543,2021-06-21,CrossJPY_16,23.232,Accepted,0.9703426308539945
21_GA_B_3,GA,Long,2021-06-21 21:02:00,2021-06-22 10:00:00,27.6,TimeExit,21,2,220,100,0.0001,2.0,0.0002,48387.000000000015,48387.000000000015,0.0,36.4,114.0,114.0,28.45,2021-06-21,GA,33.129,Accepted,0.8587642246973951
3_EJ_NightBlitz_21,EJ,Long,2021-06-21 21:56:00,2021-06-22 05:27:00,50.1,TimeExit,21,56,75,70,0.01,1.0,0.01,48313.70000000002,48313.70000000002,0.0,27.2,101.0,101.0,21.543,2021-06-21,CrossJPY_16,23.232,Accepted,0.9272985537190083
5_GJ_Port_Log2,GJ,Short,2021-06-22 09:55:00,2021-06-22 23:55:00,-72.1,TimeExit,9,55,90,999,0.01,2.0,0.02,48308.400000000016,48387.000000000015,78.59999999999854,210.5,245.9,56.8,19.393,2021-06-22,CrossJPY_16,31.189,Accepted,0.621789733559909
18_EA_2_MonWed_Short,EA,Short,2021-06-22 09:59:00,2021-06-23 05:26:00,19.8,TimeExit,9,59,90,180,0.0001,1.5,0.00015,48328.20000000002,48387.000000000015,58.799999999995634,85.6,85.6,42.3,17.736,2021-06-22,EA_Rev4,27.414,Accepted,0.6469687021230028
20_EA_1A_MonTue_Short,EA,Short,2021-06-22 10:01:00,2021-06-22 16:00:00,-6.5,TimeExit,10,1,50,125,0.0001,1.5,0.00015,48380.500000000015,48387.000000000015,6.5,85.6,85.6,42.3,17.429,2021-06-22,EA_Rev4,27.414,Accepted,0.6357700445028087
4_GJ_Port_Log1,GJ,Long,2021-06-23 00:00:00,2021-06-23 08:55:00,27.8,TimeExit,0,0,130,90,0.01,2.0,0.02,48356.00000000002,48387.000000000015,30.999999999992724,102.9,102.9,,25.4,2021-06-23,CrossJPY_16,31.189,Accepted,0.8143896886722882
17_EA_1B_Wed_Short,EA,Short,2021-06-23 09:59:00,2021-06-23 20:58:00,37.7,TimeExit,9,59,70,175,0.0001,1.5,0.00015,48393.70000000002,48393.70000000002,0.0,79.1,87.8,52.0,20.986,2021-06-23,EA_Rev4,27.414,Accepted,0.7655212665061647
18_EA_2_MonWed_Short,EA,Short,2021-06-23 09:59:00,2021-06-24 05:26:00,60.2,TimeExit,9,59,90,180,0.0001,1.5,0.00015,48469.80000000002,48469.80000000002,0.0,79.1,87.8,52.0,20.986,2021-06-23,EA_Rev4,27.414,Accepted,0.7655212665061647
1_EJ_Log1,EJ,Long,2021-06-23 13:55:00,2021-06-24 04:55:00,24.0,TimeExit,13,55,70,250,0.01,1.0,0.01,48409.60000000002,48409.60000000002,0.0,62.9,100.1,51.8,13.079,2021-06-23,CrossJPY_16,23.232,Accepted,0.5629734848484849
2_EJ_NightBlitz_20,EJ,Long,2021-06-23 20:56:00,2021-06-24 04:45:00,-8.1,TimeExit,20,56,45,70,0.01,1.0,0.01,48385.60000000002,48393.70000000002,8.099999999998545,62.9,129.9,98.3,13.707,2021-06-23,CrossJPY_16,23.232,Accepted,0.5900051652892563
19_EA_3_WedThu_Long,EA,Long,2021-06-23 20:56:00,2021-06-24 10:00:00,-20.8,TimeExit,20,56,90,999,0.0001,1.5,0.00015,48433.20000000001,48469.80000000002,36.60000000000582,79.1,96.7,73.8,21.271,2021-06-23,EA_Rev4,27.414,Accepted,0.775917414459765
3_EJ_NightBlitz_21,EJ,Long,2021-06-23 21:56:00,2021-06-24 05:27:00,-15.8,TimeExit,21,56,75,70,0.01,1.0,0.01,48454.000000000015,48469.80000000002,15.80000000000291,62.9,112.0,98.3,15.779,2021-06-23,CrossJPY_16,23.232,Accepted,0.6791924931129477
12_UJ_Short_Core,UJ,Short,2021-06-24 08:04:00,2021-06-24 14:56:00,11.7,TimeExit,8,4,50,999,0.01,0.5,0.005,48444.90000000001,48469.80000000002,24.90000000000873,53.5,47.9,24.1,11.714,2021-06-24,CrossJPY_16,19.629,Accepted,0.5967700850782006
19_EA_3_WedThu_Long,EA,Long,2021-06-24 20:56:00,2021-06-25 10:00:00,-24.2,TimeExit,20,56,90,999,0.0001,1.5,0.00015,48420.70000000001,48469.80000000002,49.10000000000582,92.9,56.5,42.5,15.886,2021-06-24,EA_Rev4,27.414,Accepted,0.5794849347048953
12_UJ_Short_Core,UJ,Short,2021-06-25 09:55:00,2021-06-25 14:56:00,12.9,TimeExit,9,55,20,50,0.01,0.5,0.005,48433.10000000001,48469.80000000002,36.700000000004366,42.8,37.7,22.1,8.321,2021-06-25,CrossJPY_16,19.629,Accepted,0.4239135972285903
5_GJ_Port_Log2,GJ,Short,2021-06-25 09:55:00,2021-06-25 23:55:00,37.4,TimeExit,9,55,90,999,0.01,2.0,0.02,48520.500000000015,48520.500000000015,0.0,131.7,125.6,49.6,23.207,2021-06-25,CrossJPY_16,31.189,Accepted,0.744076437205425
25_AU_China_Demand,AU,Long,2021-06-25 10:00:00,2021-06-25 15:50:00,9.6,TimeExit,10,0,40,40,0.0001,1.5,0.00015,48442.70000000001,48469.80000000002,27.10000000000582,26.1,26.1,18.6,9.529,2021-06-25,China_Demand,15.267,Accepted,0.6241566778017947
10_AJ_SatA,AJ,Short,2021-06-25 10:58:00,2021-06-25 13:51:00,-0.5,TimeExit,10,58,50,25,0.01,1.5,0.015,48420.20000000001,48469.80000000002,49.60000000000582,29.3,35.2,28.8,9.529,2021-06-25,CrossJPY_16,19.679,Accepted,0.4842217592357336
11_AJ_SatB,AJ,Short,2021-06-25 18:57:00,2021-06-26 01:43:00,-9.5,TimeExit,18,57,55,95,0.01,1.5,0.015,48511.000000000015,48520.500000000015,9.5,29.3,33.0,28.8,8.129,2021-06-25,CrossJPY_16,19.679,Accepted,0.41307993292342093
23_GA_F_2,GA,Short,2021-06-25 19:42:00,2021-06-25 22:45:00,40.4,TimeExit,19,42,90,200,0.0001,2.0,0.0002,48483.10000000001,48483.10000000001,0.0,123.5,155.1,88.9,18.829,2021-06-25,GA,33.129,Accepted,0.5683540100818015
24_GA_D_1,GA,Long,2021-06-25 22:44:00,2021-06-26 03:08:00,21.7,TimeExit,22,44,90,200,0.0001,2.0,0.0002,48532.70000000001,48532.70000000001,0.0,123.5,114.3,114.3,20.936,2021-06-25,GA,33.129,Accepted,0.6319538772676507
8_AJ_Core1,AJ,Long,2021-06-28 08:01:00,2021-06-28 22:46:00,-30.9,TimeExit,8,1,70,110,0.01,1.5,0.015,48513.90000000001,48545.20000000001,31.30000000000291,19.3,41.4,41.4,11.864,2021-06-28,CrossJPY_16,19.679,Accepted,0.6028761624066264
12_UJ_Short_Core,UJ,Short,2021-06-28 08:04:00,2021-06-28 14:56:00,12.5,TimeExit,8,4,50,999,0.01,0.5,0.005,48545.20000000001,48545.20000000001,0.0,13.6,13.3,13.3,10.307,2021-06-28,CrossJPY_16,19.629,Accepted,0.5250904274288043
25_AU_China_Demand,AU,Long,2021-06-28 10:00:00,2021-06-28 15:50:00,-0.4,TimeExit,10,0,40,40,0.0001,1.5,0.00015,48544.80000000001,48545.20000000001,0.4000000000014552,23.9,37.0,37.0,12.357,2021-06-28,China_Demand,15.267,Accepted,0.8093928080172922
1_EJ_Log1,EJ,Long,2021-06-28 13:55:00,2021-06-29 04:55:00,-5.5,TimeExit,13,55,70,250,0.01,1.0,0.01,48475.40000000001,48545.20000000001,69.80000000000291,18.2,44.8,44.8,11.364,2021-06-28,CrossJPY_16,23.232,Accepted,0.4891528925619835
6_GJ_Old_Mon,GJ,Long,2021-06-28 15:45:00,2021-06-28 22:50:00,-1.1,TimeExit,15,45,50,210,0.01,2.0,0.02,48512.80000000001,48545.20000000001,32.400000000001455,43.5,41.2,41.2,15.779,2021-06-28,CrossJPY_16,31.189,Accepted,0.505915547148033
7_GJ_Mon_Blitz,GJ,Long,2021-06-28 18:02:00,2021-06-28 23:02:00,-11.4,TimeExit,18,2,130,250,0.01,2.0,0.02,48501.40000000001,48545.20000000001,43.80000000000291,43.5,63.5,63.5,18.707,2021-06-28,CrossJPY_16,31.189,Accepted,0.5997947994485235
2_EJ_NightBlitz_20,EJ,Long,2021-06-28 20:56:00,2021-06-29 04:45:00,-20.5,TimeExit,20,56,45,70,0.01,1.0,0.01,48480.90000000001,48545.20000000001,64.30000000000291,18.2,45.2,45.2,13.443,2021-06-28,CrossJPY_16,23.232,Accepted,0.5786415289256198
21_GA_B_3,GA,Long,2021-06-28 21:02:00,2021-06-29 10:00:00,-39.9,TimeExit,21,2,220,100,0.0001,2.0,0.0002,48412.90000000001,48545.20000000001,132.3000000000029,40.0,123.6,123.6,23.164,2021-06-28,GA,33.129,Accepted,0.6992061335989618
3_EJ_NightBlitz_21,EJ,Long,2021-06-28 21:56:00,2021-06-29 05:27:00,-22.6,TimeExit,21,56,75,70,0.01,1.0,0.01,48452.80000000001,48545.20000000001,92.40000000000146,18.2,45.2,45.2,13.521,2021-06-28,CrossJPY_16,23.232,Accepted,0.5819989669421488
12_UJ_Short_Core,UJ,Short,2021-06-29 08:04:00,2021-06-29 14:56:00,2.8,TimeExit,8,4,50,999,0.01,0.5,0.005,48415.70000000001,48545.20000000001,129.5,36.0,48.0,14.1,9.364,2021-06-29,CrossJPY_16,19.629,Accepted,0.477049263844312
5_GJ_Port_Log2,GJ,Short,2021-06-29 09:55:00,2021-06-29 23:55:00,33.0,TimeExit,9,55,90,999,0.01,2.0,0.02,48442.10000000001,48545.20000000001,103.09999999999854,63.8,100.7,47.8,18.9,2021-06-29,CrossJPY_16,31.189,Accepted,0.6059828785789861
25_AU_China_Demand,AU,Long,2021-06-29 10:00:00,2021-06-29 15:50:00,-6.6,TimeExit,10,0,40,40,0.0001,1.5,0.00015,48409.10000000001,48545.20000000001,136.09999999999854,47.4,47.4,22.3,9.65,2021-06-29,China_Demand,15.267,Accepted,0.6320822689460929
25_AU_China_Demand,AU,Long,2021-06-30 10:00:00,2021-06-30 15:50:00,7.2,TimeExit,10,0,40,40,0.0001,1.5,0.00015,48449.30000000001,48545.20000000001,95.90000000000146,72.0,59.1,12.6,8.671,2021-06-30,China_Demand,15.267,Accepted,0.5679570315058623
1_EJ_Log1,EJ,Long,2021-06-30 13:55:00,2021-07-01 04:55:00,20.9,TimeExit,13,55,70,250,0.01,1.0,0.01,48514.400000000016,48545.20000000001,30.799999999995634,72.9,60.0,32.0,11.636,2021-06-30,CrossJPY_16,23.232,Accepted,0.5008608815426997
13_UJ_Fix_MidWeek,UJ,Long,2021-06-30 18:04:00,2021-06-30 22:03:00,21.3,TimeExit,18,4,95,95,0.01,0.5,0.005,48470.60000000001,48545.20000000001,74.59999999999854,33.0,31.8,18.0,7.821,2021-06-30,CrossJPY_16,19.629,Accepted,0.3984410820724438
2_EJ_NightBlitz_20,EJ,Long,2021-06-30 20:56:00,2021-07-01 04:45:00,22.9,TimeExit,20,56,45,70,0.01,1.0,0.01,48493.500000000015,48545.20000000001,51.69999999999709,72.9,38.1,38.1,13.55,2021-06-30,CrossJPY_16,23.232,Accepted,0.5832472451790635
3_EJ_NightBlitz_21,EJ,Long,2021-06-30 21:56:00,2021-07-01 05:27:00,32.5,TimeExit,21,56,75,70,0.01,1.0,0.01,48546.900000000016,48546.900000000016,0.0,72.9,38.1,38.1,13.229,2021-06-30,CrossJPY_16,23.232,Accepted,0.5694300964187328
5_GJ_Port_Log2,GJ,Short,2021-07-01 09:55:00,2021-07-01 23:55:00,-28.3,TimeExit,9,55,90,999,0.01,2.0,0.02,48518.60000000001,48546.900000000016,28.30000000000291,75.8,109.0,54.2,19.164,2021-07-01,CrossJPY_16,31.189,Accepted,0.6144474013273911
22_GA_C_2,GA,Long,2021-07-01 16:56:00,2021-07-02 01:15:00,-23.9,TimeExit,16,56,70,80,0.0001,2.0,0.0002,48494.70000000001,48546.900000000016,52.200000000004366,103.2,93.8,72.9,17.6,2021-07-01,GA,33.129,Accepted,0.5312566029762444
19_EA_3_WedThu_Long,EA,Long,2021-07-01 20:56:00,2021-07-02 10:00:00,29.2,TimeExit,20,56,90,999,0.0001,1.5,0.00015,48523.90000000001,48546.900000000016,23.00000000000728,72.8,68.5,62.2,15.357,2021-07-01,EA_Rev4,27.414,Accepted,0.5601882249945282
8_AJ_Core1,AJ,Long,2021-07-05 08:01:00,2021-07-05 22:46:00,-12.3,TimeExit,8,1,70,110,0.01,1.5,0.015,48525.2,48546.900000000016,21.70000000001164,28.3,29.2,29.2,12.586,2021-07-05,CrossJPY_16,19.679,Accepted,0.6395650185476905
18_EA_2_MonWed_Short,EA,Short,2021-07-05 09:59:00,2021-07-06 05:26:00,27.0,TimeExit,9,59,90,180,0.0001,1.5,0.00015,48531.2,48546.900000000016,15.700000000011642,58.5,36.1,36.1,18.0,2021-07-05,EA_Rev4,27.414,Accepted,0.6565988181221274
20_EA_1A_MonTue_Short,EA,Short,2021-07-05 10:01:00,2021-07-05 16:00:00,13.6,TimeExit,10,1,50,125,0.0001,1.5,0.00015,48537.50000000001,48546.900000000016,9.400000000008731,58.5,36.1,36.1,17.364,2021-07-05,EA_Rev4,27.414,Accepted,0.6333989932151456
1_EJ_Log1,EJ,Long,2021-07-05 13:55:00,2021-07-06 04:55:00,-10.6,TimeExit,13,55,70,250,0.01,1.0,0.01,48504.2,48546.900000000016,42.70000000001164,17.8,27.7,27.7,10.614,2021-07-05,CrossJPY_16,23.232,Accepted,0.4568698347107438
6_GJ_Old_Mon,GJ,Long,2021-07-05 15:45:00,2021-07-05 22:50:00,-7.9,TimeExit,15,45,50,210,0.01,2.0,0.02,48517.3,48546.900000000016,29.600000000013097,33.1,40.3,40.3,12.65,2021-07-05,CrossJPY_16,31.189,Accepted,0.40559171502773417
7_GJ_Mon_Blitz,GJ,Long,2021-07-05 18:02:00,2021-07-05 23:02:00,-5.0,TimeExit,18,2,130,250,0.01,2.0,0.02,48512.3,48546.900000000016,34.6000000000131,33.1,40.3,40.3,13.036,2021-07-05,CrossJPY_16,31.189,Accepted,0.4179678732886595
2_EJ_NightBlitz_20,EJ,Long,2021-07-05 20:56:00,2021-07-06 04:45:00,2.5,TimeExit,20,56,45,70,0.01,1.0,0.01,48514.8,48546.900000000016,32.1000000000131,17.8,31.4,31.4,9.929,2021-07-05,CrossJPY_16,23.232,Accepted,0.42738464187327824
21_GA_B_3,GA,Long,2021-07-05 21:02:00,2021-07-06 10:00:00,-28.5,TimeExit,21,2,220,100,0.0001,2.0,0.0002,48520.600000000006,48549.100000000006,28.5,39.5,77.5,77.5,16.614,2021-07-05,GA,33.129,Accepted,0.5014941591958707
3_EJ_NightBlitz_21,EJ,Long,2021-07-05 21:56:00,2021-07-06 05:27:00,5.4,TimeExit,21,56,75,70,0.01,1.0,0.01,48536.600000000006,48546.900000000016,10.300000000010186,17.8,32.3,32.3,9.029,2021-07-05,CrossJPY_16,23.232,Accepted,0.38864497245179064
4_GJ_Port_Log1,GJ,Long,2021-07-06 00:00:00,2021-07-06 08:55:00,12.5,TimeExit,0,0,130,90,0.01,2.0,0.02,48549.100000000006,48549.100000000006,0.0,40.3,40.3,,11.586,2021-07-06,CrossJPY_16,31.189,Accepted,0.371477123344769
5_GJ_Port_Log2,GJ,Short,2021-07-06 09:55:00,2021-07-06 23:55:00,96.7,TimeExit,9,55,90,999,0.01,2.0,0.02,48617.3,48617.3,0.0,40.3,33.4,33.1,14.136,2021-07-06,CrossJPY_16,31.189,Accepted,0.4532367180736798
4_GJ_Port_Log1,GJ,Long,2021-07-07 00:00:00,2021-07-07 08:55:00,-6.7,TimeExit,0,0,130,90,0.01,2.0,0.02,48610.600000000006,48617.3,6.69999999999709,151.0,151.0,,23.893,2021-07-07,CrossJPY_16,31.189,Accepted,0.7660713713168105
17_EA_1B_Wed_Short,EA,Short,2021-07-07 09:59:00,2021-07-07 20:58:00,60.9,TimeExit,9,59,70,175,0.0001,1.5,0.00015,48671.50000000001,48671.50000000001,0.0,166.6,173.8,38.7,24.729,2021-07-07,EA_Rev4,27.414,Accepted,0.9020573429634493
18_EA_2_MonWed_Short,EA,Short,2021-07-07 09:59:00,2021-07-08 05:26:00,12.3,TimeExit,9,59,90,180,0.0001,1.5,0.00015,48640.70000000001,48671.50000000001,30.799999999995634,166.6,173.8,38.7,24.729,2021-07-07,EA_Rev4,27.414,Accepted,0.9020573429634493
1_EJ_Log1,EJ,Long,2021-07-07 13:55:00,2021-07-08 04:55:00,-6.6,TimeExit,13,55,70,250,0.01,1.0,0.01,48628.40000000001,48671.50000000001,43.09999999999855,112.9,137.0,36.2,13.214,2021-07-07,CrossJPY_16,23.232,Accepted,0.5687844352617081
2_EJ_NightBlitz_20,EJ,Long,2021-07-07 20:56:00,2021-07-08 04:45:00,-36.5,TimeExit,20,56,45,70,0.01,1.0,0.01,48635.00000000001,48671.50000000001,36.5,112.9,60.8,54.4,16.3,2021-07-07,CrossJPY_16,23.232,Accepted,0.7016184573002755
19_EA_3_WedThu_Long,EA,Long,2021-07-07 20:56:00,2021-07-08 10:00:00,69.5,TimeExit,20,56,90,999,0.0001,1.5,0.00015,48689.500000000015,48689.500000000015,0.0,166.6,173.7,81.1,17.3,2021-07-07,EA_Rev4,27.414,Accepted,0.6310644196396002
3_EJ_NightBlitz_21,EJ,Long,2021-07-07 21:56:00,2021-07-08 05:27:00,-20.7,TimeExit,21,56,75,70,0.01,1.0,0.01,48620.000000000015,48671.50000000001,51.49999999999272,112.9,60.8,54.4,16.779,2021-07-07,CrossJPY_16,23.232,Accepted,0.7222365702479339
