StrategyNo,Strategy,Year,Trades,TotalR,AvgR,PF,WinRate,AvgWinR,AvgLossR,MaxDDR,MaxLosingStreak,SLCount,SLRate,TPCount,TPRate,TimeCount,TimeRate,OtherCount,OtherRate
3,3_EJ_NightBlitz_21,2025,85,6.021333333,0.07083921568235294117647058824,1.389310344847986028539653667,0.6235294117647058823529411765,0.4054339622264150943396226415,-0.48333333328125,4.867999999,7,6,0.07058823529411764705882352941,10,0.1176470588235294117647058824,69,0.8117647058823529411764705882,0,0
3,3_EJ_NightBlitz_21,2026,58,3.417333333,0.05891954022413793103448275862,1.492979418999858710473188299,0.5689655172413793103448275862,0.3136161616363636363636363636,-0.27728000004,1.646666668,4,3,0.05172413793103448275862068966,0,0,55,0.9482758620689655172413793103,0,0
4,4_GJ_Port_Log1,2015,83,3.309230767,0.03987025020481927710843373494,1.330262551563846052738139116,0.5542168674698795180722891566,0.2897658862608695652173913043,-0.2708108108378378378378378378,2.220769231,5,3,0.03614457831325301204819277108,8,0.09638554216867469879518072289,72,0.8674698795180722891566265060,0,0
4,4_GJ_Port_Log1,2016,81,2.366923074,0.02922127251851851851851851852,1.193777945500783026988578900,0.5925925925925925925925925926,0.3037820511875,-0.3701398600909090909090909091,2.578461540,3,6,0.07407407407407407407407407407,9,0.1111111111111111111111111111,66,0.8148148148148148148148148148,0,0
4,4_GJ_Port_Log1,2017,81,3.693846154,0.04560303893827160493827160494,1.426086956599976852755986066,0.6049382716049382716049382716,0.2523076922857142857142857143,-0.2709134615,1.509230768,4,1,0.01234567901234567901234567901,5,0.06172839506172839506172839506,75,0.9259259259259259259259259259,0,0
4,4_GJ_Port_Log1,2018,82,3.205384613,0.03909005625609756097560975610,1.396932748769523128308666555,0.5487804878048780487804878049,0.2506837606444444444444444444,-0.2182536382702702702702702703,2.307692308,5,1,0.01219512195121951219512195122,3,0.03658536585365853658536585366,78,0.9512195121951219512195121951,0,0
4,4_GJ_Port_Log1,2019,81,1.374615384,0.01697056029629629629629629630,1.188502109654056285486486887,0.5061728395061728395061728395,0.2113883676829268292682926829,-0.182307692275,2.430769228,4,1,0.01234567901234567901234567901,7,0.08641975308641975308641975309,73,0.9012345679012345679012345679,0,0
4,4_GJ_Port_Log1,2020,82,0.580769229,0.007082551573170731707317073171,1.059589581496210339732367418,0.5365853658536585365853658537,0.2347027972045454545454545455,-0.2564777328421052631578947368,1.960769230,6,1,0.01219512195121951219512195122,5,0.06097560975609756097560975610,76,0.9268292682926829268292682927,0,0
4,4_GJ_Port_Log1,2021,82,2.957692308,0.03606941839024390243902439024,1.731405744588718163042975605,0.5975609756097560975609756098,0.1428885400612244897959183673,-0.12637019234375,1.047692309,3,0,0,0,0,82,1,0,0
4,4_GJ_Port_Log1,2022,80,6.372307692,0.07965384615,1.729932152744543448509631947,0.65,0.2904289940384615384615384615,-0.3233333332592592592592592593,2.483846154,4,3,0.0375,9,0.1125,68,0.85,0,0
4,4_GJ_Port_Log1,2023,81,3.768461533,0.04652421645679012345679012346,1.650770455654458566186407282,0.5679012345679012345679012346,0.2078093645,-0.1654505495428571428571428571,0.849230769,3,0,0,2,0.02469135802469135802469135802,79,0.9753086419753086419753086420,0,0
4,4_GJ_Port_Log1,2024,80,3.158461534,0.039480769175,1.451556141230963705991835444,0.5625,0.2256239316,-0.1998461539428571428571428571,1.343076925,6,1,0.0125,4,0.05,75,0.9375,0,0
4,4_GJ_Port_Log1,2025,81,5.056923072,0.06243114903703703703703703704,1.589649295268758254121837467,0.5308641975308641975308641975,0.3170483004418604651162790698,-0.2256882591315789473684210526,2.152307692,5,3,0.03703703703703703703703703704,11,0.1358024691358024691358024691,67,0.8271604938271604938271604938,0,0
4,4_GJ_Port_Log1,2026,62,3.377692307,0.05447890817741935483870967742,1.778822277229889636799753642,0.5161290322580645161290322581,0.24108173075,-0.1445641025666666666666666667,0.655384616,7,0,0,3,0.04838709677419354838709677419,59,0.9516129032258064516129032258,0,0
5,5_GJ_Port_Log2,2015,101,11.527777781,0.1141364136732673267326732673,1.321078203920567382932710700,0.5049504950495049504950495050,0.9300217865294117647058823529,-0.71806666664,9.450000000,5,27,0.2673267326732673267326732673,0,0,74,0.7326732673267326732673267327,0,0
5,5_GJ_Port_Log2,2016,104,31.944444448,0.3071581196923076923076923077,1.762478120288050683184215386,0.5384615384615384615384615385,1.318571428625,-0.8728240740625,6.727777777,7,39,0.375,0,0,65,0.625,0,0
5,5_GJ_Port_Log2,2017,107,8.249999992,0.07710280366355140186915887850,1.288809366054871483341627383,0.5514018691588785046728971963,0.6239924669661016949152542373,-0.5951157408125,5.584444446,5,17,0.1588785046728971962616822430,0,0,90,0.8411214953271028037383177570,0,0
5,5_GJ_Port_Log2,2018,107,12.267777779,0.1146521287757009345794392523,1.504800658430914417140004704,0.5607476635514018691588785047,0.6095000000166666666666666667,-0.5170685579148936170212765957,5.832222223,6,15,0.1401869158878504672897196262,0,0,92,0.8598130841121495327102803738,0,0
5,5_GJ_Port_Log2,2019,108,4.778888891,0.04424897121296296296296296296,1.170302910390696111306239145,0.5277777777777777777777777778,0.5761403509122807017543859649,-0.5502178649215686274509803922,6.655555556,4,17,0.1574074074074074074074074074,0,0,91,0.8425925925925925925925925926,0,0
5,5_GJ_Port_Log2,2020,106,1.374444442,0.012966457,1.042987211490533244849480119,0.4905660377358490566037735849,0.6413034187307692307692307692,-0.6032704402264150943396226415,7.448888891,6,22,0.2075471698113207547169811321,0,0,84,0.7924528301886792452830188679,0,0
5,5_GJ_Port_Log2,2021,110,1.297777778,0.0117979798,1.045814701507315008272706872,0.5272727272727272727272727273,0.5107662835172413793103448276,-0.5447435897307692307692307692,5.436666669,7,11,0.1,0,0,99,0.9,0,0
5,5_GJ_Port_Log2,2022,106,17.443333335,0.1645597484433962264150943396,1.511251506263368414898386618,0.4811320754716981132075471698,1.011023965117647058823529412,-0.6203434342909090909090909091,4.468888888,6,25,0.2358490566037735849056603774,0,0,81,0.7641509433962264150943396226,0,0
