StrategyNo,Strategy,Period,Start,EndExclusive,Trades,TotalR,AvgR,PF,WinRate,AvgWinR,AvgLossR,MaxDDR,MaxLosingStreak,SLCount,SLRate,TPCount,TPRate,TimeCount,TimeRate,OtherCount,OtherRate
17,17_EA_1B_Wed_Short,RecentA,2022-01-01,2024-01-01,63,11.951428571,0.1897052154126984126984126984,1.720523641354926566543406481,0.6349206349206349206349206349,0.7134642857,-0.7211801242173913043478260870,4.347142859,4,12,0.1904761904761904761904761905,1,0.01587301587301587301587301587,50,0.7936507936507936507936507937,0,0
17,17_EA_1B_Wed_Short,RecentB,2024-01-01,2026-01-01,54,5.541428573,0.1026190476481481481481481481,1.476184630593455588220467303,0.5740740740740740740740740741,0.5541474655161290322580645161,-0.5059627329565217391304347826,3.374285714,4,7,0.1296296296296296296296296296,0,0,47,0.8703703703703703703703703704,0,0
17,17_EA_1B_Wed_Short,RecentCombined,2022-01-01,2026-01-01,117,17.492857144,0.1495115995213675213675213675,1.619780331046723178340671074,0.6068376068376068376068376068,0.6439034205492957746478873239,-0.6135714285869565217391304348,4.347142859,4,19,0.1623931623931623931623931624,1,0.008547008547008547008547008547,97,0.8290598290598290598290598291,0,0
17,17_EA_1B_Wed_Short,Monitor2026,2026-01-01,2026-09-10,19,-0.337142859,-0.017744361,0.9096131745308310991957104558,0.5263157894736842105263157895,0.3392857141,-0.4144444444444444444444444444,2.178571429,3,1,0.05263157894736842105263157895,0,0,18,0.9473684210526315789473684211,0,0
18,18_EA_2_MonWed_Short,Historical,2015-01-01,2022-01-01,573,38.745555558,0.06761877060732984293193717277,1.242737910457636275627209128,0.5270506108202443280977312391,0.6568359087582781456953642384,-0.5911810699518518518518518519,9.592222224,8,108,0.1884816753926701570680628272,17,0.02966841186736474694589877836,448,0.7818499127399650959860383944,0,0
18,18_EA_2_MonWed_Short,RecentA,2022-01-01,2024-01-01,152,-13.465555551,-0.08858918125657894736842105263,0.7767276479614235665051044128,0.4605263157894736842105263158,0.6692063492428571428571428571,-0.7354878048536585365853658537,22.734444442,7,46,0.3026315789473684210526315789,4,0.02631578947368421052631578947,102,0.6710526315789473684210526316,0,0
18,18_EA_2_MonWed_Short,RecentB,2024-01-01,2026-01-01,167,8.847777781,0.05298070527544910179640718563,1.241142268898770466746912886,0.5209580838323353293413173653,0.5234355044712643678160919540,-0.45863888885,5.782222221,6,19,0.1137724550898203592814371257,4,0.02395209580838323353293413174,144,0.8622754491017964071856287425,0,0
18,18_EA_2_MonWed_Short,RecentCombined,2022-01-01,2026-01-01,319,-4.617777770,-0.01447579238244514106583072100,0.9523945889139988672409754160,0.4921630094043887147335423197,0.5884288747515923566878980892,-0.5987722907777777777777777778,23.832222218,7,65,0.2037617554858934169278996865,8,0.02507836990595611285266457680,246,0.7711598746081504702194357367,0,0
18,18_EA_2_MonWed_Short,Monitor2026,2026-01-01,2026-09-10,61,4.925555555,0.08074681237704918032786885246,1.408835193158556945620980228,0.5737704918032786885245901639,0.4849523809428571428571428571,-0.4633760683846153846153846154,2.508888890,4,6,0.09836065573770491803278688525,0,0,55,0.9016393442622950819672131148,0,0
19,19_EA_3_WedThu_Long,Historical,2015-01-01,2022-01-01,432,37.928888904,0.08779835394444444444444444444,1.411192888399142759745046360,0.5462962962962962962962962963,0.5515677966440677966101694915,-0.4706179137959183673469387755,7.234444444,7,44,0.1018518518518518518518518519,0,0,388,0.8981481481481481481481481481,0,0
19,19_EA_3_WedThu_Long,RecentA,2022-01-01,2024-01-01,120,17.426666673,0.145222222275,1.728235130566505234481112013,0.6083333333333333333333333333,0.5665296804246575342465753425,-0.5202173912608695652173913043,2.188888889,3,11,0.09166666666666666666666666667,0,0,109,0.9083333333333333333333333333,0,0
19,19_EA_3_WedThu_Long,RecentB,2024-01-01,2026-01-01,107,8.634444445,0.08069574247663551401869158879,1.380558276188880473812004265,0.5700934579439252336448598131,0.5134972678032786885245901639,-0.4932367150217391304347826087,4.000000000,6,10,0.09345794392523364485981308411,0,0,97,0.9065420560747663551401869159,0,0
19,19_EA_3_WedThu_Long,RecentCombined,2022-01-01,2026-01-01,227,26.061111118,0.1148066569074889867841409692,1.559024715926879841943115857,0.5903083700440528634361233480,0.5423880597537313432835820896,-0.5067270531413043478260869565,4.000000000,6,21,0.09251101321585903083700440529,0,0,206,0.9074889867841409691629955947,0,0
19,19_EA_3_WedThu_Long,Monitor2026,2026-01-01,2026-09-10,44,-0.854444446,-0.01941919195454545454545454545,0.8988956085684824435226899613,0.3863636363636363636363636364,0.4468627451176470588235294118,-0.3130041152962962962962962963,2.522222222,8,2,0.04545454545454545454545454545,0,0,42,0.9545454545454545454545454545,0,0
20,20_EA_1A_MonTue_Short,Historical,2015-01-01,2022-01-01,455,23.644,0.05196483516483516483516483516,1.206808480862081030018893010,0.5384615384615384615384615385,0.5631510204081632653061224490,-0.5470239234449760765550239234,7.028,8,67,0.1472527472527472527472527473,6,0.01318681318681318681318681319,382,0.8395604395604395604395604396,0,0
20,20_EA_1A_MonTue_Short,RecentA,2022-01-01,2024-01-01,120,3.504,0.0292,1.091847968545216251638269987,0.4666666666666666666666666667,0.7438214285714285714285714286,-0.59609375,5.470,8,25,0.2083333333333333333333333333,1,0.008333333333333333333333333333,94,0.7833333333333333333333333333,0,0
20,20_EA_1A_MonTue_Short,RecentB,2024-01-01,2026-01-01,141,-1.642,-0.01164539007092198581560283688,0.9578108941418293936279547790,0.4326241134751773049645390071,0.6111147540983606557377049180,-0.4865,8.908,8,20,0.1418439716312056737588652482,4,0.02836879432624113475177304965,117,0.8297872340425531914893617021,0,0
20,20_EA_1A_MonTue_Short,RecentCombined,2022-01-01,2026-01-01,261,1.862,0.007134099616858237547892720307,1.024159854677565849227974569,0.4482758620689655172413793103,0.6746324786324786324786324786,-0.5352083333333333333333333333,12.854,8,45,0.1724137931034482758620689655,5,0.01915708812260536398467432950,211,0.8084291187739463601532567050,0,0
20,20_EA_1A_MonTue_Short,Monitor2026,2026-01-01,2026-09-10,54,-1.192,-0.02207407407407407407407407407,0.8928443006112909025530384754,0.5555555555555555555555555556,0.3310666666666666666666666667,-0.4635,4.662,5,6,0.1111111111111111111111111111,0,0,48,0.8888888888888888888888888889,0,0
21,21_GA_B_3,Historical,2015-01-01,2022-01-01,351,5.376818199,0.01531857036752136752136752137,1.158472215276973590587812964,0.5185185185185185185185185185,0.2159665335714285714285714286,-0.2007638515443786982248520710,5.324545456,8,3,0.008547008547008547008547008547,47,0.1339031339031339031339031339,301,0.8575498575498575498575498575,0,0
21,21_GA_B_3,RecentA,2022-01-01,2024-01-01,99,1.426818186,0.01441230490909090909090909091,1.162617210275503246504031235,0.5050505050505050505050505051,0.20401818186,-0.1827935605625,1.740909089,6,0,0,8,0.08080808080808080808080808081,91,0.9191919191919191919191919192,0,0
21,21_GA_B_3,RecentB,2024-01-01,2026-01-01,102,1.066363639,0.01045454548039215686274509804,1.123623333841978078839453440,0.5490196078431372549019607843,0.1730762987142857142857142857,-0.1875197628043478260869565217,2.746818182,5,2,0.01960784313725490196078431373,6,0.05882352941176470588235294118,94,0.9215686274509803921568627451,0,0
21,21_GA_B_3,RecentCombined,2022-01-01,2026-01-01,201,2.493181825,0.01240388967661691542288557214,1.143286311814548577428631857,0.5273631840796019900497512438,0.1876715266132075471698113208,-0.1851063829361702127659574468,2.746818182,6,2,0.009950248756218905472636815920,14,0.06965174129353233830845771144,185,0.9203980099502487562189054726,0,0
21,21_GA_B_3,Monitor2026,2026-01-01,2026-09-10,35,1.024545457,0.02927272734285714285714285714,1.567615212577753815918704403,0.6,0.1347402597142857142857142857,-0.1289285712142857142857142857,0.743636362,3,0,0,1,0.02857142857142857142857142857,34,0.9714285714285714285714285714,0,0
22,22_GA_C_2,Historical,2015-01-01,2022-01-01,274,39.377142872,0.1437122002627737226277372263,1.443493371260416355845413929,0.5620437956204379562043795620,0.8322448980519480519480519481,-0.7399047619,4.920000000,5,72,0.2627737226277372262773722628,90,0.3284671532846715328467153285,112,0.4087591240875912408759124088,0,0
22,22_GA_C_2,RecentA,2022-01-01,2024-01-01,79,-2.311428569,-0.02925858948101265822784810127,0.9248630074165279882631349123,0.4936708860759493670886075949,0.7295238095897435897435897436,-0.769071428575,6.845714285,7,27,0.3417721518987341772151898734,16,0.2025316455696202531645569620,36,0.4556962025316455696202531646,0,0
22,22_GA_C_2,RecentB,2024-01-01,2026-01-01,79,-4.768571427,-0.06036166363291139240506329114,0.8093442998082478461241989007,0.4050632911392405063291139241,0.63258928575,-0.5437267080652173913043478261,7.921428570,6,16,0.2025316455696202531645569620,9,0.1139240506329113924050632911,54,0.6835443037974683544303797468,0,0
22,22_GA_C_2,RecentCombined,2022-01-01,2026-01-01,158,-7.079999996,-0.04481012655696202531645569620,0.8730597818445420817675556687,0.4493670886075949367088607595,0.6858350101126760563380281690,-0.6485382059767441860465116279,11.988571427,7,43,0.2721518987341772151898734177,25,0.1582278481012658227848101266,90,0.5696202531645569620253164557,0,0
22,22_GA_C_2,Monitor2026,2026-01-01,2026-09-10,29,-2.282857144,-0.07871921186206896551724137931,0.7646539027046748553912706335,0.4482758620689655172413793103,0.5705494505384615384615384615,-0.6062500000625,6.694285716,8,5,0.1724137931034482758620689655,4,0.1379310344827586206896551724,20,0.6896551724137931034482758621,0,0
23,23_GA_F_2,Historical,2015-01-01,2022-01-01,252,18.721111113,0.07429012346428571428571428571,1.439554419298684089268063794,0.5396825396825396825396825397,0.4508251634338235294117647059,-0.3703574879478260869565217391,5.151111109,8,15,0.05952380952380952380952380952,3,0.01190476190476190476190476190,234,0.9285714285714285714285714286,0,0
23,23_GA_F_2,RecentA,2022-01-01,2024-01-01,77,-3.614444447,-0.04694083697402597402597402597,0.6959244717085958692664001378,0.4155844155844155844155844156,0.2585069444375,-0.2641481482,6.124444445,7,0,0,0,0,77,1,0,0
23,23_GA_F_2,RecentB,2024-01-01,2026-01-01,78,4.145555551,0.05314814808974358974358974359,1.587466539862434304249549356,0.5256410256410256410256410256,0.2732249321951219512195121951,-0.1907207207837837837837837838,1.346666668,5,0,0,0,0,78,1,0,0
23,23_GA_F_2,RecentCombined,2022-01-01,2026-01-01,155,0.531111104,0.003426523251612903225806451613,1.028036834622690204386456751,0.4709677419354838709677419355,0.2667732115342465753424657534,-0.2310162602195121951219512195,6.832222224,7,0,0,0,0,155,1,0,0
23,23_GA_F_2,Monitor2026,2026-01-01,2026-09-10,27,0.362222225,0.01341563796296296296296296296,1.144439522698760849055390943,0.4074074074074074074074074074,0.260909091,-0.156736111,0.758888888,4,0,0,0,0,27,1,0,0
24,24_GA_D_1,Historical,2015-01-01,2022-01-01,252,15.833333331,0.06283068782142857142857142857,1.336577070196214167273825944,0.5595238095238095238095238095,0.4459259259078014184397163121,-0.4238038038018018018018018018,4.199999999,7,19,0.07539682539682539682539682540,2,0.007936507936507936507936507937,231,0.9166666666666666666666666667,0,0
24,24_GA_D_1,RecentA,2022-01-01,2024-01-01,77,9.133333331,0.1186147185844155844155844156,1.760618117614816329288766729,0.5584415584415584415584415584,0.4916537467441860465116279070,-0.3531699346764705882352941176,3.101111111,6,4,0.05194805194805194805194805195,3,0.03896103896103896103896103896,70,0.9090909090909090909090909091,0,0
24,24_GA_D_1,RecentB,2024-01-01,2026-01-01,78,-1.217777778,-0.01561253561538461538461538462,0.9119537274896525845717356409,0.5769230769230769230769230769,0.2802962962888888888888888889,-0.4191245791212121212121212121,3.546666665,4,4,0.05128205128205128205128205128,1,0.01282051282051282051282051282,73,0.9358974358974358974358974359,0,0
24,24_GA_D_1,RecentCombined,2022-01-01,2026-01-01,155,7.915555553,0.05106810034193548387096774194,1.306342721883193174720137898,0.5677419354838709677419354839,0.3835732323068181818181818182,-0.3856550580597014925373134328,4.628888888,6,8,0.05161290322580645161290322581,4,0.02580645161290322580645161290,143,0.9225806451612903225806451613,0,0
24,24_GA_D_1,Monitor2026,2026-01-01,2026-09-10,27,0.788888888,0.02921810696296296296296296296,1.205916473091818923233521430,0.4814814814814814814814814815,0.3553846153076923076923076923,-0.2736507936428571428571428571,1.673333333,4,1,0.03703703703703703703703703704,0,0,26,0.9629629629629629629629629630,0,0
25,25_AU_China_Demand,Historical,2015-01-01,2022-01-01,614,32.9425,0.05365228013029315960912052117,1.316922410890374717398624272,0.5390879478827361563517915309,0.4135574018126888217522658610,-0.3739028776978417266187050360,8.0800,7,33,0.05374592833876221498371335505,49,0.07980456026058631921824104235,532,0.8664495114006514657980456026,0,0
25,25_AU_China_Demand,RecentA,2022-01-01,2024-01-01,174,10.0225,0.05760057471264367816091954023,1.285074308469032212188011093,0.5747126436781609195402298851,0.4518,-0.4816095890410958904109589041,4.0025,5,11,0.06321839080459770114942528736,16,0.09195402298850574712643678161,147,0.8448275862068965517241379310,0,0
25,25_AU_China_Demand,RecentB,2024-01-01,2026-01-01,173,7.1000,0.04104046242774566473988439306,1.321194299932142049310110835,0.5202312138728323699421965318,0.3245,-0.2663253012048192771084337349,3.0250,4,1,0.005780346820809248554913294798,7,0.04046242774566473988439306358,165,0.9537572254335260115606936416,0,0
25,25_AU_China_Demand,RecentCombined,2022-01-01,2026-01-01,347,17.1225,0.04934438040345821325648414986,1.299017681728880157170923379,0.5475504322766570605187319885,0.3915,-0.3670673076923076923076923077,4.0025,5,12,0.03458213256484149855907780980,23,0.06628242074927953890489913545,312,0.8991354466858789625360230548,0,0
25,25_AU_China_Demand,Monitor2026,2026-01-01,2026-09-10,61,-0.3925,-0.006434426229508196721311475410,0.9636994219653179190751445087,0.4754098360655737704918032787,0.3593103448275862068965517241,-0.337890625,3.9250,5,3,0.04918032786885245901639344262,4,0.06557377049180327868852459016,54,0.8852459016393442622950819672,0,0
26,26_AJ_China_Demand,Historical,2015-01-01,2022-01-01,308,28.497777786,0.09252525255194805194805194805,1.460897067443669478679226155,0.5551948051948051948051948052,0.5282391163333333333333333333,-0.4546405228455882352941176471,4.171111108,5,30,0.09740259740259740259740259740,12,0.03896103896103896103896103896,266,0.8636363636363636363636363636,0,0
26,26_AJ_China_Demand,RecentA,2022-01-01,2024-01-01,89,16.442222221,0.1847440698988764044943820225,1.974578503622066507531757551,0.6179775280898876404494382022,0.6056969696727272727272727273,-0.4962091503235294117647058824,2.546666667,3,6,0.06741573033707865168539325843,3,0.03370786516853932584269662921,80,0.8988764044943820224719101124,0,0
26,26_AJ_China_Demand,RecentB,2024-01-01,2026-01-01,87,10.953333328,0.1259003830804597701149425287,1.711768952624378266426980599,0.6206896551724137931034482759,0.4878189299814814814814814815,-0.4663299663939393939393939394,3.171111112,4,7,0.08045977011494252873563218391,1,0.01149425287356321839080459770,79,0.9080459770114942528735632184,0,0
26,26_AJ_China_Demand,RecentCombined,2022-01-01,2026-01-01,176,27.395555549,0.1556565656193181818181818182,1.849211269290191489814619250,0.6193181818181818181818181818,0.5472986747798165137614678899,-0.4814925373432835820895522388,3.171111112,4,13,0.07386363636363636363636363636,4,0.02272727272727272727272727273,159,0.9034090909090909090909090909,0,0
26,26_AJ_China_Demand,Monitor2026,2026-01-01,2026-09-10,30,3.280000001,0.1093333333666666666666666667,1.579960707400396015135528800,0.6666666666666666666666666667,0.44677777785,-0.5655555556,3.313333333,4,4,0.1333333333333333333333333333,1,0.03333333333333333333333333333,25,0.8333333333333333333333333333,0,0
27,27_EA_China_Demand,Historical,2015-01-01,2022-01-01,350,33.063333325,0.09446666664285714285714285714,1.492184786228361027038313435,0.6,0.4773333333142857142857142857,-0.4798333333642857142857142857,5.516666667,10,36,0.1028571428571428571428571429,51,0.1457142857142857142857142857,263,0.7514285714285714285714285714,0,0
27,27_EA_China_Demand,RecentA,2022-01-01,2024-01-01,100,6.978333335,0.06978333335,1.324724678252650039855993489,0.51,0.5582026143725490196078431373,-0.4385714285306122448979591837,4.456666667,5,9,0.09,13,0.13,78,0.78,0,0
27,27_EA_China_Demand,RecentB,2024-01-01,2026-01-01,98,15.736666668,0.1605782313061224489795918367,2.600881654933875890132248220,0.6326530612244897959183673469,0.4123655914193548387096774194,-0.2808571428571428571428571429,1.728333333,5,2,0.02040816326530612244897959184,10,0.1020408163265306122448979592,86,0.8775510204081632653061224490,0,0
27,27_EA_China_Demand,RecentCombined,2022-01-01,2026-01-01,198,22.715000003,0.1147222222373737373737373737,1.725255427983732785950429935,0.5707070707070707070707070707,0.4781858407168141592920353982,-0.3728571428333333333333333333,4.456666667,5,11,0.05555555555555555555555555556,23,0.1161616161616161616161616162,164,0.8282828282828282828282828283,0,0
27,27_EA_China_Demand,Monitor2026,2026-01-01,2026-09-10,35,-1.223333330,-0.03495238085714285714285714286,0.8551411095151144001794096389,0.4285714285714285714285714286,0.4814444446,-0.42224999995,3.241666664,4,3,0.08571428571428571428571428571,3,0.08571428571428571428571428571,29,0.8285714285714285714285714286,0,0
28,28_GA_China_Demand,Historical,2015-01-01,2022-01-01,347,22.219999988,0.06403458209798270893371757925,1.311338202996213976264138378,0.5302593659942363112391930836,0.5086376810760869565217391304,-0.4378486707361963190184049080,5.412000000,6,35,0.1008645533141210374639769452,55,0.1585014409221902017291066282,257,0.7406340057636887608069164265,0,0
28,28_GA_China_Demand,RecentA,2022-01-01,2024-01-01,100,5.990666663,0.05990666663,1.315431058498315080033698399,0.56,0.4461190475535714285714285714,-0.4416744186046511627906976744,3.020000000,4,9,0.09,13,0.13,78,0.78,0,0
28,28_GA_China_Demand,RecentB,2024-01-01,2026-01-01,98,16.794666662,0.1713741496122448979591836735,2.628652702058635832239976322,0.6632653061224489795918367347,0.4170256409384615384615384615,-0.3124848484545454545454545455,1.833333334,5,3,0.03061224489795918367346938776,10,0.1020408163265306122448979592,85,0.8673469387755102040816326531,0,0
28,28_GA_China_Demand,RecentCombined,2022-01-01,2026-01-01,198,22.785333325,0.1150774410353535353535353535,1.777550277292436195648800034,0.6111111111111111111111111111,0.4304903580495867768595041322,-0.3855789473552631578947368421,3.020000000,5,12,0.06060606060606060606060606061,23,0.1161616161616161616161616162,163,0.8232323232323232323232323232,0,0
28,28_GA_China_Demand,Monitor2026,2026-01-01,2026-09-10,35,-0.440000000,-0.01257142857142857142857142857,0.9377945334560694879102766017,0.4285714285714285714285714286,0.4422222222,-0.35366666665,3.195999999,5,2,0.05714285714285714285714285714,3,0.08571428571428571428571428571,30,0.8571428571428571428571428571,0,0
