BaselineSHA256,BaselineTrades,Strategies,Branch,PlanCommit,RunJST,Periods,PrimaryMetric,RulesDocument,RuleOrder,BaselineRecalculated,LiveChanged,MonitorUsedForClassification,FreshHoldout,CSVHashes
cc32f32e3df57cb03416d111e3cf848fb6b2edc7f193b6da90201a2462420359,16298,28,research/edge-decay-validation,402fc221b307985b8eb75abcc84bc3b0888400b5,2026-09-12T15:48:27.774070+09:00,"{""Historical"": [""2015-01-01"", ""2022-01-01""], ""RecentA"": [""2022-01-01"", ""2024-01-01""], ""RecentB"": [""2024-01-01"", ""2026-01-01""], ""RecentCombined"": [""2022-01-01"", ""2026-01-01""], ""Monitor2026"": [""2026-01-01"", ""2026-09-10""]}",Avg R / Trade,docs/38_edge_decay_validation_plan.md,INSUFFICIENT SAMPLE > EDGE LOST > EDGE DECAY > STABLE,False,False,False,False,"{""strategy_edge_decay_final_classification.csv"": ""d9d8bc5c4e44ebe8d8d0147f045489c784e7ad772732db3bd066085afd6f32ce"", ""strategy_edge_decay_summary.csv"": ""c925ffa099959b20ad3bc648511f2cac8e6da37cfa81fc4f02470ffb35a8c792"", ""strategy_edge_decay_yearly.csv"": ""2f4663fe4fa27938958382950f7cc0d1feb2adbab09e144bd023554947abbe9c""}"
