BaselineSHA256,BaselineTrades,Strategies,Strategy25Trades,EarlyTrades,LateTrades,Branch,PlanSHA,ImplementationSHA,RunJST,Python,NumPy,Seed,Replicates,MinimumTrades,MinimumWeeks,A,B,C,D,E,Verdict,Phase2Candidate,LateLowerPeriods,FormalCIStatus,FreshHoldout,BaselineRecalculated,PortfolioSimulation,LiveChanged,Periods,CSVHashes
cc32f32e3df57cb03416d111e3cf848fb6b2edc7f193b6da90201a2462420359,16298,28,1022,583,439,research/au-china-late-month-edge-decay-phase1,b49e7766bc2a710c3afae7685476e0fa47d2fecb,caf3f612fa881b89cd7d83f6c1c430e15c3efcb2,2026-09-20T16:33:24.677851+09:00,3.12.14,2.3.5,20260913,5000,30,20,PASS,FAIL,FAIL,FAIL,PASS,NOT_SUPPORTED,False,2,OK,False,False,False,False,"{""Historical"": [""2015-01-01"", ""2022-01-01""], ""Recent A"": [""2022-01-01"", ""2024-01-01""], ""Recent B"": [""2024-01-01"", ""2026-01-01""], ""2026 Monitor"": [""2026-01-01"", ""2026-09-10""], ""Recent Combined"": [""2022-01-01"", ""2026-09-10""], ""ALL"": [""2015-01-01"", ""2026-09-10""]}","{""au_china_late_month_phase1_bootstrap_ci.csv"": ""b017e566530c839c99c6587c76eb6a6828043f6700fdcb6eb0a710b073b278b0"", ""au_china_late_month_phase1_contrasts.csv"": ""1a5cdf34bbc84f601409373652700577b9ae4ac7b040d96eb4d0f09fe4c9dd7c"", ""au_china_late_month_phase1_representative_audit.csv"": ""1436c6d6aebc6272fd73fa5a0a2de32f1888a40091c11b9fdda855a5a74fd8e3"", ""au_china_late_month_phase1_segment_period_summary.csv"": ""824de8a1e8435b29a71821a0fb004715005b9a98d04a100c85e36240141535fd"", ""au_china_late_month_phase1_trade_assignment.csv"": ""abba804de2d8cf871df7a2a1610991d6b7700c8e54d913eaae7df0d7a5da7835"", ""au_china_late_month_phase1_yearly_summary.csv"": ""8811d616214feb9dc819e6a83270ddf7fd31ce3766c70292a83307723047b837""}"
