Strategy,BaselineSHA256,BaselineTrades,Strategies,Branch,PlanCommit,ImplementationCommit,RunJST,Family,PredecessorResultSHA,Periods,RulesDocument,DecisionRule,Decision,SecondaryWorsened,PFDeltaNote,CSVHashes,RunRecordCSV,FreshHoldout,BaselineRecalculated,LiveChanged,MoneySimulation,NextStrategy
22_GA_C_2,cc32f32e3df57cb03416d111e3cf848fb6b2edc7f193b6da90201a2462420359,16298,28,research/edge-decay-phase2-single-stop-validation,ead9384028145bb3ac2bf6a093bbfb4b13feb723,8a04ef54021752efc13529417d0e2bdc0644f7f1,2026-09-12T16:37:22.574173+09:00,"[""22_GA_C_2"", ""18_EA_2_MonWed_Short"", ""20_EA_1A_MonTue_Short"", ""23_GA_F_2""]",NONE_FIRST,"{""IS"": [""2015-01-01"", ""2022-01-01""], ""OOS1"": [""2022-01-01"", ""2026-01-01""], ""OOS2"": [""2026-01-01"", ""2026-09-10""], ""OOS_COMBINED"": [""2022-01-01"", ""2026-09-10""], ""ALL"": [""2015-01-01"", ""2026-09-10""]}",docs/42_edge_decay_phase2_single_stop_plan.md,OOS DeltaTotalR > 0 AND nonnegative years >= 3/5 AND max annual DeltaTotalR < 0.70 * net OOS DeltaTotalR; secondary metrics disclosed; no live adoption,ADOPTION_CANDIDATE,WorstWeekR,ALL_PF_DELTAS_FINITE,"{""edge_decay_phase2_22_decision.csv"": ""7adf13340f797caa506e2c8267ab75494bcf33b8c646d12036cc52acad7b0172"", ""edge_decay_phase2_22_period_results.csv"": ""0031525fa3ae866eb7a2e6dd5ac8948fc301b7eaaa85078fd171684346ad689d"", ""edge_decay_phase2_22_yearly_results.csv"": ""aefe53ed7d284038b61681cf016c9a9a23ec2843f61db90860fb465b1b9feebb""}",edge_decay_phase2_22_run_record.csv,False,False,False,NOT_RUN,18_EA_2_MonWed_Short
