Strategy,Period,Candidate,Trades,TotalR,PF,MaxDDR,WorstDayR,WorstWeekR
23_GA_F_2,2022,E0_BASELINE,1383,163.991920234,1.460196647793881058422532767,13.239665556,-7.928653846,-8.382382172
23_GA_F_2,2022,E1_MINUS_23,1345,163.103031348,1.463613102701666210321309525,13.817443334,-7.928653846,-8.169048839
23_GA_F_2,2022,DELTA_E1_MINUS_E0,-38,-0.888888886,0.003416454907785151898776758,0.577777778,0E-9,0.213333333
23_GA_F_2,2023,E0_BASELINE,1384,160.985031727,1.537135036670755260618909601,22.196975812,-10.88,-12.824401656
23_GA_F_2,2023,E1_MINUS_23,1345,165.488365060,1.566029162855199355099863798,21.022531367,-10.88,-12.317734989
23_GA_F_2,2023,DELTA_E1_MINUS_E0,-39,4.503333333,0.028894126184444094480954197,-1.174444445,0.00,0.506666667
23_GA_F_2,2024,E0_BASELINE,1394,129.794238252,1.471284308778258691029807773,12.974713232,-3.693846154,-6.500295982
23_GA_F_2,2024,E1_MINUS_23,1355,129.287571587,1.476137203489303681219577293,12.900268787,-3.693846154,-6.264740426
23_GA_F_2,2024,DELTA_E1_MINUS_E0,-39,-0.506666665,0.004852894711044990189769520,-0.074444445,0E-9,0.235555556
23_GA_F_2,2025,E0_BASELINE,1386,147.189394520,1.495443388062503243799672134,17.273405884,-4.386703297,-7.080357897
23_GA_F_2,2025,E1_MINUS_23,1347,143.550505634,1.488432085188057248744544581,17.058294773,-4.386703297,-7.280357897
23_GA_F_2,2025,DELTA_E1_MINUS_E0,-39,-3.638888886,-0.007011302874445995055127553,-0.215111111,0E-9,-0.200000000
23_GA_F_2,2026,E0_BASELINE,995,19.818791349,1.095529248887432719543087561,18.954206168,-4.579584304,-5.397048173
23_GA_F_2,2026,E1_MINUS_23,968,19.456569124,1.094930795948137598466679808,18.686428391,-4.579584304,-5.323714840
23_GA_F_2,2026,DELTA_E1_MINUS_E0,-27,-0.362222225,-0.000598452939295121076407753,-0.267777777,0E-9,0.073333333
