Status,Branch,PlanCommit,ImplementationCommit,Phase1Commit,RunJST,BaselineSHA256,BaselineTrades,StrategyCount,BaselineRecalculated,EntryTradesRemoved,LiveChanged,FreshHoldout,InputFiles,Phase1Regression,IndependentVerification,PrimaryAssigned,RobustnessAssigned,PrimaryInsufficient,RobustnessInsufficient,Conclusion,CIFormalCondition,Bootstrap,Python,Pandas,Numpy,SourceHashes,OutputHashes
COMPLETED,research/volatility-environment-phase2,1acc1fa530610eafcd985d446ba86c4dc415b5d6,4f13bff5e40809bb63455fe7214beb2f642508bf,cafbb6ff0bfe81e439b80ed62d50498494814e86,2026-09-15T13:32:55.816129+09:00,cc32f32e3df57cb03416d111e3cf848fb6b2edc7f193b6da90201a2462420359,16298,28,False,0,False,False,56,PASS,PASS,15082,15073,1216,1225,BOTH_SUPPORTED,False,5000 calendar weeks; default_rng seed20260913;95% linear;min4750,3.12.14,2.2.3,2.3.5,"{""volatility_phase1.py"": ""65ef361509e5bb404be02bfb0d1bdefbc6f59acbe8a557cdee030dd3a69116a1"", ""volatility_phase1_frozen_inputs.json"": ""bfc4b372247bc8def18f4a3768d855285559ffed2782de73737fda4eafb5c61b""}","{""volatility_phase2_assignment_audit_light.csv"": ""94b3d3637324c85d03cbb24d65126dce7cfed6db5d032b6335e6720b267e990f"", ""volatility_phase2_coverage.csv"": ""542c4a2cbcd55876b58adfc092a0fdc934049fa99f833feee20d81171c36a625"", ""volatility_phase2_daily_audit.csv"": ""09df6136ab4a745beb3fe7ac917c1810f85b8ff2289ad5550c1fc3568f5d00cf"", ""volatility_phase2_group_quintiles.csv"": ""8ee535e18220c33f333bda1fb5fa0586e02b6a09216f5b7c3d7bf71c14f60151"", ""volatility_phase2_input_manifest.csv"": ""8a149ea43feecc1e007bb210c96164b868a4cc417d621bac9575b69787f4f78f"", ""volatility_phase2_manual_audit.csv"": ""eb2e8e52c24f9b98a11befa2282e4f62cc0aca7e482093f9f0405138460d2a75"", ""volatility_phase2_monotonicity_summary.csv"": ""598ed582f84f6435cda5d78b4f433a9cccf144375c8aa169cbd2a69400fbdd2e"", ""volatility_phase2_period_quintiles.csv"": ""544e33b679ed44663ede2ee937f6ed334c71b24c1a1c5f4af7227a0b74a1efb5"", ""volatility_phase2_phase1_regression.csv"": ""9c9d147c8186b1dadea3d8d994e6509e68e8fcff4e17eef4e5a8d12ae98875b8"", ""volatility_phase2_portfolio_quintiles.csv"": ""54e1060e125c53e3abfe41cf4f54148f203c4e544b1a524779c9123f5381760c"", ""volatility_phase2_strategy_quintiles.csv"": ""4dd39e76acd489cad7630f9bbd010ccd41536246bfa2fdb9e7a70e0e6ef65639"", ""volatility_phase2_trade_assignments.csv"": ""077be95f9796b3cd00568992316447f7f02116618b8d6b5d9eabbb2c0da14126"", ""volatility_phase2_verification.csv"": ""23f90e7aabecba02fd2b5f5705b87e7404b42b7c0d84e4e6a2ae9141710b6e16""}"
