Period,Method,Scope,ScopeType,StrategyNo,Strategy,Group,Aggregation,Eligible,EligibleStrategies,EligibleIDs,PrespecifiedSubgroup,Support,Q1AvgR,Q2AvgR,Q3AvgR,Q4AvgR,Q5AvgR,Q5MinusQ1AvgR,Q2MinusQ1AvgR,Q3MinusQ2AvgR,Q4MinusQ3AvgR,Q5MinusQ4AvgR,Spearman,AdjacentIncreases,StrictlyIncreasing,Nondecreasing,Complete,CILow,CIHigh,ValidBootstraps,CombinedConclusion
FULL,primary,11,Strategy,11.0,11_AJ_SatB,,trade_weighted,True,1,11,False,NOT_SUPPORTED,0.04685950409090909,0.050427807485294115,0.045090909082352935,0.02573667703448275,0.08858851668421053,0.04172901259330144,0.0035683033943850265,-0.00533689840294118,-0.019354232047870186,0.06285183964972778,0.09999999999999999,2.0,False,False,True,-0.16348669125871848,0.24710857990093565,5000,NOT_SUPPORTED
FULL,primary,12,Strategy,12.0,12_UJ_Short_Core,,trade_weighted,True,1,12,True,ORDERED_POSITIVE_SUPPORTED,0.10336666666666665,0.23975862068965514,0.10140740740740742,0.42118072289156633,0.42426470588235293,0.32089803921568627,0.13639195402298848,-0.13835121328224773,0.3197733154841589,0.0030839829907866045,0.7,3.0,False,False,True,0.0812126660319086,0.577866858030206,5000,BOTH_SUPPORTED
FULL,primary,13,Strategy,13.0,13_UJ_Fix_MidWeek,,trade_weighted,True,1,13,False,NOT_SUPPORTED,0.060288624806451606,0.07779605259375,0.06895960827906976,0.0463157894074074,0.14548347609302326,0.08519485128657164,0.017507427787298392,-0.008836444314680239,-0.022643818871662356,0.09916768668561585,0.3,2.0,False,False,True,-0.03532048723633451,0.21908083405303955,5000,NOT_SUPPORTED
FULL,primary,14,Strategy,14.0,14_UJ_Sat_3rd,,trade_weighted,False,0,,False,LOW_SAMPLE,0.36080808095454553,0.5362962964166667,0.0860000001,0.35939393936363634,0.6189898992727273,0.25818181831818177,0.17548821546212112,-0.4502962963166667,0.2733939392636363,0.25959595990909096,0.19999999999999998,3.0,False,False,True,-0.3962802831577083,0.8847658732176777,5000,UNDETERMINED
FULL,primary,15,Strategy,15.0,15_UJ_Sat_Aug,,trade_weighted,False,0,,False,LOW_SAMPLE,0.07785714285714285,0.20384615384615387,0.079,0.7065384615384614,0.3820454545454545,0.3041883116883117,0.12598901098901102,-0.12484615384615387,0.6275384615384615,-0.3244930069930069,0.7999999999999999,2.0,False,False,True,,,4728,UNDETERMINED
FULL,primary,16,Strategy,16.0,16_UJ_T10A,,trade_weighted,False,0,,False,LOW_SAMPLE,0.14523809521428568,0.292345679,-0.1782222221,0.42864197533333337,0.46092592583333336,0.3156878306190477,0.14710758378571434,-0.4705679011,0.6068641974333333,0.03228395049999999,0.7,3.0,False,False,True,-0.3062477192776899,1.0030813972112873,5000,UNDETERMINED
FULL,primary,17,Strategy,17.0,17_EA_1B_Wed_Short,,trade_weighted,True,1,17,False,NOT_SUPPORTED,0.1948435374190476,0.0067669172631579025,0.22473809523333335,0.006925465782608711,0.29120300754385964,0.09635947012481202,-0.18807662015588972,0.21797117797017546,-0.21781262945072463,0.2842775417612509,0.49999999999999994,2.0,False,False,True,-0.15849353820855952,0.3587551083492431,5000,NOT_SUPPORTED
FULL,primary,18,Strategy,18.0,18_EA_2_MonWed_Short,,trade_weighted,True,1,18,False,NOT_SUPPORTED,0.03076455878778135,-0.08480158732142856,0.13129411766470586,0.034537037075,0.13090766823943661,0.10014310945165526,-0.11556614610920991,0.21609570498613442,-0.09675708058970586,0.09637063116443662,0.6,2.0,False,False,True,-0.07369400371222007,0.2830927753858227,5000,NOT_SUPPORTED
FULL,primary,19,Strategy,19.0,19_EA_3_WedThu_Long,,trade_weighted,True,1,19,False,ORDERED_POSITIVE_SUPPORTED,0.06808080809090908,0.01062610232539683,0.07803201510169493,0.1366020672441861,0.15910364145378147,0.0910228333628724,-0.057454705765512246,0.0674059127762981,0.05857005214249118,0.022501574209595365,0.8999999999999998,3.0,False,False,True,-0.09095880600546086,0.2843883777973414,5000,BOTH_SUPPORTED
FULL,primary,20,Strategy,20.0,20_EA_1A_MonTue_Short,,trade_weighted,True,1,20,False,ORDERED_POSITIVE_SUPPORTED,-0.027791505791505806,0.01588333333333334,0.06251851851851853,-0.01013636363636365,0.1939099099099099,0.2217014157014157,0.043674839124839146,0.04663518518518519,-0.07265488215488218,0.20404627354627353,0.7,3.0,False,False,True,0.030040570783469136,0.43003489219040514,5000,PRIMARY_ONLY
FULL,primary,21,Strategy,21.0,21_GA_B_3,,trade_weighted,True,1,21,False,ORDERED_POSITIVE_SUPPORTED,0.004626063630541873,0.01205,-0.02400996261643835,-0.0018313570289855156,0.03205473109183673,0.027428667461294857,0.007423936369458127,-0.03605996261643835,0.022178605587452837,0.03388608812082224,0.19999999999999998,3.0,False,False,True,-0.04186538395790941,0.09558311409523738,5000,PRIMARY_ONLY
FULL,primary,22,Strategy,22.0,22_GA_C_2,,trade_weighted,True,1,22,False,NOT_SUPPORTED,0.02856026786718751,0.15597826091304354,0.013180593056603787,-0.046417233539682516,0.11075187976842109,0.08219161190123359,0.12741799304585602,-0.14279766785643974,-0.059597826596286305,0.1571691133081036,-0.19999999999999998,2.0,False,False,True,-0.13561735785477494,0.3038963319750713,5000,NOT_SUPPORTED
FULL,primary,23,Strategy,23.0,23_GA_F_2,,trade_weighted,True,1,23,True,ORDERED_POSITIVE_SUPPORTED,-0.046381514292035395,0.04633199465060241,0.0642911877758621,0.13208080809090908,0.08360520093617022,0.1299867152282056,0.0927135089426378,0.01795919312525969,0.06778962031504698,-0.048475607154738865,0.8999999999999998,3.0,False,False,True,0.00764929499601887,0.2552843457912227,5000,BOTH_SUPPORTED
FULL,primary,24,Strategy,24.0,24_GA_D_1,,trade_weighted,True,1,24,False,NOT_SUPPORTED,0.05151425760176991,0.09323962518072287,-0.0044252873620689685,0.09494949492727278,0.0798581560106383,0.028343898408868383,0.04172536757895296,-0.09766491254279185,0.09937478228934175,-0.015091338916634486,0.3,2.0,False,False,True,-0.1391782187560503,0.19769364014609483,5000,NOT_SUPPORTED
FULL,primary,25,Strategy,25.0,25_AU_China_Demand,,trade_weighted,True,1,25,False,ORDERED_POSITIVE_SUPPORTED,0.030487637362637363,0.12079166666666666,0.029561688311688313,0.035642201834862386,0.0914795918367347,0.06099195447409733,0.0903040293040293,-0.09122997835497834,0.006080513523174073,0.05583739000187231,0.19999999999999998,3.0,False,False,True,-0.029592702054494446,0.1512224239062739,5000,BOTH_SUPPORTED
FULL,primary,26,Strategy,26.0,26_AJ_China_Demand,,trade_weighted,True,1,26,False,ORDERED_POSITIVE_SUPPORTED,0.12937263797278908,0.0500456620821918,0.08091787436956521,0.10018518522222221,0.18521739129347828,0.055844753320689194,-0.07932697589059728,0.030872212287373413,0.019267310852656996,0.08503220607125607,0.39999999999999997,3.0,False,False,True,-0.12451363788673186,0.24221460485939117,5000,BOTH_SUPPORTED
FULL,primary,27,Strategy,27.0,27_EA_China_Demand,,trade_weighted,True,1,27,False,NOT_SUPPORTED,0.10893660532515338,0.07593457942990654,0.1352450980392157,0.06923245611842105,0.06850000001111109,-0.04043660531404229,-0.03300202589524684,0.05931051860930915,-0.06601264192079465,-0.0007324561073099589,-0.7,1.0,False,False,True,-0.20161462771068597,0.12041884290966987,5000,NOT_SUPPORTED
FULL,primary,28,Strategy,28.0,28_GA_China_Demand,,trade_weighted,True,1,28,False,ORDERED_POSITIVE_SUPPORTED,0.016932515343558288,0.056025157235849055,0.14881099650515464,0.18790960442372884,0.04663030299090911,0.029697787647350822,0.039092641892290766,0.09278583926930559,0.039098607918574196,-0.14127930143281972,0.39999999999999997,3.0,False,False,True,-0.11473567136915407,0.17555169516778324,5000,PRIMARY_ONLY
