Period,Method,Scope,ScopeType,StrategyNo,Strategy,Group,Aggregation,Eligible,EligibleStrategies,EligibleIDs,PrespecifiedSubgroup,Support,Quintile,Trades,TotalR,AvgR,PF,WinRate,AvgWinR,AvgLossR,LOW_SAMPLE
FULL,primary,5,Strategy,5.0,5_GJ_Port_Log2,,trade_weighted,True,1,5,False,ORDERED_POSITIVE_SUPPORTED,Q1,342.0,13.150000001999999,0.038450292403508765,1.1485875706457465,49.122807017543856,0.6050595238154761,-0.5086206896494253,False
FULL,primary,5,Strategy,5.0,5_GJ_Port_Log2,,trade_weighted,True,1,5,False,ORDERED_POSITIVE_SUPPORTED,Q2,190.0,10.239999993999998,0.053894736810526304,1.198376993647158,50.526315789473685,0.64436342590625,-0.5491371158829786,False
FULL,primary,5,Strategy,5.0,5_GJ_Port_Log2,,trade_weighted,True,1,5,False,ORDERED_POSITIVE_SUPPORTED,Q3,209.0,22.487777781000005,0.10759702287559811,1.36574743391366,53.588516746411486,0.7497519841517857,-0.6338602520000001,False
FULL,primary,5,Strategy,5.0,5_GJ_Port_Log2,,trade_weighted,True,1,5,False,ORDERED_POSITIVE_SUPPORTED,Q4,182.0,25.581111107999995,0.1405555555384615,1.5140209867717889,53.84615384615385,0.768854875244898,-0.5995983935662651,False
FULL,primary,5,Strategy,5.0,5_GJ_Port_Log2,,trade_weighted,True,1,5,False,ORDERED_POSITIVE_SUPPORTED,Q5,238.0,27.037777782,0.11360410832773109,1.2814806246841033,46.21848739495798,1.1190303030636364,-0.7504340277734376,False
FULL,primary,6,Strategy,6.0,6_GJ_Old_Mon,,trade_weighted,True,1,6,True,ORDERED_POSITIVE_SUPPORTED,Q1,149.0,-5.5120000000000005,-0.03699328859060403,0.8982650424510892,49.664429530201346,0.6576756756756758,-0.7223999999999999,False
FULL,primary,6,Strategy,6.0,6_GJ_Old_Mon,,trade_weighted,True,1,6,True,ORDERED_POSITIVE_SUPPORTED,Q2,70.0,15.572000000000001,0.22245714285714288,1.6762789889689915,50.0,1.1028,-0.6578857142857143,False
FULL,primary,6,Strategy,6.0,6_GJ_Old_Mon,,trade_weighted,True,1,6,True,ORDERED_POSITIVE_SUPPORTED,Q3,82.0,25.384000000000004,0.30956097560975615,1.8825533690285792,57.3170731707317,1.1520425531914893,-0.8217714285714286,False
FULL,primary,6,Strategy,6.0,6_GJ_Old_Mon,,trade_weighted,True,1,6,True,ORDERED_POSITIVE_SUPPORTED,Q4,71.0,25.130000000000006,0.3539436619718311,1.8950067668637367,54.929577464788736,1.3643076923076922,-0.8774375,False
FULL,primary,6,Strategy,6.0,6_GJ_Old_Mon,,trade_weighted,True,1,6,True,ORDERED_POSITIVE_SUPPORTED,Q5,83.0,22.042,0.265566265060241,1.6746036604027665,56.62650602409639,1.1641702127659572,-0.9076111111111111,False
FULL,primary,7,Strategy,7.0,7_GJ_Mon_Blitz,,trade_weighted,True,1,7,False,NOT_SUPPORTED,Q1,175.0,1.7430769209999997,0.009960439548571426,1.0951700964814726,54.285714285714285,0.21114170038947372,-0.22894230770000004,False
FULL,primary,7,Strategy,7.0,7_GJ_Mon_Blitz,,trade_weighted,True,1,7,False,NOT_SUPPORTED,Q2,84.0,3.132307689,0.03728937725,1.3681403123121905,52.38095238095239,0.2645629370454545,-0.21271153852499997,False
FULL,primary,7,Strategy,7.0,7_GJ_Mon_Blitz,,trade_weighted,True,1,7,False,NOT_SUPPORTED,Q3,99.0,9.367692309000002,0.09462315463636366,1.8040406709004877,55.55555555555556,0.38215384618181814,-0.2647902097954545,False
FULL,primary,7,Strategy,7.0,7_GJ_Mon_Blitz,,trade_weighted,True,1,7,False,NOT_SUPPORTED,Q4,84.0,7.615384611,0.09065934060714285,1.8134089221471585,64.28571428571429,0.31440170937037026,-0.31207692316666663,False
FULL,primary,7,Strategy,7.0,7_GJ_Mon_Blitz,,trade_weighted,True,1,7,False,NOT_SUPPORTED,Q5,103.0,7.273076921000001,0.07061239729126215,1.5412754749163355,57.28155339805825,0.35101694915254233,-0.3053846154318182,False
FULL,primary,8,Strategy,8.0,8_AJ_Core1,,trade_weighted,True,1,8,False,NOT_SUPPORTED,Q1,167.0,6.688571427000001,0.040051325910179646,1.212576617425367,55.08982035928144,0.41470496893478254,-0.41952380953333335,False
FULL,primary,8,Strategy,8.0,8_AJ_Core1,,trade_weighted,True,1,8,False,NOT_SUPPORTED,Q2,96.0,10.577142858000002,0.11017857143750003,1.6782704287523693,62.5,0.4361904762166666,-0.43317460319444445,False
FULL,primary,8,Strategy,8.0,8_AJ_Core1,,trade_weighted,True,1,8,False,NOT_SUPPORTED,Q3,97.0,1.7785714289999992,0.018335787927835044,1.072320650618299,52.57731958762887,0.5170868347058823,-0.5346273291521739,False
FULL,primary,8,Strategy,8.0,8_AJ_Core1,,trade_weighted,True,1,8,False,NOT_SUPPORTED,Q4,75.0,15.932857141000001,0.21243809521333334,2.4539173511014614,62.66666666666667,0.5721580546382978,-0.39137755096428567,False
FULL,primary,8,Strategy,8.0,8_AJ_Core1,,trade_weighted,True,1,8,False,NOT_SUPPORTED,Q5,110.0,17.984285709,0.16349350644545457,1.6465180770524162,54.54545454545454,0.7633571427666666,-0.55634285714,False
FULL,primary,9,Strategy,9.0,9_AJ_Core2,,trade_weighted,True,1,9,False,NOT_SUPPORTED,Q1,79.0,8.556666669,0.1083122363164557,1.328051118317089,53.16455696202531,0.8247619047857144,-0.7049549549189189,False
FULL,primary,9,Strategy,9.0,9_AJ_Core2,,trade_weighted,True,1,9,False,NOT_SUPPORTED,Q2,52.0,19.099999998000005,0.3673076922692309,2.4817688128782,65.38461538461539,0.9408823528823529,-0.7161111111111111,False
FULL,primary,9,Strategy,9.0,9_AJ_Core2,,trade_weighted,True,1,9,False,NOT_SUPPORTED,Q3,60.0,12.453333336,0.2075555556,1.6608880242813766,56.666666666666664,0.9204901960882353,-0.7247435896538461,False
