Mode,ThresholdR,Segment,BaselineTrades,ExecutedTrades,BlockedTrades,ExecutionRatePct,Wins,WinRatePct,TotalR,PF,MaxDDR,AvgR,WorstDayR,WorstWeekR,BaselineTotalR,DeltaR,AvoidedLossR,MissedProfitR,ThresholdReachedDays,DaysWithBlockedEntries
NONE,,IS,9756,9756,0,100.000,5321,54.541,768.488273,1.372171,27.540956,0.078771,-12.000000,-14.455836,768.488273,0.000000,0.000000,0.000000,0,0
DAILY_STOP,-1.0,IS,9756,8502,1254,87.146,4631,54.470,637.875116,1.360615,26.722450,0.075026,-7.261429,-10.457477,768.488273,-130.613158,296.027517,426.640675,505,355
DAILY_STOP,-1.5,IS,9756,9143,613,93.717,4991,54.588,725.935610,1.379756,25.710058,0.079398,-7.261429,-10.719321,768.488273,-42.552664,153.298078,195.850742,301,184
DAILY_STOP,-2.0,IS,9756,9332,424,95.654,5086,54.501,732.050072,1.373022,26.415914,0.078445,-7.261429,-10.719321,768.488273,-36.438202,102.397805,138.836007,215,131
DAILY_STOP,-2.5,IS,9756,9556,200,97.950,5204,54.458,748.501001,1.371013,27.373692,0.078328,-7.261429,-10.719321,768.488273,-19.987272,47.428733,67.416005,132,68
DAILY_STOP,-3.0,IS,9756,9618,138,98.585,5241,54.492,757.940936,1.373828,27.662855,0.078804,-7.261429,-10.922483,768.488273,-10.547337,37.370379,47.917716,84,42
DAILY_STOP,-4.0,IS,9756,9694,62,99.364,5293,54.601,770.737662,1.377502,27.540956,0.079507,-7.261429,-10.800584,768.488273,2.249388,23.204408,20.955020,40,18
